round,elapsed_ms,tag
0,0.017378,pgtable_sync_repl_1n
1,0.018725,pgtable_sync_repl_1n
2,0.018619,pgtable_sync_repl_1n
3,0.018916,pgtable_sync_repl_1n
4,0.018640,pgtable_sync_repl_1n
5,0.018973,pgtable_sync_repl_1n
6,0.018742,pgtable_sync_repl_1n
7,0.018802,pgtable_sync_repl_1n
8,0.018704,pgtable_sync_repl_1n
9,0.018934,pgtable_sync_repl_1n
10,0.018803,pgtable_sync_repl_1n
11,0.018851,pgtable_sync_repl_1n
12,0.018796,pgtable_sync_repl_1n
13,0.019031,pgtable_sync_repl_1n
14,0.018924,pgtable_sync_repl_1n
15,0.018724,pgtable_sync_repl_1n
16,0.018955,pgtable_sync_repl_1n
17,0.019004,pgtable_sync_repl_1n
18,0.018839,pgtable_sync_repl_1n
19,0.018848,pgtable_sync_repl_1n
0,0.006761,pgtable_sync_norepl_1n
1,0.006916,pgtable_sync_norepl_1n
2,0.006721,pgtable_sync_norepl_1n
3,0.006687,pgtable_sync_norepl_1n
4,0.006733,pgtable_sync_norepl_1n
5,0.006720,pgtable_sync_norepl_1n
6,0.006738,pgtable_sync_norepl_1n
7,0.006691,pgtable_sync_norepl_1n
8,0.006699,pgtable_sync_norepl_1n
9,0.006720,pgtable_sync_norepl_1n
10,0.006740,pgtable_sync_norepl_1n
11,0.006680,pgtable_sync_norepl_1n
12,0.006712,pgtable_sync_norepl_1n
13,0.006742,pgtable_sync_norepl_1n
14,0.006715,pgtable_sync_norepl_1n
15,0.006718,pgtable_sync_norepl_1n
16,0.006693,pgtable_sync_norepl_1n
17,0.006801,pgtable_sync_norepl_1n
18,0.006747,pgtable_sync_norepl_1n
19,0.006728,pgtable_sync_norepl_1n
