round,elapsed_ms,tag
0,0.032323,pgtable_sync_repl
1,0.029375,pgtable_sync_repl
2,0.031300,pgtable_sync_repl
3,0.032160,pgtable_sync_repl
4,0.032394,pgtable_sync_repl
5,0.026427,pgtable_sync_repl
6,0.026509,pgtable_sync_repl
7,0.027062,pgtable_sync_repl
8,0.026772,pgtable_sync_repl
9,0.024004,pgtable_sync_repl
10,0.026466,pgtable_sync_repl
11,0.027909,pgtable_sync_repl
12,0.026518,pgtable_sync_repl
13,0.027026,pgtable_sync_repl
14,0.027016,pgtable_sync_repl
15,0.027572,pgtable_sync_repl
16,0.024030,pgtable_sync_repl
17,0.027542,pgtable_sync_repl
18,0.026214,pgtable_sync_repl
19,0.026910,pgtable_sync_repl
0,0.006979,pgtable_sync_norepl
1,0.007074,pgtable_sync_norepl
2,0.006994,pgtable_sync_norepl
3,0.007023,pgtable_sync_norepl
4,0.007080,pgtable_sync_norepl
5,0.006968,pgtable_sync_norepl
6,0.007389,pgtable_sync_norepl
7,0.007076,pgtable_sync_norepl
8,0.007052,pgtable_sync_norepl
9,0.007070,pgtable_sync_norepl
10,0.007034,pgtable_sync_norepl
11,0.007105,pgtable_sync_norepl
12,0.007009,pgtable_sync_norepl
13,0.007010,pgtable_sync_norepl
14,0.006982,pgtable_sync_norepl
15,0.006960,pgtable_sync_norepl
16,0.006941,pgtable_sync_norepl
17,0.006958,pgtable_sync_norepl
18,0.006961,pgtable_sync_norepl
19,0.006965,pgtable_sync_norepl
