time,variant,elapsed,phase,limit,current_mb,high_events,psi_some_avg10,anon,file,pgscan,pgsteal,pgmajfault,repl_fail_events,repl_lock_main_lost,repl_pg_private_alloc,repl_pg_private_free,repl_pte_miss_events,repl_rdprotect_handled,repl_reclaimed,repl_reclaimed_replicas,repl_remote_faults_on_main,repl_repl_allocated,repl_repl_copy_events,repl_skipped_pressure,repl_tlb_flushed,repl_total_faults,repl_unreplicated,repl_writes_to_replicated,vm_numa_pte_updates,vm_numa_huge_pte_updates,vm_numa_hint_faults,vm_numa_hint_faults_local,vm_numa_pages_migrated,vm_pgmigrate_success,vm_pgmigrate_fail
2026-08-27T19:25:19.995,repl-dynamic,0.0,normal,max,8234,0,0.00,6469033984,2107359232,0,0,452754,455290,0,0,0,2327346,0,0,0,384992,1512937,1512937,0,3025874,2664024,0,0,31708356,28910,12840548,8061155,8611996,30720655,25321
2026-08-27T19:25:20.495,repl-dynamic,0.501,normal,max,8239,0,0.00,6469033984,2107359232,0,0,452754,455290,0,0,0,2327349,0,0,0,384992,1512940,1512940,0,3025880,2664027,0,0,31708356,28910,12840548,8061155,8611996,30720655,25321
2026-08-27T19:25:20.995,repl-dynamic,1.001,normal,max,8238,0,0.00,6469726208,2107359232,0,0,452754,455290,0,0,0,2327349,0,0,0,384992,1512940,1512940,0,3025880,2664027,0,0,31708356,28910,12840548,8061155,8611996,30720655,25321
2026-08-27T19:25:21.495,repl-dynamic,1.501,normal,max,8237,0,0.00,6469726208,2107359232,0,0,452754,455290,0,0,0,2327349,0,0,0,384992,1512940,1512940,0,3025880,2664027,0,0,31708356,28910,12840548,8061155,8611996,30720655,25321
2026-08-27T19:25:21.995,repl-dynamic,2.001,normal,max,8233,0,0.00,6469726208,2107359232,0,0,452754,455290,0,0,0,2327349,0,0,0,384992,1512940,1512940,0,3025880,2664027,0,0,31708356,28910,12840548,8061155,8611996,30720655,25321
2026-08-27T19:25:22.495,repl-dynamic,2.501,normal,max,8219,0,0.00,6469513216,2107359232,0,0,452754,455290,0,0,0,2327351,0,0,0,384992,1512942,1512942,0,3025884,2664029,0,0,31708356,28910,12840548,8061155,8611996,30720655,25321
2026-08-27T19:25:22.995,repl-dynamic,3.001,normal,max,8220,0,0.00,6469513216,2107359232,0,0,452754,455290,0,0,0,2327351,0,0,0,384992,1512942,1512942,0,3025884,2664029,0,0,31708356,28910,12840548,8061155,8611996,30720655,25321
2026-08-27T19:25:23.495,repl-dynamic,3.501,normal,max,8224,0,0.00,6469513216,2107359232,0,0,452754,455290,0,0,0,2327352,0,0,0,384992,1512943,1512943,0,3025886,2664030,0,0,31708356,28910,12840548,8061155,8611996,30720655,25321
2026-08-27T19:25:23.995,repl-dynamic,4.001,normal,max,8225,0,0.00,6469746688,2107359232,0,0,452754,455290,0,0,0,2327355,0,0,0,384992,1512946,1512946,0,3025892,2664033,0,0,31708356,28910,12840548,8061155,8611996,30720655,25321
2026-08-27T19:25:24.495,repl-dynamic,4.501,normal,max,8228,0,0.00,6469746688,2107359232,0,0,452754,455290,0,0,0,2327355,0,0,0,384992,1512946,1512946,0,3025892,2664033,0,0,31708356,28910,12840548,8061155,8611996,30720655,25321
2026-08-27T19:25:24.995,repl-dynamic,5.001,normal,max,8230,0,0.00,6469746688,2107359232,0,0,452754,455290,0,0,0,2327355,0,0,0,384992,1512946,1512946,0,3025892,2664033,0,0,31708356,28910,12840548,8061155,8611996,30720655,25321
2026-08-27T19:25:25.495,repl-dynamic,5.501,normal,max,8230,0,0.00,6468743168,2107359232,0,0,452754,455290,0,0,0,2327355,0,0,0,384992,1512946,1512946,0,3025892,2664033,0,0,31708356,28910,12840548,8061155,8611996,30720655,25321
2026-08-27T19:25:25.995,repl-dynamic,6.001,normal,max,8234,0,0.00,6469750784,2107359232,0,0,452754,455290,0,0,0,2327355,0,0,0,384992,1512946,1512946,0,3025892,2664033,0,0,31708356,28910,12840548,8061155,8611996,30720655,25321
