runner_name,tag,run_id,recall,total_time,qps,start_time,end_time
annoy,default,1,0.977138,2.8127522089999957,3555.236742149872,2025-11-30T18:13:57.627965,2025-11-30T18:14:00.440731
annoy,default,2,0.977138,2.8529973500000096,3505.0856251233345,2025-11-30T18:14:00.563507,2025-11-30T18:14:03.429769
annoy,default,3,0.977138,2.735664364999991,3655.41918370532,2025-11-30T18:14:03.547746,2025-11-30T18:14:06.295590
annoy,default,4,0.977138,2.765239233999978,3616.323635599075,2025-11-30T18:14:06.415087,2025-11-30T18:14:09.194703
annoy,default,5,0.977138,2.793425228999979,3579.8344971559914,2025-11-30T18:14:09.316796,2025-11-30T18:14:12.122740
annoy,default,6,0.977138,2.817416166999976,3549.351394064065,2025-11-30T18:14:12.242594,2025-11-30T18:14:15.074204
annoy,default,7,0.977138,2.778086554999959,3599.5998691985133,2025-11-30T18:14:15.192324,2025-11-30T18:14:17.983108
annoy,default,8,0.977138,2.7652590529999657,3616.297716899699,2025-11-30T18:14:18.101516,2025-11-30T18:14:20.881252
annoy,default,9,0.977138,2.8064422560000253,3563.2302708600287,2025-11-30T18:14:20.999537,2025-11-30T18:14:23.819642
annoy,default,10,0.977138,2.7736902220000275,3605.305279112709,2025-11-30T18:14:23.938799,2025-11-30T18:14:26.726277
annoy,default,11,0.977138,2.826546147999977,3537.886691528406,2025-11-30T18:14:26.843909,2025-11-30T18:14:29.683769
annoy,default,12,0.977138,2.751974466999968,3633.7546441342456,2025-11-30T18:14:29.803267,2025-11-30T18:14:32.569573
annoy,default,13,0.977138,2.795538115999989,3577.128833538695,2025-11-30T18:14:32.688368,2025-11-30T18:14:35.495657
annoy,default,14,0.977138,2.76167290799998,3620.9936270990397,2025-11-30T18:14:35.614753,2025-11-30T18:14:38.390533
annoy,default,15,0.977138,2.8264022719999957,3538.066785137376,2025-11-30T18:14:38.515716,2025-11-30T18:14:41.355163
annoy,default,16,0.977138,2.732333617999984,3659.875182928726,2025-11-30T18:14:41.475411,2025-11-30T18:14:44.223972
annoy,default,17,0.977138,2.838288301000034,3523.250261954231,2025-11-30T18:14:44.342399,2025-11-30T18:14:47.193748
annoy,default,18,0.977138,2.7811738920000266,3595.60401050964,2025-11-30T18:14:47.314104,2025-11-30T18:14:50.109474
annoy,default,19,0.977138,2.818980513999975,3547.3817397235434,2025-11-30T18:14:50.228091,2025-11-30T18:14:53.059736
annoy,default,20,0.977138,2.744386577,3643.80152701789,2025-11-30T18:14:53.179560,2025-11-30T18:14:55.938464
annoy,default,21,0.977138,2.8231386649999877,3542.156863910205,2025-11-30T18:14:56.065460,2025-11-30T18:14:58.901257
annoy,default,22,0.977138,2.7592624790000286,3624.156844847922,2025-11-30T18:14:59.021280,2025-11-30T18:15:01.795800
annoy,default,23,0.977138,2.805899769000007,3563.9191786112497,2025-11-30T18:15:01.914001,2025-11-30T18:15:04.733049
annoy,default,24,0.977138,2.7132430949999957,3685.626259743606,2025-11-30T18:15:04.853055,2025-11-30T18:15:07.589097
annoy,default,25,0.977138,2.733216319999997,3658.6932131299477,2025-11-30T18:15:07.708594,2025-11-30T18:15:10.454752
annoy,default,26,0.977138,2.8569655600000488,3500.217202478223,2025-11-30T18:15:10.574822,2025-11-30T18:15:13.446530
annoy,default,27,0.977138,2.8286542780000445,3535.2499871671635,2025-11-30T18:15:13.573833,2025-11-30T18:15:16.416621
annoy,default,28,0.977138,2.7741546889999995,3604.701655481477,2025-11-30T18:15:16.546624,2025-11-30T18:15:19.344607
annoy,default,29,0.977138,2.732022723,3660.291664418927,2025-11-30T18:15:19.473201,2025-11-30T18:15:22.218872
annoy,default,30,0.977138,2.7518194310000013,3633.9593678812116,2025-11-30T18:15:22.348344,2025-11-30T18:15:25.124329
annoy,imbalanced-memory,1,0.977138,4.0578836559999445,2464.338765655369,2025-11-30T18:25:16.412033,2025-11-30T18:25:20.469928
annoy,imbalanced-memory,2,0.977138,2.9388032059999887,3402.745709404279,2025-11-30T18:25:20.588929,2025-11-30T18:25:23.537505
