label,dataset,tag,test,n_prompt,n_gen,runs,test_time,avg_ns,avg_ts,stddev_ts,start_time,end_time,samples,local_pct,local_pct_skt0,local_pct_skt1,local_pct_skt2,local_pct_skt3,ipc,inst,inst_skt0,inst_skt1,inst_skt2,inst_skt3,afreq,freq,cpu_balance,l3hit,l2miss,l3miss,l3mpi,upi_in_gb,upi_out_gb,upi_out_pct,upi_in_pct,mem_bw_gb,mem_read_gb,mem_write_gb,mem_read_gb_skt0,mem_read_gb_skt1,mem_read_gb_skt2,mem_read_gb_skt3,mem_write_gb_skt0,mem_write_gb_skt1,mem_write_gb_skt2,mem_write_gb_skt3,data_mem_gb,data_mem_gb_node0,data_mem_gb_node1,data_mem_gb_node2,data_mem_gb_node3,pagetable_mb,pagetable_mb_node0,pagetable_mb_node1,pagetable_mb_node2,pagetable_mb_node3,tma_l3_bound,tma_dram_bound,tma_l1_bound,tma_store_bound,warmup_s
llama,llama,distribute-warmup,pp512,512,0,10,2026-08-30T06:26:35Z,8622754385,59.38151,0.497818,2026-08-30 08:25:17.544912300,2026-08-30 08:28:10.000000000,172,44.11046511627907,43.71511627906977,43.48255813953488,42.825581395348834,43.075581395348834,0.38436046511627914,12205.706511627906,3024.627209302326,3071.5459302325576,3085.243488372093,3024.2905232558146,0.9309883720930232,0.12284883720930234,0.9802437099872335,0.6465116279069768,14.004941860465118,5.141453488372092,0.0005784883720930233,20.803062488644624,54.098213004178774,19.382751937984494,7.108527131782945,48.32163983471821,28.111137497742053,20.210502280527454,10.088839414739885,5.7121375429010115,5.749299415191474,6.560860899114885,6.757923139450866,4.215511368768063,4.164030380690028,5.073037391618497,8.005132531844122,2.223704674340397,2.1338866129086886,1.8210027617526192,1.8257287086089913,27.863958634393065,7.843050036127168,8.778743677745664,5.218230671965318,6.0257406069364166,11.61705882352941,5.09470588235294,9.4,1.7223529411764704,0.0
llama,llama,distribute-warmup,tg128,0,128,10,2026-08-30T06:28:10Z,32451700368,3.944333,0.006455,2026-08-30 08:22:47.965992640,2026-08-30 08:33:37.000000000,649,32.00462249614792,32.152542372881356,31.599383667180277,31.597842835130972,31.206471494607086,0.19206471494607086,6800.724976887519,1701.8753312788904,1691.3008320493066,1722.3897072419106,1685.159090909091,0.9813251155624039,0.14252696456086283,0.9783843248851982,0.6587057010785824,7.628613251155625,2.4882280431432973,0.0003864406779661017,27.17294976044877,71.66126658200115,25.8376990241397,9.447226502311247,44.82571191255778,36.99528121689619,7.83043087622785,12.090256434177581,8.026071525303351,7.940124380055856,8.938828967642527,3.1603840493788518,1.3195373742055085,1.158634392454738,2.1918748796224965,8.447037997069183,2.348631199495292,2.224842595465389,1.9350671473844552,1.9382808649981464,29.12521098572531,8.01341869212963,9.093123070987655,5.605866608796297,6.413284866898148,26.394620253164558,4.362658227848101,11.572784810126583,0.6150316455696202,0.0
llama,llama,interleaved-distribute,pp512,512,0,10,2026-08-30T06:33:37Z,9700909020,52.7962,1.01567,2026-08-30 08:32:35.981819600,2026-08-30 08:35:50.000000000,194,25.443298969072163,28.855670103092784,24.603092783505154,24.164948453608247,24.15463917525773,0.3558247422680412,12085.305979381443,2916.889381443299,3038.842989690722,3075.1130927835047,3054.4605154639166,0.9782989690721651,0.13314432989690725,0.9485470268682099,0.5849999999999999,11.07438144329897,4.235979381443299,0.000334020618556701,28.31690444788982,64.17321636396585,23.076890034364265,9.914948453608247,54.59012438587307,29.42668059358892,25.16344414465207,7.326398497905928,6.809343488240979,6.531293089561856,8.759645517880154,6.236583189030283,5.892547670344716,5.608127516913659,7.426186120731316,7.906716966137444,1.899191453284824,2.1875990641485785,1.865591599769199,1.9552495897430733,28.351381282216494,7.231374838917525,8.633033988402062,5.841152545103093,6.648578447164948,9.985185185185186,3.2698412698412698,6.773544973544973,3.2412698412698413,0.0
llama,llama,interleaved-distribute,tg128,0,128,10,2026-08-30T06:35:50Z,24573461606,5.209138,0.039385,2026-08-30 08:32:17.530767880,2026-08-30 08:40:29.000000000,491,25.775967413441954,27.761710794297354,24.65784114052953,23.84521384928717,24.059063136456214,0.22474541751527496,7121.391344195519,1691.7327087576375,1794.8453971486763,1823.8764969450099,1810.9368431771893,0.9724236252545826,0.13411405295315681,0.9275478419680757,0.6431568228105907,8.08989816700611,2.73081466395112,0.0004604887983706721,30.86078928525967,71.58604309206339,25.828750848608276,10.855227427019686,49.41212797335492,37.26008219401042,12.152045997681656,9.958195681688263,9.370798875762194,8.527091173621697,9.403996363694105,3.6902274676067073,3.077974009940295,2.3328700020642787,3.05097441882622,7.877370032485651,1.8974430940589126,2.1736825826216717,1.8535821953598333,1.9530097805723852,28.479416454081633,7.268662308673469,8.571364795918367,5.895647321428571,6.7448660714285715,25.35010438413361,4.383507306889353,11.892901878914403,1.487891440501044,0.0
llama,llama,interleaved-distribute-warmup,pp512,512,0,10,2026-08-30T06:40:29Z,9345698081,54.79828,0.906268,2026-08-30 08:39:05.086038380,2026-08-30 08:42:12.000000000,187,25.49197860962567,29.689839572192515,23.459893048128343,22.267379679144383,22.855614973262032,0.35390374331550806,11134.435668449198,2669.0704812834224,2803.9638502673797,2817.9524064171123,2843.448823529412,0.9355614973262032,0.12315508021390376,0.9386736484219387,0.6281283422459893,12.456042780748662,4.507058823529412,0.0005871657754010695,30.481463903743315,66.15034305021724,23.835115864527626,10.68716577540107,57.81614351813169,31.573344804896394,26.242798661012696,8.001358675217245,7.278535208472593,6.953358591661096,9.340091598429145,6.661479257185829,6.136733058990641,5.6815843812667115,7.763002068014706,8.044607397069267,1.9474264542686748,2.2085748764282878,1.8913117679045162,1.9976962288433218,27.993357286096256,7.025108622994653,8.665879846256685,5.581550802139038,6.71835310828877,12.904918032786885,4.979234972677596,9.686885245901639,3.3726775956284145,0.0
llama,llama,interleaved-distribute-warmup,tg128,0,128,10,2026-08-30T06:42:12Z,25066008864,5.106527,0.007278,2026-08-30 08:42:12.000000000,2026-08-30 08:50:33.320177280,245,25.99591836734694,26.591836734693878,25.209016393442624,24.99590163934426,24.99590163934426,0.10016326530612246,4039.6448979591837,956.3177142857144,1014.9277049180328,1039.0112704918033,1029.5312704918033,0.9999183673469388,0.14999999999999994,0.9204113000940337,0.6531428571428571,6.397265306122448,1.8843673469387756,0.0004636734693877552,36.695040617028056,88.2606985809949,31.828893442622952,13.006489071038251,51.68609583700857,47.39994621030746,4.286149784211189,14.019150155308735,11.666411858370985,10.850473750945062,10.864219616305443,2.936353107743474,0.918265719126506,0.21094506048387096,0.22046134702620965,8.786683162370052,2.1378862905312346,2.401709826344038,2.0595700845300438,2.1875136326033755,29.65167455179283,7.366969621513944,9.27335968625498,5.828016060756972,7.183329183266932,40.273360655737704,4.701229508196723,15.047540983606556,0.12459016393442622,0.0
llama-repl,llama-repl,repl-distribute,pp512,512,0,10,2026-08-29T12:19:37Z,11871501524,45.08187,8.837776,2026-08-29 14:18:28.569969520,2026-08-29 14:22:26.000000000,170,55.32941176470588,58.3,56.22941176470588,57.529411764705884,50.923529411764704,0.4367058823529412,15049.868882352941,3633.312470588235,3786.1728823529406,3754.263529411765,3876.119764705882,0.9795882352941179,0.12735294117647059,0.937358154841206,0.5691764705882353,14.639647058823531,5.584529411764705,0.0003782352941176471,13.176063591452206,34.995155847886025,12.34656862745098,4.345098039215687,37.74511885340073,17.09818698299632,20.646931927849263,4.968758616727941,3.7182403492647063,3.7082375344669116,4.702950195312501,5.796328354779411,4.635643210018382,4.562644244025734,5.652315774356618,15.475151350331862,4.666982406793639,1.9906213006307913,2.231970942297647,6.586492804593818,64.41646984011628,17.736123728197676,13.350563226744185,15.079124273255815,18.25109011627907,1.318452380952381,2.8226190476190474,5.431547619047619,1.6714285714285715,0.0
llama-repl,llama-repl,repl-distribute,tg128,0,128,10,2026-08-29T12:22:26Z,19708141360,6.494793,0.010357,2026-08-29 14:20:00.837172800,2026-08-29 14:26:35.000000000,394,70.65736040609137,76.43401015228426,77.77918781725889,77.47969543147208,58.0736040609137,0.27266497461928935,9037.28421319797,2222.3755583756342,2269.8088578680204,2252.618807106599,2292.4803299492387,0.973477157360406,0.13652284263959388,0.9694196845845318,0.6413197969543147,12.571598984771574,4.20497461928934,0.0006291878172588833,10.034476274984138,29.791099847319163,10.423223350253805,3.1381133671742814,47.7074074248493,36.002580405298225,11.70482721783788,8.832005001784582,8.177918211651333,8.153717679251269,10.838938967322335,2.7982615700348985,2.19867479973033,2.1351764752538074,4.572714075388642,19.72843529367205,5.89092515083739,3.169273918655318,3.3549032646992485,7.313733589830737,69.50878410532995,18.60047192258883,14.762878727791879,16.446313848350254,19.699169178299492,24.10571428571429,4.768831168831169,13.845974025974025,0.9862337662337662,0.0
llama-repl,llama-repl,repl-distribute-warmup,pp512,512,0,10,2026-08-29T12:26:35Z,8722512239,58.69988,0.278193,2026-08-29 14:25:17.549755220,2026-08-29 14:28:12.000000000,175,58.45142857142857,60.222857142857144,65.21714285714286,66.01714285714286,49.6,0.37857142857142856,12272.675371428571,3150.0270857142855,3063.5509142857145,3017.160971428572,3041.9357142857134,0.9425714285714285,0.12605714285714284,0.9578206438642144,0.6367428571428572,17.45651428571428,6.318399999999999,0.0009211428571428572,15.024059486607145,40.800368415178575,14.462857142857144,4.987619047619048,49.4021866020115,28.03503979211566,21.367146304777304,8.64648970680675,6.378782159213362,5.942041127873564,7.0677271910919535,7.002880691002154,4.840072288074712,4.328303082345546,5.195890243354884,25.468158129988044,6.4705828085713,5.7700665134123,5.900786717732748,7.3273561192655015,66.47802173132185,17.779364224137932,14.03014996408046,15.642869971264368,19.02557022270115,11.078947368421053,5.7590643274853806,12.210526315789474,1.772514619883041,0.0
llama-repl,llama-repl,repl-distribute-warmup,tg128,0,128,10,2026-08-29T12:28:12Z,19796107876,6.466096,0.035771,2026-08-29 14:28:12.000000000,2026-08-29 14:34:47.922157520,197,89.56345177664974,80.36040609137056,98.94416243654823,98.95939086294416,87.94923857868021,0.12436548223350254,5286.784619289341,1296.492385786802,1337.224467005076,1306.069543147208,1346.9985786802029,1.0,0.15847715736040605,0.9625046427718676,0.6719796954314721,7.866649746192894,2.1935532994923856,0.00042182741116751274,7.5336586393559655,25.954618744051395,9.15076487447771,2.2673434856175976,61.13580295138889,56.405031269728546,4.730771730981692,16.228249499450374,12.848437204071969,12.844471275252527,14.47996621488321,3.055508744896357,0.07443551728219697,0.07667865175189394,1.5276018485637628,32.329886993559285,8.064581106204798,7.991023431910147,8.120490536831394,8.153711016815487,77.32083462252476,20.668084777227723,17.20225479579208,18.810914294554454,20.639580754950494,45.371065989847715,4.842131979695431,17.84060913705584,0.21015228426395935,0.0
