label,dataset,runner_name,tag,run_id,recall,total_time,qps,start_time,end_time,warmup,samples,local_pct,local_pct_skt0,local_pct_skt1,local_pct_skt2,local_pct_skt3,ipc,inst,inst_skt0,inst_skt1,inst_skt2,inst_skt3,afreq,freq,cpu_balance,l3hit,l2miss,l3miss,l3mpi,upi_in_gb,upi_out_gb,upi_out_pct,upi_in_pct,mem_bw_gb,mem_read_gb,mem_write_gb,mem_read_gb_skt0,mem_read_gb_skt1,mem_read_gb_skt2,mem_read_gb_skt3,mem_write_gb_skt0,mem_write_gb_skt1,mem_write_gb_skt2,mem_write_gb_skt3,data_mem_gb,data_mem_gb_node0,data_mem_gb_node1,data_mem_gb_node2,data_mem_gb_node3,pagetable_mb,pagetable_mb_node0,pagetable_mb_node1,pagetable_mb_node2,pagetable_mb_node3,tma_l3_bound,tma_dram_bound,tma_l1_bound,tma_store_bound,warmup_s
locality,gist-960-euclidean,usearch,imbalanced,8,0.97813,1.451254373000097,689.0590778601796,2026-09-04T20:33:55.565087,2026-09-04T20:33:57.016363,True,1,37.0,36.0,98.0,97.0,77.0,0.18,5168.54,1877.24,1078.1,1075.88,1137.31,1.0,0.11,0.5731179817178411,0.13,8.86,7.6,0.0015,36.05802734375,69.669482421875,25.166666666666668,12.916666666666666,59.171513671875,54.051123046875,5.120390625,53.4434765625,0.172763671875,0.171484375,0.2633984375,4.926044921875,0.054404296875,0.053935546875,0.086005859375,2.562114715576172,2.285430908203125,0.005462646484375,0.07558059692382812,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.9,35.7,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,9,0.97813,1.447494947999985,690.8486978705575,2026-09-04T20:33:57.061963,2026-09-04T20:33:58.509485,True,2,20.0,19.0,98.5,98.0,79.5,0.175,4928.145,947.1400000000001,1315.045,1336.675,1329.29,1.0,0.11,0.708579123571549,0.14,7.555,6.365,0.0013,43.5330029296875,80.5082275390625,29.166666666666668,15.625,65.536005859375,59.63330078125,5.9026953125,59.018017578125,0.175546875,0.17931640625,0.260419921875,5.695224609375,0.0551171875,0.05650390625,0.095849609375,2.5621585845947266,2.2854747772216797,0.005462646484375,0.07558059692382812,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.3,35.9,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,10,0.97813,1.442590178000046,693.1975659132543,2026-09-04T20:33:58.555246,2026-09-04T20:33:59.997856,True,1,37.0,36.0,98.0,98.0,76.0,0.18,5142.41,1880.97,1095.8,1095.67,1069.97,1.0,0.11,0.5688394817567531,0.13,8.81,7.57,0.0015,36.560732421875,70.474443359375,25.583333333333332,13.083333333333334,59.630439453125,54.68353515625,4.946904296875,54.0599609375,0.180126953125,0.17994140625,0.263505859375,4.73873046875,0.056845703125,0.057021484375,0.094306640625,2.5621261596679688,2.285442352294922,0.005462646484375,0.07558059692382812,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.7,35.349999999999994,0.9,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,11,0.97813,1.4494925970000168,689.8965900686062,2026-09-04T20:34:00.043380,2026-09-04T20:34:01.492894,True,2,20.0,19.0,98.5,97.5,79.5,0.175,4906.6849999999995,953.5550000000001,1330.245,1284.77,1338.1100000000001,1.0,0.10500000000000001,0.7126133128068693,0.14,7.49,6.3100000000000005,0.0013,43.8237939453125,80.862548828125,29.375,15.791666666666666,59.5502490234375,54.575283203125,4.9749658203125,53.92494140625,0.18733886718749998,0.1895458984375,0.2734521484375,4.7638916015625,0.058940429687500004,0.05991210937500001,0.0922265625,2.5621719360351562,2.2854881286621094,0.005462646484375,0.07558059692382812,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.8,35.9,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,12,0.97813,1.4436896200001,692.6696612253336,2026-09-04T20:34:01.538540,2026-09-04T20:34:02.982251,True,1,37.0,36.0,98.0,98.0,76.0,0.18,5255.72,1911.45,1127.34,1081.84,1135.09,1.0,0.11,0.5659787072641188,0.13,8.91,7.64,0.0015,36.695830078125,70.49498046875,25.583333333333332,13.166666666666666,59.821552734375,54.9811328125,4.840419921875,54.3658203125,0.176630859375,0.175263671875,0.26341796875,4.635712890625,0.05578125,0.05609375,0.09283203125,2.5621337890625,2.2854537963867188,0.005462646484375,0.07558059692382812,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.3,35.6,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,13,0.97813,1.4533242840000185,688.077678883667,2026-09-04T20:34:03.027858,2026-09-04T20:34:04.481204,True,2,20.0,19.0,98.5,98.0,79.0,0.175,4799.305,940.35,1288.87,1271.67,1298.4099999999999,1.0,0.10500000000000001,0.7242319452253141,0.14,7.3,6.145,0.0013,43.729511718750004,80.549208984375,29.291666666666668,15.666666666666666,59.397861328125,54.549443359375005,4.848417968750001,53.89244140625,0.1887109375,0.1894677734375,0.278828125,4.634931640625,0.0594921875,0.0597900390625,0.09419921875000001,2.5622119903564453,2.2855281829833984,0.005462646484375,0.07558059692382812,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.9,35.55,0.8500000000000001,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,14,0.97813,1.4664851109999972,681.9025931453879,2026-09-04T20:34:04.526936,2026-09-04T20:34:05.993447,True,1,37.0,36.0,98.0,98.0,74.0,0.18,5152.72,1866.38,1118.38,1099.11,1068.86,1.0,0.11,0.5726915204835027,0.13,8.81,7.56,0.0015,35.982275390625,69.2373828125,25.083333333333332,12.916666666666666,59.483623046875,54.7096484375,4.773974609375,54.097451171875,0.1753125,0.18126953125,0.25560546875,4.567763671875,0.05552734375,0.057275390625,0.09341796875,2.5622291564941406,2.2855453491210938,0.005462646484375,0.07558059692382812,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,6.7,36.1,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,15,0.97813,1.434738396000057,696.9911746893545,2026-09-04T20:34:06.039606,2026-09-04T20:34:07.474366,True,2,20.5,19.5,98.0,97.5,80.0,0.175,4844.155000000001,983.935,1295.805,1267.9450000000002,1296.475,1.0,0.10500000000000001,0.7589309473765402,0.14,7.4,6.234999999999999,0.0013,43.2580419921875,79.696171875,28.916666666666668,15.5,58.7129052734375,53.9431591796875,4.7697412109375,53.306279296875005,0.1862158203125,0.1874462890625,0.26322265624999996,4.56142578125,0.0584033203125,0.05921875,0.090703125,2.5622406005859375,2.2855567932128906,0.005462646484375,0.07558059692382812,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.9,35.4,0.8500000000000001,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,16,0.97813,1.4386592350000456,695.0916350945109,2026-09-04T20:34:07.520093,2026-09-04T20:34:08.958773,True,1,37.0,37.0,98.0,98.0,75.0,0.18,5246.89,1993.47,1060.36,1076.32,1116.74,1.0,0.11,0.531916708051789,0.13,8.96,7.68,0.0015,36.686640625,70.384404296875,25.583333333333332,13.166666666666666,60.34705078125,55.53234375,4.814697265625,54.91556640625,0.176025390625,0.18009765625,0.2606640625,4.611845703125,0.05515625,0.05677734375,0.090927734375,2.5622291564941406,2.2855453491210938,0.005462646484375,0.07558059692382812,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.2,36.3,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,17,0.97813,1.4446615130000282,692.2036691649447,2026-09-04T20:34:09.004402,2026-09-04T20:34:10.449084,True,2,20.5,19.5,98.5,98.0,80.5,0.175,4817.885,930.4449999999999,1291.655,1272.5349999999999,1323.25,1.0,0.1,0.7031513319478556,0.14,7.3,6.145,0.0013,43.52287109375,80.059013671875,29.083333333333332,15.625,59.202783203124994,54.4037841796875,4.79900390625,53.755639648437494,0.18898925781249998,0.1853271484375,0.273828125,4.5862939453125,0.0596337890625,0.05845703125,0.09461425781249999,2.5622482299804688,2.285564422607422,0.005462646484375,0.07558059692382812,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.7,36.1,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,18,0.97813,1.447086569000021,691.0436607058202,2026-09-04T20:34:10.494768,2026-09-04T20:34:11.941880,False,1,37.0,36.0,97.0,98.0,76.0,0.17,5059.96,1894.92,1063.32,1072.92,1028.8,1.0,0.11,0.5429252949992611,0.14,8.75,7.42,0.0015,36.48720703125,69.9265625,25.5,13.083333333333334,60.26650390625,55.50146484375,4.7650390625,54.88947265625,0.17552734375,0.177958984375,0.25849609375,4.5612890625,0.05517578125,0.056474609375,0.092099609375,2.5622482299804688,2.285564422607422,0.005462646484375,0.07558059692382812,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.85,35.6,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,19,0.97813,1.4449560210000527,692.0625856196654,2026-09-04T20:34:11.987622,2026-09-04T20:34:13.432600,False,2,20.5,19.5,98.5,98.0,79.0,0.175,4942.76,965.635,1313.67,1328.83,1334.63,1.0,0.10500000000000001,0.7235226242479188,0.14500000000000002,7.57,6.324999999999999,0.0013,43.659174804687495,80.26070312499999,29.208333333333332,15.666666666666666,58.9008056640625,54.171855468749996,4.7289599609375,53.5173388671875,0.18892578124999998,0.1928125,0.2727685546875,4.5162646484375,0.0593017578125,0.060771484375000004,0.0926171875,2.5625972747802734,2.2859134674072266,0.005462646484375,0.07558059692382812,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.1,36.1,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,20,0.97813,1.4490071299999272,690.1277290471651,2026-09-04T20:34:13.478307,2026-09-04T20:34:14.927334,False,1,37.0,36.0,98.0,97.0,75.0,0.17,5271.87,1893.93,1144.6,1092.77,1140.58,1.0,0.11,0.5769854218476923,0.13,8.98,7.67,0.0015,36.807919921875,70.440615234375,25.583333333333332,13.25,60.744013671875,55.94564453125,4.79837890625,55.31966796875,0.174345703125,0.1764453125,0.27517578125,4.587626953125,0.05466796875,0.056591796875,0.0994921875,2.5626564025878906,2.2859573364257812,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.0,36.3,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,21,0.97813,1.4461292419999836,691.5011265639087,2026-09-04T20:34:14.972936,2026-09-04T20:34:16.419087,False,2,20.0,19.0,98.5,98.0,79.5,0.175,4800.665,941.215,1303.1100000000001,1240.1100000000001,1316.225,1.0,0.10500000000000001,0.7150867063002146,0.14,7.32,6.175,0.0012499999999999998,43.610585937500005,80.1804296875,29.125,15.625,58.570180664062505,53.915043945312505,4.655136718750001,53.2633935546875,0.18870117187500002,0.1889453125,0.27400390625,4.44529296875,0.0594677734375,0.059467773437499996,0.0909130859375,2.5626602172851562,2.285961151123047,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.25,35.4,0.8500000000000001,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,22,0.97813,1.4619911580000462,683.9986647853368,2026-09-04T20:34:16.464810,2026-09-04T20:34:17.926827,False,1,37.0,36.0,98.0,98.0,77.0,0.17,5275.78,1881.46,1101.55,1140.97,1151.81,1.0,0.11,0.5854761727594527,0.13,8.91,7.65,0.0015,36.813759765625,70.27392578125,25.5,13.25,60.839248046875,55.989794921875,4.849453125,55.3782421875,0.171748046875,0.178916015625,0.2608984375,4.64642578125,0.054384765625,0.056279296875,0.09236328125,2.5626564025878906,2.2859573364257812,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,6.8,36.8,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,23,0.97813,1.4575352460000204,686.0897551152502,2026-09-04T20:34:17.972773,2026-09-04T20:34:19.430333,False,2,20.5,19.0,98.0,97.0,78.0,0.175,4795.8099999999995,947.615,1297.095,1282.6100000000001,1268.4899999999998,1.0,0.1,0.7305671519819288,0.14500000000000002,7.365,6.145,0.0012499999999999998,43.266572265625,79.5140673828125,28.833333333333332,15.583333333333334,58.16357421875,53.520024414062505,4.6435498046875,52.87607421875,0.18857910156250002,0.1891015625,0.26626953124999997,4.432978515625,0.0593359375,0.059731445312500006,0.0915087890625,2.562623977661133,2.2859249114990234,0.005462646484375,0.07559585571289062,0.19564056396484375,16.033203125,10.169921875,0.3828125,1.296875,4.18359375,8.3,35.6,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,24,0.97813,1.4457076330000973,691.7027877378114,2026-09-04T20:34:19.476211,2026-09-04T20:34:20.921938,False,1,37.0,36.0,98.0,98.0,76.0,0.17,5046.08,1846.44,1090.68,1047.75,1061.21,1.0,0.11,0.5674432962890752,0.13,8.6,7.37,0.0015,36.12029296875,69.14408203125,25.0,13.0,60.017509765625,55.2874609375,4.730048828125,54.672314453125,0.175341796875,0.174619140625,0.265185546875,4.52576171875,0.0551171875,0.05513671875,0.09404296875,2.562652587890625,2.2859535217285156,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.3,36.2,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,25,0.97813,1.4490629029999127,690.101166712471,2026-09-04T20:34:20.967505,2026-09-04T20:34:22.416588,False,2,20.0,19.0,98.5,98.0,81.0,0.175,4872.27,951.3399999999999,1310.44,1290.63,1319.8600000000001,1.0,0.10500000000000001,0.7207885684845361,0.14500000000000002,7.385,6.175000000000001,0.0012499999999999998,43.75513671875,80.312470703125,29.083333333333332,15.75,58.745244140625005,54.123681640625,4.621567382812501,53.4726904296875,0.18941406249999998,0.18947265625,0.272099609375,4.4107666015625,0.059814453125,0.05986328125,0.0911279296875,2.5626583099365234,2.285959243774414,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.1,36.6,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,26,0.97813,1.4577747629999749,685.9770284005234,2026-09-04T20:34:22.462333,2026-09-04T20:34:23.920133,False,1,37.0,36.0,98.0,97.0,78.0,0.17,5156.42,1912.74,1121.81,1060.64,1061.23,1.0,0.11,0.5545134205380763,0.14,8.86,7.5,0.0015,36.558837890625,69.866884765625,25.25,13.166666666666666,60.473955078125,55.693564453125,4.780380859375,55.096064453125,0.172333984375,0.170673828125,0.2544921875,4.58318359375,0.055068359375,0.054951171875,0.087177734375,2.5627403259277344,2.286041259765625,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.75,35.7,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,27,0.97813,1.4487009889999172,690.2735675567742,2026-09-04T20:34:23.965759,2026-09-04T20:34:25.414485,False,2,20.5,19.5,98.5,97.5,79.0,0.175,4798.59,930.615,1305.17,1235.78,1327.025,1.0,0.10500000000000001,0.701279177106686,0.14,7.265,6.109999999999999,0.0012499999999999998,43.509658203125,79.8734033203125,28.958333333333332,15.625,58.39001953125,53.8163818359375,4.573637695312501,53.162836914062495,0.1905224609375,0.188779296875,0.2742431640625,4.3602734375,0.059912109374999994,0.060053710937500004,0.093388671875,2.562702178955078,2.2860031127929688,0.005462646484375,0.07559585571289062,0.19564056396484375,16.033203125,10.169921875,0.3828125,1.296875,4.18359375,7.2,36.4,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,28,0.97813,1.4612477989999206,684.346625318718,2026-09-04T20:34:25.460323,2026-09-04T20:34:26.921596,False,1,37.0,36.0,98.0,98.0,77.0,0.17,5157.1,1848.75,1086.3,1093.01,1129.04,1.0,0.11,0.5875862068965517,0.13,8.69,7.46,0.0014,36.4974609375,69.665361328125,25.25,13.083333333333334,60.406494140625,55.683671875,4.7228125,55.079853515625,0.1701171875,0.1748046875,0.25890625,4.522451171875,0.053974609375,0.055625,0.090771484375,2.5627403259277344,2.286041259765625,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.1,35.9,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,29,0.97813,1.45257642699994,688.4319347418691,2026-09-04T20:34:26.967380,2026-09-04T20:34:28.419977,False,2,20.5,19.5,98.0,98.0,79.0,0.175,4783.265,954.2149999999999,1291.835,1235.095,1302.12,1.0,0.1,0.7328164838878137,0.14,7.25,6.109999999999999,0.0012499999999999998,43.243369140625,79.441044921875,28.791666666666668,15.541666666666666,58.1845703125,53.615205078125,4.569365234375,52.9644921875,0.1886669921875,0.1891796875,0.27287109374999996,4.3595556640625,0.059736328125,0.059702148437500005,0.0903662109375,2.5627002716064453,2.286001205444336,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03125,10.16796875,0.3828125,1.296875,4.18359375,8.3,35.65,0.8500000000000001,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,30,0.97813,1.454353027000025,687.5909641160207,2026-09-04T20:34:28.465698,2026-09-04T20:34:29.920072,False,1,37.0,36.0,98.0,97.0,78.0,0.17,5173.32,1884.86,1089.0,1073.27,1126.19,1.0,0.11,0.5694162961705379,0.13,8.78,7.53,0.0015,36.468994140625,69.641787109375,25.166666666666668,13.083333333333334,60.280185546875,55.627822265625,4.65236328125,55.0199609375,0.17265625,0.170771484375,0.264443359375,4.45228515625,0.054697265625,0.054169921875,0.091201171875,2.562744140625,2.2860450744628906,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.1,35.8,0.8,0.1,0.0
locality,gist-960-euclidean,usearch,imbalanced,31,0.97813,1.4417872120000084,693.5836243219462,2026-09-04T20:34:29.965620,2026-09-04T20:34:31.407428,False,2,20.5,19.5,98.0,98.0,79.0,0.18,4858.585,972.7850000000001,1295.555,1294.04,1296.21,1.0,0.1,0.7504841036560435,0.14500000000000002,7.395,6.220000000000001,0.0012499999999999998,43.365234375,79.6686376953125,28.916666666666668,15.541666666666666,58.504697265625,53.927973632812495,4.5767236328125005,53.282041015625,0.1878564453125,0.1893310546875,0.268740234375,4.365244140625,0.059189453125,0.059736328125,0.09255859375,2.5627059936523438,2.2860069274902344,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.2,36.2,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,32,0.97813,1.4525891279999996,688.4259153012194,2026-09-04T20:34:31.453084,2026-09-04T20:34:32.905694,False,1,37.0,36.0,98.0,98.0,76.0,0.17,5165.38,1867.33,1099.93,1110.22,1087.9,1.0,0.11,0.582596541586115,0.13,8.72,7.48,0.0014,36.82578125,70.096181640625,25.416666666666668,13.25,60.56431640625,55.862001953125,4.702314453125,55.25529296875,0.17328125,0.17734375,0.256083984375,4.500380859375,0.054580078125,0.05560546875,0.09173828125,2.5627593994140625,2.286060333251953,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.100000000000001,35.6,0.8500000000000001,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,33,0.97813,1.4783504910000147,676.429578836586,2026-09-04T20:34:32.951259,2026-09-04T20:34:34.429629,False,2,20.0,19.0,98.5,98.0,80.0,0.175,4825.13,951.51,1290.6100000000001,1263.23,1319.775,1.0,0.1,0.7209638006478376,0.14,7.28,6.135,0.0012499999999999998,43.363935546875,79.61791015624999,28.916666666666668,15.583333333333334,58.3706689453125,53.7803076171875,4.5903662109375,53.1259423828125,0.18928710937499998,0.1906201171875,0.274462890625,4.3779638671875,0.059853515625000006,0.0602587890625,0.0922802734375,2.562681198120117,2.285982131958008,0.005462646484375,0.07559585571289062,0.19564056396484375,16.015625,10.15234375,0.3828125,1.296875,4.18359375,7.0,36.4,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,34,0.97813,1.4542789489998995,687.6259885957196,2026-09-04T20:34:34.475552,2026-09-04T20:34:35.929851,False,1,37.0,37.0,98.0,98.0,77.0,0.17,5147.45,1886.47,1103.19,1070.68,1087.11,1.0,0.11,0.5675573955589011,0.14,8.77,7.43,0.0014,35.443369140625,67.778056640625,24.5,12.666666666666666,58.84095703125,54.3130078125,4.527958984375,53.729404296875,0.17173828125,0.16685546875,0.245009765625,4.33203125,0.054658203125,0.0531640625,0.08810546875,2.5627517700195312,2.286052703857422,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.2,36.0,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,35,0.97813,1.476293850000047,677.3719202311707,2026-09-04T20:34:35.975596,2026-09-04T20:34:37.451911,False,2,20.0,19.0,98.0,97.5,78.0,0.175,4746.620000000001,927.3000000000001,1268.105,1243.895,1307.3200000000002,1.0,0.10500000000000001,0.7093137104916929,0.14,7.14,6.0,0.0012499999999999998,43.5862890625,79.9376513671875,29.0,15.666666666666666,58.2533740234375,53.6891748046875,4.5642041015625,53.028188476562505,0.18994140625,0.19115234375,0.2798876953125,4.3504345703125,0.059921875,0.060507812499999994,0.09333496093749999,2.5627498626708984,2.286050796508789,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.9,35.7,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,36,0.97813,1.446536101000106,691.3066319662676,2026-09-04T20:34:37.497621,2026-09-04T20:34:38.944183,False,1,37.0,37.0,98.0,97.0,78.0,0.17,5140.1,1879.04,1055.87,1063.47,1141.72,1.0,0.11,0.5619199165531334,0.13,8.72,7.48,0.0015,35.638447265625,68.0963671875,24.666666666666668,12.833333333333334,59.308515625,54.756103515625,4.552412109375,54.16296875,0.16443359375,0.17142578125,0.257265625,4.357822265625,0.051923828125,0.05453125,0.088125,2.562786102294922,2.2860870361328125,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.7,36.1,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,37,0.97813,1.4520338989999573,688.6891557343934,2026-09-04T20:34:38.989887,2026-09-04T20:34:40.441941,False,2,20.0,19.0,98.5,98.0,79.5,0.175,4830.635,951.5799999999999,1294.215,1269.9850000000001,1314.8600000000001,1.0,0.1,0.7237120301781177,0.14,7.275,6.12,0.0012499999999999998,43.745419921875,80.167802734375,29.125,15.708333333333334,58.64447265625,54.1201806640625,4.5242919921875,53.4650634765625,0.1897021484375,0.1920849609375,0.273330078125,4.3113916015625,0.059975585937500006,0.060908203125000004,0.09202148437499999,2.5627822875976562,2.286083221435547,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.7,35.349999999999994,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,38,0.97813,1.457081310000035,686.303498052539,2026-09-04T20:34:40.487599,2026-09-04T20:34:41.944710,False,1,37.0,36.0,98.0,97.0,78.0,0.17,5196.04,1891.25,1088.87,1071.5,1144.42,1.0,0.11,0.5665565102445472,0.13,8.76,7.52,0.0014,36.33748046875,69.3080859375,25.0,13.083333333333334,60.05060546875,55.495927734375,4.554677734375,54.894091796875,0.17095703125,0.169677734375,0.261201171875,4.3575,0.05359375,0.05373046875,0.089853515625,2.5628013610839844,2.286102294921875,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.3,36.1,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,39,0.97813,1.452239674999987,688.5915714980097,2026-09-04T20:34:41.990379,2026-09-04T20:34:43.442648,False,2,21.0,19.5,98.0,97.5,78.5,0.18,4927.5650000000005,967.34,1332.19,1290.2649999999999,1337.7649999999999,1.0,0.10500000000000001,0.723101591086626,0.14,7.46,6.265000000000001,0.0012499999999999998,43.3155224609375,79.495673828125,28.833333333333332,15.541666666666666,58.538457031250005,53.956674804687495,4.581787109375,53.3059716796875,0.19004394531250002,0.18814453125,0.2725146484375,4.368017578125,0.060161132812500004,0.059711914062499996,0.093896484375,2.562814712524414,2.2861156463623047,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,8.4,35.9,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,40,0.97813,1.4554295899999945,687.0823617101285,2026-09-04T20:34:43.488450,2026-09-04T20:34:44.943902,False,1,37.0,36.0,98.0,98.0,77.0,0.17,5053.91,1864.94,1080.93,1029.76,1078.28,1.0,0.11,0.5521678981629435,0.13,8.67,7.42,0.0015,36.069423828125,68.813779296875,24.916666666666668,13.0,59.642724609375,55.087021484375,4.555712890625,54.4833203125,0.17392578125,0.17041015625,0.25935546875,4.35658203125,0.05484375,0.0533203125,0.090966796875,2.5628700256347656,2.2861709594726562,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.75,35.75,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,41,0.97813,1.4566842419999375,686.4905730201775,2026-09-04T20:34:44.989551,2026-09-04T20:34:46.446256,False,2,20.5,19.0,98.5,98.0,80.5,0.175,4880.85,934.125,1300.145,1291.745,1354.83,1.0,0.10500000000000001,0.6894776466420142,0.14500000000000002,7.390000000000001,6.1850000000000005,0.0012499999999999998,43.540913085937504,79.8061474609375,28.833333333333332,15.625,58.366904296875,53.8606884765625,4.5062109375,53.2070703125,0.18852050781250002,0.19016113281250002,0.27493652343749997,4.29474609375,0.0592626953125,0.060131835937499996,0.0920703125,2.5628623962402344,2.286163330078125,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.8,36.2,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,42,0.97813,1.4437823029999208,692.6251955867441,2026-09-04T20:34:46.492082,2026-09-04T20:34:47.935885,False,1,37.0,36.0,98.0,97.0,76.0,0.17,5093.08,1814.95,1079.01,1078.53,1120.58,1.0,0.11,0.5942477754208104,0.13,8.61,7.37,0.0014,36.13421875,68.967568359375,25.083333333333332,12.916666666666666,59.8276171875,55.275283203125,4.55232421875,54.670458984375,0.168984375,0.173837890625,0.262001953125,4.348359375,0.053173828125,0.0551171875,0.095673828125,2.5628662109375,2.2861671447753906,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.7,35.8,0.8,0.2,0.0
locality,gist-960-euclidean,usearch,imbalanced,43,0.97813,1.4529709280000134,688.2450162829348,2026-09-04T20:34:47.981548,2026-09-04T20:34:49.434543,False,2,20.0,19.0,98.0,97.5,78.5,0.175,4819.85,936.96,1307.505,1277.7649999999999,1297.625,1.0,0.1,0.716601466151181,0.14500000000000002,7.3100000000000005,6.12,0.0012499999999999998,43.708525390625,80.1331201171875,29.0,15.708333333333334,58.5647705078125,54.114951171875006,4.4498193359375,53.452368164062506,0.19060546875,0.1929833984375,0.2789990234375,4.234892578125,0.06037109375000001,0.061245117187499996,0.0933056640625,2.5628604888916016,2.286161422729492,0.005462646484375,0.07559585571289062,0.19564056396484375,16.03515625,10.171875,0.3828125,1.296875,4.18359375,7.4,36.4,0.8,0.2,0.0
