label,dataset,ops_sec,mb_sec,lsm_sz,blob_sz,c_wgb,w_amp,c_mbps,c_wsecs,c_csecs,b_rgb,b_wgb,usec_op,p50,p99,p99.9,p99.99,pmax,uptime,stall%,u_cpu,s_cpu,rss,test,date,version,githash,tag,nb_runs,start_time,end_time,samples,local_pct,local_pct_skt0,local_pct_skt1,local_pct_skt2,local_pct_skt3,ipc,inst,inst_skt0,inst_skt1,inst_skt2,inst_skt3,afreq,freq,cpu_balance,l3hit,l2miss,l3miss,l3mpi,upi_in_gb,upi_out_gb,upi_out_pct,upi_in_pct,mem_bw_gb,mem_read_gb,mem_write_gb,mem_read_gb_skt0,mem_read_gb_skt1,mem_read_gb_skt2,mem_read_gb_skt3,mem_write_gb_skt0,mem_write_gb_skt1,mem_write_gb_skt2,mem_write_gb_skt3,data_mem_gb,data_mem_gb_node0,data_mem_gb_node1,data_mem_gb_node2,data_mem_gb_node3,pagetable_mb,pagetable_mb_node0,pagetable_mb_node1,pagetable_mb_node2,pagetable_mb_node3,tma_l3_bound,tma_dram_bound,tma_l1_bound,tma_store_bound,warmup_s
rocksdb,results,575548,46106.2,8GB,0GB,0.0,,0.0,0,0,0,0,288.3,213.5,371,33798,48794,135723,120,0.0,11.6,0.2,8.1,fwdrange,2026-08-19T23:25:39,10.5.0,11a259a5f0,imbalanced-fwdrange,2,2026-08-19T23:25:39.255746,2026-08-19T23:27:41.657982,37,29.0,28.91891891891892,94.54054054054055,95.08108108108108,82.78378378378379,0.7921621621621622,212156.94540540542,61439.10837837838,50339.796216216215,50284.79756756758,50093.243783783786,1.0,0.9989189189189189,0.8153315551924997,0.4694594594594594,64.23054054054053,30.256486486486487,9.999999999999998e-05,45.634831608952695,87.08779613597974,31.44594594594594,16.135135135135133,65.6129001266892,59.34489521748311,6.26800464527027,59.063585567989875,0.08694863809121622,0.08771801097972973,0.10664405616554054,6.179734216638514,0.027172455658783783,0.026890044341216213,0.03420792863175676,8.434297510095545,8.25584143561286,0.04978179931640625,0.016864776611328125,0.11180949855495144,27.878800675675677,22.714738175675677,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,577982,46301.1,8GB,0GB,0.0,,0.0,0,0,0,0,286.8,213.2,370,33677,48734,125188,120,0.0,11.6,0.2,8.1,fwdrange,2026-08-19T23:27:43,10.5.0,11a259a5f0,imbalanced-fwdrange,3,2026-08-19T23:27:43.433485,2026-08-19T23:29:45.641682,37,28.945945945945947,28.10810810810811,89.72972972972973,96.70270270270271,82.13513513513513,0.7964864864864865,213210.1891891892,61566.11108108108,50409.663513513515,50558.77,50675.64486486486,1.0,0.9989189189189189,0.8187891459820356,0.43999999999999995,60.43081081081081,29.855945945945948,9.999999999999998e-05,45.878002797719596,87.80305980785472,31.795045045045043,16.360360360360364,65.91122967694257,59.56382627744932,6.347404191300675,59.28066934121623,0.09288640202702703,0.08357976140202704,0.10669024493243244,6.257241342905406,0.02999445734797297,0.025560335726351354,0.03460911106418919,8.434334522969014,8.25587917018581,0.04978179931640625,0.016864776611328125,0.11180877685546875,27.84427787162162,22.68021537162162,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,574181,45996.7,8GB,0GB,0.0,,0.0,0,0,0,0,288.8,213.7,371,33799,48794,179626,120,0.0,11.6,0.2,8.1,fwdrange,2026-08-19T23:29:47,10.5.0,11a259a5f0,imbalanced-fwdrange,4,2026-08-19T23:29:47.403542,2026-08-19T23:31:49.622623,37,29.0,28.81081081081081,94.27027027027027,93.67567567567568,82.8108108108108,0.7900000000000001,211623.61972972972,61215.557027027025,50088.6572972973,50119.40459459459,50200.001081081085,1.0,0.9978378378378379,0.8182341177616479,0.42972972972972967,61.09135135135136,30.71945945945946,9.999999999999998e-05,45.59631888724662,88.06536291173987,31.89864864864865,16.166666666666668,65.58276683910474,59.24119615709459,6.341571209881757,58.96408519847974,0.08511322846283785,0.08661185599662162,0.10538508234797297,6.252309438344594,0.027193570523648652,0.027629064611486485,0.034438872466216214,8.434326378074852,8.255871025291649,0.04978179931640625,0.016864776611328125,0.11180877685546875,27.85420185810811,22.69013935810811,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,488428,39127.1,8GB,0GB,0.0,,0.0,0,0,0,0,343.2,290.3,379,36425,49053,155498,120,0.0,11.6,0.1,8.1,revrange,2026-08-19T23:33:21,10.5.0,11a259a5f0,imbalanced-revrange,0,2026-08-19T23:33:21.284561,2026-08-19T23:35:23.761859,38,27.0,26.0,94.0,97.39473684210526,81.63157894736842,0.9399999999999998,252129.74578947373,67413.7855263158,61591.66394736842,61485.65710526315,61638.64026315791,1.0,0.9992105263157894,0.9120635582949346,0.4463157894736842,44.57789473684211,21.79526315789474,9.999999999999998e-05,39.80609272203948,77.40293971011515,27.75219298245614,13.960526315789473,56.99187579180743,51.58946500211148,5.4024094700168925,51.349618612753375,0.07455975506756757,0.07251214104729731,0.09277581292229731,5.3341247888513506,0.02114178631756757,0.019583773226351353,0.027560177364864866,8.435294703433389,8.256773195768657,0.04978300395764802,0.016864776611328125,0.11187372709575452,27.917763157894736,22.75318667763158,1.171875,0.4140625,3.578638980263158,,,,,75
rocksdb,results,488855,39161.4,8GB,0GB,0.0,,0.0,0,0,0,0,342.9,289.5,379,36377,49063,193002,120,0.0,11.6,0.1,8.1,revrange,2026-08-19T23:35:25,10.5.0,11a259a5f0,imbalanced-revrange,1,2026-08-19T23:35:25.567734,2026-08-19T23:37:28.049334,37,27.0,26.0,94.78378378378379,95.64864864864865,80.32432432432432,0.9405405405405405,252400.6837837838,67525.45891891893,61716.532432432425,61529.40189189188,61629.29027027026,1.0,0.9994594594594596,0.9112030170098244,0.44999999999999996,45.29162162162163,21.90648648648649,9.999999999999998e-05,39.905564294763515,79.06882918074326,28.403153153153156,14.054054054054054,57.12987278988485,51.65836965460526,5.47150390625,51.42069901315789,0.07420333059210524,0.07235145970394735,0.09111636513157893,5.4016172388980275,0.021913034539473686,0.020304533305921052,0.02766704358552632,8.438309719688014,8.258565099615799,0.049785614013671875,0.016345977783203125,0.11361302827533923,27.896484375,22.732421875,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,489565,39218.3,8GB,0GB,0.0,,0.0,0,0,0,0,342.2,289.2,379,36345,49030,137487,120,0.0,11.7,0.1,8.1,revrange,2026-08-19T23:37:30,10.5.0,11a259a5f0,imbalanced-revrange,2,2026-08-19T23:37:29.856805,2026-08-19T23:39:32.328000,37,27.0,26.0,93.37837837837837,96.97297297297297,80.67567567567568,0.9405405405405405,252584.94513513515,67601.3172972973,61611.08945945946,61640.68081081081,61731.85810810809,1.0,0.9997297297297297,0.9113888888955523,0.4375675675675675,45.39621621621622,22.4472972972973,9.999999999999998e-05,39.91143713048986,78.4128468116554,28.150900900900904,14.002252252252253,57.276254882812495,51.71727102179277,5.558984118009867,51.47356188322368,0.07656506990131579,0.07316663240131578,0.09397872121710525,5.4882871607730275,0.022188270970394736,0.02045641447368421,0.028051757812500005,8.437088715402703,8.258622520848325,0.049785614013671875,0.014911651611328125,0.11376892892937912,27.955283717105264,22.791221217105264,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,487974,39090.8,8GB,0GB,0.0,,0.0,0,0,0,0,343.6,291.3,379,36442,49082,178686,120,0.0,11.7,0.1,8.1,revrange,2026-08-19T23:39:34,10.5.0,11a259a5f0,imbalanced-revrange,3,2026-08-19T23:39:34.116992,2026-08-19T23:41:36.566936,37,27.0,26.0,94.89189189189189,97.56756756756756,80.32432432432432,0.9402702702702701,251780.30567567569,67342.8935135135,61463.84918918919,61591.255675675675,61382.306756756756,1.0,0.9994594594594596,0.9114890013515584,0.44054054054054054,45.759729729729735,22.40243243243243,9.999999999999998e-05,39.85448031038852,77.77280642947633,28.00900900900901,14.031531531531533,57.19837468327703,51.589614653716225,5.608759765625,51.35002956081081,0.07504988386824323,0.07190112964527029,0.09263328758445945,5.540527079814189,0.02141258445945946,0.019192092483108106,0.027628008868243244,8.437030390689248,8.258563593814248,0.049785614013671875,0.014911651611328125,0.11376953125,27.83922697368421,22.67516447368421,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,488893,39164.5,8GB,0GB,0.0,,0.0,0,0,0,0,343.0,289.8,379,36356,49049,198879,120,0.0,11.6,0.1,8.1,revrange,2026-08-19T23:41:38,10.5.0,11a259a5f0,imbalanced-revrange,4,2026-08-19T23:41:38.351467,2026-08-19T23:43:40.812756,38,27.0,26.0,94.1842105263158,96.92105263157895,80.84210526315789,0.9402631578947366,252369.88368421054,67525.3110526316,61611.05973684211,61637.21947368419,61596.29315789474,1.0,0.9994736842105264,0.9121956226145248,0.44999999999999996,46.185,22.365789473684213,9.999999999999998e-05,39.97047877261514,78.78498123972038,28.245614035087723,13.991228070175438,57.399613861908776,51.702058963260136,5.697554634712838,51.464556851773644,0.07414590371621621,0.07162452491554053,0.09173009923986487,5.628920766469595,0.02155590160472973,0.019624947212837838,0.02745249155405405,8.43707907827277,8.25861228139777,0.049785614013671875,0.014911651611328125,0.11376953125,27.856907894736842,22.692845394736842,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,8197736,2078.3,8GB,0GB,0.0,0.0,0.0,0,0,0,0,24.2,14.7,38,4341,9877,131471,120,0.0,9.6,0.2,8.2,readwhilewriting,2026-08-19T23:45:14,10.5.0,11a259a5f0,imbalanced-readwhilewriting,0,2026-08-19T23:45:14.196838,2026-08-19T23:47:16.322248,37,32.78378378378378,32.432432432432435,87.56756756756756,91.32432432432432,77.75675675675676,0.4548648648648648,121819.64918918921,39864.06054054054,27376.746756756762,27295.54972972973,27283.29189189189,1.0,0.9967567567567568,0.68440824948441,0.763783783783784,269.60297297297296,62.09756756756757,0.0005000000000000001,40.61302787162162,80.48439637880067,29.038288288288285,14.466216216216216,65.88097181165541,57.839691195101345,8.041279824746622,57.57065033783785,0.08112067145270269,0.07676335515202702,0.11115867820945946,7.900033783783783,0.04436233108108108,0.040822423986486486,0.05606102195945946,8.477475656045451,8.29891689403637,0.049785614013671875,0.014972686767578125,0.11380046122782939,27.95534206081081,22.79127956081081,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,8217400,2083.4,8GB,0GB,0.0,0.0,0.0,0,0,0,0,24.1,14.6,38,4328,9886,46735,120,0.0,9.6,0.2,8.2,readwhilewriting,2026-08-19T23:48:46,10.5.0,11a259a5f0,imbalanced-readwhilewriting,1,2026-08-19T23:48:45.925188,2026-08-19T23:50:48.063584,37,32.729729729729726,32.45945945945946,88.1891891891892,91.32432432432432,74.29729729729729,0.4521621621621621,121056.74270270272,39565.41918918919,27250.561621621622,27065.686486486484,27175.074594594593,1.0,0.9956756756756757,0.6840743012747323,0.763783783783784,269.15918918918925,62.02864864864866,0.0005000000000000001,40.81009976773649,81.60050385346284,29.450450450450447,14.551801801801801,66.239609375,57.99982807360199,8.23978155838816,57.72849969161183,0.08413805509868422,0.08138286389802633,0.10580849095394737,8.098171258223683,0.04541683799342104,0.044559518914473684,0.051634200246710525,8.475577483306061,8.299064430030617,0.049785614013671875,0.012958526611328125,0.11376932505014781,27.96283783783784,22.79877533783784,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,8023896,2034.2,8GB,0GB,0.0,0.0,0.0,0,0,0,0,24.8,15.0,42,4442,10042,41840,120,0.0,9.6,0.2,8.2,readwhilewriting,2026-08-19T23:52:14,10.5.0,11a259a5f0,imbalanced-readwhilewriting,2,2026-08-19T23:52:14.124906,2026-08-19T23:54:16.461285,37,32.83783783783784,32.4054054054054,84.75675675675676,89.67567567567568,75.13513513513513,0.4662162162162161,124502.6218918919,40763.20405405405,28008.48513513513,27790.844054054054,27940.08864864865,1.0,0.9948648648648649,0.6817629943220853,0.7616216216216216,262.9132432432433,61.05108108108109,0.0005000000000000001,39.813168285472976,80.11143343538853,28.916666666666668,14.18243243243243,64.87380991342904,56.810486961570945,8.063321896114862,56.52905722128378,0.09100480363175674,0.08224582981418918,0.10817831503378378,7.916915910050673,0.049582717483108114,0.04545740076013514,0.051365867820945946,8.477593189961201,8.299116495493296,0.0497894287109375,0.012958526611328125,0.11572884224556587,27.974239864864863,22.810177364864863,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,8073133,2046.9,8GB,0GB,0.0,0.0,0.0,0,0,0,0,25.0,14.9,41,4636,11179,53008,120,0.0,9.4,0.2,8.2,readwhilewriting,2026-08-19T23:55:48,10.5.0,11a259a5f0,imbalanced-readwhilewriting,3,2026-08-19T23:55:47.840780,2026-08-19T23:57:50.159119,38,32.89473684210526,32.473684210526315,88.63157894736842,87.73684210526316,74.13157894736842,0.4605263157894738,122686.68894736841,40216.39631578947,27484.708421052637,27542.13131578947,27443.45210526316,1.0,0.9984210526315791,0.6823946106401511,0.7628947368421053,264.67842105263156,61.11368421052633,0.0005000000000000001,39.977171566611844,79.55282843338816,28.690789473684216,14.236842105263158,65.16145918996712,57.05645970394737,8.104998972039475,56.77665270353618,0.08893734580592103,0.08239874588815789,0.10847065172697369,7.9602521073190795,0.050095343338815795,0.043232164884868425,0.05142012746710526,8.475788819162469,8.299263000488281,0.0497894287109375,0.012958526611328125,0.11377786335192228,27.94736842105263,22.78330592105263,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,8245744,2090.6,8GB,0GB,0.0,0.0,0.0,0,0,0,0,24.1,14.8,36,4317,9877,40093,120,0.0,9.6,0.2,8.2,readwhilewriting,2026-08-19T23:59:23,10.5.0,11a259a5f0,imbalanced-readwhilewriting,4,2026-08-19T23:59:22.986444,2026-08-20T00:01:25.349108,38,32.5,32.05263157894737,88.86842105263158,89.15789473684211,76.26315789473684,0.45026315789473675,120384.94710526319,39183.19184210526,27129.458157894736,27010.41605263158,27061.88157894737,1.0,0.9976315789473685,0.689336799346879,0.7631578947368421,268.65999999999997,62.07526315789474,0.0005000000000000001,40.975134405838816,81.0687808388158,29.274122807017548,14.614035087719296,66.37754445929276,58.107722553453954,8.269821391858553,57.83839381167763,0.08053865131578948,0.08114052220394738,0.10765085320723684,8.13057951274671,0.044131630345394746,0.04420230263157895,0.05090923108552632,8.475963291368988,8.299763026990389,0.04976352892423931,0.012722316541169818,0.11371461968672902,27.98324424342105,22.811060855263158,1.1719777960526316,0.4211554276315789,3.579050164473684,,,,,75
rocksdb,results,41347,16.5,11GB,0GB,8.7,4.1,72.1,244,37,391,0,2206.8,1614.5,11706,18818,21822,71713,124,0.0,0.7,0.2,3.5,overwrite,2026-08-20T00:03:02,10.5.0,11a259a5f0,imbalanced-overwrite,0,2026-08-20T00:03:02.318128,2026-08-20T00:05:08.034895,41,32.78048780487805,29.975609756097562,44.4390243902439,45.97560975609756,41.02439024390244,0.30780487804878054,3416.5790243902443,730.2970731707317,1293.469512195122,708.350243902439,684.4626829268293,0.6204878048780488,0.04439024390243903,0.5291680062603416,0.8604878048780488,22.520487804878048,2.9217073170731704,0.0008609756097560975,0.9982612423780488,3.3530297256097557,0.7439024390243901,0.044715447154471545,1.8113034667968748,0.926426513671875,0.8848759765625,0.7409072265625,0.07907153320312499,0.04683642578125,0.05961157226562499,0.7103774414062499,0.06884375000000001,0.04869970703125,0.056954345703125,2.043432189197075,1.8652768018769055,0.049686431884765625,0.014644622802734375,0.1138338228551353,15.432641006097562,10.268578506097562,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,42451,17.0,11GB,0GB,8.8,4.1,72.2,254,35,394,0,2209.9,1620.2,12127,19634,21874,74872,124,0.0,0.7,0.2,3.3,overwrite,2026-08-20T00:06:37,10.5.0,11a259a5f0,imbalanced-overwrite,1,2026-08-20T00:06:37.272810,2026-08-20T00:08:43.156362,41,35.26829268292683,33.41463414634146,47.24390243902439,46.1219512195122,38.73170731707317,0.3134146341463415,3418.3951219512196,910.122682926829,868.5202439024391,674.9782926829268,964.7724390243903,0.6209756097560976,0.04341463414634147,0.6996243522104416,0.8482926829268292,21.469024390243902,3.0124390243902437,0.000875609756097561,0.9743766673018294,3.377230849847561,0.7276422764227642,0.0467479674796748,1.7578779296874998,0.9067114257812499,0.8511674804687501,0.72611669921875,0.046791259765625,0.046182861328125005,0.08762109375,0.680923828125,0.04793701171875,0.048121093749999996,0.074185546875,1.98964616728992,1.8134627923732851,0.049686431884765625,0.012691497802734375,0.11383819580078125,15.343083079268293,10.179020579268293,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,42850,17.2,11GB,0GB,7.5,3.7,63.6,251,31,305,0,2193.4,1635.0,10962,18161,21821,62165,121,0.0,0.6,0.2,2.9,overwrite,2026-08-20T00:10:09,10.5.0,11a259a5f0,imbalanced-overwrite,2,2026-08-20T00:10:09.432481,2026-08-20T00:12:12.139516,38,36.44736842105263,34.28947368421053,38.578947368421055,50.921052631578945,40.26315789473684,0.3094736842105263,3257.6221052631577,884.6731578947368,709.9978947368421,995.1763157894738,667.7739473684211,0.6142105263157895,0.04026315789473685,0.6710106910439038,0.866842105263158,22.396315789473682,2.7684210526315787,0.0008500000000000001,0.8879173519736842,3.0703274054276313,0.6403508771929826,0.013157894736842105,1.6369161739864864,0.8488328758445945,0.7880832981418918,0.666626636402027,0.073681640625,0.04691696579391892,0.0616068412162162,0.619419605152027,0.0631418918918919,0.0476559860641892,0.0578660789695946,1.8697907297234786,1.6935833378842002,0.049686431884765625,0.012691497802734375,0.11383819580078125,15.115131578947368,9.951069078947368,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,41712,16.7,11GB,0GB,8.7,4.1,71.8,235,38,384,0,2201.1,1619.9,11003,17132,21669,70692,124,0.0,0.6,0.2,3.8,overwrite,2026-08-20T00:13:43,10.5.0,11a259a5f0,imbalanced-overwrite,3,2026-08-20T00:13:43.313250,2026-08-20T00:15:48.684698,40,34.7,32.875,47.475,44.775,38.125,0.31325000000000003,3428.2692500000003,874.586,856.6497499999999,681.43625,1015.5980000000002,0.62325,0.04425,0.6709704528760394,0.8477499999999999,21.398500000000002,3.037,0.0008824999999999999,0.9920107421875001,3.4278208007812503,0.8041666666666667,0.04583333333333334,1.7771425781249999,0.917825927734375,0.859316650390625,0.7330693359375,0.04949267578125,0.048249999999999994,0.087013916015625,0.686549560546875,0.050030761718750004,0.05023754882812501,0.07249975585937499,2.0586130142211916,1.8822811126708983,0.049686431884765625,0.012752532958984375,0.11389923095703125,15.416796875,10.252734375,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,40989,16.4,11GB,0GB,9.0,4.2,74.3,252,37,428,0,2213.1,1608.3,12462,20157,21910,141325,124,0.0,0.7,0.2,3.8,overwrite,2026-08-20T00:17:20,10.5.0,11a259a5f0,imbalanced-overwrite,4,2026-08-20T00:17:19.692728,2026-08-20T00:19:25.751709,41,31.21951219512195,28.390243902439025,47.68292682926829,37.609756097560975,45.80487804878049,0.31341463414634146,3429.8770731707314,693.4475609756097,877.5592682926828,813.6412195121951,1045.229512195122,0.6239024390243902,0.04439024390243903,0.6634404720541013,0.8575609756097564,22.204634146341462,2.9629268292682926,0.0008634146341463413,1.0274859470274391,3.4406292873475612,0.7357723577235773,0.0467479674796748,1.8230185308689024,0.9429982850609755,0.8800209603658535,0.7582169397865853,0.04775747903963415,0.07896746379573172,0.05805544969512194,0.708580887957317,0.049169921874999994,0.06659632240853658,0.055674304496951224,2.06991819056069,1.8922453159239234,0.049686431884765625,0.014339447021484375,0.11368551486875952,15.531345274390244,10.367378048780488,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,571565,45787.1,8GB,0GB,0.0,0.0,0.0,0,0,0,0,348.5,213.2,374,55376,74117,197295,120,0.0,9.7,0.2,8.2,fwdrangewhilewriting,2026-08-20T00:20:53,10.5.0,11a259a5f0,imbalanced-fwdrangewhilewriting,0,2026-08-20T00:20:52.645087,2026-08-20T00:22:55.081843,37,28.0,27.91891891891892,89.10810810810811,93.02702702702703,75.10810810810811,0.8399999999999997,224661.03918918918,63339.18540540541,53883.431891891894,53674.13324324323,53764.28918918919,1.0,0.9978378378378379,0.8474080129022726,0.4908108108108106,72.2818918918919,33.18621621621621,9.999999999999998e-05,45.615605996621625,87.40352723817568,31.461711711711715,16.069819819819823,65.7169557643581,59.36693412162162,6.350021642736486,59.04992108319256,0.09625290329391892,0.09244114231418918,0.12831872888513512,6.239999472128377,0.03441327069256757,0.033100453969594594,0.04250818201013514,8.477311987625926,8.299130188791375,0.049686431884765625,0.014644622802734375,0.11383819580078125,27.98447779605263,22.82041529605263,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,571447,45777.6,8GB,0GB,0.0,0.0,0.0,0,0,0,0,357.9,213.3,374,56824,78119,271738,120,0.0,9.4,0.2,8.2,fwdrangewhilewriting,2026-08-20T00:24:25,10.5.0,11a259a5f0,imbalanced-fwdrangewhilewriting,1,2026-08-20T00:24:25.437366,2026-08-20T00:26:27.896335,37,28.0,27.945945945945947,90.8108108108108,93.35135135135135,76.97297297297297,0.8394594594594591,224571.16540540542,63352.771081081075,53766.501621621625,53775.427837837844,53676.46432432432,1.0,0.9975675675675677,0.8472630858660833,0.48027027027027025,71.63567567567567,33.454594594594596,0.0001189189189189189,45.62972207559121,88.5664622043919,31.900900900900897,15.99774774774775,65.96343406883447,59.37544262035473,6.587990392736487,59.053594277871625,0.0939334353885135,0.09205658783783784,0.1358583192567568,6.478454391891892,0.03307669974662162,0.03158335092905405,0.04487463048986486,8.475380046947583,8.297273790514147,0.04969766977671031,0.014644622802734375,0.11376396385399071,27.94795185810811,22.78388935810811,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,572108,45830.6,8GB,0GB,0.0,0.0,0.0,0,0,0,0,348.9,213.0,373,55532,74168,195861,120,0.0,9.7,0.2,8.2,fwdrangewhilewriting,2026-08-20T00:27:57,10.5.0,11a259a5f0,imbalanced-fwdrangewhilewriting,2,2026-08-20T00:27:57.394144,2026-08-20T00:29:59.834757,37,28.0,27.783783783783782,90.0,91.35135135135135,76.4054054054054,0.8410810810810808,224784.99972972972,63068.64837837837,54028.891081081085,54010.03621621621,53677.4254054054,1.0,0.9964864864864869,0.851095223784873,0.4813513513513513,69.8354054054054,32.71351351351352,9.999999999999998e-05,45.517084037162164,86.58966427364862,31.20045045045045,16.132882882882885,65.90742007606909,59.32232678865131,6.585093030427632,59.00921618009869,0.09408023231907896,0.09372866981907894,0.12529965049342104,6.47819156044408,0.033907534950657896,0.033125770970394736,0.03986893503289474,8.475365287379214,8.299137818185907,0.0496978759765625,0.012691497802734375,0.11383819580078125,27.976870888157894,22.812808388157894,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,570746,45721.5,8GB,0GB,0.0,0.0,0.0,0,0,0,0,349.7,213.3,374,55683,74262,210247,120,0.0,9.6,0.2,8.2,fwdrangewhilewriting,2026-08-20T00:31:31,10.5.0,11a259a5f0,imbalanced-fwdrangewhilewriting,3,2026-08-20T00:31:31.546761,2026-08-20T00:33:34.032839,37,28.0,27.91891891891892,88.54054054054055,92.54054054054055,73.35135135135135,0.8389189189189187,224321.9081081081,63193.61891891892,53717.57027027027,53582.27864864865,53828.44,1.0,0.9975675675675677,0.8479064748198363,0.48216216216216207,71.55648648648649,33.3064864864865,0.00011081081081081082,45.590787056587835,88.4840601245777,31.824324324324326,16.045045045045047,65.93287953969595,59.324185758023646,6.608693253800675,59.013154032939184,0.09825881545608106,0.0914521748310811,0.12132126266891893,6.500082084037162,0.03691986908783783,0.03302206503378378,0.03866791596283784,8.478997101654878,8.298861632475983,0.0536041259765625,0.012691497802734375,0.11384273219752956,27.99736064189189,22.83393158783784,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,571088,45748.9,8GB,0GB,0.0,0.0,0.0,0,0,0,0,350.1,213.2,374,55740,74280,195510,120,0.0,9.6,0.2,8.2,fwdrangewhilewriting,2026-08-20T00:35:08,10.5.0,11a259a5f0,imbalanced-fwdrangewhilewriting,4,2026-08-20T00:35:07.990175,2026-08-20T00:37:10.471468,37,28.0,27.864864864864863,91.78378378378379,91.35135135135135,74.89189189189189,0.8402702702702701,224870.85216216213,63316.79891891892,53902.76675675675,54025.26162162162,53626.024864864856,1.0,0.996756756756757,0.8469478208071811,0.48972972972972956,71.64810810810812,33.2054054054054,9.999999999999998e-05,45.637130225929056,88.61378325591215,31.952702702702705,16.18918918918919,65.98943121832771,59.337396009290536,6.652036264780405,59.022716955236476,0.10221996410472972,0.08710172086148647,0.12535736908783782,6.540524440456082,0.038769003378378374,0.029960145692567563,0.04278214738175676,8.480402595118473,8.300931930541992,0.053424835205078125,0.012508392333984375,0.1135375374241879,27.982216282894736,22.81517269736842,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,464554,37214.7,8GB,0GB,0.0,0.0,0.0,0,0,0,0,433.4,311.1,386,59756,74691,218018,120,0.0,9.7,0.1,8.2,revrangewhilewriting,2026-08-20T00:38:43,10.5.0,11a259a5f0,imbalanced-revrangewhilewriting,0,2026-08-20T00:38:43.504499,2026-08-20T00:40:46.033765,38,26.973684210526315,26.0,89.76315789473684,90.0,74.15789473684211,0.9521052631578951,255454.05947368426,68038.5202631579,62565.66131578948,62515.36657894736,62334.5105263158,1.0,0.9989473684210527,0.9161649942594245,0.5218421052631579,55.521052631578954,23.87078947368421,9.999999999999998e-05,38.25476536800986,76.10114206414474,27.361842105263154,13.43421052631579,56.03952328330591,49.76863384046053,6.270888414884868,49.49094289679276,0.07735480057565788,0.07921952097039475,0.12111559416118423,6.179424599095395,0.024635844983552632,0.025625000000000002,0.04120399876644737,8.480510611283153,8.300369664242393,0.05361175537109375,0.01268768310546875,0.11384201049804688,27.98303865131579,22.81897615131579,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,465315,37275.6,8GB,0GB,0.0,0.0,0.0,0,0,0,0,431.1,310.9,382,59589,74784,200807,120,0.0,9.7,0.1,8.2,revrangewhilewriting,2026-08-20T00:42:18,10.5.0,11a259a5f0,imbalanced-revrangewhilewriting,1,2026-08-20T00:42:18.441290,2026-08-20T00:44:20.960591,38,26.789473684210527,26.0,88.71052631578948,90.5,73.15789473684211,0.9600000000000001,256860.1484210526,68228.665,62760.8247368421,62990.39105263157,62880.26710526318,1.0,0.9989473684210527,0.9198600725493032,0.5102631578947371,54.041842105263164,23.86842105263158,9.999999999999998e-05,38.064261410361844,76.23069027549342,27.451754385964904,13.399122807017543,55.51587530838816,49.66593904194078,5.849936780427632,49.39458598889803,0.0904091282894737,0.07684184827302631,0.10410207648026316,5.760297594572368,0.034419202302631575,0.025135947779605265,0.030084292763157897,8.481346027271169,8.301539034456821,0.0534921594568201,0.012568087191195102,0.11374674616633235,27.958826013513512,22.794763513513512,1.171875,0.4140625,3.578125,,,,,75
rocksdb,results,464126,37180.4,8GB,0GB,0.0,0.0,0.0,0,0,0,0,432.1,311.4,381,59494,74744,193273,120,0.0,9.7,0.1,8.2,revrangewhilewriting,2026-08-20T00:45:50,10.5.0,11a259a5f0,imbalanced-revrangewhilewriting,2,2026-08-20T00:45:50.537021,2026-08-20T00:47:52.889235,38,26.894736842105264,26.0,88.02631578947368,90.94736842105263,72.39473684210526,0.9600000000000001,256760.51631578946,68212.3489473684,62817.66184210526,62931.40789473684,62799.096052631576,1.0,0.9978947368421053,0.9206411598739459,0.5,52.67657894736842,23.66894736842105,9.999999999999998e-05,37.91540321751645,75.8039794921875,27.307017543859647,13.337719298245615,55.60520893297698,49.48955540707237,6.115651983963817,49.22144299958882,0.08209781044407895,0.07297774465460527,0.11303736636513156,6.026215306332236,0.030365953947368424,0.02298725328947368,0.03608475534539474,8.481236225849873,8.301094776875264,0.05361175537109375,0.01268768310546875,0.11384201049804688,28.00295608108108,22.83889358108108,1.171875,0.4140625,3.578125,,,,,75
