label,dataset,ops_sec,mb_sec,lsm_sz,blob_sz,c_wgb,w_amp,c_mbps,c_wsecs,c_csecs,b_rgb,b_wgb,usec_op,p50,p99,p99.9,p99.99,pmax,uptime,stall%,u_cpu,s_cpu,rss,test,date,version,githash,tag,nb_runs,start_time,end_time,samples,local_pct,local_pct_skt0,local_pct_skt1,local_pct_skt2,local_pct_skt3,ipc,inst,inst_skt0,inst_skt1,inst_skt2,inst_skt3,afreq,freq,cpu_balance,l3hit,l2miss,l3miss,l3mpi,upi_in_gb,upi_out_gb,upi_out_pct,upi_in_pct,mem_bw_gb,mem_read_gb,mem_write_gb,mem_read_gb_skt0,mem_read_gb_skt1,mem_read_gb_skt2,mem_read_gb_skt3,mem_write_gb_skt0,mem_write_gb_skt1,mem_write_gb_skt2,mem_write_gb_skt3,data_mem_gb,data_mem_gb_node0,data_mem_gb_node1,data_mem_gb_node2,data_mem_gb_node3,pagetable_mb,pagetable_mb_node0,pagetable_mb_node1,pagetable_mb_node2,pagetable_mb_node3,tma_l3_bound,tma_dram_bound,tma_l1_bound,tma_store_bound,warmup_s
rocksdb,results,10937179,2768.6,8GB,0GB,0.0,,0.0,0,0,0,0,15.4,11.8,32,817,6109,25233,120,0.0,11.4,0.2,8.1,readrandom,2026-08-19T21:00:25,10.5.0,11a259a5f0,default-readrandom,0,2026-08-19T21:00:25.115149,2026-08-19T21:02:27.354016,37,25.0,26.0,25.0,25.0,25.027027027027028,0.44999999999999996,120149.26108108106,30741.376756756756,29965.12,29378.353243243244,30064.409999999996,1.0,0.9997297297297297,0.9556615982329442,0.7072972972972973,235.19135135135136,65.74486486486488,0.0005405405405405405,57.34985879434122,116.97582268792229,42.42117117117117,20.673423423423426,86.12469515413851,76.85413429054053,9.270560863597971,24.998608530405402,13.326522381756757,25.75258841849662,12.776416279560811,2.242102248733108,1.3742034417229732,4.445660631334459,1.208595597550676,8.430979445173934,3.214562905801309,1.495613819844014,2.0851750760465055,1.635627643482105,27.88154560810811,4.755912162162162,1.60546875,17.303315033783782,4.216849662162162,,,,,75
rocksdb,results,10666498,2700.1,8GB,0GB,0.0,,0.0,0,0,0,0,15.8,11.9,33,962,6117,46724,120,0.0,11.4,0.2,8.1,readrandom,2026-08-19T21:02:29,10.5.0,11a259a5f0,default-readrandom,1,2026-08-19T21:02:29.472013,2026-08-19T21:04:31.733782,37,25.0,25.0,25.83783783783784,24.83783783783784,25.10810810810811,0.43999999999999995,117334.92540540542,29837.357567567567,29474.25513513514,28532.295945945953,29491.015945945943,1.0,0.9986486486486488,0.9562608177126186,0.709189189189189,231.83675675675678,64.39459459459458,0.0005486486486486486,56.0877124683277,114.6401232580236,41.56981981981981,20.16891891891892,84.4083015522204,75.11072908100329,9.2975732421875,24.00706157483553,12.556354594983553,24.54393837376645,14.003374794407893,2.278941714638157,1.3530299136513158,4.251628032483553,1.413975123355263,8.430587356154984,3.0762029080777555,1.4470376710633974,2.1461987882047087,1.7611479888091217,27.86423141891892,5.053420608108108,2.576435810810811,16.25095016891892,3.983424831081081,,,,,75
rocksdb,results,10927036,2766.1,8GB,0GB,0.0,,0.0,0,0,0,0,15.4,11.8,33,815,6100,50150,120,0.0,11.4,0.2,8.1,readrandom,2026-08-19T21:04:34,10.5.0,11a259a5f0,default-readrandom,2,2026-08-19T21:04:33.829847,2026-08-19T21:06:36.072833,37,25.0,25.486486486486488,26.0,25.0,25.0,0.44999999999999996,120021.55081081083,30631.36972972973,30168.454054054055,29621.00756756757,29600.7191891892,1.0,0.9994594594594596,0.966353103056302,0.709189189189189,236.0951351351351,65.62837837837837,0.0005405405405405405,57.445016891891896,117.17027106207769,42.52027027027027,20.563063063063066,86.26326277449326,76.88531936233107,9.377943676097972,25.351270586993245,10.867553051097973,28.722219700168917,11.94427391258446,2.3829291596283775,1.1123273859797296,4.745679106841216,1.1370085515202706,8.431110175880226,3.1143275080500423,1.2678623714962522,2.513138745282147,1.5357815510517843,27.86887668918919,5.925570101351352,1.263619087837838,16.61201435810811,4.067673141891892,,,,,75
rocksdb,results,11083505,2805.7,8GB,0GB,0.0,,0.0,0,0,0,0,15.2,11.7,32,729,6088,24485,120,0.0,11.5,0.2,8.1,readrandom,2026-08-19T21:06:38,10.5.0,11a259a5f0,default-readrandom,3,2026-08-19T21:06:38.179513,2026-08-19T21:08:40.416428,37,25.0,25.783783783783782,25.972972972972972,26.0,24.0,0.451081081081081,121645.66432432433,31070.079189189186,30486.79,30914.739189189186,29174.05405405406,1.0,0.9994594594594596,0.9389758512171785,0.7067567567567566,238.2048648648649,66.6754054054054,0.000545945945945946,58.21501583614865,117.40963444890204,42.581081081081074,20.88963963963964,87.38580474028716,78.00914432010134,9.376660948057433,25.49073849239865,11.884547086148649,17.632705605996616,23.001153399493244,2.3990194784628374,1.1908255912162158,1.6830951752533785,4.103718591638514,8.431121826171875,3.0683725717905403,1.3731322417388092,2.0371986595360005,1.9524183531065245,27.88724662162162,5.002639358108108,1.560916385135135,0.7199113175675675,20.60377956081081,,,,,75
rocksdb,results,10964303,2775.6,8GB,0GB,0.0,,0.0,0,0,0,0,15.3,11.8,32,790,6099,29356,120,0.0,11.4,0.2,8.1,readrandom,2026-08-19T21:08:42,10.5.0,11a259a5f0,default-readrandom,4,2026-08-19T21:08:42.491433,2026-08-19T21:10:44.719750,37,25.0,25.0,25.0,25.0,25.0,0.44999999999999996,120421.41540540541,30331.783243243244,29768.471621621622,30316.666486486483,30004.495135135137,1.0,0.9997297297297297,0.9814283381526173,0.7043243243243242,235.78243243243242,66.64189189189187,0.0005675675675675674,57.69412109375,115.4909792018581,41.891891891891895,20.684684684684687,86.53903716216215,77.11648490287163,9.422551995354729,22.50904270481419,10.58616897170608,30.05739152238176,13.963882495777026,2.039309016047297,1.0102705342060811,5.0322870038006755,1.3406872888513512,8.43119141862199,2.8856625943570524,1.2989096770415436,2.570673246641417,1.6759459005819786,27.86275337837838,4.5652449324324325,1.875633445945946,12.015202702702704,9.406672297297296,,,,,75
rocksdb,results,13216628,3346.2,8GB,0GB,0.0,,0.0,0,0,0,0,12.8,95.4,169,11249,35742,69505,120,0.0,11.4,0.3,8.1,multireadrandom,2026-08-19T21:12:12,10.5.0,11a259a5f0,default-multireadrandom,0,2026-08-19T21:12:12.492331,2026-08-19T21:14:14.691926,37,25.0,26.0,25.0,24.37837837837838,25.0,0.59,157603.29513513512,41854.700000000004,38487.92621621622,38680.130270270274,38580.54027027026,1.0,0.9994594594594596,0.9195604368497735,0.7229729729729728,289.06243243243244,76.51513513513514,0.0005000000000000001,71.6534301097973,136.70446632179056,49.695945945945944,25.80855855855856,106.4914234058277,94.82168549408783,11.66973896748311,41.958405827702705,14.192425306165537,22.30639252533784,16.36445945945946,6.647482580236487,1.5028117081925676,1.8632097233952705,1.6562352195945944,8.437345659410632,3.373951989251214,1.2646911208694045,2.227487203237173,1.57121534605284,27.88872466216216,21.73775337837838,1.3949535472972974,0.7315244932432432,4.024493243243243,,,,,75
rocksdb,results,13246553,3353.8,8GB,0GB,0.0,,0.0,0,0,0,0,12.7,95.2,169,11230,35578,69693,120,0.0,11.4,0.3,8.1,multireadrandom,2026-08-19T21:14:17,10.5.0,11a259a5f0,default-multireadrandom,1,2026-08-19T21:14:16.808497,2026-08-19T21:16:19.012660,37,25.0,26.0,25.0,25.0,25.0,0.59,158005.65648648652,41666.58405405407,38658.34702702703,39015.62432432432,38665.10216216216,1.0,0.9997297297297297,0.927802168204515,0.723243243243243,290.97621621621624,76.87216216216216,0.0005000000000000001,71.86624788851353,136.8781915118243,49.74099099099099,25.83783783783784,106.91933725717905,95.23311233108109,11.686223606418917,40.460874947212844,13.980801573057432,24.68245460304054,16.10898094383446,6.6163518792229725,1.4300654560810808,2.1103966955236486,1.529409839527027,8.437378857586834,3.228123226681271,1.2409345265981313,2.383937526393581,1.5843835779138513,27.88788006756757,21.50242820945946,1.6599451013513513,1.038745777027027,3.68676097972973,,,,,75
rocksdb,results,12437884,3149.1,8GB,0GB,0.0,,0.0,0,0,0,0,13.5,100.7,169,12070,36421,62741,120,0.0,11.4,0.3,8.1,multireadrandom,2026-08-19T21:16:21,10.5.0,11a259a5f0,default-multireadrandom,2,2026-08-19T21:16:21.107155,2026-08-19T21:18:23.329254,37,25.0,25.0,25.0,25.0,25.0,0.5502702702702703,148277.97756756758,37355.68945945946,37707.27027027027,36657.398918918916,36557.61864864864,1.0,0.9994594594594596,0.9695111416609741,0.7389189189189189,288.0259459459459,71.78972972972974,0.0005000000000000001,67.791650390625,132.93115287162163,48.27702702702701,24.378378378378375,101.33712019636825,89.9070365287162,11.430085251266895,25.87022962415541,28.869071209881753,20.466570154138513,14.701165012668922,2.2544863809121627,5.854054845861487,1.7761277977195944,1.5454183382601352,8.438830298346442,2.910663604736328,1.8660450497189083,2.184982196704761,1.477139447186444,27.86497043918919,4.862647804054054,18.77364864864865,0.48015202702702703,3.7485219594594597,,,,,75
rocksdb,results,13179283,3336.8,8GB,0GB,0.0,,0.0,0,0,0,0,12.8,95.6,169,11278,35779,68146,120,0.0,11.4,0.3,8.1,multireadrandom,2026-08-19T21:18:25,10.5.0,11a259a5f0,default-multireadrandom,3,2026-08-19T21:18:25.452726,2026-08-19T21:20:27.644604,38,25.0,26.0,25.0,25.0,24.894736842105264,0.59,157253.16078947368,41849.39605263157,38358.28263157895,38705.68763157894,38339.794473684204,1.0,0.9997368421052633,0.9161373422322859,0.7234210526315786,289.72763157894735,76.48894736842107,0.0005000000000000001,71.43429610402961,135.92334626850325,49.36842105263158,25.782894736842106,106.00092958192567,94.3586547191723,11.642274862753379,41.77038165118244,13.827833350929053,21.723430109797295,17.037008287584463,6.985399862753379,1.325415962837838,1.8661130173141893,1.4653449641047296,8.437311945734796,3.2163293168351457,1.3377174171241555,2.097812858787743,1.7854523529877533,27.88260135135135,21.454708614864863,1.5063344594594594,0.5187922297297297,4.402766047297297,,,,,75
rocksdb,results,13085862,3313.2,8GB,0GB,0.0,,0.0,0,0,0,0,12.9,96.2,169,11401,35860,71089,120,0.0,11.4,0.3,8.1,multireadrandom,2026-08-19T21:20:30,10.5.0,11a259a5f0,default-multireadrandom,4,2026-08-19T21:20:29.733284,2026-08-19T21:22:31.912415,37,25.135135135135137,26.0,25.0,25.0,24.945945945945947,0.5799999999999997,156144.17486486482,41677.820810810816,38069.03405405406,38340.164054054054,38057.156756756754,1.0,0.9994594594594596,0.9131273184725892,0.7224324324324322,286.2462162162161,75.82864864864864,0.0005000000000000001,70.9477562816723,135.30132865287166,49.15540540540541,25.58108108108108,105.29147409539475,93.72166349712171,11.569810855263158,43.51780299136512,13.660383172286183,21.545823396381582,14.997653680098683,6.7401881167763165,1.3823052014802633,2.090366724917763,1.3569520970394737,8.437341741613439,3.6282551739666915,1.2808399715939083,2.005292325406461,1.5229542706463788,27.8862964527027,21.78441722972973,1.4097339527027026,0.5583826013513513,4.133762668918919,,,,,75
rocksdb,results,700027,56077.9,8GB,0GB,0.0,,0.0,0,0,0,0,240.8,205.9,249,28676,48407,125267,120,0.0,11.6,0.1,8.1,fwdrange,2026-08-19T21:23:59,10.5.0,11a259a5f0,default-fwdrange,0,2026-08-19T21:23:59.228489,2026-08-19T21:26:01.563519,37,25.0,25.0,25.405405405405407,25.0,25.0,0.9605405405405405,257483.03459459462,64687.66540540541,63627.236216216224,65363.59432432433,63804.53783783782,1.0,0.9983783783783785,0.9734353943344585,0.4037837837837838,73.22486486486486,38.25648648648649,0.00010270270270270267,58.564804423564176,116.06343354096285,42.0990990990991,21.027027027027028,84.7026488597973,76.2784200802365,8.424229307432432,21.16067092483108,10.091392789273648,31.385888671874994,13.640466638513514,1.2852847867398647,0.7813933171452703,5.547968222128379,0.809581661739865,8.43395913613809,2.636641115755648,1.2131073410446578,2.903633220775707,1.6805774585620776,27.845333614864863,5.602512668918919,2.3719383445945947,15.064294763513514,4.806587837837838,,,,,75
rocksdb,results,702761,56296.9,8GB,0GB,0.0,,0.0,0,0,0,0,239.8,205.1,249,28504,48413,131889,120,0.0,11.6,0.1,8.1,fwdrange,2026-08-19T21:26:03,10.5.0,11a259a5f0,default-fwdrange,1,2026-08-19T21:26:03.359113,2026-08-19T21:28:05.710701,37,25.0,25.0,25.0,25.0,25.0,0.9662162162162162,258633.42918918916,65093.948108108125,64826.73162162162,64474.466216216206,64238.28324324324,1.0,0.9983783783783785,0.9868549244632727,0.4000000000000001,67.46432432432434,36.02594594594595,9.999999999999998e-05,58.121382231841224,115.31505674619933,41.80405405405405,20.736486486486488,84.09578283361486,76.26626082136823,7.829521484374999,22.028905986064192,20.069043496621624,19.71710990287162,14.451202227618245,1.239292652027027,4.530649018158783,1.1993470228040541,0.8602322635135135,8.435683791701859,2.7420460469013936,1.5632865493362014,2.3210077028016785,1.8093434926625844,27.85377956081081,6.530299831081081,8.802048141891891,7.084881756756757,5.436549831081081,,,,,75
