round,elapsed_ms,tag
0,0.009208,pgtable_sync_repl
1,0.009905,pgtable_sync_repl
2,0.009592,pgtable_sync_repl
3,0.009599,pgtable_sync_repl
4,0.007729,pgtable_sync_repl
5,0.008486,pgtable_sync_repl
6,0.009859,pgtable_sync_repl
7,0.008447,pgtable_sync_repl
8,0.008643,pgtable_sync_repl
9,0.009326,pgtable_sync_repl
10,0.008874,pgtable_sync_repl
11,0.008906,pgtable_sync_repl
12,0.008222,pgtable_sync_repl
13,0.009469,pgtable_sync_repl
14,0.008181,pgtable_sync_repl
15,0.008660,pgtable_sync_repl
16,0.009677,pgtable_sync_repl
17,0.008877,pgtable_sync_repl
18,0.008795,pgtable_sync_repl
19,0.007823,pgtable_sync_repl
0,0.004169,pgtable_sync_norepl
1,0.004331,pgtable_sync_norepl
2,0.004128,pgtable_sync_norepl
3,0.004131,pgtable_sync_norepl
4,0.004147,pgtable_sync_norepl
5,0.004206,pgtable_sync_norepl
6,0.004319,pgtable_sync_norepl
7,0.004160,pgtable_sync_norepl
8,0.004086,pgtable_sync_norepl
9,0.004092,pgtable_sync_norepl
10,0.004099,pgtable_sync_norepl
11,0.004096,pgtable_sync_norepl
12,0.004113,pgtable_sync_norepl
13,0.004093,pgtable_sync_norepl
14,0.004092,pgtable_sync_norepl
15,0.004058,pgtable_sync_norepl
16,0.004109,pgtable_sync_norepl
17,0.004098,pgtable_sync_norepl
18,0.004104,pgtable_sync_norepl
19,0.004096,pgtable_sync_norepl
