label,dataset,runner_name,tag,run_id,recall,total_time,qps,start_time,end_time,samples,local_pct,local_pct_skt0,local_pct_skt1,lmb_gb_skt0,lmb_gb_skt1,rmb_gb_skt0,rmb_gb_skt1,ipc,inst,inst_skt0,inst_skt1,cpu_balance,llc_rd_miss_lat_ns,l3hit,l2miss,l3miss,l3mpi,upi_in_gb,upi_out_gb,upi_out_pct,upi_in_pct,mem_bw_gb,mem_read_gb,mem_write_gb,mem_read_gb_skt0,mem_read_gb_skt1,mem_write_gb_skt0,mem_write_gb_skt1,warmup_s
ann,gist-960-euclidean,faiss,imbalanced-memory,10,0.97863,9.763371972000186,102.42363016259571,2026-03-15T10:51:13.000191,2026-03-15T10:51:22.772085,10,53.3,53.3,66.5,61.53081597222222,0.27041015625,0.09697265625,44.31043836805556,0.08299999999999999,7591.656999999999,4195.6669999999995,3395.986,0.8094031294666617,383.753,0.019,112.922,108.224,0.014350000000000002,46.4542958984375,97.11710058593751,65.63333333333334,31.399999999999995,106.09568847656249,104.391732421875,1.703955078125,104.12732617187501,0.2644052734375,1.6180898437500002,0.08586328125,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,11,0.97863,10.116743583999778,98.84603594990374,2026-03-15T10:51:22.796657,2026-03-15T10:51:32.921700,10,53.9,53.8,70.6,54.699001736111114,0.26328125,0.0779296875,43.5626953125,0.065,7529.1630000000005,4145.857999999999,3383.3050000000003,0.8160687124353996,395.46,0.019999999999999997,109.05800000000002,104.11500000000001,0.01397,45.771916015624996,96.67623730468749,65.33333333333333,30.8,104.44782128906249,102.9308955078125,1.5169248046875001,102.68033886718752,0.2505556640625,1.4434736328125,0.07345214843749999,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,12,0.97863,9.748983309999858,102.5747986432869,2026-03-15T10:51:32.946392,2026-03-15T10:51:42.703353,10,55.0,55.0,65.3,57.92626953125,0.2662109375,0.1075439453125,43.72431640625,0.087,7672.692000000001,4304.549,3368.1449999999995,0.7824617631254748,381.227,0.018000000000000002,114.56599999999999,109.89299999999999,0.014479999999999998,45.945209960937504,96.8236845703125,65.43333333333334,31.0,106.60082812499999,105.056732421875,1.5440947265624998,104.7924462890625,0.264287109375,1.4624384765625,0.081654296875,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,13,0.97863,9.840333237999856,101.62257474557433,2026-03-15T10:51:42.728836,2026-03-15T10:51:52.578155,10,56.2,56.2,66.6,58.48056640625,0.2517578125,0.09091796875,41.7156982421875,0.069,7602.632999999999,4344.793000000001,3257.8379999999997,0.7498258259944719,388.82099999999997,0.019999999999999997,111.299,106.473,0.014119999999999999,44.181507812499994,95.15593261718749,64.24999999999999,29.7,105.4274130859375,103.96106542968751,1.4663486328125,103.70824511718749,0.2528212890625,1.3936474609374998,0.0727021484375,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,14,0.97863,10.0901981840002,99.10608114572788,2026-03-15T10:51:52.602776,2026-03-15T10:52:02.700990,10,55.4,55.4,69.1,60.62554253472222,0.2720703125,0.0837890625,42.47667100694444,0.066,7504.234999999999,4234.086,3270.148,0.7723385873598222,393.394,0.019,109.03999999999999,104.06099999999999,0.014000000000000002,44.450965820312504,95.0042724609375,64.23333333333333,29.95,104.9562333984375,103.425982421875,1.53025,103.17637499999998,0.24960742187500004,1.4550458984375,0.07520410156249999,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,15,0.97863,9.890027748999728,101.11195088417618,2026-03-15T10:52:02.725909,2026-03-15T10:52:12.622793,10,55.9,55.9,68.0,58.12255859375,0.2650146484375,0.08821614583333333,32.977213541666664,0.066,7560.795999999999,4327.728000000001,3233.068,0.7470589648887359,390.615,0.019999999999999997,108.997,103.951,0.013869999999999999,43.668134765625,94.7220341796875,63.91666666666668,29.399999999999995,104.68667675781248,103.23618749999999,1.4504873046875002,102.98921191406248,0.24697558593749996,1.3774648437500001,0.0730224609375,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,16,0.97863,10.509129510000092,95.15535982770386,2026-03-15T10:52:12.647346,2026-03-15T10:52:23.164214,10,51.2,51.2,68.9,50.472873263888886,0.2632378472222222,0.09150390625,39.176339285714285,0.08299999999999999,7268.317999999999,3932.567,3335.751,0.8482375506889012,398.41999999999996,0.019,106.07300000000001,101.35,0.01389,45.8558720703125,95.14961718749998,64.36666666666666,30.95,102.3420244140625,100.8355185546875,1.5065048828125,100.56926855468751,0.26625097656249996,1.4177109375,0.0887939453125,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,17,0.97863,9.448849978999988,105.83298520163764,2026-03-15T10:52:23.188408,2026-03-15T10:52:32.644500,10,54.1,54.0,67.2,57.93603515625,0.2903645833333333,0.10390625,35.509114583333336,0.07800000000000001,7627.1410000000005,4339.955,3287.1850000000004,0.7574237520895956,381.0179999999999,0.019999999999999997,112.275,107.292,0.014180000000000002,44.85978515625,95.9199189453125,64.89999999999999,30.3,107.16081249999999,105.7851748046875,1.3756376953125,105.5270771484375,0.25809765625000003,1.2931572265625,0.08248144531249998,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,18,0.97863,9.818788595000116,101.8455576596502,2026-03-15T10:52:32.668535,2026-03-15T10:52:42.496118,10,54.6,54.6,65.8,58.172265625,0.21707589285714285,0.10556640625,31.96123046875,0.086,7669.51,4343.956999999999,3325.5559999999996,0.7655591434261435,387.748,0.017,114.41300000000001,109.70100000000002,0.014359999999999998,45.54787597656251,97.06836523437501,65.64999999999999,30.75,111.25731770833333,109.75186306423612,1.5054535590277778,109.4724338107639,0.27942925347222225,1.416703559027778,0.08875000000000001,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,19,0.97863,9.657794993000152,103.54330369662924,2026-03-15T10:52:42.520814,2026-03-15T10:52:52.187820,9,58.111111111111114,58.0,67.55555555555556,59.881184895833336,0.2834201388888889,0.06575520833333333,43.165690104166664,0.06222222222222223,7921.717777777779,4596.877777777778,3324.841111111111,0.7232824695022466,394.14888888888885,0.01888888888888889,114.80888888888889,109.73444444444443,0.013922222222222221,45.11631618923611,97.25884223090277,65.66666666666667,30.38888888888889,107.19797851562501,105.7193876953125,1.4785908203125,105.46312792968749,0.2562607421875,1.402138671875,0.0764521484375,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,20,0.97863,9.596697571999812,104.20251263493913,2026-03-15T10:52:52.212393,2026-03-15T10:53:01.818041,10,57.8,57.8,67.2,59.983984375,0.253515625,0.09140625,42.127511160714285,0.068,7730.387000000001,4467.289,3263.0980000000004,0.7304425569959769,387.99800000000005,0.018000000000000002,113.15799999999999,108.119,0.01409,44.179919921875,95.498046875,64.48333333333333,29.8,107.1549150390625,105.65267285156249,1.5022412109375,105.3999814453125,0.25269140625,1.42539453125,0.0768447265625,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,21,0.97863,9.72803070300006,102.7957281931282,2026-03-15T10:53:01.842797,2026-03-15T10:53:11.578384,10,57.1,57.1,65.0,60.18408203125,0.27197265625,0.106640625,42.89208984375,0.096,7759.904999999999,4526.665,3233.241,0.7142655796265021,368.57700000000006,0.015000000000000003,117.94099999999999,113.478,0.01477,44.9006796875,96.71164648437502,65.35,30.3,112.13866536458335,110.45996202256944,1.6787033420138888,110.17095920138888,0.28900390625,1.5777983940972222,0.10090494791666665,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,22,0.97863,9.90064954799982,101.0034740803471,2026-03-15T10:53:11.602364,2026-03-15T10:53:21.511406,10,56.2,56.2,68.7,58.23583984375,0.25537109375,0.08723958333333333,33.8353515625,0.066,7581.189,4316.705,3264.4849999999997,0.7562446356653975,389.976,0.019,110.97,106.13799999999999,0.014129999999999998,44.20793359375,95.5254150390625,64.60000000000001,29.75,104.49310644531249,103.084330078125,1.408775390625,102.8356943359375,0.2486357421875,1.335740234375,0.0730361328125,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,23,0.97863,10.591527383000084,94.41508895166986,2026-03-15T10:53:21.535984,2026-03-15T10:53:32.136732,10,49.0,49.0,74.1,51.36865234375,0.2991536458333333,0.0808376736111111,39.563671875,0.07000000000000002,7266.020999999999,3870.9190000000003,3395.1,0.877078543880665,406.556,0.02,103.73299999999999,98.96600000000001,0.013430000000000001,46.4447734375,95.61035058593751,64.61666666666666,31.3,98.15090997869319,96.81748224431819,1.3334259588068182,96.56761274857953,0.2498659446022727,1.2479589843749999,0.08546786221590909,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,24,0.97863,9.607723536999856,104.08292829710874,2026-03-15T10:53:32.161284,2026-03-15T10:53:41.778117,10,54.0,54.0,67.6,57.677734375,0.2701171875,0.09624565972222222,43.808203125,0.07300000000000001,7687.106,4304.677,3382.4309999999996,0.7857572124459047,391.59400000000005,0.020999999999999998,113.321,108.324,0.014169999999999999,46.007591796875,97.1472080078125,65.65,31.0,106.96740234375,105.45546484375,1.5119365234375,105.19685742187501,0.25861035156250006,1.4330810546875,0.07885449218749999,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,25,0.97863,10.255013051000333,97.51328399357368,2026-03-15T10:53:41.802700,2026-03-15T10:53:52.072040,10,54.1,54.1,68.6,55.39765625,0.26220703125,0.09190538194444445,43.34140625,0.07,7474.198999999999,4118.812,3355.388,0.8146494668851115,396.226,0.018000000000000002,109.23700000000001,104.36099999999999,0.01408,45.50698046875,95.77470703125002,64.7,30.649999999999995,103.9294873046875,102.5097265625,1.4197587890625,102.2556591796875,0.254068359375,1.344642578125,0.07511523437499999,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,26,0.97863,10.605952139999772,94.28667853672036,2026-03-15T10:53:52.095543,2026-03-15T10:54:02.709607,11,45.45454545454545,45.45454545454545,69.27272727272727,49.8279296875,0.255859375,0.09011008522727272,45.82830255681818,0.08454545454545455,6998.6618181818185,3435.49,3563.173636363637,0.964165755196274,403.50454545454545,0.018181818181818184,102.00727272727272,97.50909090909092,0.013972727272727274,48.12266335227273,96.30629705255683,65.03030303030303,32.36363636363637,96.22543412642045,94.95804154829544,1.2673943536931818,94.70822088068181,0.24981889204545454,1.1915278764204547,0.07586736505681818,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,27,0.97863,10.46675852599992,95.54056277461191,2026-03-15T10:54:02.734021,2026-03-15T10:54:13.209088,10,52.2,52.1,73.1,52.62836371527778,0.2892578125,0.06694878472222222,42.25869140625,0.076,7294.322999999999,4118.986999999999,3175.337,0.7709024087718657,395.73099999999994,0.018000000000000002,105.2,100.511,0.013679999999999998,44.387812499999995,94.3829697265625,63.71666666666666,29.850000000000005,102.2466806640625,100.8889609375,1.3577187499999999,100.6355966796875,0.2533681640625,1.269650390625,0.0880693359375,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,28,0.97863,10.675223420999828,93.67485443282098,2026-03-15T10:54:13.234624,2026-03-15T10:54:23.918440,11,45.72727272727273,45.72727272727273,70.54545454545455,47.80575284090909,0.2470703125,0.08939985795454546,44.30406605113637,0.08636363636363636,6988.079999999999,3638.961818181818,3349.117272727273,0.9203496601678102,396.8427272727273,0.018181818181818184,102.60545454545455,98.02454545454545,0.013954545454545454,46.5260546875,95.98294122869316,64.87878787878789,31.40909090909091,97.04962890624998,95.59135387073864,1.458272372159091,95.345888671875,0.2454651988636364,1.3697851562499999,0.08848899147727272,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,29,0.97863,10.853576384999997,92.1355288365624,2026-03-15T10:54:23.942945,2026-03-15T10:54:34.804340,11,46.63636363636363,46.54545454545455,74.54545454545455,47.6103515625,0.2693536931818182,0.07679332386363637,43.22105823863637,0.07818181818181819,6894.726363636364,3634.0472727272722,3260.6800000000003,0.8972585536987063,402.8872727272728,0.01909090909090909,98.46,93.99545454545455,0.01348181818181818,45.3653125,94.1128497869318,63.63636363636363,30.681818181818183,95.46802734375001,94.23247070312499,1.235553977272727,93.98960493607956,0.24286399147727275,1.1509215198863638,0.08463423295454545,0.0
ann,gist-960-euclidean,faiss,imbalanced-memory,30,0.97863,10.98929418500029,90.9976549144474,2026-03-15T10:54:34.829444,2026-03-15T10:54:45.827531,11,45.90909090909091,45.90909090909091,75.81818181818181,47.3076171875,0.2793856534090909,0.08193359375,42.98979048295455,0.07272727272727272,6858.6054545454535,3606.014545454546,3252.5918181818183,0.901990764924056,408.01363636363635,0.019999999999999997,97.84727272727272,93.36545454545454,0.01340909090909091,45.12217595880682,93.96067382812498,63.53030303030303,30.484848484848484,95.01820046164772,93.77119318181818,1.2470055042613637,93.53118075284091,0.24001242897727268,1.162100497159091,0.08490589488636363,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,1,0.97863,13.733900846000324,72.81252509488056,2026-03-15T11:11:21.975950,2026-03-15T11:11:35.716219,14,48.714285714285715,57.92857142857143,39.5,16.761090959821427,18.220563616071427,16.548758370535715,18.337472098214285,0.24214285714285713,5449.912857142857,2650.2799999999997,2799.631428571429,0.9466531818984334,215.22500000000005,0.2907142857142856,95.13214285714285,89.63714285714286,0.01130714285714286,36.826920340401784,62.3995947265625,42.01190476190476,24.571428571428573,87.16966238839287,72.15938406808036,15.010279715401785,36.2453271484375,35.91405691964285,7.342140764508929,7.668139648437501,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,2,0.97863,6.67843031800021,149.73578406661284,2026-03-15T11:11:35.741289,2026-03-15T11:11:42.428477,7,49.857142857142854,50.142857142857146,49.0,36.87025669642857,35.829799107142854,36.310128348214285,35.942940848214285,0.10571428571428572,10904.085714285715,5595.774285714286,5308.312857142858,0.9486288377811626,255.4828571428571,0.017142857142857144,201.3814285714286,193.89428571428576,0.01802857142857143,75.70906249999999,122.93505022321428,83.21428571428572,50.99999999999999,159.0617661830357,149.56136858258927,9.500400390625002,75.19785853794643,74.36350864955357,4.655823102678572,4.844580078125,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,3,0.97863,6.652255720000539,150.3249487227949,2026-03-15T11:11:42.452836,2026-03-15T11:11:49.113453,6,50.0,52.333333333333336,47.0,40.489908854166664,36.809407552083336,39.596875,36.8916015625,0.09333333333333334,11589.865,6160.0,5429.861666666667,0.8814710497835497,258.55833333333334,0.016666666666666666,216.1,207.76666666666665,0.018083333333333333,80.38902669270834,128.05022135416667,86.77777777777777,54.333333333333336,166.23301106770833,159.75535644531251,6.477656249999999,80.32152994791666,79.43382649739583,3.1793098958333332,3.2983430989583336,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,4,0.97863,6.879325011000219,145.36309861810193,2026-03-15T11:11:49.138058,2026-03-15T11:11:56.025531,7,49.714285714285715,47.142857142857146,52.0,35.674107142857146,37.2841796875,38.683919270833336,37.476004464285715,0.10857142857142858,10937.395714285714,5427.2757142857145,5510.120000000001,0.9849650668743537,248.52714285714282,0.015714285714285715,207.05142857142854,199.42,0.018471428571428573,76.01862583705358,123.67010742187499,83.80952380952381,51.19047619047618,155.12346540178572,150.45957868303572,4.663888113839286,75.62289620535714,74.83668526785713,2.3248200334821427,2.3390680803571433,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,5,0.97863,6.6386199640001,150.6337168602509,2026-03-15T11:11:56.050122,2026-03-15T11:12:02.696494,7,49.714285714285715,47.57142857142857,51.714285714285715,36.490652901785715,37.151785714285715,35.9462890625,37.29296875,0.10857142857142857,11063.617142857143,5558.088571428571,5505.527142857143,0.9905432545926632,249.74571428571429,0.017142857142857144,211.25285714285715,203.41428571428574,0.01858571428571429,76.74477539062501,124.19803989955358,84.14285714285715,51.76190476190476,156.11978097098213,151.92183872767856,4.197943638392857,76.3146470424107,75.60719029017856,2.1276130022321427,2.07033203125,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,6,0.97863,6.778119343000071,147.53354867271912,2026-03-15T11:12:02.721272,2026-03-15T11:12:09.508050,7,49.857142857142854,48.42857142857143,50.714285714285715,35.649832589285715,36.654715401785715,35.1572265625,36.79896763392857,0.10714285714285716,10846.254285714285,5419.787142857143,5426.462857142857,0.9987697853166126,247.52,0.015714285714285715,207.60142857142858,200.09714285714287,0.018714285714285715,75.38420479910714,122.52940987723215,82.97619047619048,50.92857142857142,152.89981026785713,149.1828111049107,3.717000558035714,74.97893136160714,74.203876953125,1.8426702008928573,1.8743303571428573,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,7,0.97863,6.571942343999581,152.16201659362332,2026-03-15T11:12:09.532300,2026-03-15T11:12:16.112300,6,50.0,50.166666666666664,48.833333333333336,39.48095703125,38.302897135416664,38.938639322916664,38.439453125,0.105,11675.121666666668,6007.983333333333,5667.136666666666,0.9432677076889362,254.28166666666667,0.015,228.06000000000003,219.67166666666662,0.0189,81.0228857421875,128.4741959635417,87.05555555555556,54.583333333333336,164.44914225260416,160.72186197916668,3.7272770182291666,80.75060546875,79.97125325520834,1.8471598307291666,1.8801204427083331,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,8,0.97863,6.531421886999851,153.10601845983965,2026-03-15T11:12:16.137071,2026-03-15T11:12:22.676414,7,49.857142857142854,47.857142857142854,51.42857142857143,36.969029017857146,37.62904575892857,40.688313802083336,37.815987723214285,0.11000000000000001,11236.662857142857,5631.404285714286,5605.26,0.9953574127539363,248.06428571428575,0.017142857142857144,216.2871428571429,208.0842857142857,0.01874285714285714,77.78408482142856,125.50578962053571,84.9761904761905,52.642857142857146,157.20661551339285,154.09480887276786,3.1118038504464285,77.43398716517858,76.66082310267858,1.562978515625,1.5488253348214285,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,9,0.97863,6.839938084000096,146.20015381998684,2026-03-15T11:12:22.700765,2026-03-15T11:12:29.549562,7,49.857142857142854,47.0,52.42857142857143,34.829520089285715,37.332310267857146,34.290736607142854,40.455078125,0.10285714285714287,10838.661428571428,5301.082857142857,5537.578571428572,0.95729257630656,249.14000000000001,0.017142857142857144,207.11285714285714,199.3785714285714,0.018685714285714285,75.16609933035714,122.38785435267856,82.92857142857143,50.714285714285715,151.7783719308036,148.93438476562503,2.8439857700892857,74.84242606026785,74.09195731026784,1.4284654017857144,1.4155189732142854,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,10,0.97863,6.76623134700003,147.79275917655016,2026-03-15T11:12:29.574071,2026-03-15T11:12:36.348855,6,49.833333333333336,52.166666666666664,47.0,39.482259114583336,36.54931640625,38.903157552083336,36.598470052083336,0.09166666666666667,11404.195,6032.865000000001,5371.331666666667,0.890345079272728,254.11,0.016666666666666666,214.55999999999997,206.1833333333333,0.018266666666666667,79.08896809895833,126.31261555989583,85.55555555555554,53.333333333333336,159.84241861979166,156.8006640625,3.0417578125,78.84895182291667,77.95171386718751,1.4798160807291667,1.5619449869791666,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,11,0.97863,6.626486343000579,150.90953911891472,2026-03-15T11:12:36.373107,2026-03-15T11:12:43.007777,7,49.714285714285715,46.0,53.285714285714285,35.756556919642854,38.031668526785715,35.265625,37.05322265625,0.1042857142857143,11099.404285714287,5459.188571428572,5640.215714285715,0.967904216429412,250.26285714285714,0.015714285714285715,214.75142857142856,206.74285714285716,0.018842857142857144,76.86961774553572,124.33580217633929,84.16666666666666,51.92857142857142,155.09194754464286,152.313271484375,2.7786774553571427,76.50990094866071,75.80336914062501,1.4121707589285712,1.3665094866071428,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,12,0.97863,6.483734661000199,154.2320980553108,2026-03-15T11:12:43.033132,2026-03-15T11:12:49.525116,7,50.0,49.285714285714285,50.0,37.685267857142854,36.853236607142854,37.5216796875,37.023158482142854,0.11571428571428573,11194.435714285715,5739.065714285715,5455.367142857142,0.9505671157027548,245.30285714285714,0.014285714285714285,216.70000000000002,208.83142857142857,0.01884285714285714,77.64368024553572,125.07752092633928,84.76190476190476,52.42857142857142,156.58839843750002,153.9159263392857,2.6724720982142856,77.35003766741072,76.56588588169643,1.3217466517857142,1.3507254464285714,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,13,0.97863,6.556829047000065,152.51274554085384,2026-03-15T11:12:49.549350,2026-03-15T11:12:56.114106,6,50.0,53.0,46.333333333333336,40.928385416666664,36.43212890625,41.89111328125,36.468098958333336,0.09000000000000001,11617.458333333334,6257.679999999999,5359.78,0.8565123176640544,254.73,0.018333333333333333,220.23333333333335,211.54,0.01835,80.42331217447916,128.0323323567708,86.8611111111111,54.361111111111114,162.27560221354167,159.41095377604168,2.864645182291667,80.13286458333333,79.27808756510417,1.4121451822916666,1.4525032552083335,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,14,0.97863,6.423474823000106,155.67897867667622,2026-03-15T11:12:56.138579,2026-03-15T11:13:02.570101,7,50.0,51.285714285714285,48.142857142857146,39.419224330357146,36.47251674107143,41.628662109375,36.540597098214285,0.11428571428571431,11345.724285714285,5990.755714285714,5354.971428571429,0.893872440133358,245.77999999999997,0.015714285714285715,220.19285714285715,212.68428571428572,0.018885714285714287,78.97999999999999,126.579560546875,85.73809523809524,53.357142857142854,159.04633928571428,156.3346358816964,2.7117020089285715,78.59266462053571,77.74196847098214,1.3297530691964285,1.3819489397321427,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,15,0.97863,6.5312978060001114,153.1089271540075,2026-03-15T11:13:02.595896,2026-03-15T11:13:09.135427,6,50.0,52.833333333333336,46.5,41.298502604166664,36.800618489583336,40.65673828125,36.919921875,0.09333333333333334,11703.951666666666,6300.533333333334,5403.418333333334,0.8576128475896221,253.74333333333334,0.016666666666666666,222.96000000000004,214.63500000000002,0.018449999999999998,81.23738932291666,129.05764811197918,87.3888888888889,54.75,163.6373828125,160.88523925781251,2.7521435546875,80.91467936197917,79.97056315104167,1.31517578125,1.4369694010416667,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,16,0.97863,6.4886801610000475,154.11454643895996,2026-03-15T11:13:09.161045,2026-03-15T11:13:15.658455,7,50.0,51.285714285714285,48.0,39.037806919642854,36.485630580357146,38.498604910714285,36.597377232142854,0.12285714285714285,11337.51,5924.007142857144,5413.5,0.9138240163209989,246.34857142857143,0.008571428571428572,226.47428571428568,218.6442857142857,0.0194,78.66870814732144,126.18307059151788,85.5,52.99999999999999,158.35496372767855,155.59281808035715,2.7621456473214283,78.14464146205356,77.44818080357142,1.4013616071428572,1.360785435267857,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,17,0.97863,6.775226703999579,147.59653716231753,2026-03-15T11:13:15.682830,2026-03-15T11:13:22.466755,7,49.857142857142854,47.857142857142854,51.714285714285715,35.64662388392857,36.738978794642854,34.016764322916664,36.824776785714285,0.10857142857142857,10864.117142857143,5424.665714285715,5439.452857142857,0.9972815017897021,247.2942857142857,0.012857142857142857,210.7942857142857,203.01714285714283,0.018999999999999996,75.36924386160715,122.65084402901786,83.07142857142857,50.92857142857142,151.7736007254464,149.42252929687498,2.35107421875,75.07538922991071,74.34714006696429,1.1852985491071428,1.165777064732143,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,18,0.97863,6.500730076999389,153.8288758578299,2026-03-15T11:13:22.491339,2026-03-15T11:13:29.002951,6,49.833333333333336,47.166666666666664,52.166666666666664,37.625162760416664,40.736979166666664,36.2978515625,40.93603515625,0.09333333333333334,11781.4,5515.825,6265.576666666667,0.8803379630393159,255.3283333333333,0.016666666666666666,225.64333333333335,217.10333333333335,0.018500000000000003,81.83636393229166,129.7098779296875,87.8888888888889,55.333333333333336,164.75603841145832,162.000849609375,2.7551904296875,81.36964680989583,80.631201171875,1.4205973307291666,1.3345930989583332,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,19,0.97863,6.5862829839998085,151.83070670199268,2026-03-15T11:13:29.026659,2026-03-15T11:13:35.621089,7,49.857142857142854,51.0,48.285714285714285,38.442940848214285,36.581473214285715,38.850423177083336,36.721121651785715,0.11571428571428573,11253.494285714287,5829.537142857143,5423.955714285715,0.9304264783579975,246.51714285714283,0.012857142857142857,221.74428571428572,214.1757142857143,0.0192,78.22878208705357,125.82265066964284,85.26190476190474,52.785714285714285,157.2263504464286,154.7708286830357,2.455520368303571,77.85464983258927,76.91617745535713,1.1595131138392856,1.2960072544642856,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,20,0.97863,6.7550730180000755,148.03688980642028,2026-03-15T11:13:35.645586,2026-03-15T11:13:42.409274,6,50.0,53.166666666666664,46.333333333333336,40.163411458333336,35.900065104166664,39.18125,35.998697916666664,0.09000000000000001,11376.573333333334,6113.6483333333335,5262.925,0.8608485004453151,252.91833333333332,0.016666666666666666,213.79666666666665,205.84333333333336,0.018283333333333332,79.1761083984375,126.44316731770834,85.66666666666667,53.416666666666664,159.38549967447918,156.9299560546875,2.4555403645833334,78.90683593749999,78.02312011718752,1.1965494791666667,1.258994140625,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,21,0.97863,6.548390011000265,152.7092916457568,2026-03-15T11:13:42.433562,2026-03-15T11:13:48.989832,7,49.857142857142854,47.857142857142854,51.57142857142857,36.874720982142854,37.26939174107143,36.338309151785715,37.414481026785715,0.10142857142857144,11140.36,5632.004285714285,5508.352857142857,0.9780448624861537,248.6785714285714,0.014285714285714287,212.94285714285712,205.06571428571428,0.01862857142857143,77.26498604910715,124.52784179687501,84.38095238095238,52.0,155.48659040178572,153.01282784598214,2.4737625558035714,76.893466796875,76.11936383928573,1.2542619977678573,1.2194991629464285,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,22,0.97863,6.610731140000098,151.26919834165048,2026-03-15T11:13:49.014385,2026-03-15T11:13:55.633429,7,49.857142857142854,50.0,49.57142857142857,37.754185267857146,36.83189174107143,37.167271205357146,36.938895089285715,0.10857142857142857,11178.501428571426,5755.155714285715,5423.347142857143,0.9423458568453776,246.30142857142854,0.012857142857142857,215.3785714285714,207.70857142857145,0.018814285714285717,77.64693359374999,125.05979910714288,84.61904761904762,52.285714285714285,156.15529436383932,153.67684430803573,2.4784486607142857,77.22544782366072,76.45140066964284,1.246435546875,1.2320145089285715,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,23,0.97863,6.655415632000768,150.25357622922454,2026-03-15T11:13:55.657660,2026-03-15T11:14:02.321330,6,50.0,52.666666666666664,47.0,40.188802083333336,36.554036458333336,39.47802734375,36.607421875,0.09166666666666667,11537.446666666665,6151.645,5385.803333333333,0.8755061992903252,253.05999999999997,0.016666666666666666,217.60333333333335,208.53333333333333,0.01825,79.74012858072918,127.05900878906249,86.13888888888887,53.916666666666664,160.55728352864585,158.05939778645833,2.4978922526041667,79.4607763671875,78.59862141927083,1.2276171875000002,1.2702766927083333,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,24,0.97863,6.492243426000641,154.0299607367035,2026-03-15T11:14:02.346528,2026-03-15T11:14:08.849802,7,49.857142857142854,49.857142857142854,49.42857142857143,38.41196986607143,36.24037388392857,37.785435267857146,36.38364955357143,0.10714285714285716,11201.574285714287,5841.03,5360.547142857143,0.9177400463372287,249.54999999999998,0.014285714285714285,215.45285714285714,207.70142857142858,0.018785714285714288,77.70312918526785,124.990263671875,84.69047619047619,52.285714285714285,156.3909068080357,154.00706473214285,2.383842075892857,77.41376534598214,76.59329938616072,1.1788685825892855,1.2049720982142857,0.0
ann,gist-960-euclidean,faiss,interleaved-memory,25,0.97863,6.803091214000233,146.9920023918065,2026-03-15T11:14:08.873575,2026-03-15T11:14:15.685404,7,49.857142857142854,49.0,50.142857142857146,36.397879464285715,36.587611607142854,35.899972098214285,36.686244419642854,0.10857142857142857,10987.892857142857,5544.67,5443.222857142857,0.9817036644458293,245.48428571428573,0.015714285714285715,212.18428571428572,204.13000000000002,0.018814285714285717,76.08410295758928,123.80083426339287,83.80952380952381,51.214285714285715,153.09013811383926,150.78892717633929,2.3012109374999996,75.80257952008928,74.98635044642857,1.122275390625,1.178935546875,0.0
