ops_sec,mb_sec,lsm_sz,blob_sz,c_wgb,w_amp,c_mbps,c_wsecs,c_csecs,b_rgb,b_wgb,usec_op,p50,p99,p99.9,p99.99,pmax,uptime,stall%,Nstall,u_cpu,s_cpu,rss,test,date,version,job_id,githash,tag,nb_runs,start_time,end_time
13517204,3422.7,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,7.6,15,22,34,35922,210,0.0,,21.7,0.1,10.1,readrandom.t104,2026-03-15T12:44:45,10.5.0,,11a259a5f0,interleaved-readrandom,3,2026-03-15T12:44:45.285492,2026-03-15T12:48:16.719721
13591764,3441.0,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,7.6,15,22,34,26187,210,0.0,,21.8,0.1,10.1,readrandom.t104,2026-03-15T12:49:44,10.5.0,,11a259a5f0,interleaved-readrandom,4,2026-03-15T12:49:44.099009,2026-03-15T12:53:15.543336
13488688,3415.0,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,7.6,15,22,34,13534,210,0.0,,21.7,0.1,10.1,readrandom.t104,2026-03-15T12:54:43,10.5.0,,11a259a5f0,balancing-readrandom,0,2026-03-15T12:54:43.002207,2026-03-15T12:58:14.430682
13533100,3426.5,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,7.7,15,22,34,19084,210,0.0,,21.8,0.1,10.1,readrandom.t104,2026-03-15T12:59:40,10.5.0,,11a259a5f0,balancing-readrandom,1,2026-03-15T12:59:40.829654,2026-03-15T13:03:12.265994
13476849,3412.4,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,7.6,15,22,34,27639,210,0.0,,21.7,0.1,10.1,readrandom.t104,2026-03-15T13:04:36,10.5.0,,11a259a5f0,balancing-readrandom,2,2026-03-15T13:04:36.022664,2026-03-15T13:08:07.457907
13448652,3404.9,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,7.7,15,22,34,31255,210,0.0,,21.7,0.1,10.1,readrandom.t104,2026-03-15T13:09:31,10.5.0,,11a259a5f0,balancing-readrandom,3,2026-03-15T13:09:31.314892,2026-03-15T13:13:02.750451
13537888,3427.8,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,7.6,15,22,34,34769,210,0.0,,21.7,0.1,10.1,readrandom.t104,2026-03-15T13:14:31,10.5.0,,11a259a5f0,balancing-readrandom,4,2026-03-15T13:14:30.928019,2026-03-15T13:18:02.376531
13327484,3374.5,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.8,78.1,142,167,170,21155,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T13:19:29,10.5.0,,11a259a5f0,multireadrandom,0,2026-03-15T13:19:29.164061,2026-03-15T13:23:00.605428
13271954,3360.2,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.8,78.8,141,167,178,20169,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T13:24:24,10.5.0,,11a259a5f0,multireadrandom,1,2026-03-15T13:24:24.204974,2026-03-15T13:27:55.637183
13595141,3442.2,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.6,75.6,129,166,170,17654,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T13:29:22,10.5.0,,11a259a5f0,multireadrandom,2,2026-03-15T13:29:21.987298,2026-03-15T13:32:53.416934
13318226,3372.3,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.8,78.2,144,168,170,21723,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T13:34:18,10.5.0,,11a259a5f0,multireadrandom,3,2026-03-15T13:34:18.288183,2026-03-15T13:37:49.722376
13505235,3419.1,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,76.6,129,166,170,17549,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T13:39:13,10.5.0,,11a259a5f0,multireadrandom,4,2026-03-15T13:39:13.246157,2026-03-15T13:42:44.670599
13258971,3357.2,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.8,78.7,146,168,178,23049,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T13:44:11,10.5.0,,11a259a5f0,imbalanced-multireadrandom,0,2026-03-15T13:44:11.063786,2026-03-15T13:47:42.499086
13219229,3346.6,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.9,79.1,146,168,185,27071,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T13:49:08,10.5.0,,11a259a5f0,imbalanced-multireadrandom,1,2026-03-15T13:49:08.630445,2026-03-15T13:52:40.065368
13648783,3455.9,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.6,75.4,118,165,170,15585,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T13:54:04,10.5.0,,11a259a5f0,imbalanced-multireadrandom,2,2026-03-15T13:54:04.174174,2026-03-15T13:57:35.603628
13266910,3359.1,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.8,78.6,145,168,170,34886,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T13:58:59,10.5.0,,11a259a5f0,imbalanced-multireadrandom,3,2026-03-15T13:58:59.584965,2026-03-15T14:02:31.041743
13636796,3453.2,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.6,75.3,118,165,184,133816,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T14:03:54,10.5.0,,11a259a5f0,imbalanced-multireadrandom,4,2026-03-15T14:03:54.864613,2026-03-15T14:07:26.394592
13490244,3415.7,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,76.5,135,167,170,33679,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T14:08:52,10.5.0,,11a259a5f0,interleaved-multireadrandom,0,2026-03-15T14:08:52.822915,2026-03-15T14:12:24.273853
13395667,3391.8,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.8,77.6,136,167,176,16292,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T14:13:48,10.5.0,,11a259a5f0,interleaved-multireadrandom,1,2026-03-15T14:13:47.903577,2026-03-15T14:17:19.333047
13450070,3405.2,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,77.0,137,167,170,20616,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T14:18:43,10.5.0,,11a259a5f0,interleaved-multireadrandom,2,2026-03-15T14:18:43.090368,2026-03-15T14:22:14.525696
13426927,3399.5,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,77.3,133,167,174,37516,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T14:23:41,10.5.0,,11a259a5f0,interleaved-multireadrandom,3,2026-03-15T14:23:41.203550,2026-03-15T14:27:12.661756
13481011,3413.4,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,76.6,136,167,170,16469,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T14:28:38,10.5.0,,11a259a5f0,interleaved-multireadrandom,4,2026-03-15T14:28:38.478132,2026-03-15T14:32:09.892678
13443587,3403.8,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,77.0,136,167,179,30786,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T14:33:36,10.5.0,,11a259a5f0,balancing-multireadrandom,0,2026-03-15T14:33:36.603083,2026-03-15T14:37:08.047629
13447301,3404.1,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,76.9,136,167,211,15899,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T14:38:34,10.5.0,,11a259a5f0,balancing-multireadrandom,1,2026-03-15T14:38:34.554438,2026-03-15T14:42:05.963949
13397815,3391.9,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.8,77.6,136,167,203,23805,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T14:43:30,10.5.0,,11a259a5f0,balancing-multireadrandom,2,2026-03-15T14:43:30.187641,2026-03-15T14:47:01.606921
13370639,3385.3,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.8,77.8,137,167,196,70043,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T14:48:25,10.5.0,,11a259a5f0,balancing-multireadrandom,3,2026-03-15T14:48:25.241410,2026-03-15T14:51:56.748131
13464864,3409.6,10GB,0GB,0.0,NA,0.0,0,0,0,0,7.7,76.9,132,167,206,29171,210,0.0,,21.7,0.1,10.1,multireadrandom.t104,2026-03-15T14:53:22,10.5.0,,11a259a5f0,balancing-multireadrandom,4,2026-03-15T14:53:22.769767,2026-03-15T14:56:54.193221
5363571,21483.4,10GB,0GB,0.0,NA,0.0,0,0,0,0,19.4,18.8,33,36,62,14261,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T14:58:19,10.5.0,,11a259a5f0,fwdrange,0,2026-03-15T14:58:19.339569,2026-03-15T15:01:50.773689
5412525,21679.5,10GB,0GB,0.0,NA,0.0,0,0,0,0,19.2,18.7,33,34,60,36542,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T15:03:15,10.5.0,,11a259a5f0,fwdrange,1,2026-03-15T15:03:15.490088,2026-03-15T15:06:46.953425
5433412,21763.2,10GB,0GB,0.0,NA,0.0,0,0,0,0,19.1,18.6,33,34,60,65586,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T15:08:11,10.5.0,,11a259a5f0,fwdrange,2,2026-03-15T15:08:10.947245,2026-03-15T15:11:42.423834
4521867,18112.0,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.0,22.0,41,50,68,72331,210,0.0,,21.7,0.0,10.1,fwdrange.t104,2026-03-15T15:13:06,10.5.0,,11a259a5f0,fwdrange,3,2026-03-15T15:13:06.018844,2026-03-15T15:16:37.507013
5286713,21175.6,10GB,0GB,0.0,NA,0.0,0,0,0,0,19.7,19.0,33,34,57,12866,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T15:18:04,10.5.0,,11a259a5f0,fwdrange,4,2026-03-15T15:18:03.966128,2026-03-15T15:21:35.388654
5366552,21495.4,10GB,0GB,0.0,NA,0.0,0,0,0,0,19.4,18.8,33,34,60,17667,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T15:23:02,10.5.0,,11a259a5f0,imbalanced-fwdrange,0,2026-03-15T15:23:01.986032,2026-03-15T15:26:33.410404
4419708,17702.8,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.5,23.5,39,50,69,12055,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T15:27:57,10.5.0,,11a259a5f0,imbalanced-fwdrange,1,2026-03-15T15:27:57.518463,2026-03-15T15:31:28.949204
4471894,17911.9,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.3,22.9,39,50,68,29342,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T15:32:54,10.5.0,,11a259a5f0,imbalanced-fwdrange,2,2026-03-15T15:32:54.858314,2026-03-15T15:36:26.291016
4365637,17486.3,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.8,23.8,43,50,70,14627,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T15:37:50,10.5.0,,11a259a5f0,imbalanced-fwdrange,3,2026-03-15T15:37:50.891895,2026-03-15T15:41:22.310879
4691007,18789.5,10GB,0GB,0.0,NA,0.0,0,0,0,0,22.2,21.3,34,47,62,40848,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T15:42:46,10.5.0,,11a259a5f0,imbalanced-fwdrange,4,2026-03-15T15:42:46.303052,2026-03-15T15:46:17.752674
4437007,17772.1,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.4,23.2,41,50,69,29532,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T15:47:41,10.5.0,,11a259a5f0,interleaved-fwdrange,0,2026-03-15T15:47:41.340326,2026-03-15T15:51:12.766769
4475707,17927.1,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.2,22.6,40,50,68,28835,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T15:52:37,10.5.0,,11a259a5f0,interleaved-fwdrange,1,2026-03-15T15:52:37.120488,2026-03-15T15:56:08.570237
4552345,18234.1,10GB,0GB,0.0,NA,0.0,0,0,0,0,22.8,22.0,35,50,66,20860,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T15:57:35,10.5.0,,11a259a5f0,interleaved-fwdrange,2,2026-03-15T15:57:34.954136,2026-03-15T16:01:06.389251
5394973,21609.2,10GB,0GB,0.0,NA,0.0,0,0,0,0,19.3,18.7,33,35,57,17877,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T16:02:33,10.5.0,,11a259a5f0,interleaved-fwdrange,3,2026-03-15T16:02:33.523219,2026-03-15T16:06:04.958894
4750851,19029.2,10GB,0GB,0.0,NA,0.0,0,0,0,0,21.9,21.0,34,47,61,40944,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T16:07:29,10.5.0,,11a259a5f0,interleaved-fwdrange,4,2026-03-15T16:07:28.945311,2026-03-15T16:11:00.402660
4416857,17691.4,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.5,23.5,40,50,69,23020,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T16:12:26,10.5.0,,11a259a5f0,balancing-fwdrange,0,2026-03-15T16:12:26.819866,2026-03-15T16:15:58.264762
4502885,18036.0,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.1,22.5,38,50,69,17895,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T16:17:23,10.5.0,,11a259a5f0,balancing-fwdrange,1,2026-03-15T16:17:22.906684,2026-03-15T16:20:54.337809
4488633,17978.9,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.2,22.6,40,50,69,34719,210,0.0,,21.7,0.0,10.1,fwdrange.t104,2026-03-15T16:22:21,10.5.0,,11a259a5f0,balancing-fwdrange,2,2026-03-15T16:22:21.707676,2026-03-15T16:25:53.181881
5391528,21595.4,10GB,0GB,0.0,NA,0.0,0,0,0,0,19.3,18.7,33,34,63,37999,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T16:27:20,10.5.0,,11a259a5f0,balancing-fwdrange,3,2026-03-15T16:27:20.871600,2026-03-15T16:30:52.319742
5340762,21392.1,10GB,0GB,0.0,NA,0.0,0,0,0,0,19.5,18.9,33,37,64,35116,210,0.0,,21.8,0.0,10.1,fwdrange.t104,2026-03-15T16:32:17,10.5.0,,11a259a5f0,balancing-fwdrange,4,2026-03-15T16:32:16.943539,2026-03-15T16:35:48.396892
4350330,17425.0,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.9,24.7,34,47,66,31658,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T16:37:12,10.5.0,,11a259a5f0,revrange,0,2026-03-15T16:37:12.551578,2026-03-15T16:40:43.984164
4103433,16436.0,10GB,0GB,0.0,NA,0.0,0,0,0,0,25.3,26.6,34,49,66,34035,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T16:42:07,10.5.0,,11a259a5f0,revrange,1,2026-03-15T16:42:07.759103,2026-03-15T16:45:39.221706
4361143,17468.3,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.8,24.5,34,47,68,16309,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T16:47:03,10.5.0,,11a259a5f0,revrange,2,2026-03-15T16:47:02.968142,2026-03-15T16:50:34.402110
4062013,16270.1,10GB,0GB,0.0,NA,0.0,0,0,0,0,25.6,26.6,34,49,67,82646,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T16:52:00,10.5.0,,11a259a5f0,revrange,3,2026-03-15T16:52:00.711507,2026-03-15T16:55:32.217590
4013995,16077.8,10GB,0GB,0.0,NA,0.0,0,0,0,0,25.9,26.8,37,50,68,37051,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T16:56:57,10.5.0,,11a259a5f0,revrange,4,2026-03-15T16:56:57.879298,2026-03-15T17:00:29.315735
4376281,17528.9,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.8,24.5,34,47,66,34424,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T17:01:53,10.5.0,,11a259a5f0,imbalanced-revrange,0,2026-03-15T17:01:52.964758,2026-03-15T17:05:24.414349
4390066,17584.1,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.7,24.4,34,47,67,21332,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T17:06:48,10.5.0,,11a259a5f0,imbalanced-revrange,1,2026-03-15T17:06:48.582223,2026-03-15T17:10:20.008240
4331867,17351.0,10GB,0GB,0.0,NA,0.0,0,0,0,0,24.0,24.8,34,47,66,31073,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T17:11:44,10.5.0,,11a259a5f0,imbalanced-revrange,2,2026-03-15T17:11:44.586400,2026-03-15T17:15:16.040262
4343014,17395.6,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.9,24.7,34,47,66,13293,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T17:16:41,10.5.0,,11a259a5f0,imbalanced-revrange,3,2026-03-15T17:16:41.878830,2026-03-15T17:20:13.304926
4394496,17601.9,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.7,24.4,34,47,68,39052,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T17:21:36,10.5.0,,11a259a5f0,imbalanced-revrange,4,2026-03-15T17:21:36.646750,2026-03-15T17:25:08.098642
4100720,16425.2,10GB,0GB,0.0,NA,0.0,0,0,0,0,25.4,26.5,34,49,68,22084,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T17:26:32,10.5.0,,11a259a5f0,interleaved-revrange,0,2026-03-15T17:26:32.278648,2026-03-15T17:30:03.718433
4090850,16385.6,10GB,0GB,0.0,NA,0.0,0,0,0,0,25.4,26.6,34,48,67,21257,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T17:31:31,10.5.0,,11a259a5f0,interleaved-revrange,1,2026-03-15T17:31:31.357988,2026-03-15T17:35:02.791589
4054875,16241.5,10GB,0GB,0.0,NA,0.0,0,0,0,0,25.6,26.6,37,50,68,97194,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T17:36:30,10.5.0,,11a259a5f0,interleaved-revrange,2,2026-03-15T17:36:30.097712,2026-03-15T17:40:01.615631
4033985,16157.9,10GB,0GB,0.0,NA,0.0,0,0,0,0,25.8,26.8,34,50,68,21409,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T17:41:29,10.5.0,,11a259a5f0,interleaved-revrange,3,2026-03-15T17:41:28.933436,2026-03-15T17:45:00.364892
4064083,16278.4,10GB,0GB,0.0,NA,0.0,0,0,0,0,25.6,26.6,36,50,68,57811,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T17:46:27,10.5.0,,11a259a5f0,interleaved-revrange,4,2026-03-15T17:46:27.635642,2026-03-15T17:49:59.093163
4332939,17355.3,10GB,0GB,0.0,NA,0.0,0,0,0,0,24.0,24.8,34,47,68,18270,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T17:51:22,10.5.0,,11a259a5f0,balancing-revrange,0,2026-03-15T17:51:22.582460,2026-03-15T17:54:54.019618
3985260,15962.7,10GB,0GB,0.0,NA,0.0,0,0,0,0,26.1,27.0,37,50,69,31360,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T17:56:20,10.5.0,,11a259a5f0,balancing-revrange,1,2026-03-15T17:56:20.207540,2026-03-15T17:59:51.659190
4289597,17181.7,10GB,0GB,0.0,NA,0.0,0,0,0,0,24.2,25.2,34,47,68,31830,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T18:01:18,10.5.0,,11a259a5f0,balancing-revrange,2,2026-03-15T18:01:18.148958,2026-03-15T18:04:49.597175
4048705,16216.8,10GB,0GB,0.0,NA,0.0,0,0,0,0,25.7,26.7,34,49,69,61115,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T18:06:16,10.5.0,,11a259a5f0,balancing-revrange,3,2026-03-15T18:06:16.483600,2026-03-15T18:09:47.959787
4350231,17424.6,10GB,0GB,0.0,NA,0.0,0,0,0,0,23.9,24.8,34,47,68,34525,210,0.0,,21.8,0.0,10.1,revrange.t104,2026-03-15T18:11:12,10.5.0,,11a259a5f0,balancing-revrange,4,2026-03-15T18:11:12.315657,2026-03-15T18:14:43.764393
11105392,2832.5,10GB,0GB,0.4,1.9,1.7,196,2,0,0,9.4,10.4,19,32,67,33059,210,0.0,,21.7,0.1,10.6,readwhilewriting.t104,2026-03-15T18:16:11,10.5.0,,11a259a5f0,readwhilewriting,0,2026-03-15T18:16:10.923508,2026-03-15T18:19:42.369217
11179643,2851.5,10GB,0GB,0.4,1.9,1.7,182,2,0,0,9.3,10.4,18,32,65,30408,210,0.0,,21.7,0.1,10.6,readwhilewriting.t104,2026-03-15T18:21:09,10.5.0,,11a259a5f0,readwhilewriting,1,2026-03-15T18:21:09.405982,2026-03-15T18:24:40.864383
11178294,2850.8,10GB,0GB,0.4,1.9,1.7,211,2,0,0,9.3,10.4,18,32,64,21076,210,0.0,,21.7,0.1,10.6,readwhilewriting.t104,2026-03-15T18:26:07,10.5.0,,11a259a5f0,readwhilewriting,2,2026-03-15T18:26:06.969260,2026-03-15T18:29:38.393168
11117109,2835.2,10GB,0GB,0.4,1.9,1.7,178,2,0,0,9.4,10.4,19,32,68,32947,210,0.0,,21.7,0.1,10.6,readwhilewriting.t104,2026-03-15T18:31:02,10.5.0,,11a259a5f0,readwhilewriting,3,2026-03-15T18:31:02.434474,2026-03-15T18:34:33.882089
11199256,2856.1,10GB,0GB,0.4,1.9,1.7,201,2,0,0,9.3,10.3,19,32,67,18635,210,0.0,,21.7,0.1,10.6,readwhilewriting.t104,2026-03-15T18:35:57,10.5.0,,11a259a5f0,readwhilewriting,4,2026-03-15T18:35:57.412717,2026-03-15T18:39:28.837145
11287899,2878.5,10GB,0GB,0.4,1.9,1.7,177,2,0,0,9.2,10.2,18,32,67,18331,210,0.0,,21.7,0.1,10.6,readwhilewriting.t104,2026-03-15T18:40:53,10.5.0,,11a259a5f0,imbalanced-readwhilewriting,0,2026-03-15T18:40:53.090808,2026-03-15T18:44:24.517831
10856651,2768.2,10GB,0GB,0.4,1.9,1.7,167,2,0,0,9.6,10.6,20,32,71,44706,210,0.0,,21.7,0.1,10.6,readwhilewriting.t104,2026-03-15T18:45:48,10.5.0,,11a259a5f0,imbalanced-readwhilewriting,1,2026-03-15T18:45:48.587273,2026-03-15T18:49:20.050282
11322816,2888.2,10GB,0GB,0.4,1.9,1.7,224,2,0,0,9.2,10.2,18,32,65,21532,210,0.0,,21.7,0.1,10.6,readwhilewriting.t104,2026-03-15T18:50:43,10.5.0,,11a259a5f0,imbalanced-readwhilewriting,2,2026-03-15T18:50:43.758662,2026-03-15T18:54:15.206034
11258330,2871.3,10GB,0GB,0.4,1.9,1.7,212,2,0,0,9.2,10.3,18,32,68,22238,210,0.0,,21.7,0.1,10.6,readwhilewriting.t104,2026-03-15T18:55:39,10.5.0,,11a259a5f0,imbalanced-readwhilewriting,3,2026-03-15T18:55:39.144880,2026-03-15T18:59:10.571430
