runner_name,nb_runs,mean_recall,mean_time,std_time,mean_qps,std_qps
annoy,10,0.0,0.07410574990790338,0.0009442586758294449,134963.58188798814,1670.649435162762
usearch,10,0.983957,0.5283709374256432,0.015165624676460944,18941.518637377718,537.4548840961395
