label,dataset,runner_name,tag,recall,total_time,qps,samples,local_pct,local_pct_skt0,local_pct_skt1,lmb_gb_skt0,lmb_gb_skt1,rmb_gb_skt0,rmb_gb_skt1,ipc,inst,inst_skt0,inst_skt1,cpu_balance,llc_rd_miss_lat_ns,l3hit,l2miss,l3miss,l3mpi,upi_in_gb,upi_out_gb,upi_out_pct,upi_in_pct,mem_bw_gb,mem_read_gb,mem_write_gb,mem_read_gb_skt0,mem_read_gb_skt1,mem_write_gb_skt0,mem_write_gb_skt1,warmup_s,qps_std,runs
ann,gist-960-euclidean,annoy,default,0.97852,4.78708477996552,208.9569133401352,4.793103448275862,59.21551724137931,59.463793103448275,44.991379310344826,60.21098352191092,1.3718115795617816,1.81640625,37.819219198994254,0.15232758620689657,30240.10125862069,18169.9070862069,12070.193275862068,0.6648699230034022,409.49982758620695,0.019155172413793102,425.7367068965517,404.16320689655174,0.013377241379310345,43.03267694302263,94.25012415813578,63.733620689655176,28.88764367816092,111.01498506532866,104.21480529364224,6.800179872710129,102.15628232758621,2.058523538523707,4.873812550511853,1.9263679283405173,0.0,3.5889234616616568,29
ann,gist-960-euclidean,annoy,imbalanced-memory,0.97852,4.905316794586286,203.8750571799442,4.931034482758621,59.9896551724138,59.960344827586205,80.53793103448275,60.70342470366379,0.24496845815373564,0.054012886135057475,38.17132947198276,0.14782758620689654,29485.1115862069,17851.469034482758,11633.642775862068,0.6520039831083411,413.8683965517241,0.018637931034482757,416.3585517241379,395.0152413793104,0.013421896551724138,41.478515170393315,93.54317894665948,63.25689655172414,27.731034482758623,107.65154800309806,102.13264296538254,5.5189052734374995,101.93887957974138,0.19376304889547413,5.460052633351293,0.058852690598060343,0.0,1.752453960189613,29
ann,gist-960-euclidean,annoy,interleaved-memory,0.97852,3.1842677304137963,314.05755902782886,3.1724137931034484,50.0,50.11206896551724,49.63505747126437,39.36609868893679,39.22310524425287,39.12351551275144,39.158713855962645,0.22413793103448276,45350.50143678161,22764.823678160923,22585.678793103445,0.9831764418084563,257.1569540229885,0.015057471264367817,677.0709195402299,646.9987068965518,0.014258620689655171,81.8989675938398,129.37357946637033,87.64319923371647,55.343869731800766,168.8291220478628,158.71150626346983,10.11761474609375,79.27801306012033,79.43349401715157,5.041679996183548,5.0759346937859195,0.0,2.104509633557187,29
ann,gist-960-euclidean,annoy,numa-balancing,0.97852,3.227079766586187,309.89067685006984,3.2413793103448274,49.97701149425287,50.53448275862069,49.34195402298851,43.239768543462645,35.00105513649425,32.9463384719122,41.870740167025865,0.22158045977011492,44683.1241091954,22715.79988505747,21967.32408045977,0.9670518445128098,258.6755459770115,0.01488505747126437,668.8185344827587,639.7312068965518,0.014328735632183908,80.23576087688576,127.75907352842133,86.56609195402298,54.227969348659,166.42049086296694,156.65324622844827,9.767244213586567,85.3013754377694,71.35187053811961,6.477258188532687,3.289985632183908,0.0,2.044872319689642,29
ann,gist-960-euclidean,faiss,default,0.97863,10.845148671925935,92.24866692294633,10.851851851851851,46.94955106621774,46.896576879910214,73.5192480359147,50.22245482452459,0.2910152139888468,0.08611083710367565,41.722534577650684,0.07566386083052751,6953.042109427609,3675.423254769921,3277.6188019079686,0.8864807000760438,406.0800129068462,0.019579124579124578,99.28554320987654,94.73500897867564,0.013504292929292928,45.41556689781934,93.46507471031934,63.20892255892255,30.639141414141413,97.32743891059027,95.69392698140257,1.6335119883733162,95.43408946233166,0.25983695680765995,1.534453151304714,0.09905904750631313,0.0,2.017090308830913,27
ann,gist-960-euclidean,faiss,imbalanced-memory,0.97863,10.176744940931037,98.48386659522487,10.206896551724139,52.57816091954023,52.5511320097527,69.45116684082201,54.991541024808974,0.2658834814722813,0.08640807537544472,41.601800592079584,0.07488018112156043,7406.868089515849,4098.831533611982,3308.036792406827,0.8115215480393858,394.9620916057123,0.018972831765935214,107.9306245210728,103.17782619296412,0.013945970045280389,45.27688225840028,95.64899811524458,64.63541739231394,30.518321142459072,103.56797487571022,101.9776755727398,1.5902986539696535,101.72235082233978,0.25532507626099354,1.5084099045411008,0.0818888606566745,0.0,4.6984621872626615,29
ann,gist-960-euclidean,faiss,interleaved-memory,0.97863,6.623822180724221,151.02034337451377,6.655172413793103,49.904761904761905,50.14860426929393,49.13628899835796,38.17705286586617,36.884776048080866,37.942576842159276,37.071418950123146,0.10530377668308703,11266.636937602629,5790.6736863711,5475.96316091954,0.9299569220818491,250.24168308702792,0.015123152709359605,216.95173234811165,208.96738095238095,0.01873579638752053,78.17618188917538,125.6347058686756,85.10919540229885,52.75396825396825,158.0210324061602,154.85511619329844,3.16591622889727,77.83713584160765,77.01798042385057,1.5619018434421181,1.6040150108400042,0.0,2.7909673552178185,29
ann,gist-960-euclidean,faiss,numa-balancing,0.97863,9.797760717034462,102.3267824376298,9.793103448275861,52.575426680599094,52.76995820271682,48.56631835597353,54.00763051640948,2.9526322883332243,3.2858541384344524,41.60231403328621,0.08764489724834551,7683.583318617207,4320.324530564263,3363.2586976663183,0.782063578530231,352.280105799373,0.01688566701497736,114.36944313827934,109.51669400905607,0.014201386276558689,46.93810927661244,97.04521928658215,65.61944589573899,31.489373621270175,107.42962315988889,105.68913144723435,1.7404911892531185,99.21650560315915,6.472625864994231,1.434722902856692,0.3057688244241989,0.0,5.2939408367144765,29
ann,gist-960-euclidean,usearch,default,0.97879,0.7719981105217061,1295.6505990431742,1.0,47.56521739130435,47.34782608695652,57.0,41.13383345170455,1.10126953125,0.7185174851190477,39.09090523097826,0.3708695652173913,65181.60043478261,32337.502173913046,32844.099565217395,0.9688980327599958,297.3295652173913,0.11739130434782609,110.87217391304348,94.7504347826087,0.0014739130434782608,47.607427394701084,92.7178078294837,62.68115942028986,31.934782608695652,94.30318301930147,83.929228515625,10.373955078125,82.43844094669117,1.4907881433823529,9.753548368566175,0.6204049862132353,0.0,20.220934984813315,23
ann,gist-960-euclidean,usearch,imbalanced-memory,0.97879,0.8049448542608685,1259.8717040152458,1.0434782608695652,46.130434782608695,46.0,77.08695652173913,39.77755604619565,0.22260974702380953,0.059591542119565216,40.33852751358695,0.36891304347826087,63289.82369565218,30707.91804347826,32581.903260869567,0.9297402214083649,298.17521739130433,0.11630434782608695,106.98326086956521,91.60760869565217,0.001441304347826087,47.463492697010864,93.3931254245924,63.137681159420296,31.72826086956522,93.39344665527344,83.8029556274414,9.59049285888672,83.62519317626953,0.177763671875,9.527602233886718,0.06288909912109375,0.0,117.61572286302975,23
