round,mem_used,tag
0,130864.000000,mem
1,130848.000000,mem
2,130848.000000,mem
3,130848.000000,mem
4,130848.000000,mem
5,130844.000000,mem
6,130848.000000,mem
7,130848.000000,mem
8,130848.000000,mem
9,130848.000000,mem
10,130848.000000,mem
11,130848.000000,mem
12,130848.000000,mem
13,130848.000000,mem
14,130848.000000,mem
15,130848.000000,mem
16,130848.000000,mem
17,130848.000000,mem
18,130848.000000,mem
19,130848.000000,mem
