round,elapsed_ms,tag
0,0.022780,pgtable_norepl
1,0.022448,pgtable_norepl
2,0.025111,pgtable_norepl
3,0.022633,pgtable_norepl
4,0.024131,pgtable_norepl
5,0.026710,pgtable_norepl
6,0.022180,pgtable_norepl
7,0.023353,pgtable_norepl
8,0.025807,pgtable_norepl
9,0.024129,pgtable_norepl
10,0.023929,pgtable_norepl
11,0.026428,pgtable_norepl
12,0.025634,pgtable_norepl
13,0.023157,pgtable_norepl
14,0.024877,pgtable_norepl
15,0.022340,pgtable_norepl
16,0.024923,pgtable_norepl
17,0.022645,pgtable_norepl
18,0.024882,pgtable_norepl
19,0.023424,pgtable_norepl
