round,elapsed_ms,tag
0,0.067651,pgtable_repl
1,0.123334,pgtable_repl
2,0.124231,pgtable_repl
3,0.123797,pgtable_repl
4,0.129472,pgtable_repl
5,0.123650,pgtable_repl
6,0.124088,pgtable_repl
7,0.135043,pgtable_repl
8,0.124343,pgtable_repl
9,0.123739,pgtable_repl
10,0.124552,pgtable_repl
11,0.126693,pgtable_repl
12,0.124362,pgtable_repl
13,0.122999,pgtable_repl
14,0.125623,pgtable_repl
15,0.123429,pgtable_repl
16,0.124452,pgtable_repl
17,0.123947,pgtable_repl
18,0.126706,pgtable_repl
19,0.128549,pgtable_repl
0,0.055916,pgtable_norepl
1,0.054876,pgtable_norepl
2,0.055293,pgtable_norepl
3,0.055194,pgtable_norepl
4,0.054038,pgtable_norepl
5,0.055001,pgtable_norepl
6,0.054842,pgtable_norepl
7,0.059652,pgtable_norepl
8,0.056287,pgtable_norepl
9,0.055951,pgtable_norepl
10,0.054860,pgtable_norepl
11,0.053187,pgtable_norepl
12,0.055767,pgtable_norepl
13,0.060619,pgtable_norepl
14,0.058287,pgtable_norepl
15,0.054409,pgtable_norepl
16,0.054578,pgtable_norepl
17,0.056364,pgtable_norepl
18,0.055530,pgtable_norepl
19,0.053642,pgtable_norepl
