round,elapsed_ms,tag
0,0.065114,pgtable_repl
1,0.120371,pgtable_repl
2,0.121989,pgtable_repl
3,0.120822,pgtable_repl
4,0.120734,pgtable_repl
5,0.120686,pgtable_repl
6,0.120527,pgtable_repl
7,0.119998,pgtable_repl
8,0.120425,pgtable_repl
9,0.121626,pgtable_repl
10,0.121825,pgtable_repl
11,0.123470,pgtable_repl
12,0.123873,pgtable_repl
13,0.126584,pgtable_repl
14,0.122673,pgtable_repl
15,0.121487,pgtable_repl
16,0.120026,pgtable_repl
17,0.123724,pgtable_repl
18,0.125713,pgtable_repl
19,0.121334,pgtable_repl
0,0.052542,pgtable_norepl
1,0.053582,pgtable_norepl
2,0.049802,pgtable_norepl
3,0.050357,pgtable_norepl
4,0.053034,pgtable_norepl
5,0.052726,pgtable_norepl
6,0.052422,pgtable_norepl
7,0.053601,pgtable_norepl
8,0.051824,pgtable_norepl
9,0.051939,pgtable_norepl
10,0.050899,pgtable_norepl
11,0.051496,pgtable_norepl
12,0.052028,pgtable_norepl
13,0.052914,pgtable_norepl
14,0.051587,pgtable_norepl
15,0.052660,pgtable_norepl
16,0.052687,pgtable_norepl
17,0.051652,pgtable_norepl
18,0.051815,pgtable_norepl
19,0.057544,pgtable_norepl
