round,elapsed_ms,tag
0,0.027483,pgtable_norepl
1,0.025286,pgtable_norepl
2,0.022531,pgtable_norepl
3,0.027841,pgtable_norepl
4,0.022102,pgtable_norepl
5,0.026065,pgtable_norepl
6,0.022551,pgtable_norepl
7,0.021883,pgtable_norepl
8,0.025898,pgtable_norepl
9,0.022655,pgtable_norepl
10,0.026303,pgtable_norepl
11,0.023988,pgtable_norepl
12,0.026679,pgtable_norepl
13,0.022251,pgtable_norepl
14,0.021698,pgtable_norepl
15,0.023138,pgtable_norepl
16,0.022301,pgtable_norepl
17,0.026202,pgtable_norepl
18,0.023910,pgtable_norepl
19,0.026801,pgtable_norepl
