round,elapsed_ms,tag
0,4.207667,alloc_repl
1,0.211092,alloc_repl
2,0.264721,alloc_repl
3,0.265791,alloc_repl
4,0.259478,alloc_repl
5,0.259155,alloc_repl
6,0.260681,alloc_repl
7,0.267196,alloc_repl
8,0.257497,alloc_repl
9,0.255908,alloc_repl
10,0.270410,alloc_repl
11,0.270769,alloc_repl
12,0.267408,alloc_repl
13,0.265946,alloc_repl
14,0.273209,alloc_repl
15,0.269536,alloc_repl
16,0.273328,alloc_repl
17,0.270837,alloc_repl
18,0.273205,alloc_repl
19,0.263857,alloc_repl
