round,elapsed_ms,tag
0,0.023272,pgtable_norepl
1,0.023121,pgtable_norepl
2,0.023524,pgtable_norepl
3,0.025563,pgtable_norepl
4,0.025381,pgtable_norepl
5,0.024397,pgtable_norepl
6,0.023545,pgtable_norepl
7,0.026226,pgtable_norepl
8,0.025648,pgtable_norepl
9,0.023403,pgtable_norepl
10,0.025861,pgtable_norepl
11,0.023565,pgtable_norepl
12,0.025368,pgtable_norepl
13,0.024627,pgtable_norepl
14,0.023487,pgtable_norepl
15,0.022859,pgtable_norepl
16,0.023549,pgtable_norepl
17,0.022607,pgtable_norepl
18,0.022846,pgtable_norepl
19,0.024823,pgtable_norepl
