round,elapsed_ms,tag
0,0.063111,pgtable_repl
1,0.126798,pgtable_repl
2,0.124201,pgtable_repl
3,0.127968,pgtable_repl
4,0.121292,pgtable_repl
5,0.127803,pgtable_repl
6,0.134948,pgtable_repl
7,0.128845,pgtable_repl
8,0.126357,pgtable_repl
9,0.127674,pgtable_repl
10,0.124554,pgtable_repl
11,0.127119,pgtable_repl
12,0.127935,pgtable_repl
13,0.126710,pgtable_repl
14,0.129946,pgtable_repl
15,0.126902,pgtable_repl
16,0.125253,pgtable_repl
17,0.128678,pgtable_repl
18,0.132943,pgtable_repl
19,0.122477,pgtable_repl
0,0.046281,pgtable_norepl
1,0.047999,pgtable_norepl
2,0.047539,pgtable_norepl
3,0.047698,pgtable_norepl
4,0.048939,pgtable_norepl
5,0.047497,pgtable_norepl
6,0.048701,pgtable_norepl
7,0.048222,pgtable_norepl
8,0.047078,pgtable_norepl
9,0.049602,pgtable_norepl
10,0.047127,pgtable_norepl
11,0.049484,pgtable_norepl
12,0.048375,pgtable_norepl
13,0.045314,pgtable_norepl
14,0.045350,pgtable_norepl
15,0.048559,pgtable_norepl
16,0.044939,pgtable_norepl
17,0.047330,pgtable_norepl
18,0.049014,pgtable_norepl
19,0.047366,pgtable_norepl
