round,elapsed_ms,tag
0,0.053007,alloc
1,0.050548,alloc
2,0.049768,alloc
3,0.049835,alloc
4,0.049381,alloc
5,0.057435,alloc
6,0.049436,alloc
7,0.049784,alloc
8,0.050535,alloc
9,0.049499,alloc
10,0.049369,alloc
11,0.049584,alloc
12,0.049433,alloc
13,0.049628,alloc
14,0.049468,alloc
15,0.049608,alloc
16,0.049842,alloc
17,0.049527,alloc
18,0.059195,alloc
19,0.049554,alloc
