time,variant,elapsed,phase,limit,current_mb,high_events,psi_some_avg10,anon,file,pgscan,pgsteal,pgmajfault,vm_numa_pte_updates,vm_numa_huge_pte_updates,vm_numa_hint_faults,vm_numa_hint_faults_local,vm_numa_pages_migrated,vm_pgmigrate_success,vm_pgmigrate_fail
2026-08-29T23:45:30.963,numa-balancing,0.001,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,460634,0,394558,276166,72573,72573,0
2026-08-29T23:45:31.463,numa-balancing,0.501,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,462720,0,395301,276632,72604,72604,0
2026-08-29T23:45:31.963,numa-balancing,1.001,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,464192,0,396585,277593,72643,72643,0
2026-08-29T23:45:32.463,numa-balancing,1.501,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,464200,0,397138,277981,72661,72661,0
2026-08-29T23:45:32.963,numa-balancing,2.001,normal,max,2240,0,0.00,217153536,2107695104,0,0,20358,464200,0,397685,278453,72678,72678,0
2026-08-29T23:45:33.463,numa-balancing,2.501,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,464200,0,398030,278687,72687,72687,0
2026-08-29T23:45:33.963,numa-balancing,3.001,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,464200,0,398091,278716,72687,72687,0
2026-08-29T23:45:34.463,numa-balancing,3.501,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,466106,0,398289,278867,72696,72696,0
2026-08-29T23:45:34.963,numa-balancing,4.001,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,466109,0,399105,279421,72708,72708,0
2026-08-29T23:45:35.463,numa-balancing,4.501,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,466109,0,399493,279704,72718,72718,0
2026-08-29T23:45:35.963,numa-balancing,5.001,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,466281,0,400091,280197,72726,72726,0
2026-08-29T23:45:36.463,numa-balancing,5.501,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,466281,0,400174,280242,72730,72730,0
2026-08-29T23:45:36.963,numa-balancing,6.001,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,466281,0,400211,280274,72731,72731,0
2026-08-29T23:45:37.463,numa-balancing,6.501,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,466281,0,400211,280274,72731,72731,0
2026-08-29T23:45:37.963,numa-balancing,7.001,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,466281,0,400211,280274,72731,72731,0
2026-08-29T23:45:38.463,numa-balancing,7.501,normal,max,2243,0,0.00,217153536,2107695104,0,0,20358,468367,0,400785,280644,72745,72745,0
2026-08-29T23:45:38.963,numa-balancing,8.001,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,469340,0,401694,281253,72779,72779,0
2026-08-29T23:45:39.463,numa-balancing,8.501,normal,max,2243,0,0.00,217153536,2107695104,0,0,20358,469340,0,402695,282057,72790,72790,0
2026-08-29T23:45:39.963,numa-balancing,9.001,normal,max,2243,0,0.00,217153536,2107695104,0,0,20358,469340,0,403127,282368,72791,72791,0
2026-08-29T23:45:40.463,numa-balancing,9.501,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,469340,0,403240,282434,72791,72791,0
2026-08-29T23:45:40.963,numa-balancing,10.001,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,469340,0,403326,282515,72792,72792,0
2026-08-29T23:45:41.463,numa-balancing,10.501,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,469340,0,403326,282515,72792,72792,0
2026-08-29T23:45:41.963,numa-balancing,11.001,normal,max,2243,0,0.00,217153536,2107695104,0,0,20358,469340,0,403327,282516,72792,72792,0
2026-08-29T23:45:42.463,numa-balancing,11.501,normal,max,2243,0,0.00,217153536,2107695104,0,0,20358,469340,0,403327,282516,72792,72792,0
2026-08-29T23:45:42.963,numa-balancing,12.001,normal,max,2240,0,0.00,217153536,2107695104,0,0,20358,469340,0,403327,282516,72792,72792,0
2026-08-29T23:45:43.463,numa-balancing,12.501,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,471429,0,404077,282981,72797,72797,0
2026-08-29T23:45:43.963,numa-balancing,13.001,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,472545,0,405125,283618,72862,72862,0
2026-08-29T23:45:44.463,numa-balancing,13.501,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,472666,0,406129,284428,72873,72873,0
2026-08-29T23:45:44.963,numa-balancing,14.001,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,472670,0,406562,284742,72875,72875,0
2026-08-29T23:45:45.463,numa-balancing,14.501,normal,max,2239,0,0.00,217153536,2107695104,0,0,20358,472670,0,406623,284786,72879,72879,0
2026-08-29T23:45:45.963,numa-balancing,15.001,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,472670,0,406656,284807,72880,72880,0
2026-08-29T23:45:46.463,numa-balancing,15.501,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,472670,0,406656,284807,72880,72880,0
2026-08-29T23:45:46.963,numa-balancing,16.001,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,474757,0,407137,285151,72883,72883,0
2026-08-29T23:45:47.463,numa-balancing,16.501,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,475631,0,408182,285882,72921,72921,0
2026-08-29T23:45:47.963,numa-balancing,17.001,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,475631,0,408997,286545,72936,72936,0
2026-08-29T23:45:48.463,numa-balancing,17.501,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,475631,0,409520,286857,72945,72945,0
2026-08-29T23:45:48.963,numa-balancing,18.001,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,475662,0,409587,286900,72949,72949,0
2026-08-29T23:45:49.463,numa-balancing,18.501,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,477653,0,409898,287180,72957,72957,0
2026-08-29T23:45:49.963,numa-balancing,19.001,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,477711,0,410856,287756,72981,72981,0
2026-08-29T23:45:50.463,numa-balancing,19.501,normal,max,2244,0,0.00,217153536,2107695104,0,0,20358,477711,0,411441,288184,72984,72984,0
2026-08-29T23:45:50.963,numa-balancing,20.001,normal,max,2244,0,0.00,217153536,2107695104,0,0,20358,477711,0,411633,288301,72984,72984,0
2026-08-29T23:45:51.463,numa-balancing,20.501,normal,max,2243,0,0.00,217153536,2107695104,0,0,20358,477711,0,411675,288321,72984,72984,0
2026-08-29T23:45:51.963,numa-balancing,21.001,normal,max,2243,0,0.00,217153536,2107695104,0,0,20358,479797,0,412204,288749,73000,73000,0
2026-08-29T23:45:52.463,numa-balancing,21.501,normal,max,2243,0,0.00,217153536,2107695104,0,0,20358,479797,0,412977,289205,73015,73015,0
2026-08-29T23:45:52.963,numa-balancing,22.001,normal,max,2244,0,0.00,217153536,2107695104,0,0,20358,479797,0,413583,289652,73024,73024,0
2026-08-29T23:45:53.463,numa-balancing,22.501,normal,max,2244,0,0.00,217153536,2107695104,0,0,20358,479797,0,413731,289737,73024,73024,0
2026-08-29T23:45:53.963,numa-balancing,23.001,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,479797,0,413759,289752,73024,73024,0
2026-08-29T23:45:54.463,numa-balancing,23.501,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,479800,0,413790,289766,73025,73025,0
2026-08-29T23:45:54.963,numa-balancing,24.001,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,479800,0,413790,289766,73025,73025,0
2026-08-29T23:45:55.463,numa-balancing,24.501,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,479974,0,413798,289772,73026,73026,0
2026-08-29T23:45:55.963,numa-balancing,25.001,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,481899,0,414520,290289,73038,73038,0
2026-08-29T23:45:56.463,numa-balancing,25.501,normal,max,2241,0,0.00,217104384,2107695104,0,0,20358,481899,0,414977,290579,73038,73038,0
2026-08-29T23:45:56.963,numa-balancing,26.001,normal,max,2242,0,0.00,217104384,2107695104,0,0,20358,481899,0,415725,291205,73041,73041,0
2026-08-29T23:45:57.463,numa-balancing,26.501,normal,max,2242,0,0.00,217104384,2107695104,0,0,20358,481899,0,415854,291294,73041,73041,0
2026-08-29T23:45:57.963,numa-balancing,27.001,normal,max,2242,0,0.00,217104384,2107695104,0,0,20358,481899,0,415893,291315,73041,73041,0
2026-08-29T23:45:58.463,numa-balancing,27.501,normal,max,2242,0,0.00,217153536,2107695104,0,0,20358,483808,0,416757,291848,73041,73041,0
2026-08-29T23:45:58.963,numa-balancing,28.001,normal,max,2239,0,0.00,217153536,2107695104,0,0,20358,483808,0,417254,292148,73041,73041,0
2026-08-29T23:45:59.463,numa-balancing,28.501,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,483808,0,417685,292513,73043,73043,0
2026-08-29T23:45:59.963,numa-balancing,29.001,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,483808,0,417756,292564,73043,73043,0
2026-08-29T23:46:00.463,numa-balancing,29.501,normal,max,2239,0,0.00,217153536,2107695104,0,0,20358,483981,0,417894,292694,73043,73043,0
2026-08-29T23:46:00.963,numa-balancing,30.001,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,486070,0,418758,293262,73055,73055,0
2026-08-29T23:46:01.463,numa-balancing,30.501,normal,max,2241,0,0.00,217153536,2107695104,0,0,20358,486070,0,419290,293594,73063,73063,0
2026-08-29T23:46:01.963,numa-balancing,31.001,normal,max,2242,0,0.00,217157632,2107695104,0,0,20358,486070,0,419938,294139,73067,73067,0
2026-08-29T23:46:02.463,numa-balancing,31.501,normal,max,2242,0,0.00,217157632,2107695104,0,0,20358,486070,0,420028,294202,73067,73067,0
2026-08-29T23:46:02.963,numa-balancing,32.001,normal,max,2242,0,0.00,217157632,2107695104,0,0,20358,486070,0,420065,294225,73067,73067,0
2026-08-29T23:46:03.463,numa-balancing,32.501,normal,max,2242,0,0.00,217157632,2107695104,0,0,20358,487976,0,420919,294767,73075,73075,0
2026-08-29T23:46:03.963,numa-balancing,33.001,normal,max,2241,0,0.00,217100288,2107695104,0,0,20358,487976,0,421379,295006,73082,73082,0
2026-08-29T23:46:04.463,numa-balancing,33.501,normal,max,2242,0,0.00,217100288,2107695104,0,0,20358,487976,0,421888,295410,73083,73083,0
2026-08-29T23:46:04.963,numa-balancing,34.001,normal,max,2242,0,0.00,217157632,2107695104,0,0,20358,487976,0,421941,295442,73083,73083,0
2026-08-29T23:46:05.463,numa-balancing,34.501,normal,max,2243,0,0.00,217157632,2107695104,0,0,20358,488151,0,421977,295460,73083,73083,0
2026-08-29T23:46:05.963,numa-balancing,35.001,normal,max,2242,0,0.00,217161728,2107695104,0,0,20358,490063,0,422834,295923,73095,73095,0
2026-08-29T23:46:06.463,numa-balancing,35.501,normal,max,2243,0,0.00,217161728,2107695104,0,0,20358,490063,0,423744,296603,73126,73126,0
2026-08-29T23:46:06.963,numa-balancing,36.001,normal,max,2243,0,0.00,217161728,2107695104,0,0,20358,491795,0,424778,297256,73156,73156,0
2026-08-29T23:46:07.463,numa-balancing,36.501,normal,max,2243,0,0.00,217161728,2107695104,0,0,20358,491965,0,425417,297723,73161,73161,0
2026-08-29T23:46:07.963,numa-balancing,37.001,normal,max,2243,0,0.00,217161728,2107695104,0,0,20358,491965,0,425750,297933,73166,73166,0
2026-08-29T23:46:08.463,numa-balancing,37.501,normal,max,2241,0,0.00,217161728,2107695104,0,0,20358,493846,0,426370,298329,73187,73187,0
2026-08-29T23:46:08.963,numa-balancing,38.001,normal,max,2243,0,0.00,217161728,2107695104,0,0,20358,493846,0,427475,299151,73204,73204,0
2026-08-29T23:46:09.463,numa-balancing,38.501,normal,max,2242,0,0.00,217161728,2107695104,0,0,20358,493846,0,427809,299373,73204,73204,0
2026-08-29T23:46:09.966,numa-balancing,39.004,normal,max,2243,0,0.00,217161728,2107695104,0,0,20358,494015,0,427848,299401,73204,73204,0
2026-08-29T23:46:10.463,numa-balancing,39.501,normal,max,2243,0,0.00,217161728,2107695104,0,0,20358,495921,0,428323,299689,73226,73226,0
2026-08-29T23:46:10.963,numa-balancing,40.001,normal,max,2242,0,0.00,217161728,2107695104,0,0,20358,495924,0,429223,300378,73232,73232,0
2026-08-29T23:46:11.463,numa-balancing,40.501,normal,max,2242,0,0.00,217161728,2107695104,0,0,20358,495924,0,429789,300718,73234,73234,0
2026-08-29T23:46:11.963,numa-balancing,41.001,normal,max,2240,0,0.00,217161728,2107695104,0,0,20358,495924,0,429897,300768,73234,73234,0
2026-08-29T23:46:12.463,numa-balancing,41.501,normal,max,2241,0,0.00,217161728,2107695104,0,0,20358,498168,0,430599,301252,73255,73255,0
2026-08-29T23:46:12.963,numa-balancing,42.001,normal,max,2241,0,0.00,217161728,2107695104,0,0,20358,498168,0,431295,301597,73260,73260,0
2026-08-29T23:46:13.463,numa-balancing,42.501,normal,max,2242,0,0.00,217161728,2107695104,0,0,20358,498168,0,432075,302226,73267,73267,0
2026-08-29T23:46:13.963,numa-balancing,43.001,normal,max,2241,0,0.00,217161728,2107695104,0,0,20358,498168,0,432144,302261,73268,73268,0
2026-08-29T23:46:14.463,numa-balancing,43.501,normal,max,2243,0,0.00,217165824,2107695104,0,0,20358,498168,0,432176,302279,73269,73269,0
2026-08-29T23:46:14.963,numa-balancing,44.001,normal,max,2242,0,0.00,217165824,2107695104,0,0,20358,500075,0,433072,302826,73280,73280,0
2026-08-29T23:46:15.463,numa-balancing,44.501,normal,max,2243,0,0.00,217165824,2107695104,0,0,20358,500075,0,433704,303281,73281,73281,0
2026-08-29T23:46:15.963,numa-balancing,45.001,normal,max,2242,0,0.00,217165824,2107695104,0,0,20358,500075,0,434025,303513,73282,73282,0
2026-08-29T23:46:16.463,numa-balancing,45.501,normal,max,2241,0,0.00,217149440,2107695104,0,0,20358,500075,0,434058,303536,73282,73282,0
2026-08-29T23:46:16.963,numa-balancing,46.001,normal,max,2242,0,0.00,217165824,2107695104,0,0,20358,500079,0,434090,303554,73283,73283,0
2026-08-29T23:46:17.463,numa-balancing,46.501,normal,max,2242,0,0.00,217165824,2107695104,0,0,20358,500110,0,434090,303554,73283,73283,0
2026-08-29T23:46:17.963,numa-balancing,47.001,normal,max,2243,0,0.00,217165824,2107695104,0,0,20358,500175,0,434123,303585,73283,73283,0
