time,variant,elapsed,phase,limit,current_mb,high_events,psi_some_avg10,anon,file,pgscan,pgsteal,pgmajfault,repl_fail_events,repl_lock_main_lost,repl_pg_private_alloc,repl_pg_private_free,repl_pte_miss_events,repl_rdprotect_handled,repl_reclaimed,repl_reclaimed_replicas,repl_remote_faults_on_main,repl_repl_allocated,repl_repl_copy_events,repl_skipped_pressure,repl_tlb_flushed,repl_total_faults,repl_unreplicated,repl_writes_to_replicated,vm_numa_pte_updates,vm_numa_huge_pte_updates,vm_numa_hint_faults,vm_numa_hint_faults_local,vm_numa_pages_migrated,vm_pgmigrate_success,vm_pgmigrate_fail
2026-08-27T19:11:51.115,repl-bound,38.253,4G,4G,4079,0,0.00,2115981312,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:51.615,repl-bound,38.753,4G,4G,4078,0,0.00,2115981312,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:52.115,repl-bound,39.253,4G,4G,4079,0,0.00,2115981312,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:52.615,repl-bound,39.753,4G,4G,4076,0,0.00,2115981312,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:53.115,repl-bound,40.253,4G,4G,4073,0,0.00,2115981312,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:53.615,repl-bound,40.753,4G,4G,4072,0,0.00,2115981312,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:54.115,repl-bound,41.253,4G,4G,4071,0,0.00,2115981312,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:54.615,repl-bound,41.753,4G,4G,4069,0,0.00,2115981312,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:55.115,repl-bound,42.253,4G,4G,4071,0,0.00,2115981312,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:55.615,repl-bound,42.753,4G,4G,4072,0,0.00,2115956736,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:56.115,repl-bound,43.253,4G,4G,4072,0,0.00,2115956736,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:56.615,repl-bound,43.753,4G,4G,4073,0,0.00,2115956736,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:57.115,repl-bound,44.253,4G,4G,4074,0,0.00,2115956736,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:57.615,repl-bound,44.753,4G,4G,4074,0,0.00,2115985408,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:58.115,repl-bound,45.253,4G,4G,4075,0,0.00,2115985408,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
2026-08-27T19:11:58.615,repl-bound,45.753,4G,4G,4076,0,0.00,2115985408,2124091392,125526,41351,458441,459724,0,0,0,1381579,0,0,41297,309405,504777,504777,40818,1050372,1646520,0,0,173,0,168,109,45,45,0
