time,variant,elapsed,phase,limit,current_mb,high_events,psi_some_avg10,anon,file,pgscan,pgsteal,pgmajfault,repl_fail_events,repl_lock_main_lost,repl_pg_private_alloc,repl_pg_private_free,repl_pte_miss_events,repl_rdprotect_handled,repl_reclaimed,repl_reclaimed_replicas,repl_remote_faults_on_main,repl_repl_allocated,repl_repl_copy_events,repl_skipped_pressure,repl_tlb_flushed,repl_total_faults,repl_unreplicated,repl_writes_to_replicated,vm_numa_pte_updates,vm_numa_huge_pte_updates,vm_numa_hint_faults,vm_numa_hint_faults_local,vm_numa_pages_migrated,vm_pgmigrate_success,vm_pgmigrate_fail
2026-08-29T20:34:01.318,repl-firsttouch,0.001,normal,max,3516,0,0.00,1546985472,2106564608,0,0,457119,458741,0,0,0,1333328,0,0,0,356532,324573,324573,0,828733,1644440,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:01.818,repl-firsttouch,0.501,normal,max,3513,0,0.00,1546985472,2106564608,0,0,457119,458741,0,0,0,1333328,0,0,0,356532,324573,324573,0,828733,1644440,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:02.318,repl-firsttouch,1.001,normal,max,3515,0,0.00,1547010048,2106564608,0,0,457119,458741,0,0,0,1333328,0,0,0,356532,324573,324573,0,828733,1644440,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:02.818,repl-firsttouch,1.501,normal,max,3515,0,0.00,1547010048,2106564608,0,0,457119,458741,0,0,0,1333328,0,0,0,356532,324573,324573,0,828733,1644440,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:03.318,repl-firsttouch,2.001,normal,max,3515,0,0.00,1547010048,2106564608,0,0,457119,458741,0,0,0,1333328,0,0,0,356532,324573,324573,0,828733,1644440,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:03.818,repl-firsttouch,2.501,normal,max,3515,0,0.00,1547010048,2106564608,0,0,457119,458741,0,0,0,1333328,0,0,0,356532,324573,324573,0,828733,1644440,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:04.318,repl-firsttouch,3.001,normal,max,3514,0,0.00,1547010048,2106564608,0,0,457119,458741,0,0,0,1333328,0,0,0,356532,324573,324573,0,828733,1644440,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:04.818,repl-firsttouch,3.501,normal,max,3515,0,0.00,1547010048,2106564608,0,0,457119,458741,0,0,0,1333328,0,0,0,356532,324573,324573,0,828733,1644440,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:05.318,repl-firsttouch,4.001,normal,max,3515,0,0.00,1547010048,2106564608,0,0,457119,458741,0,0,0,1333328,0,0,0,356532,324573,324573,0,828733,1644440,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:05.818,repl-firsttouch,4.501,normal,max,3515,0,0.00,1547010048,2106564608,0,0,457119,458741,0,0,0,1333328,0,0,0,356532,324573,324573,0,828733,1644440,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:06.318,repl-firsttouch,5.001,normal,max,3515,0,0.00,1546526720,2106564608,0,0,457119,458741,0,0,0,1333329,0,0,0,356532,324574,324574,0,828735,1644441,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:06.818,repl-firsttouch,5.501,normal,max,3514,0,0.00,1546526720,2106564608,0,0,457119,458741,0,0,0,1333329,0,0,0,356532,324574,324574,0,828735,1644441,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:07.318,repl-firsttouch,6.001,normal,max,3516,0,0.00,1546526720,2106564608,0,0,457119,458741,0,0,0,1333329,0,0,0,356532,324574,324574,0,828735,1644441,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:07.818,repl-firsttouch,6.501,normal,max,3516,0,0.00,1547014144,2106564608,0,0,457119,458741,0,0,0,1333329,0,0,0,356532,324574,324574,0,828735,1644441,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:08.318,repl-firsttouch,7.001,normal,max,3516,0,0.00,1547014144,2106564608,0,0,457119,458741,0,0,0,1333329,0,0,0,356532,324574,324574,0,828735,1644441,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:08.818,repl-firsttouch,7.501,normal,max,3516,0,0.00,1547014144,2106564608,0,0,457119,458741,0,0,0,1333329,0,0,0,356532,324574,324574,0,828735,1644441,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:09.318,repl-firsttouch,8.001,normal,max,3515,0,0.00,1547014144,2106564608,0,0,457119,458741,0,0,0,1333329,0,0,0,356532,324574,324574,0,828735,1644441,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:09.818,repl-firsttouch,8.501,normal,max,3516,0,0.00,1547014144,2106564608,0,0,457119,458741,0,0,0,1333335,0,0,0,356532,324580,324580,0,828747,1644447,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:10.318,repl-firsttouch,9.001,normal,max,3515,0,0.00,1547042816,2106564608,0,0,457119,458741,0,0,0,1333344,0,0,0,356532,324588,324588,0,828764,1644456,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:10.818,repl-firsttouch,9.501,normal,max,3516,0,0.00,1547042816,2106564608,0,0,457119,458741,0,0,0,1333344,0,0,0,356532,324588,324588,0,828764,1644456,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:11.318,repl-firsttouch,10.001,normal,max,3517,0,0.00,1547042816,2106564608,0,0,457119,458741,0,0,0,1333344,0,0,0,356532,324588,324588,0,828764,1644456,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:11.818,repl-firsttouch,10.501,normal,max,3517,0,0.00,1547042816,2106564608,0,0,457119,458741,0,0,0,1333344,0,0,0,356532,324588,324588,0,828764,1644456,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:12.318,repl-firsttouch,11.001,normal,max,3516,0,0.00,1547075584,2106564608,0,0,457119,458741,0,0,0,1333344,0,0,0,356532,324588,324588,0,828764,1644456,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:12.818,repl-firsttouch,11.501,normal,max,3514,0,0.00,1547075584,2106564608,0,0,457119,458741,0,0,0,1333344,0,0,0,356532,324588,324588,0,828764,1644456,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:13.318,repl-firsttouch,12.001,normal,max,3515,0,0.00,1547075584,2106564608,0,0,457119,458741,0,0,0,1333344,0,0,0,356532,324588,324588,0,828764,1644456,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:13.818,repl-firsttouch,12.501,normal,max,3515,0,0.00,1547075584,2106564608,0,0,457119,458741,0,0,0,1333344,0,0,0,356532,324588,324588,0,828764,1644456,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:14.318,repl-firsttouch,13.001,normal,max,3515,0,0.00,1547075584,2106564608,0,0,457119,458741,0,0,0,1333344,0,0,0,356532,324588,324588,0,828764,1644456,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:14.818,repl-firsttouch,13.501,normal,max,3515,0,0.00,1547075584,2106564608,0,0,457119,458741,0,0,0,1333344,0,0,0,356532,324588,324588,0,828764,1644456,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:15.318,repl-firsttouch,14.001,normal,max,3515,0,0.00,1547075584,2106564608,0,0,457119,458741,0,0,0,1333344,0,0,0,356532,324588,324588,0,828764,1644456,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:15.818,repl-firsttouch,14.501,normal,max,3515,0,0.00,1547075584,2106564608,0,0,457119,458741,0,0,0,1333344,0,0,0,356532,324588,324588,0,828764,1644456,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:16.318,repl-firsttouch,15.001,normal,max,3515,0,0.00,1547051008,2106564608,0,0,457119,458741,0,0,0,1333345,0,0,0,356532,324589,324589,0,828766,1644457,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:16.818,repl-firsttouch,15.501,normal,max,3515,0,0.00,1547051008,2106564608,0,0,457119,458741,0,0,0,1333357,0,0,0,356532,324601,324601,0,828790,1644469,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:17.318,repl-firsttouch,16.001,normal,max,3515,0,0.00,1547051008,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:17.818,repl-firsttouch,16.501,normal,max,3515,0,0.00,1547051008,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:18.318,repl-firsttouch,17.001,normal,max,3515,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:18.818,repl-firsttouch,17.501,normal,max,3515,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:19.318,repl-firsttouch,18.001,normal,max,3515,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:19.818,repl-firsttouch,18.501,normal,max,3515,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:20.318,repl-firsttouch,19.001,normal,max,3515,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:20.818,repl-firsttouch,19.501,normal,max,3516,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:21.318,repl-firsttouch,20.001,normal,max,3514,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:21.818,repl-firsttouch,20.501,normal,max,3516,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:22.318,repl-firsttouch,21.001,normal,max,3516,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:22.818,repl-firsttouch,21.501,normal,max,3516,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:23.318,repl-firsttouch,22.001,normal,max,3516,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:23.818,repl-firsttouch,22.501,normal,max,3513,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:24.318,repl-firsttouch,23.001,normal,max,3515,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:24.818,repl-firsttouch,23.501,normal,max,3515,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:25.318,repl-firsttouch,24.001,normal,max,3515,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:25.818,repl-firsttouch,24.501,normal,max,3515,0,0.00,1547137024,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:26.318,repl-firsttouch,25.001,normal,max,3515,0,0.00,1547141120,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:26.818,repl-firsttouch,25.501,normal,max,3516,0,0.00,1547141120,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:27.318,repl-firsttouch,26.001,normal,max,3515,0,0.00,1547141120,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
2026-08-29T20:34:27.818,repl-firsttouch,26.501,normal,max,3515,0,0.00,1547141120,2106564608,0,0,457119,458741,0,0,0,1333358,0,0,0,356532,324602,324602,0,828792,1644470,0,0,469,0,464,232,124,124,0
