runner_name,nb_runs,mean_recall,mean_time,std_time,mean_qps,std_qps
annoy,10,0.0,0.07465986679308116,0.001050846599277885,133966.7104540472,1843.2706089847463
usearch,10,0.983957,0.5373872914817184,0.03640083220421854,18687.78648209268,1171.7726636245054
