label,dataset,benchmark,tag,readratio,writeratio,read_bw_gb,write_bw_gb,read_bw_std,write_bw_std,read_bw_std_pct,write_bw_std_pct,samples,local_pct,local_pct_skt0,local_pct_skt1,local_pct_skt2,local_pct_skt3,ipc,inst,inst_skt0,inst_skt1,inst_skt2,inst_skt3,afreq,freq,cpu_balance,l3hit,l2miss,l3miss,l3mpi,upi_in_gb,upi_out_gb,upi_out_pct,upi_in_pct,mem_bw_gb,mem_read_gb,mem_write_gb,mem_read_gb_skt0,mem_read_gb_skt1,mem_read_gb_skt2,mem_read_gb_skt3,mem_write_gb_skt0,mem_write_gb_skt1,mem_write_gb_skt2,mem_write_gb_skt3,data_mem_gb,data_mem_gb_node0,data_mem_gb_node1,data_mem_gb_node2,data_mem_gb_node3,pagetable_mb,pagetable_mb_node0,pagetable_mb_node1,pagetable_mb_node2,pagetable_mb_node3,tma_l3_bound,tma_dram_bound,tma_l1_bound,tma_store_bound,warmup_s,read_bw_gb_std,write_bw_gb_std,runs
fio-repl,details,readwrite_random,unrepl-interleaved,80,20,86.91041605320001,0.40665115719999995,0.5549452615436,0.00490331798079998,0.6753085969785954,1.2119745391227328,54.6,51.236363636363635,52.27003367003367,45.95393939393939,50.664848484848484,50.114612794612796,0.3032094276094276,6386.10731043771,1541.384352861953,1557.7405218855217,1647.3357124579125,1639.6468363636363,0.930074074074074,0.08498787878787879,0.8724964311387678,0.38578585858585857,99.7049084175084,75.33793737373739,0.007335804713804713,25.232623045559762,66.77446338646885,23.992463524130194,8.797564534231201,82.30458286510944,61.088198528908876,21.216384587410563,10.309365096275254,14.661496957859848,17.934910250946967,18.18242629682239,4.9180440932765155,5.148683220223064,5.641105237268519,5.508552105034722,7.8998428396102955,1.2366202067365548,1.8937030969484887,2.350045507925528,2.419506301366119,39.126815814393936,12.35003761574074,9.931753998316498,7.902566813973064,8.943889678030303,6.3599856070087615,20.517331394096097,26.81459152891926,0.8916791331917381,0.0,18.108677083906997,0.017935287078913394,5
fio-repl,details,readwrite_random,unrepl-interleaved,85,15,113.05534566639999,0.3131776228,0.63987236762,0.004586575520399981,0.6030734496675008,1.4836696352871046,54.2,52.03515151515152,56.9556228956229,47.816835016835014,49.82289562289562,48.710235690235685,0.34622760942760944,7321.104058585859,1712.0283912457912,1883.4041468013468,1865.2473144781143,1860.42454006734,0.9217380471380471,0.08296700336700338,0.9023854190903148,0.3942067340067341,110.53194410774411,89.90884444444444,0.007278451178451178,24.522430421401516,64.2149128025042,23.074573512906845,8.528136924803592,93.1614534557818,74.250956743871,18.910496607349536,7.57029844670665,22.279333038062923,22.307845054056187,22.09348005905408,3.865362544060395,5.0017531769518095,5.087594877814604,4.955785538983585,7.699414950797855,0.8173050646027331,2.24835676019842,2.289743018102164,2.3440564247413915,38.45605034722222,12.45822206439394,9.646739267676768,7.545044718013469,8.806044297138047,6.353155619170745,21.635144995588945,24.107257036341387,0.9607298158740999,0.0,20.819171781752466,0.012764822657628067,5
fio-repl,details,readwrite_random,unrepl-interleaved,90,10,139.3106351482,0.2159040116,0.6679922411935999,0.0045947530208,0.5159144519792701,2.179824776395731,54.2,54.79239057239057,55.73542087542088,51.24592592592593,53.12760942760942,53.49198653198653,0.3600457912457912,8354.496426936026,1839.3374969696968,2147.0823434343433,2191.1859932659927,2176.89018989899,0.9262323232323233,0.08596430976430977,0.8341280666650688,0.34375555555555554,121.35079865319867,104.50788754208754,0.007708680134680135,24.107609395386152,62.923339145359854,22.585179573512907,8.355162738496073,106.43651070601852,89.38997645662353,17.04653399423927,8.321972379392887,26.490275888441708,27.39320363596907,27.18452495396675,3.577265290930135,4.486585018150253,4.5310344881102695,4.4516487978745785,7.963765174018012,0.8328984511661208,2.3376112900037156,2.3584295597782843,2.4348743279453884,38.965337226430975,12.397742792508417,9.993124736952861,7.643942813552189,8.930526883417508,5.943225170068027,24.452297737556563,22.044253393665162,1.136553544494721,0.0,23.540646643612302,0.008366438606514495,5
fio-repl,details,readwrite_random,unrepl-interleaved,95,5,187.4921563974,0.1088513444,0.5925085396754001,0.0029461349668,0.3353650838284643,2.786714174319669,54.0,58.51851851851852,58.233333333333334,53.08888888888889,56.833333333333336,56.85185185185185,0.4063333333333333,10346.64774074074,2277.963333333333,2570.1946666666668,2762.294074074074,2736.195518518518,0.9286296296296296,0.09322222222222223,0.7411711945842498,0.32685185185185184,148.3371111111111,135.54996296296295,0.00829925925925926,26.114463288483797,64.88245934606482,23.32253086419753,9.110493827160493,133.8709998191551,118.99825969328704,14.872739257812501,16.293459599247686,30.18116644965278,36.328952148437494,36.19468192997685,3.8983153935185184,3.628723958333333,3.7047190031828707,3.6409814091435186,8.531667172467268,1.2276799802426939,2.1558808785897714,2.5394706867359305,2.6086766137017143,40.094097222222224,12.596672453703704,10.193388310185185,8.098770254629631,9.205266203703705,6.116215384615384,27.823337317510454,18.232712370869972,1.7886657275392015,0.0,18.846733948606133,0.00671656476949484,5
fio-repl,details,readwrite_random,unrepl-interleaved,100,0,252.655599933,0.0,0.0663625122896,0.0,0.026969725758302022,0.0,54.2,64.8114478114478,50.403164983164984,63.02794612794613,67.333265993266,64.74074074074073,0.4504949494949496,13290.03876026936,2383.0023555555554,3564.735232996633,3687.3766451178453,3654.924602020202,0.934814814814815,0.10532121212121212,0.6423700214886271,0.2542868686868687,196.37377508417507,187.90660740740742,0.010100767676767677,31.302381100063126,70.35666331610375,25.32567901234568,11.00796857463524,176.71983411589855,164.16476966277355,12.555064845065235,15.417966180029461,48.11965253051347,50.506087302057026,50.121064629366586,5.800481752420033,2.205506160563973,2.292328528119739,2.2567481172401096,9.76081410160771,0.9697629575376159,2.8636455677173758,2.9355003780788844,2.991922618724682,43.266160300925925,12.861284722222223,11.501215277777778,8.922743055555555,9.981640625,6.170702177068215,35.575653120464445,13.146023222060958,3.3701233671988398,0.0,0.4075132659412336,0.0,5
