label,dataset,test,tag,ops_sec,mb_sec,c_wgb,w_amp,c_mbps,c_wsecs,c_csecs,b_rgb,b_wgb,usec_op,p50,p99,p99.9,p99.99,pmax,uptime,stall%,u_cpu,s_cpu,rss,nb_runs,samples,local_pct,local_pct_skt0,local_pct_skt1,local_pct_skt2,local_pct_skt3,ipc,inst,inst_skt0,inst_skt1,inst_skt2,inst_skt3,afreq,freq,cpu_balance,l3hit,l2miss,l3miss,l3mpi,upi_in_gb,upi_out_gb,upi_out_pct,upi_in_pct,mem_bw_gb,mem_read_gb,mem_write_gb,mem_read_gb_skt0,mem_read_gb_skt1,mem_read_gb_skt2,mem_read_gb_skt3,mem_write_gb_skt0,mem_write_gb_skt1,mem_write_gb_skt2,mem_write_gb_skt3,data_mem_gb,data_mem_gb_node0,data_mem_gb_node1,data_mem_gb_node2,data_mem_gb_node3,pagetable_mb,pagetable_mb_node0,pagetable_mb_node1,pagetable_mb_node2,pagetable_mb_node3,tma_l3_bound,tma_dram_bound,tma_l1_bound,tma_store_bound,warmup_s,ops_sec_std,mb_sec_std,runs
rocksdb,results,multireadrandom,imbalanced-multireadrandom,8825551.8,2234.7200000000003,0.0,,0.0,0.0,0.0,0.0,0.0,18.46,139.16,249.2,16070.4,40097.8,75804.8,120.0,0.0,11.5,0.2,8.1,2.0,37.0,33.994594594594595,33.0,94.7945945945946,83.15675675675675,94.91351351351351,0.3945405405405406,16308.595567567565,5483.4805405405405,3656.0308648648643,3588.790864864865,3580.2935675675676,1.0,0.15518918918918923,0.6525584930865639,0.732,30.274756756756755,7.779567567567568,0.0005000000000000001,42.89407469383446,82.64560731630067,29.666666666666664,15.349549549549547,68.38026036017514,61.045949689667054,7.334310407961415,60.26186781677855,0.24582983502622685,0.2951902921630512,0.2430614248088549,7.07161927120377,0.07832371171541608,0.10769100756801209,0.07667704814189188,8.4260396775616,8.14050524618005,0.22512285387193837,0.04016036987304687,0.020251207636565946,28.413423497510667,21.960298497510667,3.42578125,0.67578125,2.3515625,11.335174603174604,30.436317460317458,11.244539682539683,2.381666666666667,75.0,20982.81270945337,5.31949245699233,5
rocksdb,results,multireadrandom,interleaved-multireadrandom,13421147.8,3398.1400000000003,0.0,,0.0,0.0,0.0,0.0,0.0,12.559999999999999,94.06,168.2,11024.2,35146.0,116779.2,120.0,0.0,11.4,0.3,8.1,2.0,37.2,26.0,26.0,25.416216216216217,25.994594594594595,25.779374110953057,0.6000000000000002,24750.51378236131,6305.016425320056,6212.492630156473,6122.34432859175,6110.660246088193,1.0,0.15537837837837842,0.9689452276243135,0.7211820768136554,45.4592972972973,12.11395305832148,0.0005000000000000001,73.42593924058721,139.5630451038518,50.702430061640584,26.437138454243716,109.8394390072124,98.39762174525471,11.441817581458926,24.458430602940524,24.71661054604152,24.892779212137714,24.329801331347795,2.182465848095217,3.153030774915541,3.289629402171497,2.816691445145804,8.428699369688292,2.0643132596402554,2.2511150875607053,2.066722560573269,2.0465484619140626,28.40327280405405,8.33823902027027,7.952512668918919,5.13602195945946,6.9764991554054046,4.464714714714715,17.543948948948945,15.926456456456453,3.002222222222222,75.0,32461.853970467877,8.294455979749458,5
rocksdb,results,overwrite,balancing-overwrite,41803.8,16.759999999999998,9.18,4.24,76.22,187.6,59.6,492.2,0.0,2188.2400000000002,1606.7,11932.8,19045.2,23489.0,66996.6,123.4,0.0,0.7,0.2,3.88,2.0,40.2,39.194191576502234,38.07335717342136,39.39582829023779,34.65790573995965,35.141373861482975,0.3035737881288587,508.0059262516047,121.41773522525827,157.09057962283757,114.9852127819549,114.51215773580293,0.6117599364264319,0.008910358212604682,0.6369643506542533,0.8242049422336329,2.766910034231921,0.4497870316033987,0.000884742985512562,0.8888765299479167,3.1424749955586373,0.6242245603847016,0.008281195875868532,1.6067976050214177,0.8359930452445716,0.7708050029200857,0.1614611097398695,0.31542638411307716,0.18172001783680958,0.1773851656070766,0.15468970858072165,0.2872220647773279,0.1631640349747566,0.16572919746782822,2.050574709464784,0.40433752292423425,0.8496732106568199,0.415404883831898,0.3811865151383939,15.969943087281848,4.4649659185119805,6.417837389539015,1.848482049731799,3.238657729499052,5.0583885652216845,4.506483492972582,14.940309848260426,0.8747329910141207,75.0,617.1460118966985,0.26076809620810576,5
rocksdb,results,overwrite,default-overwrite,42404.2,17.0,8.66,4.08,72.52000000000001,224.0,45.6,416.8,0.0,2184.3599999999997,1606.3600000000001,12512.6,20595.8,28461.8,105498.0,122.2,0.0,0.7,0.2,3.78,2.0,38.8,39.74699055330634,44.45171390013495,38.793542510121455,36.73498650472335,41.020607287449394,0.3020305668016194,505.92715829959513,116.03168960863698,136.53330708502025,108.39189392712551,144.97088603238868,0.6088044534412956,0.00891875843454791,0.6272194254550362,0.8367244264507422,2.842621120107962,0.43021356275303646,0.0008504493927125507,0.8552354894146423,3.0088839763358215,0.5499015969410707,0.008572312190733244,1.5508259654921557,0.8077620917151653,0.7430634152143429,0.1022635217005103,0.2744941885305963,0.15975709648595646,0.27124744037828946,0.10093917247859734,0.24608263583575826,0.1451752547497048,0.25086575626265184,1.9932622678656327,0.28311522147916107,0.7240417512643997,0.3809760196134951,0.6051762073789693,15.860525050607288,4.373888352943657,5.6498106971153845,1.4818579727564103,4.355089827935222,4.977157894736842,4.3386166429587485,14.912221906116645,0.8961230440967283,75.0,502.6093910782016,0.18708286933869697,5
rocksdb,results,overwrite,imbalanced-overwrite,41860.6,16.8,8.34,3.9799999999999995,69.67999999999999,241.8,35.2,370.6,0.0,2200.94,1619.04,11576.8,18940.8,24197.0,75755.6,122.8,0.0,0.6799999999999999,0.2,3.4799999999999995,2.0,39.4,33.39884808174282,31.4924358974359,40.50984191247349,40.896880663196455,47.88971659919029,0.29813684210526314,493.820042481203,113.84124694428378,135.56321533641795,134.64576791016003,109.76945787545787,0.6083939367649893,0.008730528243686139,0.6163498960049997,0.844440293040293,2.8758462887989205,0.41570769230769233,0.0008424784075573551,0.9409996773314747,3.1830142805744828,0.7061274982327614,0.03884703746545852,1.6776572686411662,0.8764129212846292,0.801244386983458,0.730575052793591,0.05658957931937238,0.05500282897657836,0.03424534529681102,0.6750030505873695,0.04675042335407311,0.04621873257405842,0.033272895152473336,1.9686811009899094,1.6830649254999213,0.2250462253027667,0.04023582085372552,0.020357513427734376,15.794047388847966,9.340922388847964,3.42578125,0.67578125,2.3515625,5.157204102492935,4.4289862796538015,14.904268190378588,1.1765673513940524,75.0,1541.1188468122768,0.6123724356957941,5
rocksdb,results,overwrite,interleaved-overwrite,42412.0,17.0,8.0,3.8600000000000003,66.3,241.8,34.0,339.8,0.0,2222.7400000000002,1645.9,11353.2,18298.0,21813.2,70230.4,123.4,0.0,0.7,0.2,3.3,2.0,40.2,28.96985616010006,38.94571607254534,25.82138836772983,22.39524702939337,26.57473420888055,0.29492808005003124,495.6810794246404,154.45501438399,118.7426378986867,102.62571482176361,119.85750469043151,0.6054233896185115,0.009001876172607882,0.6533105626904503,0.8473458411507192,2.9322401500938087,0.41662789243277054,0.000842626641651032,0.9188155292370231,3.1611644716912912,0.7586408171774026,0.002053366687513029,1.630659841569912,0.8437729448579768,0.7868868503970006,0.24287583608650057,0.23111686422372624,0.18629775736561774,0.18348273868324105,0.2132584810474404,0.22181325070667807,0.17714019842921422,0.17467458937991415,1.894470977964371,0.430630835932012,0.6497021796819741,0.41319791260391286,0.4009664405449261,15.654200030152774,5.115582064991865,4.765801829782594,2.0331009259047006,3.7397152094736135,5.207646555412923,4.30131562489714,14.920127711398573,1.1821464072940324,75.0,1604.9833332467972,0.6442049363362551,5
rocksdb,results,readrandom,balancing-readrandom,11044054.0,2796.34,0.0,,0.0,0.0,0.0,0.0,0.0,15.26,11.719999999999999,33.0,797.8,6091.4,85373.8,120.0,0.0,11.42,0.2,8.1,2.0,37.2,26.0,25.864864864864863,26.4,25.4,26.010810810810813,0.4547894736842106,18744.170752489335,4796.362095305833,4709.89418918919,4551.5299943101,4686.38425604552,1.0,0.15547937411095308,0.9410308969441334,0.7041920341394025,37.09309530583214,10.48997439544808,0.0005875817923186343,58.1251094486242,117.93743439667051,42.783285917496436,20.855962541488857,88.32121479513025,78.6089822510113,9.712231763424608,23.086785661895448,16.520300407572456,20.28982754711949,18.712069310933053,2.4354116634623937,2.366256109419452,2.4635292163051212,2.447035825813478,8.427200729782516,2.7287730448954814,1.5970803338128168,2.208655919255437,1.8926914318187815,28.435388513513516,4.444214527027027,13.130489864864865,4.271896114864864,6.588788006756756,3.357852852852853,14.378798798798798,32.43903903903904,0.803888888888889,75.0,148799.51388529487,37.71290230146705,5
rocksdb,results,readrandom,default-readrandom,11042197.8,2795.94,0.0,,0.0,0.0,0.0,0.0,0.0,15.26,11.72,32.8,766.8,6098.6,68359.4,120.0,0.0,11.42,0.2,8.1,2.0,37.0,26.0,25.972972972972975,26.4,25.6,26.210810810810813,0.4545405405405405,18748.22632432433,4815.838378378378,4693.117621621622,4593.441783783785,4645.828216216216,1.0,0.1556756756756757,0.9497432074952101,0.7077837837837836,37.11783783783784,10.394216216216217,0.0005702702702702701,58.10866015625,117.77814542863175,42.726576576576576,20.794594594594596,88.1899701835882,78.47574491437366,9.714225785973062,25.335406863998042,17.048425853485064,20.37785263908028,15.714059914818188,2.775830903271693,2.9056539273648654,2.5230471236553162,1.509693564967105,8.425050580823743,2.8643085789036107,1.5736864450815562,2.1361217395679373,1.8509338172706395,28.429032939189188,7.557601351351352,9.77335304054054,8.435472972972974,2.6599451013513518,3.374339339339339,14.266636636636637,32.44581081081081,0.8005555555555557,75.0,305161.16424145456,77.33481104910011,5
rocksdb,results,readrandom,imbalanced-readrandom,8825343.8,2234.5,0.0,,0.0,0.0,0.0,0.0,0.0,18.98,13.219999999999999,47.0,1924.8,6216.2,33239.6,120.0,0.0,11.4,0.2,8.1,2.0,37.2,37.15263157894737,36.2271692745377,91.08975817923186,81.76600284495021,92.34879089615933,0.3669729729729728,15060.835920341395,5556.448301564723,3214.2303314366995,3132.540530583215,3157.6167539118064,1.0,0.15521337126600288,0.5637859143751522,0.709027027027027,30.264793741109532,8.454180654338549,0.0006,39.66600080430966,76.96910178059433,27.612624466571834,14.22434803224277,67.20914363803564,60.2879797519559,6.921164095839261,59.460233944367886,0.26347087815611664,0.3062205128133891,0.2580544235641892,6.616189166963015,0.09422528171674964,0.11980881462259955,0.09094124788851352,8.421372569641722,8.134805640794475,0.22508330853870548,0.04050507416596284,0.020978546142578124,28.42145325835704,21.96832825835704,3.42578125,0.67578125,2.3515625,4.46611111111111,19.499444444444443,32.04888888888888,0.8000000000000002,75.0,84934.90587031917,21.489765005695023,5
rocksdb,results,readrandom,interleaved-readrandom,11114316.8,2814.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.16,11.7,32.8,734.2,6083.8,78629.2,120.0,0.0,11.459999999999999,0.2,8.1,2.0,37.2,26.0,25.6,25.6,26.0,25.8,0.4541066856330015,18864.405406827882,4752.435507823613,4715.164482219061,4723.50327880512,4673.302453769558,1.0,0.1559160739687056,0.9440466429890909,0.7049943100995731,37.486152204836415,10.567603129445235,0.0005897724039829301,58.648072762935634,117.7096135146248,42.698494547178754,21.077050734945473,88.4316890308277,79.302502208726,9.129186615120465,20.043727272348416,19.89608114498133,19.689945406961236,19.672747535673007,1.9288541532383536,2.4989763374599927,2.3477503834014937,2.3536055909939546,8.423783617847166,2.0632477528340107,2.250204479168693,2.065121621122401,2.045209764722062,28.42007745821479,8.346596061522048,7.962519447901849,5.2594377889402555,6.851524159850641,3.3609609609609614,14.232597597597598,32.35693693693693,0.8351501501501503,75.0,227550.44173149823,57.60963461088779,5
rocksdb,results,readwhilewriting,balancing-readwhilewriting,9975144.8,2529.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.060000000000002,12.34,30.2,3293.6,9735.6,72218.0,120.0,0.0,9.58,0.2,8.2,2.0,37.2,26.0,26.0,25.99487908961593,25.805405405405406,25.99473684210526,0.5565348506401137,22939.61286913229,5851.262786628734,5776.9246685633,5648.376021337126,5663.048955903271,1.0,0.15425462304409676,0.9585833696081341,0.7733883357041254,50.66419630156472,11.18795305832148,0.0004941109530583216,54.304434571701634,117.8916961959904,42.77345898530109,19.436688003793268,86.61904203525071,73.66338828986265,12.955653903749555,20.320578839015823,16.302633526515827,19.353351463871356,17.686825095294715,3.4432807179609712,2.9011522117820947,3.4969358205347616,3.114285153471728,8.469315395653672,2.3989398690409542,1.955494341029551,2.1948775550549264,1.9200036305282395,28.528870132467993,7.791790207147938,8.954034606152206,6.353366153982931,5.429679165184922,5.799774774774775,14.992432432432432,22.856171171171173,0.6833333333333332,75.0,173679.5787181097,44.02860433854333,5
rocksdb,results,readwhilewriting,default-readwhilewriting,10000032.0,2535.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.96,12.5,29.2,3212.6,9737.8,87196.2,120.0,0.0,9.62,0.2,8.2,2.0,37.0,26.0,26.0,25.935135135135134,25.994594594594595,25.994594594594595,0.5585945945945946,23045.551135135138,5883.667405405405,5783.526,5702.205459459459,5676.151837837838,1.0,0.15459459459459463,0.964144280852709,0.773837837837838,50.58897297297297,11.158756756756757,0.0004908108108108109,54.517066617398655,118.63085573268582,43.02117117117117,19.487387387387386,86.84989285039562,73.88757202113707,12.962320408350374,20.547287235786364,19.11078642314189,17.37707359363887,16.852424779683055,3.3078122944078947,3.896622337026583,2.8157702674919984,2.942116499877756,8.467489702162329,2.5520875065289386,1.9178262713284446,2.118392748988709,1.8791834563991934,28.522837393314365,6.361971572724039,13.442694256756756,3.6298619754623047,5.088309588371266,5.401756756756757,15.05466966966967,23.03702702702703,0.6799999999999999,75.0,252775.7596111621,64.03410809873141,5
rocksdb,results,readwhilewriting,imbalanced-readwhilewriting,7959984.0,2018.1799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14,15.219999999999999,42.4,4556.6,10205.6,43074.0,120.0,0.0,9.58,0.18,8.2,2.0,37.2,33.340967283072544,32.378520625889045,89.5614509246088,80.30440967283073,94.7180654338549,0.4426571834992886,18235.657044096726,5982.356718349929,4143.632783783784,4050.901199146515,4058.7659217638693,1.0,0.15462019914651498,0.6781921182739424,0.7663997155049788,41.74830867709815,9.461267425320056,0.0005043243243243245,39.79453711215327,79.4168035484086,28.603994784257942,14.16264817449028,65.34692874288761,57.094355072846284,8.252573778393936,56.279427396814995,0.2653816900782361,0.3084726882001244,0.24107382840282718,7.955200330058678,0.0933140308277027,0.11602689505912163,0.08803231129978663,8.464907204748727,8.179014509806084,0.22505263631069133,0.04054367911934344,0.020296585712459993,28.506745088015645,22.05362008801565,3.42578125,0.67578125,2.3515625,7.989954954954955,19.43615615615616,23.499114114114114,0.5800000000000001,75.0,341375.68879608274,86.45771798977816,5
rocksdb,results,readwhilewriting,interleaved-readwhilewriting,9990276.6,2533.2200000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.98,12.379999999999999,29.8,3223.6,9743.2,42789.2,120.0,0.0,9.62,0.2,8.2,2.0,37.4,26.0,26.0,26.0,25.98392603129445,25.897724039829303,0.5525405405405406,22787.884480796587,5788.205913229019,5757.559897581793,5620.186216216216,5621.9331564722615,1.0,0.15487055476529163,0.96477866964211,0.7697581792318636,50.87056614509246,11.416753911806543,0.0005000000000000001,54.75375977951636,117.19809874672163,42.518492176386914,19.541690374585112,86.25287716149538,74.2424998958148,12.01037684893981,18.62015108658206,18.566102302909407,18.56811083081437,18.488136252000356,2.2448624741620735,3.272883219516803,3.2582058518736665,3.2344244629600816,8.468392554184112,2.0749163284410286,2.2612875416133007,2.0762829906740365,2.0559056934557463,28.517142491998577,8.378738442389757,7.947734597261736,5.253106663406828,6.937562788940255,5.292777777777777,15.029444444444445,23.27166666666667,0.6661111111111111,75.0,331065.2461030909,83.9284635865567,5
