label,dataset,streams,tag,phase,elapsed_s,samples,local_pct,local_pct_skt0,local_pct_skt1,local_pct_skt2,local_pct_skt3,ipc,inst,inst_skt0,inst_skt1,inst_skt2,inst_skt3,afreq,freq,cpu_balance,l3hit,l2miss,l3miss,l3mpi,upi_in_gb,upi_out_gb,upi_out_pct,upi_in_pct,mem_bw_gb,mem_read_gb,mem_write_gb,mem_read_gb_skt0,mem_read_gb_skt1,mem_read_gb_skt2,mem_read_gb_skt3,mem_write_gb_skt0,mem_write_gb_skt1,mem_write_gb_skt2,mem_write_gb_skt3,data_mem_gb,data_mem_gb_node0,data_mem_gb_node1,data_mem_gb_node2,data_mem_gb_node3,pagetable_mb,pagetable_mb_node0,pagetable_mb_node1,pagetable_mb_node2,pagetable_mb_node3,warmup_s,elapsed_s_std,runs,sf
duckdb,clickbench_s16_firsttouch,16,firsttouch,cold,1452.0577,111.0,78.23423423423424,79.1891891891892,78.78378378378379,76.12612612612612,77.6036036036036,1.0906306306306306,215076.24702702707,54432.47072072072,53479.41423423424,53763.62441441441,53400.737297297295,0.9972972972972973,0.7630630630630633,0.9810456257126929,0.5066666666666667,372.4378378378379,204.61621621621623,0.0011171171171171172,16.111982069960586,52.47966691300676,18.764264264264266,5.416666666666667,96.01529687499999,54.59843980823864,41.416857599431836,13.726168678977272,13.514847833806817,14.136377485795455,13.221045720880685,10.430649414062502,10.199436168323862,10.622200106534088,10.164570845170452,31.539431762695312,7.5773052562366825,7.7789386055686265,7.995581574873491,8.189069227738813,122.63323863636364,29.855113636363637,28.34541903409091,34.390376420454544,30.043039772727273,0.0,,1,
duckdb,clickbench_s16_firsttouch,16,firsttouch,warm,1053.827177777778,89.66666666666667,82.9096407268692,84.39647662643918,82.25531973921487,81.92767374115688,82.77249271743653,1.001116104868914,265623.83906048,66735.75876654183,66146.08746414205,66740.3505550007,66001.64232154253,1.0,0.9863043417949786,0.9851995278601255,0.45898155083922876,481.62229005409904,266.1219962546817,0.0012210181717297822,18.122551499752912,59.05540509286353,21.171120590003238,6.145995746058168,119.28746313720586,68.88792161177193,50.39954152478339,16.97095055519811,17.17160197811207,17.6665272407048,17.078841568592264,12.3264333165557,12.656111602563863,12.752099720994648,12.664897089349857,32.394029610275844,7.66150028085265,8.21649291279639,8.375595693296392,8.14041847301202,151.54800068254977,34.88113385316393,35.48580704872401,41.65421449659804,39.52415885570292,0.0,26.882968682224178,9,
duckdb,clickbench_s16_imbalanced,16,imbalanced,cold,2188.4739,172.0,31.319767441860463,30.88953488372093,50.116279069767444,50.43023255813954,51.13953488372093,0.7211046511627908,140404.58180232559,40475.67296511628,33456.538081395345,33110.66430232558,33361.70639534884,0.9980232558139535,0.8217441860465114,0.818038635969359,0.4873255813953488,246.98936046511628,132.01720930232557,0.0013767441860465116,37.56177768441133,75.09013098428416,27.065891472868213,13.263565891472867,73.96220070899567,37.476880701318635,36.48532006412572,36.47526457505419,0.34150898663294804,0.3330968885476879,0.3270108720195087,35.52875079028179,0.32615731123554914,0.3179793059067919,0.3124324309067919,33.58054824208104,33.32698453858841,0.06833648681640625,0.08000946044921875,0.10553224696669468,135.5206440770349,129.87313771802326,1.31640625,1.31640625,3.0159202398255816,0.0,,1,
duckdb,clickbench_s16_imbalanced,16,imbalanced,warm,1898.8715,153.66666666666666,31.748950418488352,31.353274854041356,48.55360637032047,49.028603079744926,50.278504243985786,0.6024089363881467,157189.50523505578,45185.612960974635,37213.45594913799,37498.55318379989,37291.88299711813,0.9999638294211431,0.9638424803327263,0.8210858126374505,0.45612458663445715,281.869613257359,152.65603107670387,0.001471384299937098,42.504323623856166,83.54088091754892,30.134872838743703,15.056012844377344,83.37886143924192,42.46811808251326,40.91074334236586,41.34055488827967,0.3878336703035539,0.3763792625555107,0.36335019099502147,39.82723154185244,0.37160904924675037,0.3618464234835306,0.35005641283938704,35.14992659928963,34.89627377666792,0.06831938890311134,0.07999639527230976,0.1054513716888111,171.76030220136022,166.11198260068133,1.31640625,1.3164856799201161,3.015625,0.0,85.14067819561932,9,
duckdb,clickbench_s16_interleaved,16,interleaved,cold,1716.2158,127.0,25.181102362204726,25.401574803149607,24.362204724409448,25.543307086614174,25.4251968503937,0.9767716535433072,188572.71267716534,47612.55204724409,46966.3742519685,47283.37393700788,46710.412598425195,0.9985826771653543,0.7719685039370079,0.9810524870012484,0.49881889763779536,342.6095275590551,187.7448818897638,0.0012118110236220472,57.03154496801181,114.11671290600394,41.36351706036745,20.423228346456693,103.75977946604333,52.215047828494086,51.544731637549226,13.208895638533466,13.070705124261812,12.989212137057086,12.946235390009841,12.913879490649604,12.962875092273624,12.865936807947834,12.80203993909941,32.923599543533925,8.240859114278958,8.243477017860712,8.249464951162263,8.189923534243125,134.34790231299212,34.67199803149607,32.53617125984252,32.744555856299215,34.39499261811024,0.0,,1,
duckdb,clickbench_s16_interleaved,16,interleaved,warm,1218.6042222222222,104.66666666666667,25.087887784875377,25.061099505551937,24.8946839182408,24.906378995465573,25.817557967280795,0.867462912918714,228588.82177872572,57409.07006892175,57094.28533554526,57213.01352661637,56872.453034331156,0.99990708996893,0.9781269865237154,0.9883032574487842,0.4453676007450529,425.2314862742543,237.58220019597593,0.0013551784036462651,70.0524210768331,136.46512691704785,49.57358121185243,25.19844540612427,126.52150726517965,64.29576891422386,62.22573842477488,16.273574547498413,16.112176160435993,15.998990328370834,15.911028004494069,15.65074528983977,15.632619148229573,15.533475527963649,15.408898325339184,33.47877372063764,8.392210279579427,8.37241621614669,8.380116431864204,8.333878991059231,164.52497103119995,42.14788373727376,40.12395916928842,40.44243580755904,41.81022687017538,0.0,52.95692622579638,9,
duckdb,clickbench_s16_numa-balancing,16,numa-balancing,cold,1469.5016,112.0,77.41071428571429,78.04464285714286,76.44642857142857,77.5625,77.01785714285714,1.0824107142857142,213723.945625,53406.71089285715,53092.521071428564,54074.88803571429,53149.82625,0.9977678571428571,0.7661607142857143,0.9818332131610349,0.4864285714285715,372.8878571428572,202.87973214285714,0.0010910714285714284,17.207653023856025,55.897760184151785,20.019345238095237,5.8125,94.70316659109933,53.23498168945313,41.468183855329244,13.255208740234377,13.49479692731585,13.06396963936942,13.421006992885046,10.133674839564732,10.589517647879465,10.193164324079243,10.551828090122767,31.888696806771414,8.210247993469238,7.528789724622454,7.708890778677804,8.44079886163984,127.83855329241071,33.175990513392854,32.48500279017857,29.399658203125,32.776123046875,0.0,,1,
duckdb,clickbench_s16_numa-balancing,16,numa-balancing,warm,1077.1887333333334,90.33333333333333,81.84352272638421,82.39763152375218,80.61343924397514,82.25524726680777,81.85967918444474,0.9948122271317419,263113.7991411297,66111.53863103753,65618.88557744757,65878.59064448584,65531.41157069924,0.9999757126931041,0.9828734293892702,0.9886596161094433,0.45928624405840446,477.7044645445306,264.42724277190183,0.0012377106254541374,18.93843499548447,61.17470893993956,21.934332956519658,6.443836923472473,118.08793876730546,67.88853866532884,50.199400122996714,17.168704925244956,17.123742170628773,16.83628949879446,16.759802167237996,12.453923716236034,12.815453140719884,12.49225971869288,12.437763423585514,33.16171684426133,8.399645169886526,8.416467397021004,8.090508763176254,8.255297361099174,155.26421545118612,40.04557181875173,39.567742860626694,35.865793781667875,39.78436242063677,0.0,25.992503805905315,9,
duckdb,clickbench_s1_firsttouch,1,firsttouch,cold,44.0467,44.0,78.93181818181819,86.81818181818181,78.36363636363636,74.45454545454545,76.47727272727273,1.33,34337.93068181818,8623.400227272728,8407.697272727271,8355.19409090909,8951.638636363636,0.9093181818181818,0.0990909090909091,0.9333703504259377,0.6218181818181819,52.9925,29.015454545454546,0.0007113636363636364,2.105041281960227,9.13932683771307,2.839015151515152,0.44507575757575757,15.740581276633522,8.482228560014203,7.258354270241477,2.164908114346591,2.073033780184659,2.185392178622159,2.0588935990767046,1.8400199751420454,1.7666235351562498,1.8743630149147725,1.7773466352982956,10.425637852061879,2.6071956807916816,2.591268712824041,2.656808939847079,2.570797486738725,55.9716796875,14.057705965909092,11.566850142045455,16.930930397727273,13.417879971590908,0.0,,1,
duckdb,clickbench_s1_firsttouch,1,firsttouch,warm,8.554366666666667,8.555555555555555,86.25308641975309,87.36111111111111,87.80555555555556,84.12654320987654,85.54012345679013,1.0017438271604937,176006.3384567901,43653.0149691358,43639.84611111111,43740.89194444445,44972.58441358025,0.9988271604938271,0.6216512345679013,0.9613256189699759,0.4671450617283951,295.0152932098765,164.90751543209876,0.0013743827160493825,9.452060546875,36.67398502302759,12.96412037037037,2.940072016460905,75.13010416666665,42.86701480818383,32.263088228202164,10.54177059220679,10.53703224464699,10.94690702461902,10.841305459104937,7.840020616319445,7.884422351224923,8.293948130666474,8.244698501398535,18.393138073108815,4.554668597233149,4.577010802280756,4.656182607014974,4.605262921180254,74.40546031057099,18.47773799189815,16.35369044174383,21.45095486111111,18.123155381944443,0.0,0.03685281536056648,9,
