runner_name,nb_runs,tag,mean_recall,mean_time,std_time,mean_qps,std_qps,start_time,end_time
annoy,30,default,0.9762389999999999,1.4496229755666719,0.02919882685452353,6901.094671104621,136.54793325514214,2026-03-15T10:21:09.278795,2026-03-15T10:22:00.395411
annoy,30,imbalanced-memory,0.9762389999999999,1.609166527966651,0.5830740391341386,6513.011725167989,829.2302031091937,2026-03-15T10:48:18.765330,2026-03-15T10:49:14.683495
annoy,30,interleaved-memory,0.9762389999999999,1.1166391828999622,0.5749225108912169,9655.346448149134,1369.549174803718,2026-03-15T11:10:17.763033,2026-03-15T11:10:58.933246
annoy,30,numa-balancing,0.9762389999999999,1.2500491736333061,0.5868984356527774,8548.389185632604,1171.6186513687273,2026-03-15T11:30:25.846393,2026-03-15T11:31:10.943544
faiss,30,default,0.978358,4.8205544740333535,0.072029455017088,2074.908607458189,30.68478807067735,2026-03-15T10:18:36.042214,2026-03-15T10:21:09.235956
faiss,30,imbalanced-memory,0.978358,4.934874672400034,0.18085020498300547,2028.8158904127906,66.25606692466306,2026-03-15T10:45:42.124418,2026-03-15T10:48:18.718590
faiss,30,interleaved-memory,0.978358,2.910083040433377,0.1653695042096483,3445.12787986535,155.2241924566693,2026-03-15T11:08:41.760868,2026-03-15T11:10:17.713260
faiss,30,numa-balancing,0.978358,3.096861947566625,0.17525472813824958,3237.432157718299,148.2270696683522,2026-03-15T11:28:44.326646,2026-03-15T11:30:25.797264
usearch,30,default,0.9831329999999998,0.17044398233333596,0.0022607911084811983,58680.11837941455,740.2941796432156,2026-03-15T10:22:00.501846,2026-03-15T10:22:16.323719
usearch,30,imbalanced-memory,0.9831329999999998,0.20135667426667775,0.094242688467125,53154.507721451264,7627.794555206855,2026-03-15T10:49:15.063928,2026-03-15T10:49:31.868875
usearch,30,interleaved-memory,0.9831329999999998,0.1691572978666045,0.09988271395454983,64659.79165128726,9399.534276865414,2026-03-15T11:10:59.340289,2026-03-15T11:11:15.105205
usearch,30,numa-balancing,0.9831329999999998,0.2813030129331916,0.07376608432451545,36749.28861549484,4833.3867919474105,2026-03-15T11:31:11.324869,2026-03-15T11:31:30.527549
