runner_name,tag,run_id,recall,total_time,qps,start_time,end_time
annoy,default,1,0.97852,6.084628546999966,164.34856988814073,2026-03-15T10:30:11.329315,2026-03-15T10:30:17.413958
annoy,default,2,0.97852,5.105194485000084,195.87892350392673,2026-03-15T10:30:17.441556,2026-03-15T10:30:22.549860
annoy,default,3,0.97852,4.967017758999873,201.32805005338932,2026-03-15T10:30:22.575588,2026-03-15T10:30:27.545700
annoy,default,4,0.97852,4.781057999999803,209.1587259556444,2026-03-15T10:30:27.570980,2026-03-15T10:30:32.355348
annoy,default,5,0.97852,4.7681900500001575,209.72318416711744,2026-03-15T10:30:32.381296,2026-03-15T10:30:37.152613
annoy,default,6,0.97852,4.7763862679998965,209.3633018543009,2026-03-15T10:30:37.179007,2026-03-15T10:30:41.958632
annoy,default,7,0.97852,4.861314923999998,205.70566104719208,2026-03-15T10:30:41.984594,2026-03-15T10:30:46.849061
annoy,default,8,0.97852,4.834330923999914,206.85385748739813,2026-03-15T10:30:46.874506,2026-03-15T10:30:51.712042
annoy,default,9,0.97852,4.727603776999786,211.52364859024127,2026-03-15T10:30:51.738644,2026-03-15T10:30:56.469447
annoy,default,10,0.97852,4.815563488999942,207.66001783265287,2026-03-15T10:30:56.494510,2026-03-15T10:31:01.313295
annoy,default,11,0.97852,4.794445210000049,208.57470597729278,2026-03-15T10:31:01.339613,2026-03-15T10:31:06.137262
annoy,default,12,0.97852,4.837717448999683,206.70905453702645,2026-03-15T10:31:06.163819,2026-03-15T10:31:11.004814
annoy,default,13,0.97852,4.7739549380003155,209.4699285994672,2026-03-15T10:31:11.031024,2026-03-15T10:31:15.808224
annoy,default,14,0.97852,4.820203784000114,207.46010849569018,2026-03-15T10:31:15.833800,2026-03-15T10:31:20.657249
annoy,default,15,0.97852,4.762565557000016,209.97086297955533,2026-03-15T10:31:20.683156,2026-03-15T10:31:25.448994
annoy,default,16,0.97852,4.720809805000044,211.82806368111892,2026-03-15T10:31:25.474982,2026-03-15T10:31:30.199097
annoy,default,17,0.97852,4.781987479000236,209.11807159500734,2026-03-15T10:31:30.225296,2026-03-15T10:31:35.010483
annoy,default,18,0.97852,4.7318140150000545,211.33544066397303,2026-03-15T10:31:35.036158,2026-03-15T10:31:39.771205
annoy,default,19,0.97852,4.76734862100011,209.760199955802,2026-03-15T10:31:39.797837,2026-03-15T10:31:44.568459
annoy,default,20,0.97852,4.7901206709998405,208.76300800816156,2026-03-15T10:31:44.594777,2026-03-15T10:31:49.388185
annoy,default,21,0.97852,4.709937099999934,212.31706045501417,2026-03-15T10:31:49.414176,2026-03-15T10:31:54.127342
annoy,default,22,0.97852,4.706729756000186,212.46174134497312,2026-03-15T10:31:54.152826,2026-03-15T10:31:58.862892
annoy,default,23,0.97852,4.722570388999884,211.74909374125255,2026-03-15T10:31:58.888823,2026-03-15T10:32:03.614619
annoy,default,24,0.97852,4.686889197000255,213.36113527924428,2026-03-15T10:32:03.639911,2026-03-15T10:32:08.330131
annoy,default,25,0.97852,4.790381349999734,208.75164771590795,2026-03-15T10:32:08.356707,2026-03-15T10:32:13.150352
annoy,default,26,0.97852,4.817714720999902,207.56729235982098,2026-03-15T10:32:13.175924,2026-03-15T10:32:17.996853
annoy,default,27,0.97852,4.791248599000028,208.71386222971358,2026-03-15T10:32:18.022891,2026-03-15T10:32:22.817421
annoy,default,28,0.97852,4.788577397000154,208.8302886419793,2026-03-15T10:32:22.843156,2026-03-15T10:32:27.635071
annoy,default,29,0.97852,4.696378271999947,212.9300371654584,2026-03-15T10:32:27.661712,2026-03-15T10:32:32.361422
annoy,default,30,0.97852,4.697404633000133,212.88351294559888,2026-03-15T10:32:32.386368,2026-03-15T10:32:37.087088
annoy,imbalanced-memory,1,0.97852,7.605932562999897,131.4763169035494,2026-03-15T10:54:45.902163,2026-03-15T10:54:53.508110
annoy,imbalanced-memory,2,0.97852,4.878725164000116,204.97157892372235,2026-03-15T10:54:53.536047,2026-03-15T10:54:58.417763
annoy,imbalanced-memory,3,0.97852,4.8625507200003995,205.65338185303656,2026-03-15T10:54:58.443175,2026-03-15T10:55:03.308686
annoy,imbalanced-memory,4,0.97852,4.939786199000082,202.43791122021057,2026-03-15T10:55:03.334769,2026-03-15T10:55:08.277731
annoy,imbalanced-memory,5,0.97852,4.890800188000412,204.46551925255542,2026-03-15T10:55:08.303299,2026-03-15T10:55:13.197130
annoy,imbalanced-memory,6,0.97852,4.892045161000169,204.4134849719073,2026-03-15T10:55:13.222943,2026-03-15T10:55:18.118020
annoy,imbalanced-memory,7,0.97852,4.840430190000006,206.5932077826328,2026-03-15T10:55:18.144211,2026-03-15T10:55:22.987678
annoy,imbalanced-memory,8,0.97852,4.962015544000224,201.5310091499292,2026-03-15T10:55:23.013765,2026-03-15T10:55:27.978808
annoy,imbalanced-memory,9,0.97852,4.984578759000215,200.6187580433729,2026-03-15T10:55:28.005252,2026-03-15T10:55:32.993002
annoy,imbalanced-memory,10,0.97852,4.871825720000288,205.26185817663873,2026-03-15T10:55:33.018339,2026-03-15T10:55:37.893264
annoy,imbalanced-memory,11,0.97852,4.86859959100002,205.3978729013938,2026-03-15T10:55:37.919122,2026-03-15T10:55:42.790875
annoy,imbalanced-memory,12,0.97852,4.859819788000095,205.76894692046147,2026-03-15T10:55:42.816750,2026-03-15T10:55:47.679623
annoy,imbalanced-memory,13,0.97852,5.010266442000102,199.59018379086427,2026-03-15T10:55:47.705892,2026-03-15T10:55:52.719276
annoy,imbalanced-memory,14,0.97852,4.939302357000088,202.45774154375832,2026-03-15T10:55:52.745941,2026-03-15T10:55:57.688394
annoy,imbalanced-memory,15,0.97852,4.93510157899982,202.6300743748149,2026-03-15T10:55:57.714075,2026-03-15T10:56:02.652373
annoy,imbalanced-memory,16,0.97852,4.928263875999619,202.91121278427204,2026-03-15T10:56:02.678091,2026-03-15T10:56:07.609506
annoy,imbalanced-memory,17,0.97852,4.9162849020003705,203.40562435531623,2026-03-15T10:56:07.635143,2026-03-15T10:56:12.554618
annoy,imbalanced-memory,18,0.97852,4.877987877000123,205.00255950102573,2026-03-15T10:56:12.580988,2026-03-15T10:56:17.462084
annoy,imbalanced-memory,19,0.97852,4.89981197599991,204.0894640239596,2026-03-15T10:56:17.487597,2026-03-15T10:56:22.390645
annoy,imbalanced-memory,20,0.97852,4.876639225000417,205.05925369123742,2026-03-15T10:56:22.416918,2026-03-15T10:56:27.296729
annoy,imbalanced-memory,21,0.97852,4.855432930000006,205.95485807688806,2026-03-15T10:56:27.321924,2026-03-15T10:56:32.180599
annoy,imbalanced-memory,22,0.97852,4.92210530300008,203.1650967301509,2026-03-15T10:56:32.206524,2026-03-15T10:56:37.131804
annoy,imbalanced-memory,23,0.97852,4.927424439999868,202.9457807373352,2026-03-15T10:56:37.157957,2026-03-15T10:56:42.088659
annoy,imbalanced-memory,24,0.97852,4.906171610000001,203.8249126797258,2026-03-15T10:56:42.113713,2026-03-15T10:56:47.023140
annoy,imbalanced-memory,25,0.97852,4.970024542999909,201.20624985815456,2026-03-15T10:56:47.048747,2026-03-15T10:56:52.021932
annoy,imbalanced-memory,26,0.97852,4.876340176999747,205.07182922075535,2026-03-15T10:56:52.048363,2026-03-15T10:56:56.927889
annoy,imbalanced-memory,27,0.97852,4.86372161700001,205.60387266095412,2026-03-15T10:56:56.953762,2026-03-15T10:57:01.820726
annoy,imbalanced-memory,28,0.97852,4.873339135000151,205.19811412631537,2026-03-15T10:57:01.846510,2026-03-15T10:57:06.723059
annoy,imbalanced-memory,29,0.97852,4.9401551519999884,202.4227922467489,2026-03-15T10:57:06.748589,2026-03-15T10:57:11.691944
annoy,imbalanced-memory,30,0.97852,4.8846368780000375,204.7235086202435,2026-03-15T10:57:11.717794,2026-03-15T10:57:16.605633
annoy,interleaved-memory,1,0.97852,13.223409614999582,75.62346090116422,2026-03-15T11:14:48.876252,2026-03-15T11:15:02.099676
annoy,interleaved-memory,2,0.97852,3.1746748000005027,314.99289313029533,2026-03-15T11:15:02.128399,2026-03-15T11:15:05.306199
