metric,firsttouch,balancing,interleaved,repl-no-unreplication,repl-main-bound,repl-main-firsttouch,repl-main-interleaved
readratio,50.0,50.0,50.0,50.0,50.0,50.0,50.0
writeratio,50.0,50.0,50.0,50.0,50.0,50.0,50.0
read_bw_gb,36.0609880954,35.6031568254,37.1700181332,35.660194771600004,23.1026048594,35.0953183008,37.323869332
write_bw_gb,35.497366740400004,35.742994835000005,36.8372971474,1.6142215046000001,23.3155227996,34.8137325668,36.25510822139999
read_bw_wall_gb,35.96907190930024,35.5090994695254,37.07203734127455,35.58180988940825,23.01463190271336,35.00047844147649,37.2238198620631
write_bw_wall_gb,35.40768059138607,35.64965159723016,36.740525324311406,1.610694790095902,23.227122909153103,34.72059622679133,36.15888759936405
wall_s,30.079,30.082,30.082,30.068599999999996,30.117,30.0836,30.0828
read_bw_std,0.07285414111039999,0.06688633387759996,0.06758064407179998,0.07751737105439997,0.0473069612616,0.0763958708168,0.08143758441019998
write_bw_std,0.06888266151739998,0.0688820499992,0.0697001062398,0.0020662978239999997,0.04594641673579995,0.06393302151279996,0.06963523476359998
read_bw_std_pct,0.2062318592253652,0.1943934345873018,0.18617195920551935,0.22389630791470178,0.20942898506188534,0.22352368889629223,0.22322076737202204
write_bw_std_pct,0.1980246634351055,0.1970595981048074,0.19351205957401243,0.13104280753502848,0.20155907620832542,0.1874452674412324,0.19623057394502924
samples,50.6,50.6,50.6,50.8,50.8,50.6,50.4
local_pct,49.834823529411764,49.92666666666666,49.31662745098039,80.00399999999999,58.84658823529412,51.392313725490204,50.71082352941177
local_pct_skt0,51.32690196078431,51.14070588235294,51.28564705882353,79.04266666666666,59.63811764705882,53.32407843137255,53.53498039215687
local_pct_skt1,48.45145098039215,48.86839215686275,48.033647058823526,81.39874509803921,86.80039215686274,50.72376470588235,48.99247058823529
lmb_gb_skt0,25.429551905137053,24.97936140862595,24.41513832642432,31.577448870173065,33.47349264705882,26.002068895526957,24.006548206391933
lmb_gb_skt1,20.17151717601103,20.31977149770381,24.010636131535946,31.114716108455514,3.4565908954326923,20.2756092049741,23.864439941992423
rmb_gb_skt0,19.460826210171568,19.382485430109544,23.302027528198778,10.90797962622549,1.3475766978666468,18.28434654017857,22.43928764630852
rmb_gb_skt1,24.647803451574887,23.46196608487145,23.89231600765306,16.001137265843838,22.77498571772459,24.864463311887256,22.791382314440902
ipc,0.3418823529411764,0.33904156862745094,0.34210352941176475,0.33807215686274505,0.25432235294117644,0.3213772549019608,0.3362674509803922
