metric,firsttouch,balancing,interleaved,repl-no-unreplication,repl-main-bound,repl-main-firsttouch,repl-main-interleaved
readratio,100.0,100.0,100.0,100.0,100.0,100.0,100.0
writeratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
read_bw_gb,97.7723448844,101.46381918120001,102.4952606532,161.7483569328,161.61305080239998,125.30882785620001,115.6323094748
write_bw_gb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
read_bw_wall_gb,97.59960755704023,101.25733617695812,102.31316471490302,161.50080699930962,161.33774590113813,125.08730931636867,115.40311671673953
write_bw_wall_gb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wall_s,30.056,30.064600000000002,30.056599999999996,30.049,30.054399999999998,30.057,30.0634
read_bw_std,0.0043148455784,0.0078611530004,0.00191999470699998,0.0028890327906,0.0026670531327999797,0.0030160883752,0.0026271907602000003
write_bw_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0
read_bw_std_pct,0.00455982872473336,0.00789841921932724,0.00191659351404336,0.0018266651043242598,0.0016872330612778801,0.00245957176817184,0.00232486119040946
write_bw_std_pct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
samples,51.0,50.0,50.2,51.4,50.8,50.6,50.4
local_pct,51.333333333333336,49.848,49.54117647058823,95.40664052287582,95.38478431372549,75.50517647058822,71.6281568627451
local_pct_skt0,52.38823529411765,51.236000000000004,50.520078431372546,95.3881917211329,95.68321568627451,94.28015686274509,93.8166274509804
local_pct_skt1,47.470588235294116,48.456,48.691294117647054,96.40589978213508,96.17450980392157,66.97960784313725,63.00674509803922
lmb_gb_skt0,26.578445245285614,23.10929513667446,24.21360835709367,74.92806378506263,75.43733295036765,38.40459826371955,29.128319768532414
lmb_gb_skt1,19.21243193820497,25.067095880327336,24.142322482591773,76.5354585546024,76.98680147058823,55.15120136335785,50.79214744178922
rmb_gb_skt0,19.527023926259332,23.745810988229234,23.63212232657358,0.03427328431372549,0.04964284620098039,23.06330767463235,25.92414949065564
rmb_gb_skt1,23.84435817960828,21.607098771214215,23.479075499984738,1.684403467116013,1.0034934895833332,0.5926487438725491,0.9973450520833333
ipc,0.41027450980392155,0.42212000000000005,0.4256768627450981,0.6564955991285404,0.6560509803921569,0.5162580392156861,0.4843592156862745
inst,2815.3759215686273,2932.4486,2976.4925435294117,4619.176226318083,4659.735024313725,3608.5706015686274,3320.406207058824
inst_skt0,1450.4146274509803,1461.09996,1490.1509317647058,2259.8158244880174,2286.6919137254904,1887.792591372549,1710.7457764705882
inst_skt1,1364.9615686274508,1471.34812,1486.3412525490196,2359.3602449673203,2373.043189019608,1720.7777364705883,1609.6607874509805
afreq,0.9962745098039216,0.9964000000000001,0.9958964705882354,0.9926899346405229,0.9960643137254902,0.9959709803921568,0.9959584313725491
freq,0.05513725490196079,0.05552,0.055499607843137254,0.054358257080610026,0.05453019607843137,0.05502117647058824,0.05504470588235294
cpu_balance,0.9333112223219707,0.9913107698246856,0.9971545807060966,0.9577525719577661,0.9636344167482482,0.8766562409083483,0.940908769768199
llc_rd_miss_lat_ns,201.6197254901961,195.09491999999997,190.69257568627452,144.91972592592592,144.82002980392156,188.0029662745098,199.58561803921566
l3hit,0.054000000000000006,0.05664,0.05228235294117648,0.06627006535947712,0.06211607843137253,0.06549098039215687,0.0675756862745098
l2miss,53.52462745098039,55.95372,57.12938039215685,69.8700165577342,70.73933254901961,58.64030980392157,56.04690745098039
l3miss,51.4456862745098,53.74947999999999,54.93904392156863,67.46215389978212,68.31580627450981,56.36452941176471,53.80198196078432
l3mpi,0.017303529411764707,0.0173252,0.017550164705882353,0.013524159477124185,0.013709152941176472,0.014801756862745097,0.015242988235294117
upi_in_gb,44.65056418504902,47.0287668359375,48.02049389705882,2.640798743191721,2.6242013059129903,25.389784384957107,28.180909042585785
upi_out_gb,65.42163495710784,68.061086640625,68.93010696001838,7.124216650071487,7.074655359221813,46.663002385876226,50.72306729090074
upi_out_pct,77.49901960784314,80.696,81.68870588235293,7.991773420479302,7.923117647058824,55.26043137254902,60.130784313725485
upi_in_pct,52.70490196078431,55.55,56.68266666666667,2.643416122004357,2.690078431372549,29.733549019607842,33.22345098039215
mem_bw_gb,95.75698359375001,99.6769054074755,100.18453521522672,153.39434320904357,155.59142791360296,121.72105547717524,112.16196591222426
mem_read_gb,91.7758600390625,94.42137794883578,96.02150891314338,151.2315887454044,153.46564203507964,118.12572596277573,108.6117105767463
mem_write_gb,3.981124140625,5.255527228860294,4.163025953584559,2.1627545689198975,2.125785726102941,3.5953295940563725,3.550254909620098
mem_read_gb_skt0,51.9727364453125,45.654615042892154,48.13126275428922,74.63277052361855,75.91205256510416,40.34624642693015,31.764752509957106
mem_read_gb_skt1,39.80312390625,48.76676279105392,47.89024643152573,76.59881822784368,77.55358908624387,77.7794793091299,76.8469580981924
mem_write_gb_skt0,2.6947032812500002,2.9718998927696076,2.148415392922794,2.0516028081133024,2.014849995404412,1.7625401715686277,1.606360471047794
mem_write_gb_skt1,1.2864205859375,2.283627604166667,2.014610911458333,0.11115169006238856,0.11093591681985296,1.8327891099877451,1.9438940916053924
data_mem_gb,1.2727057166006053,1.2778251947141162,1.279276351928711,2.1796279581107343,2.1984161619298597,1.7857049988391354,1.7344344524308746
data_mem_gb_node0,0.7311930416331572,0.6402899047253179,0.6608803100585938,1.1627789983811723,1.1732982641481886,0.7580781695795994,0.6959502650242226
data_mem_gb_node1,0.5415164447859222,0.6375390975054573,0.6183979644775391,1.0168428262947433,1.0251198957854626,1.027627866857192,1.0384862231086283
pagetable_mb,10.196211703431372,10.284897365196079,10.246953125000001,11.66396231617647,11.704915441176471,11.704877144607844,11.715311580882354
pagetable_mb_node0,6.286836703431372,5.830355698529411,5.044609375,7.781224741285404,7.706969056372548,7.702632965686274,7.710421568627451
pagetable_mb_node1,3.909375,4.454541666666667,5.20234375,3.8829367170479303,3.997946384803922,4.002244178921568,4.004890012254902
tma_l3_bound,9.26726530612245,9.180234693877551,9.020408163265305,3.324425105891413,3.457061224489796,5.84465306122449,6.422122448979591
tma_dram_bound,54.38979591836735,53.79983673469387,53.559183673469384,45.00281481481481,45.256,51.37926530612244,53.385469387755094
tma_l1_bound,5.38130612244898,5.589714285714285,5.257142857142857,8.436296296296296,8.28,6.802204081632654,6.225551020408163
tma_store_bound,0.6963265306122449,0.703265306122449,0.7387755102040816,0.7962962962962963,0.728,0.7108571428571429,0.7660408163265305
warmup_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0
read_bw_gb_std,8.011543567666406,0.9888227841344315,0.11115399171569748,0.4605027739487439,0.2429372819672557,19.85418737827529,0.11812716704228123
write_bw_gb_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0
runs,5.0,5.0,5.0,5.0,5.0,5.0,5.0
