,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System,System,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),DRAMRead,DRAMWrite,PMMREAD,PMMWrite,Read,Write,Memory
2026-08-23,23:45:02.458,  590.20,  855.13,    0.00,    0.00,  589.85,  856.10,    0.00,    0.00,  589.51,  854.34,    0.00,    0.00,  576.56,  846.99,    0.00,    0.00,  577.45,  847.95,    0.00,    0.00,  577.29,  848.71,    0.00,    0.00, 3500.85, 5109.21,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 8610.07,  146.46,  142.73,    0.00,    0.00,  145.59,  142.38,    0.00,    0.00,  144.24,  141.69,    0.00,    0.00,  134.93,  139.02,    0.00,    0.00,  135.49,  138.76,    0.00,    0.00,  138.46,  140.73,    0.00,    0.00,  845.18,  845.29,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 1690.48,   4346.04,   5954.51,      0.00,      0.00,   4346.04,   5954.51,  10300.54
2026-08-23,23:45:03.457,   41.17,   59.73,    0.00,    0.00,   40.66,   59.73,    0.00,    0.00,   41.13,   59.82,    0.00,    0.00,   34.30,   57.54,    0.00,    0.00,   34.34,   57.42,    0.00,    0.00,   34.11,   57.53,    0.00,    0.00,  225.71,  351.77,    0.00,    0.00,    0.99,    0.99,    0.00,    0.00,  577.48,  131.86,  134.73,    0.00,    0.00,  129.97,  133.63,    0.00,    0.00,  129.09,  133.33,    0.00,    0.00,  119.86,  130.69,    0.00,    0.00,  120.14,  130.04,    0.00,    0.00,  123.64,  133.14,    0.00,    0.00,  754.56,  795.57,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 1550.13,    980.27,   1147.34,      0.00,      0.00,    980.27,   1147.34,   2127.61
2026-08-23,23:45:04.457,  121.32,  138.71,    0.00,    0.00,  120.34,  138.53,    0.00,    0.00,  121.43,  138.91,    0.00,    0.00,  112.21,  135.54,    0.00,    0.00,  112.01,  135.41,    0.00,    0.00,  111.67,  135.41,    0.00,    0.00,  698.97,  822.51,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 1521.48,  192.83,  183.78,    0.00,    0.00,  191.38,  183.57,    0.00,    0.00,  191.03,  182.92,    0.00,    0.00,  182.81,  180.91,    0.00,    0.00,  184.53,  181.57,    0.00,    0.00,  186.12,  184.90,    0.00,    0.00, 1128.71, 1097.65,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 2226.36,   1827.68,   1920.16,      0.00,      0.00,   1827.68,   1920.16,   3747.84
2026-08-23,23:45:05.458,  344.92,  250.93,    0.00,    0.00,  345.25,  252.91,    0.00,    0.00,  342.17,  249.02,    0.00,    0.00,  328.74,  243.82,    0.00,    0.00,  328.42,  243.52,    0.00,    0.00,  330.38,  245.91,    0.00,    0.00, 2019.88, 1486.11,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 3505.99,  457.99,  282.45,    0.00,    0.00,  457.05,  281.75,    0.00,    0.00,  457.30,  281.80,    0.00,    0.00,  448.37,  279.44,    0.00,    0.00,  449.11,  279.35,    0.00,    0.00,  458.45,  288.24,    0.00,    0.00, 2728.27, 1693.03,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 4421.29,   4748.14,   3179.14,      0.00,      0.00,   4748.14,   3179.14,   7927.28
2026-08-23,23:45:06.458,  680.00,  541.84,    0.00,    0.00,  683.95,  546.50,    0.00,    0.00,  679.99,  542.02,    0.00,    0.00,  662.32,  544.17,    0.00,    0.00,  652.28,  530.54,    0.00,    0.00,  660.18,  538.61,    0.00,    0.00, 4018.71, 3243.68,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 7262.39,  725.87,  549.02,    0.00,    0.00,  727.27,  554.10,    0.00,    0.00,  724.92,  547.89,    0.00,    0.00,  709.45,  544.76,    0.00,    0.00,  715.11,  548.45,    0.00,    0.00,  709.79,  545.92,    0.00,    0.00, 4312.41, 3290.14,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 7602.54,   8331.12,   6533.82,      0.00,      0.00,   8331.12,   6533.82,  14864.94
2026-08-23,23:45:07.461, 1032.20,  795.76,    0.00,    0.00, 1034.89,  799.16,    0.00,    0.00, 1042.61,  805.14,    0.00,    0.00, 1013.58,  792.26,    0.00,    0.00, 1017.54,  796.26,    0.00,    0.00, 1013.38,  791.00,    0.00,    0.00, 6154.19, 4779.59,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,10933.78,  985.72,  689.46,    0.00,    0.00,  980.64,  685.43,    0.00,    0.00,  977.55,  680.43,    0.00,    0.00,  964.79,  680.43,    0.00,    0.00,  964.50,  675.92,    0.00,    0.00,  963.43,  678.60,    0.00,    0.00, 5836.64, 4090.26,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 9926.89,  11990.83,   8869.84,      0.00,      0.00,  11990.83,   8869.84,  20860.67
2026-08-23,23:45:08.461,  776.59,  410.26,    0.00,    0.00,  779.06,  415.88,    0.00,    0.00,  773.27,  408.90,    0.00,    0.00,  763.64,  405.26,    0.00,    0.00,  767.36,  408.35,    0.00,    0.00,  765.59,  409.51,    0.00,    0.00, 4625.51, 2458.17,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 7083.68,  908.71,  508.78,    0.00,    0.00,  913.72,  514.82,    0.00,    0.00,  901.68,  502.35,    0.00,    0.00,  890.81,  496.58,    0.00,    0.00,  898.98,  502.11,    0.00,    0.00,  899.62,  502.18,    0.00,    0.00, 5413.53, 3026.83,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 8440.35,  10039.03,   5485.00,      0.00,      0.00,  10039.03,   5485.00,  15524.03
2026-08-23,23:45:09.461,  993.09,  700.40,    0.00,    0.00,  997.62,  707.33,    0.00,    0.00, 1001.99,  710.12,    0.00,    0.00,  978.65,  706.43,    0.00,    0.00,  967.36,  691.11,    0.00,    0.00,  974.99,  699.07,    0.00,    0.00, 5913.70, 4214.47,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,10128.16, 1191.80,  908.89,    0.00,    0.00, 1186.39,  905.40,    0.00,    0.00, 1189.46,  903.03,    0.00,    0.00, 1167.26,  897.29,    0.00,    0.00, 1164.12,  888.56,    0.00,    0.00, 1162.98,  891.82,    0.00,    0.00, 7062.00, 5394.99,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,12456.99,  12975.70,   9609.46,      0.00,      0.00,  12975.70,   9609.46,  22585.16
2026-08-23,23:45:10.461, 1044.79,  709.76,    0.00,    0.00, 1045.45,  713.21,    0.00,    0.00, 1049.21,  716.26,    0.00,    0.00, 1030.20,  706.95,    0.00,    0.00, 1029.51,  703.66,    0.00,    0.00, 1030.81,  706.95,    0.00,    0.00, 6229.98, 4256.79,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,10486.77, 1330.44,  870.75,    0.00,    0.00, 1325.98,  865.94,    0.00,    0.00, 1333.24,  872.66,    0.00,    0.00, 1317.37,  864.34,    0.00,    0.00, 1315.64,  858.92,    0.00,    0.00, 1314.27,  859.83,    0.00,    0.00, 7936.94, 5192.44,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,13129.38,  14166.91,   9449.23,      0.00,      0.00,  14166.91,   9449.23,  23616.14
