,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System,System,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),DRAMRead,DRAMWrite,PMMREAD,PMMWrite,Read,Write,Memory
2025-12-17,11:07:16.556,  605.60,  838.15,    0.00,    0.00,  606.62,  838.56,    0.00,    0.00,  606.44,  837.59,    0.00,    0.00,  596.53,  831.08,    0.00,    0.00,  597.96,  832.91,    0.00,    0.00,  597.02,  832.32,    0.00,    0.00, 3610.17, 5010.61,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 8620.78,   56.00,   65.33,    0.00,    0.00,   52.81,   62.19,    0.00,    0.00,   53.65,   62.19,    0.00,    0.00,   50.99,   61.60,    0.00,    0.00,   50.42,   61.53,    0.00,    0.00,   50.29,   61.36,    0.00,    0.00,  314.16,  374.20,    0.00,    0.00,    0.99,    0.99,    0.00,    0.00,  688.36,   3924.33,   5384.81,      0.00,      0.00,   3924.33,   5384.81,   9309.14
2025-12-17,11:07:17.556,  218.47,  114.75,    0.00,    0.00,  223.64,  117.76,    0.00,    0.00,  214.69,  111.60,    0.00,    0.00,  145.99,   99.83,    0.00,    0.00,  155.09,  106.49,    0.00,    0.00,  139.91,   95.74,    0.00,    0.00, 1097.78,  646.16,    0.00,    0.00,    1.01,    1.00,    0.00,    0.00, 1743.94,  140.17,   77.67,    0.00,    0.00,  150.09,   80.91,    0.00,    0.00,  141.16,   77.74,    0.00,    0.00,   96.72,   70.83,    0.00,    0.00,   88.17,   66.59,    0.00,    0.00,   90.64,   67.31,    0.00,    0.00,  706.95,  441.05,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 1147.99,   1804.73,   1087.21,      0.00,      0.00,   1804.73,   1087.21,   2891.94
2025-12-17,11:07:18.557,  227.71,  132.74,    0.00,    0.00,  234.93,  138.34,    0.00,    0.00,  225.14,  130.80,    0.00,    0.00,  157.17,  115.82,    0.00,    0.00,  167.68,  123.92,    0.00,    0.00,  145.37,  106.95,    0.00,    0.00, 1157.99,  748.56,    0.00,    0.00,    1.01,    1.01,    0.00,    0.00, 1906.55,  174.98,   81.58,    0.00,    0.00,  185.83,   84.89,    0.00,    0.00,  174.69,   81.17,    0.00,    0.00,  119.51,   73.96,    0.00,    0.00,  106.41,   66.85,    0.00,    0.00,  110.35,   68.16,    0.00,    0.00,  871.77,  456.60,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 1328.36,   2029.76,   1205.16,      0.00,      0.00,   2029.76,   1205.16,   3234.92
2025-12-17,11:07:19.557,  239.50,  133.90,    0.00,    0.00,  248.70,  140.57,    0.00,    0.00,  239.22,  133.80,    0.00,    0.00,  166.64,  117.65,    0.00,    0.00,  177.40,  125.76,    0.00,    0.00,  153.86,  108.29,    0.00,    0.00, 1225.34,  759.96,    0.00,    0.00,    1.01,    1.01,    0.00,    0.00, 1985.30,  174.69,   84.49,    0.00,    0.00,  185.71,   87.44,    0.00,    0.00,  172.68,   82.00,    0.00,    0.00,  122.75,   76.84,    0.00,    0.00,  108.68,   69.06,    0.00,    0.00,  113.07,   70.76,    0.00,    0.00,  877.58,  470.58,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 1348.16,   2102.92,   1230.54,      0.00,      0.00,   2102.92,   1230.54,   3333.46
2025-12-17,11:07:20.558,  248.18,  138.91,    0.00,    0.00,  257.73,  145.97,    0.00,    0.00,  248.04,  138.27,    0.00,    0.00,  176.20,  123.27,    0.00,    0.00,  186.13,  130.45,    0.00,    0.00,  162.78,  112.88,    0.00,    0.00, 1279.06,  789.75,    0.00,    0.00,    1.01,    1.01,    0.00,    0.00, 2068.81,  188.17,   88.63,    0.00,    0.00,  200.17,   91.89,    0.00,    0.00,  188.37,   87.79,    0.00,    0.00,  138.62,   82.82,    0.00,    0.00,  121.37,   73.18,    0.00,    0.00,  125.48,   74.33,    0.00,    0.00,  962.19,  498.66,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 1460.85,   2241.25,   1288.41,      0.00,      0.00,   2241.25,   1288.41,   3529.66
2025-12-17,11:07:21.557,  261.85,  144.43,    0.00,    0.00,  271.33,  150.99,    0.00,    0.00,  259.19,  142.03,    0.00,    0.00,  188.85,  127.92,    0.00,    0.00,  197.80,  134.54,    0.00,    0.00,  176.20,  118.03,    0.00,    0.00, 1355.23,  817.95,    0.00,    0.00,    1.01,    1.01,    0.00,    0.00, 2173.17,  204.20,   93.88,    0.00,    0.00,  217.63,   97.53,    0.00,    0.00,  205.32,   93.94,    0.00,    0.00,  157.65,   91.10,    0.00,    0.00,  137.84,   78.70,    0.00,    0.00,  141.83,   79.56,    0.00,    0.00, 1064.47,  534.71,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 1599.18,   2419.70,   1352.65,      0.00,      0.00,   2419.70,   1352.65,   3772.35
2025-12-17,11:07:22.557,  276.24,  152.99,    0.00,    0.00,  282.04,  157.66,    0.00,    0.00,  273.13,  150.68,    0.00,    0.00,  205.31,  136.10,    0.00,    0.00,  215.29,  143.42,    0.00,    0.00,  192.69,  126.03,    0.00,    0.00, 1444.70,  866.88,    0.00,    0.00,    1.01,    1.01,    0.00,    0.00, 2311.58,  225.96,  101.92,    0.00,    0.00,  237.25,  103.80,    0.00,    0.00,  226.34,  101.35,    0.00,    0.00,  185.46,  102.92,    0.00,    0.00,  159.10,   86.11,    0.00,    0.00,  162.58,   86.43,    0.00,    0.00, 1196.69,  582.54,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 1779.23,   2641.39,   1449.41,      0.00,      0.00,   2641.39,   1449.41,   4090.81
2025-12-17,11:07:23.557,  308.62,  165.14,    0.00,    0.00,  317.88,  172.44,    0.00,    0.00,  307.50,  164.22,    0.00,    0.00,  239.68,  149.75,    0.00,    0.00,  247.91,  156.03,    0.00,    0.00,  225.73,  138.74,    0.00,    0.00, 1647.34,  946.31,    0.00,    0.00,    1.01,    1.00,    0.00,    0.00, 2593.65,  263.88,  115.09,    0.00,    0.00,  277.79,  118.79,    0.00,    0.00,  265.79,  115.62,    0.00,    0.00,  235.92,  126.49,    0.00,    0.00,  195.89,   99.04,    0.00,    0.00,  200.21,   99.21,    0.00,    0.00, 1439.48,  674.24,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 2113.71,   3086.81,   1620.55,      0.00,      0.00,   3086.81,   1620.55,   4707.36
2025-12-17,11:07:24.557,  376.30,  188.87,    0.00,    0.00,  383.71,  194.97,    0.00,    0.00,  376.86,  188.94,    0.00,    0.00,  305.16,  172.21,    0.00,    0.00,  313.95,  178.99,    0.00,    0.00,  291.55,  161.77,    0.00,    0.00, 2047.53, 1085.75,    0.00,    0.00,    1.01,    1.00,    0.00,    0.00, 3133.28,  323.92,  141.62,    0.00,    0.00,  338.05,  145.86,    0.00,    0.00,  324.57,  141.35,    0.00,    0.00,  319.60,  170.30,    0.00,    0.00,  259.07,  124.60,    0.00,    0.00,  263.04,  125.19,    0.00,    0.00, 1828.25,  848.91,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 2677.15,   3875.78,   1934.65,      0.00,      0.00,   3875.78,   1934.65,   5810.43
