,,,SKT0C0,SKT0C0,SKT0C0,SKT0C0,SKT0C1,SKT0C1,SKT0C1,SKT0C1,SKT0C2,SKT0C2,SKT0C2,SKT0C2,SKT0C3,SKT0C3,SKT0C3,SKT0C3,SKT0C4,SKT0C4,SKT0C4,SKT0C4,SKT0C5,SKT0C5,SKT0C5,SKT0C5,SKT0C6,SKT0C6,SKT0C6,SKT0C6,SKT0C7,SKT0C7,SKT0C7,SKT0C7,SKT0C8,SKT0C8,SKT0C8,SKT0C8,SKT0C9,SKT0C9,SKT0C9,SKT0C9,SKT0C10,SKT0C10,SKT0C10,SKT0C10,SKT0C11,SKT0C11,SKT0C11,SKT0C11,SKT0C12,SKT0C12,SKT0C12,SKT0C12,SKT0C13,SKT0C13,SKT0C13,SKT0C13,SKT0C14,SKT0C14,SKT0C14,SKT0C14,SKT0C15,SKT0C15,SKT0C15,SKT0C15,SKT1C0,SKT1C0,SKT1C0,SKT1C0,SKT1C1,SKT1C1,SKT1C1,SKT1C1,SKT1C2,SKT1C2,SKT1C2,SKT1C2,SKT1C3,SKT1C3,SKT1C3,SKT1C3,SKT1C4,SKT1C4,SKT1C4,SKT1C4,SKT1C5,SKT1C5,SKT1C5,SKT1C5,SKT1C6,SKT1C6,SKT1C6,SKT1C6,SKT1C7,SKT1C7,SKT1C7,SKT1C7,SKT1C8,SKT1C8,SKT1C8,SKT1C8,SKT1C9,SKT1C9,SKT1C9,SKT1C9,SKT1C10,SKT1C10,SKT1C10,SKT1C10,SKT1C11,SKT1C11,SKT1C11,SKT1C11,SKT1C12,SKT1C12,SKT1C12,SKT1C12,SKT1C13,SKT1C13,SKT1C13,SKT1C13,SKT1C14,SKT1C14,SKT1C14,SKT1C14,SKT1C15,SKT1C15,SKT1C15,SKT1C15,
2026-08-13,12:10:17.206,998,17030879165,16807177,47663789,16910701,16872319846,16807741,47664911,16911999,17292371417,16808110,47663184,16912299,17459009119,16807853,47663071,16911280,16891640850,16812146,47674668,16923995,16591585019,16807694,47672943,16921497,17191852091,16808579,47671716,16920236,17492335750,16806453,47670218,16918466,17116166530,16807119,47676195,16923681,16817461154,16804229,47671365,16918609,17052718618,16809432,47670888,16919303,17491276109,16807198,47672177,16920425,17459373177,16801314,47660390,16910380,17277123197,16805413,47660321,16908949,17645764025,16802279,47661145,16909946,18013462492,16804352,47662948,16910146,23814671078,30827015,200465,190902,23685103493,30823182,198493,188186,24268286882,30822177,195142,185720,24138786766,30827543,198319,188458,23754937720,30824882,196397,183782,23677797620,30823046,196020,185665,24311624188,30822886,190789,179737,24561464105,30823819,187488,178888,24099511916,30821351,189404,179042,24045769855,30821520,189888,178967,24167943575,30824318,189519,179152,24648202843,30821442,191063,180399,24543275635,30822739,193814,186730,24298841375,30820219,189837,182095,24634105946,30822854,189999,181754,25122006858,30821686,189176,180324,
2026-08-13,12:10:18.207,998,16638250334,17132827,48001446,17238579,16497277342,17134074,48002166,17239721,16920467040,17134769,48000928,17240399,17075626651,17133966,48001447,17239978,16562870101,17137486,48012111,17251964,16300508826,17133203,48010809,17249333,16874542775,17134425,48008714,17247628,17164190171,17132068,48007741,17246335,16688641454,17133087,48014601,17252266,16423697840,17130107,48008988,17247032,16649273391,17134503,48008417,17246938,17078265011,17133302,48010639,17248907,17091764742,17127190,47997227,17237647,16932050948,17130404,47997182,17235873,17291443681,17128525,47999038,17238043,17655681499,17130247,48000389,17237739,23767804356,30837418,201760,191077,23636592039,30832679,200065,187922,24231318432,30832251,197819,186601,24095476095,30837592,198895,188226,23794413960,30834568,195239,182025,23688661633,30833326,196000,184398,24343179795,30833081,193138,180239,24593046591,30833380,186856,177198,24096601578,30831452,190247,178599,24022884043,30831123,191922,179501,24145763042,30834201,190270,178702,24640077229,30832439,193694,181468,24504549558,30832609,195358,186582,24242199914,30831293,192444,183922,24589193629,30831883,190308,180745,25084224657,30831437,191132,180796,
2026-08-13,12:10:19.208,998,14787654924,16222309,47083535,16327071,14718831040,16230102,47091591,16334732,15111570009,16232661,47092072,16337436,15234410663,16233916,47093459,16338046,14979454008,16235679,47103585,16349186,14829252951,16234959,47105387,16350062,15315290984,16240616,47108314,16353170,15553857136,16241574,47109605,16354530,14879919905,16230724,47105094,16348493,14701715822,16230299,47102094,16346053,14911308589,16238557,47104903,16349630,15284156894,16239295,47109936,16354396,15333566817,16223550,47086692,16333303,15227188549,16233150,47093021,16337626,15567878871,16231883,47095691,16340416,15866386702,16238121,47101577,16344801,23667509198,30829934,203669,193897,23528642425,30826882,203048,192256,24143223240,30825655,200929,190446,23989525698,30830844,202683,192261,23850819406,30827642,197981,185913,23691770067,30826557,199286,188777,24398281016,30825774,195239,183774,24652311094,30826009,189936,181037,24081697249,30823674,191671,181071,23965577510,30823479,192741,181817,24103794778,30826451,192768,181922,24619149923,30824902,194747,183958,24431036800,30824973,197074,189534,24132169191,30824282,195062,187267,24510908454,30825576,193155,184733,25002084934,30823886,192115,182977,
2026-08-13,12:10:20.207,997,12505663310,12920965,43732495,13026783,12473237236,12922070,43733675,13027588,12855125577,12925614,43735508,13031191,12926762586,12924910,43735037,13029990,13176451807,12927559,43745847,13042204,13050964469,12922491,43743632,13038722,13535242405,12926664,43744470,13040028,13700971543,12924276,43743011,13038530,12861800241,12923923,43748615,13042573,12709812921,12919636,43741457,13035758,12901429895,12925292,43741430,13036792,13274248652,12925878,43746483,13041372,13167656498,12917431,43731244,13028026,13074991073,12920797,43731479,13026437,13421088705,12919549,43733509,13028647,13651241790,12922553,43735874,13029573,23615449052,30778811,200256,190461,23466537628,30774867,198640,187771,24098464528,30774278,197380,186558,23922042079,30778372,197160,186329,23803716532,30775096,192892,181033,23577388532,30774978,195210,184854,24342397550,30773697,191048,179331,24570671178,30773962,184635,175954,24029115030,30772518,188837,177967,23855061751,30771615,188933,177416,24014938571,30774960,189732,178051,24552228385,30772531,190897,179739,24393983555,30774419,194865,186964,24026776633,30772293,190447,182626,24446907030,30774210,189503,180725,24937297553,30772304,188782,179327,
2026-08-13,12:10:21.207,997,12376574841,13009003,43816398,13113633,12350150602,13011299,43819330,13115639,12733888831,13013580,43819556,13118297,12799576936,13012788,43819890,13117759,13084262097,13016325,43830488,13129915,12972805439,13010745,43827678,13125723,13443385681,13015224,43829022,13127335,13606297933,13013417,43827910,13126574,12793292377,13012414,43832732,13129417,12645470471,13008182,43825709,13123170,12835794806,13013374,43825523,13123924,13196027876,13013961,43830416,13128147,13049247818,13006830,43816058,13115847,12964863567,13010395,43816461,13114627,13310448864,13008903,43819269,13117112,13539695813,13011928,43821776,13118206,23591990748,30775118,204404,195114,23438847308,30772126,203468,192612,24080682836,30771008,200818,190886,23890679902,30775279,200859,191171,23799325781,30771918,196980,185478,23570536931,30771899,199620,189388,24338175040,30770770,195956,184162,24567492270,30770389,189090,180602,24014782312,30770043,194516,183673,23839453711,30769655,194901,183779,23995326695,30771498,193174,182395,24536703154,30769198,194890,184043,24364262288,30769766,197942,189763,23995898904,30769146,195151,187386,24415078660,30770971,194150,185570,24907412474,30769783,194303,184964,
2026-08-13,12:10:22.206,997,12333377911,13245520,44049121,13353049,12316936572,13247338,44051801,13355045,12680754007,13249623,44052135,13357468,12748931514,13249144,44052863,13357436,12965791508,13252106,44062970,13369127,12851797919,13246739,44060584,13365638,13319811976,13250223,44061245,13366402,13480355557,13249280,44060499,13365818,12684993168,13248633,44066214,13369845,12549177362,13243780,44058405,13363063,12733128274,13249269,44058558,13363774,13086585950,13250274,44063447,13368006,12956603287,13242613,44048580,13354917,12883200663,13245753,44049147,13353655,13218130300,13244969,44051571,13356204,13440122364,13246998,44053673,13357040,23597877538,30769133,208565,196622,23446026710,30764954,206456,193559,24082416152,30764595,204318,192210,23899073223,30768815,204289,192742,23779184895,30765770,201226,187527,23542995219,30765063,203322,190926,24311700374,30764463,199170,186071,24543712586,30764600,193791,182778,24011671464,30762767,196762,183782,23833987992,30761922,197300,184386,23991322411,30765597,197268,184736,24532973876,30762681,198797,185723,24376246206,30764529,202453,192503,23998765728,30762241,198181,188709,24426861877,30764307,198111,187070,24915320091,30763049,196895,185903,
2026-08-13,12:10:23.207,998,12259626058,13258369,44089383,13363080,12245331959,13259219,44089903,13363145,12617505716,13261940,44090802,13366235,12684450694,13261152,44091362,13365696,12967892347,13264021,44101962,13377471,12863517316,13259187,44099757,13374026,13334455565,13262164,44100333,13375057,13496501484,13261732,44100141,13375026,12673568037,13261425,44105128,13378406,12533189959,13256670,44097764,13371884,12722348509,13262041,44098634,13372836,13078564412,13262419,44102225,13376202,12915287139,13254593,44088007,13363758,12844526548,13257944,44087936,13362172,13182750832,13256964,44090702,13365009,13406017275,13259746,44093208,13366199,23602586806,30797540,205510,195481,23448119997,30793186,203887,192481,24087659027,30793369,201671,191055,23903467618,30798169,202464,192266,23809575016,30794482,198370,186270,23571276646,30793989,200453,189593,24342387636,30792767,195270,184135,24578293787,30793397,190944,182333,24032101908,30792381,195117,183789,23841091660,30790495,194392,182596,23999409436,30794362,193946,183043,24549779722,30791516,196617,185023,24380782825,30794770,200440,192323,23999461510,30791807,196086,188016,24431225604,30793108,194500,185463,24922518802,30791779,193875,184468,
2026-08-13,12:10:24.207,998,12038993388,13478082,44308892,13583828,12021442979,13480108,44310707,13584957,12383144373,13483550,44312439,13588811,12445719628,13482369,44312707,13587935,12866198297,13485871,44323273,13600236,12767393935,13480130,44320783,13596133,13215597513,13484543,44322146,13598261,13376649803,13483804,44321432,13597494,12467000588,13482281,44325853,13600417,12338565244,13477348,44318105,13593390,12523001949,13482884,44318348,13594729,12866920943,13483267,44323066,13598479,12723496894,13475795,44309342,13586294,12648597097,13479051,44309054,13584332,12973136697,13478930,44312669,13588027,13194094522,13481319,44314742,13588977,23570526332,30795530,203208,192071,23392423979,30791450,202867,189871,24055056028,30791816,200737,188796,23862485152,30796130,200278,189008,23807726170,30792252,196381,183166,23543233198,30792229,198920,186786,24341884631,30790632,193605,181273,24572321425,30791577,190045,179544,24006712622,30789766,192768,180226,23801631096,30787963,191940,179336,23957932315,30791415,191984,179935,24526160584,30789536,194607,182409,24342480091,30791837,197294,188351,23944138562,30789246,193367,184236,24388570435,30790818,192663,182602,24878972400,30789520,191650,181667,
2026-08-13,12:10:25.207,997,11997935943,13477181,44271729,13582118,11990998191,13479306,44273648,13583150,12352281073,13481794,44274483,13586276,12411397193,13482193,44275633,13586686,12763298822,13484447,44285793,13598112,12677498635,13479244,44283485,13594337,13116258475,13482730,44284111,13595686,13278337463,13482183,44284034,13595592,12413783439,13480569,44287971,13598127,12291539243,13476327,44281269,13591769,12476301044,13482691,44281757,13593428,12811068944,13483222,44286301,13597171,12672781736,13475259,44272586,13584799,12607853967,13478598,44271812,13582725,12931321068,13478596,44275929,13586687,13146021924,13480833,44277662,13587309,23548115244,30759912,203924,194241,23382811114,30755964,203177,191716,24035794296,30757018,202990,192688,23852689533,30760013,201016,190795,23780751212,30756843,198522,186504,23527605553,30756118,199930,189023,24312275396,30756232,196589,185633,24544381862,30755978,190703,182119,23981748948,30753861,192733,182121,23787240687,30753192,193509,182139,23944865893,30756646,194087,183103,24498236758,30753785,195858,184441,24330117247,30755168,197600,189929,23943330885,30753862,195912,187509,24378574942,30755501,194581,185589,24867821103,30753886,193371,184275,
2026-08-13,12:10:26.206,997,11947672392,13656583,44443493,13763451,11932673646,13657937,44445525,13764497,12274646850,13661794,44447010,13768333,12350842518,13661330,44448183,13768255,12760040535,13663352,44457491,13779349,12671462770,13658840,44456199,13776557,13100623508,13662589,44457346,13777974,13264847561,13662186,44456936,13777918,12364064965,13659681,44460290,13779863,12236090986,13655432,44452957,13773349,12421860881,13662173,44454489,13775560,12749338992,13662899,44459427,13779598,12610415515,13654447,44444562,13766306,12542775407,13658259,44445041,13765287,12864923587,13658124,44448875,13768626,13080329783,13660584,44450296,13769231,23526269540,30749249,202561,192230,23352035441,30744747,200864,189222,24013953867,30745467,199790,189141,23822984063,30750308,199436,189191,23762697419,30746773,196380,184190,23496285002,30746329,198320,187128,24296763111,30745374,193619,182211,24526834462,30745090,188347,179350,23969040436,30743628,191493,180270,23758461666,30742325,191569,179980,23921706857,30745495,191377,180050,24486367055,30744244,195087,183253,24301317187,30745025,195924,187749,23905399039,30742892,192939,184608,24347123660,30745014,192053,182618,24841747121,30743210,191520,181723,
2026-08-13,12:10:27.206,997,11688362497,14050622,44839363,14155725,11696207110,14052893,44842174,14157695,12033482699,14057626,44844533,14162076,12095481009,14056850,44845293,14162077,12486443138,14059134,44854017,14172673,12423043773,14054025,44852628,14169571,12833744056,14059340,44854925,14172434,12985507508,14058889,44855069,14172590,12121369595,14055868,44857207,14173326,12017978893,14050779,44849806,14166668,12197210687,14056766,44850875,14168648,12517816632,14059055,44857388,14174183,12342803596,14047705,44839958,14157989,12299603351,14053170,44841447,14158149,12605428513,14053697,44846252,14162692,12810545938,14057098,44848668,14164037,23509171419,30754399,208558,197749,23328497161,30750773,207834,195621,23995855260,30750620,206212,194523,23808944084,30754982,205424,194775,23763324298,30751856,203854,190396,23483076355,30751411,205698,193716,24297020954,30749941,200090,187665,24530503899,30750550,194997,185187,23956964651,30749077,199301,186797,23738377578,30747904,198989,186742,23896142052,30750704,197980,186393,24470885290,30748550,200161,188390,24288576504,30750237,202385,193816,23878928360,30748562,199783,190500,24332202778,30751043,199599,190069,24823458360,30749253,198645,188375,
2026-08-13,12:10:28.206,998,11632831919,14339600,45154956,14445995,11633766592,14341611,45157745,14447490,11958195358,14347092,45161750,14453549,12032392417,14348346,45163672,14454988,12507674139,14349772,45172448,14465146,12444237564,14342778,45169257,14460159,12844777236,14352000,45174960,14466511,13004482732,14351878,45175042,14466792,12103865209,14347558,45177070,14467127,11998693447,14341965,45168236,14459393,12177779805,14349096,45170321,14462117,12484127256,14352124,45177759,14468408,12294877053,14340252,45158614,14451564,12244224304,14345976,45161437,14452489,12546326480,14346326,45165640,14456410,12755696721,14349371,45168220,14457837,23503388671,30777525,204081,193222,23322593602,30774861,205096,192626,23992234174,30773799,201260,189926,23797283012,30778818,201976,191002,23780302741,30775198,198331,185341,23489770325,30774001,198897,187208,24313381300,30773982,196361,183976,24546346451,30774746,191665,181835,23973637479,30773128,194654,182767,23739827380,30770775,193535,181519,23911710059,30774023,193190,181659,24487807902,30772170,195789,183493,24287475339,30773437,198387,189463,23866573753,30771557,194384,185614,24327759090,30773453,194294,184393,24816583439,30772646,193931,183751,
2026-08-13,12:10:29.207,998,9838960879,13068060,39632391,13193870,9836958438,13071567,39636769,13196723,10105205617,13078848,39642713,13204993,10184602609,13081571,39645410,13207124,10413813755,13078900,39649642,13212313,10373346342,13071539,39645353,13206983,10690633846,13085071,39654379,13217163,10823848437,13085977,39656063,13218924,10180900324,13070600,39645805,13206823,10104903906,13067053,39639824,13202256,10255836407,13074923,39643054,13205847,10499215546,13081298,39652816,13214841,10333397777,13062785,39629027,13192665,10306392076,13069424,39632465,13194867,10545221657,13073443,39639375,13202161,10701751644,13077849,39643690,13205349,20182859647,26489186,180363,170944,20006876378,26486238,180039,169232,20602778371,26484875,176924,167337,20435604691,26489223,177536,168353,20394153682,26486246,175357,163616,20130248836,26485407,176753,166526,20850956943,26484842,174577,163270,21057056758,26485015,168702,160017,20572800177,26483772,171121,160642,20353943801,26481470,170780,160298,20498170815,26484508,170796,160525,21017693633,26482925,174001,162888,20849000101,26483947,174755,167082,20469247422,26482470,172114,164422,20884500074,26483698,171449,163050,21305179267,26482471,170754,162224,
2026-08-13,12:10:30.207,997,26879337,126966,260168,253316,25320471,126420,260131,253117,27207057,126738,260901,253452,27385944,127146,261912,254397,26624230,126291,261253,253578,26649386,126299,260743,253536,27051755,126239,258454,252153,27000805,126095,258045,251961,26928721,126512,258907,252434,26818325,126630,259291,252725,25571382,126569,259378,252816,27270258,126407,258401,252236,27278700,127250,261338,253997,26017738,127060,261191,253921,27454301,126380,257885,251863,27463097,126425,258240,252197,2955738,10277,17543,12455,2851956,10156,17721,12605,3195452,10602,17582,12444,3249340,10719,17342,12344,2846552,9988,17345,12242,2606584,9467,17589,12416,2734301,9507,17310,12312,2771726,9566,17542,12433,2929736,10075,17785,12594,2921148,10337,17647,12540,2973696,9944,17558,12411,2831280,9601,17577,12400,3415914,10869,17755,12428,3432426,10826,17582,12441,2702382,9453,17673,12434,2703377,9327,17443,12331,
2026-08-13,12:10:31.207,997,1394934,4108,17684,8258,1271761,3634,17738,8111,1395765,3871,18208,8440,1545158,3999,18896,8875,1211124,3370,19365,8792,1111137,3154,18078,8148,1157987,3228,15422,6928,1250499,3381,15395,6956,1155826,3322,16390,7284,1188935,3459,16473,7334,1220418,3423,16357,7360,1178851,3252,15495,6864,1489784,3956,18304,8553,1515061,3951,18026,8496,1201602,3303,15162,6706,1199955,3192,15089,6625,3647616,11813,16721,14179,3620591,11924,16832,14235,3735972,12011,16619,14112,3822780,12164,16321,13981,3515794,11568,16637,14173,3080990,10761,16850,14305,3269536,10808,16486,14036,3264534,10826,16805,14239,3508644,11373,16928,14289,3521206,11560,16761,14176,3569706,11304,16565,14044,3285501,10843,16671,14170,3960455,12004,16721,14161,3898761,11967,16648,14121,3203505,10838,16926,14295,3348179,10703,16507,14032,
2026-08-13,12:10:32.208,998,1367919,3670,12162,6791,1211748,3127,12102,6697,1410337,3567,13171,7310,1523928,3723,13682,7670,1132351,2887,14110,7564,1039056,2716,12751,6910,1092867,2774,9842,5485,1158497,2845,9756,5431,1128910,2915,10626,5811,1050476,2953,10686,5803,1129185,2939,10676,5916,1066473,2749,9545,5293,1379920,3479,12496,7076,1453132,3545,12565,7129,1160932,2807,9300,5098,1159169,2770,9304,5133,2137237,6075,8237,6122,2040775,5968,8331,6229,2319135,6401,8251,6180,2391300,6469,7932,5975,1905815,5656,7942,5927,1591851,4910,7971,5898,1721379,4958,8177,6126,1687157,4995,8257,6193,1973366,5667,8450,6233,2061098,5841,8385,6240,2102880,5550,8143,6095,1752797,5095,8236,6184,2408267,6217,8125,6032,2443841,6311,8449,6272,1645738,4898,8364,6211,1689112,4748,8026,5946,
