,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System,System,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),DRAMRead,DRAMWrite,PMMREAD,PMMWrite,Read,Write,Memory
2026-08-19,13:14:11.313,  639.00,  935.89,    0.00,    0.00,  639.36,  936.35,    0.00,    0.00,  639.46,  936.69,    0.00,    0.00,  638.37,  938.35,    0.00,    0.00,  638.07,  937.85,    0.00,    0.00,  637.70,  937.55,    0.00,    0.00, 3831.96, 5622.68,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 9454.64,   28.61,   47.32,    0.00,    0.00,   28.82,   47.36,    0.00,    0.00,   28.59,   47.39,    0.00,    0.00,   26.10,   47.16,    0.00,    0.00,   25.90,   47.19,    0.00,    0.00,   26.20,   47.19,    0.00,    0.00,  164.22,  283.62,    0.00,    0.00,    0.99,    0.99,    0.00,    0.00,  447.85,   3996.19,   5906.30,      0.00,      0.00,   3996.19,   5906.30,   9902.48
2026-08-19,13:14:11.970,   39.35,    5.11,    0.00,    0.00,   39.42,    5.09,    0.00,    0.00,   39.23,    5.10,    0.00,    0.00,   38.97,    4.92,    0.00,    0.00,   38.91,    4.92,    0.00,    0.00,   39.09,    4.91,    0.00,    0.00,  234.98,   30.05,    0.00,    0.00,    0.99,    0.99,    0.00,    0.00,  265.03,   42.41,    2.91,    0.00,    0.00,   42.72,    2.84,    0.00,    0.00,   42.19,    2.86,    0.00,    0.00,   42.03,    2.73,    0.00,    0.00,   42.08,    2.77,    0.00,    0.00,   42.29,    2.74,    0.00,    0.00,  253.72,   16.85,    0.00,    0.00,    0.99,    0.99,    0.00,    0.00,  270.56,    488.69,     46.90,      0.00,      0.00,    488.69,     46.90,    535.59
2026-08-19,13:14:12.969,   35.66,   18.37,    0.00,    0.00,   35.70,   18.42,    0.00,    0.00,   35.55,   18.41,    0.00,    0.00,   35.20,   17.69,    0.00,    0.00,   35.22,   17.80,    0.00,    0.00,   35.38,   17.76,    0.00,    0.00,  212.71,  108.45,    0.00,    0.00,    0.99,    0.99,    0.00,    0.00,  321.16,  105.69,   19.44,    0.00,    0.00,   98.46,   19.35,    0.00,    0.00,  112.14,   19.50,    0.00,    0.00,   78.12,   18.54,    0.00,    0.00,   86.94,   18.70,    0.00,    0.00,   83.86,   18.63,    0.00,    0.00,  565.22,  114.16,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  679.37,    777.93,    222.60,      0.00,      0.00,    777.93,    222.60,   1000.53
2026-08-19,13:14:13.970,   51.27,   34.21,    0.00,    0.00,   51.47,   34.21,    0.00,    0.00,   50.97,   34.15,    0.00,    0.00,   50.66,   33.81,    0.00,    0.00,   50.53,   34.10,    0.00,    0.00,   50.85,   34.06,    0.00,    0.00,  305.74,  204.54,    0.00,    0.00,    0.99,    0.99,    0.00,    0.00,  510.28,  293.64,   38.08,    0.00,    0.00,  255.17,   38.14,    0.00,    0.00,  311.35,   38.56,    0.00,    0.00,  193.12,   36.75,    0.00,    0.00,  220.74,   37.03,    0.00,    0.00,  215.57,   36.99,    0.00,    0.00, 1489.58,  225.55,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 1715.13,   1795.33,    430.09,      0.00,      0.00,   1795.33,    430.09,   2225.41
2026-08-19,13:14:14.970,  135.51,   40.63,    0.00,    0.00,  135.78,   40.64,    0.00,    0.00,  135.58,   40.51,    0.00,    0.00,  133.98,   39.72,    0.00,    0.00,  133.92,   40.32,    0.00,    0.00,  134.34,   40.21,    0.00,    0.00,  809.11,  242.03,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 1051.14,  377.83,   44.11,    0.00,    0.00,  343.23,   44.19,    0.00,    0.00,  400.18,   44.80,    0.00,    0.00,  277.31,   41.56,    0.00,    0.00,  307.19,   41.83,    0.00,    0.00,  302.41,   41.76,    0.00,    0.00, 2008.15,  258.25,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 2266.40,   2817.27,    500.28,      0.00,      0.00,   2817.27,    500.28,   3317.55
2026-08-19,13:14:15.969, 6732.85, 1889.87,    0.00,    0.00, 6734.05, 1888.16,    0.00,    0.00, 6735.83, 1890.42,    0.00,    0.00, 6686.74, 1878.89,    0.00,    0.00, 6683.70, 1879.77,    0.00,    0.00, 6687.07, 1879.97,    0.00,    0.00,40260.24,11307.09,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,51567.32, 6817.99, 1877.40,    0.00,    0.00, 6809.24, 1878.64,    0.00,    0.00, 6819.46, 1876.99,    0.00,    0.00, 6753.90, 1869.73,    0.00,    0.00, 6758.50, 1868.87,    0.00,    0.00, 6755.18, 1868.91,    0.00,    0.00,40714.27,11240.53,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,51954.80,  80974.52,  22547.62,      0.00,      0.00,  80974.52,  22547.62, 103522.13
2026-08-19,13:14:16.969, 8957.99,  973.04,    0.00,    0.00, 8956.44,  970.04,    0.00,    0.00, 8958.78,  972.86,    0.00,    0.00, 8899.26,  967.27,    0.00,    0.00, 8896.49,  969.45,    0.00,    0.00, 8899.58,  969.40,    0.00,    0.00,53568.54, 5822.06,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,59390.59, 8959.95,  966.83,    0.00,    0.00, 8958.66,  969.40,    0.00,    0.00, 8962.92,  967.46,    0.00,    0.00, 8912.77,  971.60,    0.00,    0.00, 8904.50,  965.93,    0.00,    0.00, 8907.07,  968.33,    0.00,    0.00,53605.88, 5809.55,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,59415.43, 107174.41,  11631.61,      0.00,      0.00, 107174.41,  11631.61, 118806.02
2026-08-19,13:14:17.969, 8695.10,  406.64,    0.00,    0.00, 8694.07,  404.61,    0.00,    0.00, 8695.66,  406.95,    0.00,    0.00, 8635.67,  401.23,    0.00,    0.00, 8632.15,  401.77,    0.00,    0.00, 8637.80,  400.61,    0.00,    0.00,51990.44, 2421.82,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,54412.25, 8713.01,  417.33,    0.00,    0.00, 8709.24,  416.13,    0.00,    0.00, 8714.16,  416.58,    0.00,    0.00, 8666.76,  419.35,    0.00,    0.00, 8658.89,  414.70,    0.00,    0.00, 8659.28,  413.54,    0.00,    0.00,52121.35, 2497.63,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,54618.98, 104111.79,   4919.45,      0.00,      0.00, 104111.79,   4919.45, 109031.23
2026-08-19,13:14:18.970, 8603.44,  290.81,    0.00,    0.00, 8602.34,  289.83,    0.00,    0.00, 8604.33,  291.89,    0.00,    0.00, 8549.05,  284.76,    0.00,    0.00, 8545.12,  283.84,    0.00,    0.00, 8550.59,  283.65,    0.00,    0.00,51454.88, 1724.79,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,53179.66, 8617.59,  297.48,    0.00,    0.00, 8613.53,  295.61,    0.00,    0.00, 8618.37,  297.58,    0.00,    0.00, 8570.57,  298.17,    0.00,    0.00, 8563.29,  293.39,    0.00,    0.00, 8563.13,  292.32,    0.00,    0.00,51546.49, 1774.54,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,53321.03, 103001.37,   3499.33,      0.00,      0.00, 103001.37,   3499.33, 106500.70
