,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System,System,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Ch6Read,Ch6Write,Ch6PMM_Read,Ch6PMM_Write,Ch7Read,Ch7Write,Ch7PMM_Read,Ch7PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),Memory (MB/s),Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Ch6Read,Ch6Write,Ch6PMM_Read,Ch6PMM_Write,Ch7Read,Ch7Write,Ch7PMM_Read,Ch7PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),Memory (MB/s),DRAMRead,DRAMWrite,PMMREAD,PMMWrite,Read,Write,Memory
2026-03-16,02:05:32.215,14010.36, 4598.06,    0.00,    0.00,14007.04, 4593.87,    0.00,    0.00,14000.39, 4596.28,    0.00,    0.00,,,,,13482.21, 4445.34,    0.00,    0.00,13490.60, 4452.90,    0.00,    0.00,13485.27, 4448.66,    0.00,    0.00,,,,,82475.88,27135.11,    0.00,    0.00,109610.98,  986.86,  373.26,    0.00,    0.00,  982.98,  372.29,    0.00,    0.00,  986.07,  373.39,    0.00,    0.00,,,,,  946.98,  363.32,    0.00,    0.00,  951.10,  366.81,    0.00,    0.00,  950.27,  365.91,    0.00,    0.00,,,,, 5804.25, 2214.98,    0.00,    0.00, 8019.23,  88280.12,  29350.09,      0.00,      0.00,  88280.12,  29350.09, 117630.22
2026-03-16,02:05:33.213,14020.61, 4578.88,    0.00,    0.00,14021.60, 4579.08,    0.00,    0.00,14009.27, 4574.20,    0.00,    0.00,,,,,13495.50, 4429.48,    0.00,    0.00,13499.57, 4431.80,    0.00,    0.00,13495.76, 4430.16,    0.00,    0.00,,,,,82542.32,27023.60,    0.00,    0.00,109565.92,  989.73,  371.52,    0.00,    0.00,  985.55,  371.34,    0.00,    0.00,  988.93,  372.08,    0.00,    0.00,,,,,  949.19,  362.30,    0.00,    0.00,  953.90,  365.90,    0.00,    0.00,  952.88,  364.02,    0.00,    0.00,,,,, 5820.17, 2207.16,    0.00,    0.00, 8027.34,  88362.49,  29230.76,      0.00,      0.00,  88362.49,  29230.76, 117593.26
2026-03-16,02:05:34.216,14010.48, 4604.13,    0.00,    0.00,14010.74, 4603.39,    0.00,    0.00,14000.22, 4600.57,    0.00,    0.00,,,,,13484.92, 4453.18,    0.00,    0.00,13490.51, 4457.82,    0.00,    0.00,13485.89, 4455.27,    0.00,    0.00,,,,,82482.77,27174.35,    0.00,    0.00,109657.12,  989.86,  373.62,    0.00,    0.00,  985.35,  372.65,    0.00,    0.00,  988.98,  373.47,    0.00,    0.00,,,,,  949.15,  363.43,    0.00,    0.00,  953.95,  366.96,    0.00,    0.00,  953.37,  366.03,    0.00,    0.00,,,,, 5820.67, 2216.16,    0.00,    0.00, 8036.83,  88303.43,  29390.51,      0.00,      0.00,  88303.43,  29390.51, 117693.94
2026-03-16,02:05:35.216,14008.29, 4601.76,    0.00,    0.00,14004.92, 4598.53,    0.00,    0.00,13995.24, 4597.16,    0.00,    0.00,,,,,13479.63, 4448.57,    0.00,    0.00,13486.02, 4454.29,    0.00,    0.00,13483.52, 4452.73,    0.00,    0.00,,,,,82457.61,27153.04,    0.00,    0.00,109610.65,  985.54,  372.66,    0.00,    0.00,  980.79,  371.97,    0.00,    0.00,  984.58,  373.78,    0.00,    0.00,,,,,  944.60,  363.08,    0.00,    0.00,  949.48,  366.90,    0.00,    0.00,  949.17,  364.95,    0.00,    0.00,,,,, 5794.17, 2213.33,    0.00,    0.00, 8007.49,  88251.77,  29366.36,      0.00,      0.00,  88251.77,  29366.36, 117618.14
2026-03-16,02:05:36.220,14239.29, 4390.84,    0.00,    0.00,14238.56, 4387.81,    0.00,    0.00,14229.80, 4388.34,    0.00,    0.00,,,,,13709.55, 4243.41,    0.00,    0.00,13715.12, 4250.50,    0.00,    0.00,13710.32, 4247.01,    0.00,    0.00,,,,,83842.65,25907.91,    0.00,    0.00,109750.56, 1003.78,  356.45,    0.00,    0.00,  999.47,  355.96,    0.00,    0.00, 1002.98,  356.70,    0.00,    0.00,,,,,  962.68,  347.66,    0.00,    0.00,  967.31,  351.24,    0.00,    0.00,  966.55,  349.02,    0.00,    0.00,,,,, 5902.76, 2117.03,    0.00,    0.00, 8019.80,  89745.41,  28024.95,      0.00,      0.00,  89745.41,  28024.95, 117770.36
2026-03-16,02:05:37.220,14259.60, 4369.01,    0.00,    0.00,14259.54, 4366.36,    0.00,    0.00,14249.96, 4365.62,    0.00,    0.00,,,,,13729.10, 4222.45,    0.00,    0.00,13735.40, 4227.97,    0.00,    0.00,13730.49, 4224.63,    0.00,    0.00,,,,,83964.09,25776.04,    0.00,    0.00,109740.12,  999.29,  355.86,    0.00,    0.00,  995.39,  354.66,    0.00,    0.00,  998.20,  354.82,    0.00,    0.00,,,,,  958.94,  346.52,    0.00,    0.00,  962.84,  349.12,    0.00,    0.00,  962.64,  348.29,    0.00,    0.00,,,,, 5877.30, 2109.28,    0.00,    0.00, 7986.57,  89841.38,  27885.31,      0.00,      0.00,  89841.38,  27885.31, 117726.70
2026-03-16,02:05:38.220,14138.35, 4472.16,    0.00,    0.00,14137.74, 4471.28,    0.00,    0.00,14129.75, 4471.59,    0.00,    0.00,,,,,13611.24, 4325.73,    0.00,    0.00,13617.76, 4330.68,    0.00,    0.00,13611.53, 4325.24,    0.00,    0.00,,,,,83246.37,26396.66,    0.00,    0.00,109643.03,  995.16,  364.33,    0.00,    0.00,  991.39,  363.06,    0.00,    0.00,  994.54,  364.34,    0.00,    0.00,,,,,  954.65,  354.33,    0.00,    0.00,  959.17,  357.58,    0.00,    0.00,  959.13,  356.83,    0.00,    0.00,,,,, 5854.04, 2160.48,    0.00,    0.00, 8014.52,  89100.41,  28557.14,      0.00,      0.00,  89100.41,  28557.14, 117657.55
2026-03-16,02:05:39.223,14009.96, 4586.51,    0.00,    0.00,14009.71, 4586.34,    0.00,    0.00,14001.48, 4583.42,    0.00,    0.00,,,,,13484.66, 4437.19,    0.00,    0.00,13491.75, 4440.06,    0.00,    0.00,13486.12, 4435.95,    0.00,    0.00,,,,,82483.67,27069.46,    0.00,    0.00,109553.12,  988.50,  372.68,    0.00,    0.00,  984.72,  372.10,    0.00,    0.00,  987.97,  372.61,    0.00,    0.00,,,,,  948.49,  363.39,    0.00,    0.00,  953.42,  366.13,    0.00,    0.00,  952.19,  365.13,    0.00,    0.00,,,,, 5815.30, 2212.03,    0.00,    0.00, 8027.33,  88298.98,  29281.48,      0.00,      0.00,  88298.98,  29281.48, 117580.46
2026-03-16,02:05:40.221,14027.34, 4596.24,    0.00,    0.00,14026.99, 4595.65,    0.00,    0.00,14016.75, 4594.03,    0.00,    0.00,,,,,13501.60, 4446.67,    0.00,    0.00,13506.04, 4451.54,    0.00,    0.00,13502.54, 4446.66,    0.00,    0.00,,,,,82581.26,27130.79,    0.00,    0.00,109712.05,  989.93,  373.58,    0.00,    0.00,  986.07,  372.21,    0.00,    0.00,  989.40,  373.37,    0.00,    0.00,,,,,  949.96,  363.41,    0.00,    0.00,  954.43,  366.70,    0.00,    0.00,  953.62,  366.06,    0.00,    0.00,,,,, 5823.42, 2215.33,    0.00,    0.00, 8038.75,  88404.68,  29346.12,      0.00,      0.00,  88404.68,  29346.12, 117750.80
2026-03-16,02:05:41.221,14013.11, 4588.01,    0.00,    0.00,14009.89, 4582.71,    0.00,    0.00,14000.75, 4585.93,    0.00,    0.00,,,,,13485.12, 4434.46,    0.00,    0.00,13490.45, 4443.19,    0.00,    0.00,13488.85, 4438.76,    0.00,    0.00,,,,,82488.17,27073.06,    0.00,    0.00,109561.23,  988.31,  373.84,    0.00,    0.00,  984.65,  372.98,    0.00,    0.00,  987.91,  374.13,    0.00,    0.00,,,,,  948.69,  364.73,    0.00,    0.00,  952.86,  367.82,    0.00,    0.00,  952.06,  366.53,    0.00,    0.00,,,,, 5814.49, 2220.02,    0.00,    0.00, 8034.51,  88302.66,  29293.09,      0.00,      0.00,  88302.66,  29293.09, 117595.75
2026-03-16,02:05:42.223,14016.57, 4593.13,    0.00,    0.00,14014.78, 4591.50,    0.00,    0.00,14005.93, 4590.02,    0.00,    0.00,,,,,13490.18, 4442.31,    0.00,    0.00,13495.05, 4446.15,    0.00,    0.00,13492.81, 4443.43,    0.00,    0.00,,,,,82515.33,27106.55,    0.00,    0.00,109621.88,  989.71,  373.52,    0.00,    0.00,  985.60,  372.73,    0.00,    0.00,  989.24,  374.67,    0.00,    0.00,,,,,  949.73,  364.15,    0.00,    0.00,  954.36,  368.03,    0.00,    0.00,  953.60,  365.82,    0.00,    0.00,,,,, 5822.24, 2218.92,    0.00,    0.00, 8041.16,  88337.57,  29325.47,      0.00,      0.00,  88337.57,  29325.47, 117663.05
2026-03-16,02:05:43.224,14019.78, 4594.89,    0.00,    0.00,14019.71, 4594.60,    0.00,    0.00,14012.77, 4590.98,    0.00,    0.00,,,,,13494.38, 4444.81,    0.00,    0.00,13501.78, 4448.69,    0.00,    0.00,13495.86, 4444.79,    0.00,    0.00,,,,,82544.28,27118.75,    0.00,    0.00,109663.03,  989.84,  373.33,    0.00,    0.00,  985.82,  372.13,    0.00,    0.00,  989.28,  373.37,    0.00,    0.00,,,,,  949.69,  363.32,    0.00,    0.00,  954.15,  366.42,    0.00,    0.00,  953.52,  365.67,    0.00,    0.00,,,,, 5822.29, 2214.25,    0.00,    0.00, 8036.54,  88366.57,  29333.00,      0.00,      0.00,  88366.57,  29333.00, 117699.57
2026-03-16,02:05:44.222,14008.91, 4591.83,    0.00,    0.00,14008.57, 4586.69,    0.00,    0.00,14000.93, 4590.25,    0.00,    0.00,,,,,13484.04, 4438.04,    0.00,    0.00,13490.35, 4448.43,    0.00,    0.00,13485.04, 4442.47,    0.00,    0.00,,,,,82477.84,27097.71,    0.00,    0.00,109575.55,  986.20,  372.18,    0.00,    0.00,  982.46,  372.25,    0.00,    0.00,  985.36,  372.59,    0.00,    0.00,,,,,  946.29,  363.10,    0.00,    0.00,  950.46,  365.91,    0.00,    0.00,  950.02,  365.09,    0.00,    0.00,,,,, 5800.78, 2211.12,    0.00,    0.00, 8011.90,  88278.62,  29308.82,      0.00,      0.00,  88278.62,  29308.82, 117587.45
2026-03-16,02:05:45.222,14028.31, 4601.47,    0.00,    0.00,14027.99, 4601.12,    0.00,    0.00,14018.22, 4595.32,    0.00,    0.00,,,,,13503.75, 4465.76,    0.00,    0.00,13510.44, 4470.14,    0.00,    0.00,13505.12, 4466.64,    0.00,    0.00,,,,,82593.82,27200.46,    0.00,    0.00,109794.27,  989.68,  374.89,    0.00,    0.00,  986.26,  374.39,    0.00,    0.00,  989.70,  375.16,    0.00,    0.00,,,,,  949.75,  365.53,    0.00,    0.00,  954.04,  368.38,    0.00,    0.00,  952.82,  366.99,    0.00,    0.00,,,,, 5822.25, 2225.33,    0.00,    0.00, 8047.58,  88416.07,  29425.79,      0.00,      0.00,  88416.07,  29425.79, 117841.86
2026-03-16,02:05:46.227,14064.69, 4647.08,    0.00,    0.00,14066.08, 4648.95,    0.00,    0.00,14048.65, 4631.14,    0.00,    0.00,,,,,13544.76, 4550.82,    0.00,    0.00,13551.63, 4554.43,    0.00,    0.00,13546.55, 4552.50,    0.00,    0.00,,,,,82822.35,27584.92,    0.00,    0.00,110407.27,  995.09,  382.29,    0.00,    0.00,  991.85,  381.32,    0.00,    0.00,  994.63,  382.18,    0.00,    0.00,,,,,  954.85,  373.43,    0.00,    0.00,  957.79,  374.59,    0.00,    0.00,  957.67,  373.98,    0.00,    0.00,,,,, 5851.88, 2267.78,    0.00,    0.00, 8119.66,  88674.23,  29852.70,      0.00,      0.00,  88674.23,  29852.70, 118526.92
2026-03-16,02:05:47.224,14064.39, 4653.27,    0.00,    0.00,14064.52, 4653.61,    0.00,    0.00,14048.76, 4636.80,    0.00,    0.00,,,,,13542.86, 4554.57,    0.00,    0.00,13551.04, 4560.84,    0.00,    0.00,13546.52, 4560.02,    0.00,    0.00,,,,,82818.09,27619.12,    0.00,    0.00,110437.22,  992.83,  381.72,    0.00,    0.00,  989.85,  381.85,    0.00,    0.00,  992.37,  382.58,    0.00,    0.00,,,,,  953.01,  373.61,    0.00,    0.00,  955.73,  375.23,    0.00,    0.00,  955.53,  373.66,    0.00,    0.00,,,,, 5839.31, 2268.64,    0.00,    0.00, 8107.95,  88657.40,  29887.76,      0.00,      0.00,  88657.40,  29887.76, 118545.16
2026-03-16,02:05:48.227,14061.14, 4651.78,    0.00,    0.00,14061.78, 4656.34,    0.00,    0.00,14044.14, 4635.42,    0.00,    0.00,,,,,13540.09, 4556.85,    0.00,    0.00,13546.22, 4558.92,    0.00,    0.00,13542.98, 4557.21,    0.00,    0.00,,,,,82796.35,27616.53,    0.00,    0.00,110412.88,  992.81,  382.18,    0.00,    0.00,  990.39,  381.90,    0.00,    0.00,  992.69,  383.28,    0.00,    0.00,,,,,  953.35,  373.72,    0.00,    0.00,  956.00,  375.97,    0.00,    0.00,  955.67,  373.98,    0.00,    0.00,,,,, 5840.92, 2271.02,    0.00,    0.00, 8111.94,  88637.27,  29887.55,      0.00,      0.00,  88637.27,  29887.55, 118524.83
2026-03-16,02:05:49.224,14056.17, 4648.45,    0.00,    0.00,14059.05, 4649.43,    0.00,    0.00,14042.02, 4633.59,    0.00,    0.00,,,,,13538.06, 4552.13,    0.00,    0.00,13544.52, 4556.56,    0.00,    0.00,13538.56, 4553.01,    0.00,    0.00,,,,,82778.38,27593.17,    0.00,    0.00,110371.55,  993.31,  381.82,    0.00,    0.00,  989.82,  380.96,    0.00,    0.00,  992.90,  382.50,    0.00,    0.00,,,,,  952.84,  372.84,    0.00,    0.00,  955.84,  374.87,    0.00,    0.00,  956.11,  373.46,    0.00,    0.00,,,,, 5840.80, 2266.45,    0.00,    0.00, 8107.25,  88619.19,  29859.62,      0.00,      0.00,  88619.19,  29859.62, 118478.80
2026-03-16,02:05:50.227,14050.06, 4640.48,    0.00,    0.00,14050.06, 4642.90,    0.00,    0.00,14032.75, 4626.05,    0.00,    0.00,,,,,13528.48, 4542.34,    0.00,    0.00,13534.70, 4547.32,    0.00,    0.00,13531.04, 4544.92,    0.00,    0.00,,,,,82727.09,27544.01,    0.00,    0.00,110271.09,  992.14,  382.13,    0.00,    0.00,  989.01,  381.32,    0.00,    0.00,  992.05,  382.24,    0.00,    0.00,,,,,  952.02,  373.40,    0.00,    0.00,  955.26,  374.89,    0.00,    0.00,  955.03,  373.89,    0.00,    0.00,,,,, 5835.52, 2267.87,    0.00,    0.00, 8103.39,  88562.60,  29811.88,      0.00,      0.00,  88562.60,  29811.88, 118374.48
2026-03-16,02:05:51.223,14091.44, 4516.62,    0.00,    0.00,14092.89, 4519.66,    0.00,    0.00,14082.46, 4507.56,    0.00,    0.00,,,,,13553.48, 4368.12,    0.00,    0.00,13560.83, 4374.13,    0.00,    0.00,13555.58, 4369.47,    0.00,    0.00,,,,,82936.69,26655.57,    0.00,    0.00,109592.25,  996.32,  369.14,    0.00,    0.00,  992.28,  368.97,    0.00,    0.00,  995.38,  369.70,    0.00,    0.00,,,,,  955.66,  360.43,    0.00,    0.00,  960.55,  363.96,    0.00,    0.00,  959.75,  362.07,    0.00,    0.00,,,,, 5859.94, 2194.26,    0.00,    0.00, 8054.20,  88796.62,  28849.83,      0.00,      0.00,  88796.62,  28849.83, 117646.45
2026-03-16,02:05:52.224,14108.25, 4515.14,    0.00,    0.00,14108.96, 4515.46,    0.00,    0.00,14097.18, 4507.35,    0.00,    0.00,,,,,13568.90, 4365.67,    0.00,    0.00,13575.62, 4373.79,    0.00,    0.00,13572.59, 4368.91,    0.00,    0.00,,,,,83031.52,26646.32,    0.00,    0.00,109677.84,  998.76,  370.73,    0.00,    0.00,  994.97,  370.41,    0.00,    0.00,  996.94,  370.79,    0.00,    0.00,,,,,  958.19,  361.43,    0.00,    0.00,  962.10,  364.77,    0.00,    0.00,  961.91,  363.94,    0.00,    0.00,,,,, 5872.88, 2202.06,    0.00,    0.00, 8074.95,  88904.40,  28848.39,      0.00,      0.00,  88904.40,  28848.39, 117752.79
2026-03-16,02:05:53.227,14032.46, 4572.20,    0.00,    0.00,14034.77, 4574.47,    0.00,    0.00,14022.74, 4565.45,    0.00,    0.00,,,,,13497.96, 4424.87,    0.00,    0.00,13504.22, 4431.97,    0.00,    0.00,13499.18, 4425.84,    0.00,    0.00,,,,,82591.34,26994.80,    0.00,    0.00,109586.14,  988.56,  372.47,    0.00,    0.00,  985.04,  371.75,    0.00,    0.00,  988.02,  372.88,    0.00,    0.00,,,,,  948.29,  363.00,    0.00,    0.00,  952.71,  366.29,    0.00,    0.00,  951.78,  365.14,    0.00,    0.00,,,,, 5814.40, 2211.53,    0.00,    0.00, 8025.93,  88405.74,  29206.34,      0.00,      0.00,  88405.74,  29206.34, 117612.08
2026-03-16,02:05:54.224,14014.47, 4581.71,    0.00,    0.00,14019.31, 4585.44,    0.00,    0.00,14007.78, 4575.75,    0.00,    0.00,,,,,13482.88, 4435.43,    0.00,    0.00,13489.97, 4442.86,    0.00,    0.00,13483.25, 4436.42,    0.00,    0.00,,,,,82497.66,27057.60,    0.00,    0.00,109555.26,  987.34,  372.33,    0.00,    0.00,  983.92,  372.08,    0.00,    0.00,  987.06,  373.44,    0.00,    0.00,,,,,  947.73,  363.47,    0.00,    0.00,  951.85,  367.19,    0.00,    0.00,  950.81,  365.06,    0.00,    0.00,,,,, 5808.70, 2213.56,    0.00,    0.00, 8022.26,  88306.36,  29271.17,      0.00,      0.00,  88306.36,  29271.17, 117577.53
2026-03-16,02:05:55.227,14065.22, 4553.43,    0.00,    0.00,14069.62, 4555.44,    0.00,    0.00,14056.84, 4545.13,    0.00,    0.00,,,,,13530.74, 4405.02,    0.00,    0.00,13537.39, 4411.15,    0.00,    0.00,13531.05, 4407.94,    0.00,    0.00,,,,,82790.86,26878.12,    0.00,    0.00,109668.98,  993.52,  372.41,    0.00,    0.00,  989.89,  371.54,    0.00,    0.00,  992.77,  372.23,    0.00,    0.00,,,,,  953.30,  362.85,    0.00,    0.00,  957.63,  365.91,    0.00,    0.00,  956.83,  364.65,    0.00,    0.00,,,,, 5843.94, 2209.58,    0.00,    0.00, 8053.52,  88634.80,  29087.70,      0.00,      0.00,  88634.80,  29087.70, 117722.49
2026-03-16,02:05:56.228,14015.10, 4587.42,    0.00,    0.00,14019.79, 4591.25,    0.00,    0.00,14007.74, 4582.36,    0.00,    0.00,,,,,13483.54, 4441.38,    0.00,    0.00,13489.39, 4448.13,    0.00,    0.00,13483.36, 4440.83,    0.00,    0.00,,,,,82498.91,27091.37,    0.00,    0.00,109590.28,  991.13,  374.31,    0.00,    0.00,  986.81,  372.98,    0.00,    0.00,  990.51,  374.68,    0.00,    0.00,,,,,  950.57,  364.44,    0.00,    0.00,  955.18,  367.93,    0.00,    0.00,  954.37,  366.52,    0.00,    0.00,,,,, 5828.57, 2220.85,    0.00,    0.00, 8049.42,  88327.48,  29312.21,      0.00,      0.00,  88327.48,  29312.21, 117639.70
2026-03-16,02:05:57.228,14045.76, 4572.04,    0.00,    0.00,14046.82, 4572.20,    0.00,    0.00,14035.57, 4562.12,    0.00,    0.00,,,,,13509.32, 4423.00,    0.00,    0.00,13516.71, 4428.18,    0.00,    0.00,13512.93, 4425.83,    0.00,    0.00,,,,,82667.11,26983.36,    0.00,    0.00,109650.47,  990.55,  373.33,    0.00,    0.00,  986.67,  372.08,    0.00,    0.00,  989.42,  372.93,    0.00,    0.00,,,,,  950.01,  363.25,    0.00,    0.00,  954.30,  366.97,    0.00,    0.00,  953.88,  365.96,    0.00,    0.00,,,,, 5824.83, 2214.52,    0.00,    0.00, 8039.35,  88491.94,  29197.88,      0.00,      0.00,  88491.94,  29197.88, 117689.82
2026-03-16,02:05:58.226,14032.11, 4573.72,    0.00,    0.00,14033.80, 4576.03,    0.00,    0.00,14022.34, 4566.13,    0.00,    0.00,,,,,13496.71, 4427.06,    0.00,    0.00,13502.86, 4433.07,    0.00,    0.00,13499.45, 4426.77,    0.00,    0.00,,,,,82587.27,27002.78,    0.00,    0.00,109590.05,  987.03,  371.24,    0.00,    0.00,  983.18,  370.31,    0.00,    0.00,  986.16,  371.20,    0.00,    0.00,,,,,  946.66,  361.59,    0.00,    0.00,  951.10,  364.91,    0.00,    0.00,  950.34,  363.63,    0.00,    0.00,,,,, 5804.48, 2202.88,    0.00,    0.00, 8007.35,  88391.74,  29205.65,      0.00,      0.00,  88391.74,  29205.65, 117597.39
2026-03-16,02:05:59.226,14141.26, 4478.87,    0.00,    0.00,14142.21, 4481.09,    0.00,    0.00,14131.03, 4470.63,    0.00,    0.00,,,,,13602.68, 4334.65,    0.00,    0.00,13610.70, 4340.02,    0.00,    0.00,13606.82, 4335.91,    0.00,    0.00,,,,,83234.71,26441.17,    0.00,    0.00,109675.88,  994.68,  361.21,    0.00,    0.00,  991.16,  360.30,    0.00,    0.00,  994.02,  361.60,    0.00,    0.00,,,,,  954.18,  351.87,    0.00,    0.00,  958.58,  355.62,    0.00,    0.00,  957.94,  353.79,    0.00,    0.00,,,,, 5850.57, 2144.41,    0.00,    0.00, 7994.98,  89085.28,  28585.57,      0.00,      0.00,  89085.28,  28585.57, 117670.86
2026-03-16,02:06:00.228,14195.61, 4420.75,    0.00,    0.00,14200.78, 4426.57,    0.00,    0.00,14184.58, 4413.14,    0.00,    0.00,,,,,13659.16, 4279.76,    0.00,    0.00,13663.32, 4284.98,    0.00,    0.00,13660.19, 4279.64,    0.00,    0.00,,,,,83563.65,26104.84,    0.00,    0.00,109668.48,  999.39,  359.79,    0.00,    0.00,  995.88,  359.23,    0.00,    0.00,  998.44,  360.16,    0.00,    0.00,,,,,  958.54,  351.00,    0.00,    0.00,  963.07,  353.80,    0.00,    0.00,  962.10,  352.58,    0.00,    0.00,,,,, 5877.42, 2136.55,    0.00,    0.00, 8013.97,  89441.06,  28241.39,      0.00,      0.00,  89441.06,  28241.39, 117682.45
2026-03-16,02:06:01.231,14233.80, 4386.00,    0.00,    0.00,14238.42, 4393.20,    0.00,    0.00,14223.89, 4381.19,    0.00,    0.00,,,,,13696.17, 4247.69,    0.00,    0.00,13701.02, 4252.79,    0.00,    0.00,13697.77, 4246.10,    0.00,    0.00,,,,,83791.07,25906.97,    0.00,    0.00,109698.04,  998.63,  356.38,    0.00,    0.00,  994.90,  355.28,    0.00,    0.00,  997.74,  355.63,    0.00,    0.00,,,,,  957.71,  346.83,    0.00,    0.00,  962.36,  349.82,    0.00,    0.00,  961.13,  348.92,    0.00,    0.00,,,,, 5872.48, 2112.86,    0.00,    0.00, 7985.33,  89663.55,  28019.82,      0.00,      0.00,  89663.55,  28019.82, 117683.38
2026-03-16,02:06:02.227,14055.42, 4549.60,    0.00,    0.00,14058.61, 4549.73,    0.00,    0.00,14047.38, 4541.17,    0.00,    0.00,,,,,13521.39, 4399.98,    0.00,    0.00,13527.79, 4407.21,    0.00,    0.00,13522.51, 4403.54,    0.00,    0.00,,,,,82733.09,26851.23,    0.00,    0.00,109584.33,  990.05,  369.54,    0.00,    0.00,  986.39,  368.17,    0.00,    0.00,  988.64,  369.06,    0.00,    0.00,,,,,  949.56,  359.80,    0.00,    0.00,  953.50,  362.92,    0.00,    0.00,  953.38,  362.51,    0.00,    0.00,,,,, 5821.51, 2192.01,    0.00,    0.00, 8013.52,  88554.61,  29043.24,      0.00,      0.00,  88554.61,  29043.24, 117597.85
2026-03-16,02:06:03.228,14019.96, 4592.93,    0.00,    0.00,14024.92, 4596.47,    0.00,    0.00,14010.32, 4585.60,    0.00,    0.00,,,,,13487.09, 4446.24,    0.00,    0.00,13491.80, 4452.24,    0.00,    0.00,13488.57, 4447.29,    0.00,    0.00,,,,,82522.67,27120.77,    0.00,    0.00,109643.44,  988.91,  372.07,    0.00,    0.00,  984.94,  371.45,    0.00,    0.00,  987.68,  372.64,    0.00,    0.00,,,,,  948.24,  362.91,    0.00,    0.00,  952.54,  366.06,    0.00,    0.00,  952.63,  364.79,    0.00,    0.00,,,,, 5814.96, 2209.92,    0.00,    0.00, 8024.88,  88337.63,  29330.69,      0.00,      0.00,  88337.63,  29330.69, 117668.32
2026-03-16,02:06:04.228,14016.06, 4596.14,    0.00,    0.00,14020.46, 4601.42,    0.00,    0.00,14007.22, 4591.79,    0.00,    0.00,,,,,13482.21, 4451.18,    0.00,    0.00,13487.87, 4456.86,    0.00,    0.00,13484.37, 4450.77,    0.00,    0.00,,,,,82498.18,27148.18,    0.00,    0.00,109646.36,  987.32,  372.87,    0.00,    0.00,  983.35,  371.58,    0.00,    0.00,  986.57,  373.36,    0.00,    0.00,,,,,  946.84,  363.30,    0.00,    0.00,  951.19,  366.35,    0.00,    0.00,  950.45,  364.82,    0.00,    0.00,,,,, 5805.72, 2212.28,    0.00,    0.00, 8018.00,  88303.90,  29360.46,      0.00,      0.00,  88303.90,  29360.46, 117664.36
2026-03-16,02:06:05.228,14003.49, 4591.96,    0.00,    0.00,14006.94, 4594.53,    0.00,    0.00,13995.08, 4583.53,    0.00,    0.00,,,,,13470.16, 4444.48,    0.00,    0.00,13476.50, 4450.43,    0.00,    0.00,13471.92, 4446.37,    0.00,    0.00,,,,,82424.09,27111.30,    0.00,    0.00,109535.39,  988.21,  373.17,    0.00,    0.00,  984.31,  372.41,    0.00,    0.00,  986.97,  373.03,    0.00,    0.00,,,,,  947.50,  363.10,    0.00,    0.00,  951.75,  366.25,    0.00,    0.00,  951.73,  365.48,    0.00,    0.00,,,,, 5810.48, 2213.43,    0.00,    0.00, 8023.91,  88234.56,  29324.73,      0.00,      0.00,  88234.56,  29324.73, 117559.30
