,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System,System,System,System,System
2026-03-16,00:52:15.313,   35.78,   68.48,    0.00,    0.00,   35.76,   68.42,    0.00,    0.00,   35.82,   68.45,    0.00,    0.00,,,,,   35.69,   68.25,    0.00,    0.00,   35.69,   68.24,    0.00,    0.00,   35.69,   68.27,    0.00,    0.00,,,,,  214.44,  410.11,    0.00,    0.00,  624.55,    1.06,    1.73,    0.00,    0.00,    1.05,    1.70,    0.00,    0.00,    1.04,    1.68,    0.00,    0.00,,,,,    0.95,    1.47,    0.00,    0.00,    0.98,    1.54,    0.00,    0.00,    0.97,    1.51,    0.00,    0.00,,,,,    6.05,    9.63,    0.00,    0.00,   15.67,    220.49,    419.73,      0.00,      0.00,    220.49,    419.73,    640.22
2026-03-16,00:52:16.313,   35.55,   68.23,    0.00,    0.00,   35.54,   68.17,    0.00,    0.00,   35.56,   68.25,    0.00,    0.00,,,,,   35.45,   68.02,    0.00,    0.00,   35.46,   68.01,    0.00,    0.00,   35.45,   67.97,    0.00,    0.00,,,,,  213.02,  408.65,    0.00,    0.00,  621.67,    1.75,    2.16,    0.00,    0.00,    1.74,    2.11,    0.00,    0.00,    1.71,    2.08,    0.00,    0.00,,,,,    1.65,    1.89,    0.00,    0.00,    1.67,    1.97,    0.00,    0.00,    1.66,    1.92,    0.00,    0.00,,,,,   10.18,   12.12,    0.00,    0.00,   22.30,    223.20,    420.77,      0.00,      0.00,    223.20,    420.77,    643.98
2026-03-16,00:52:17.314,   35.43,   68.09,    0.00,    0.00,   35.43,   68.11,    0.00,    0.00,   35.47,   68.11,    0.00,    0.00,,,,,   35.34,   67.89,    0.00,    0.00,   35.34,   67.89,    0.00,    0.00,   35.34,   67.93,    0.00,    0.00,,,,,  212.35,  408.02,    0.00,    0.00,  620.37,    1.07,    1.72,    0.00,    0.00,    1.04,    1.67,    0.00,    0.00,    1.02,    1.64,    0.00,    0.00,,,,,    0.96,    1.47,    0.00,    0.00,    0.98,    1.54,    0.00,    0.00,    0.98,    1.49,    0.00,    0.00,,,,,    6.04,    9.52,    0.00,    0.00,   15.56,    218.39,    417.54,      0.00,      0.00,    218.39,    417.54,    635.93
2026-03-16,00:52:18.314,   35.55,   67.86,    0.00,    0.00,   35.54,   67.78,    0.00,    0.00,   35.59,   67.90,    0.00,    0.00,,,,,   35.41,   67.57,    0.00,    0.00,   35.41,   67.58,    0.00,    0.00,   35.43,   67.58,    0.00,    0.00,,,,,  212.92,  406.28,    0.00,    0.00,  619.19,    1.23,    2.03,    0.00,    0.00,    1.19,    1.96,    0.00,    0.00,    1.18,    1.87,    0.00,    0.00,,,,,    1.08,    1.65,    0.00,    0.00,    1.12,    1.79,    0.00,    0.00,    1.11,    1.73,    0.00,    0.00,,,,,    6.91,   11.02,    0.00,    0.00,   17.93,    219.82,    417.30,      0.00,      0.00,    219.82,    417.30,    637.12
2026-03-16,00:52:19.314,   36.43,   69.54,    0.00,    0.00,   36.41,   69.51,    0.00,    0.00,   36.47,   69.55,    0.00,    0.00,,,,,   36.31,   69.31,    0.00,    0.00,   36.31,   69.32,    0.00,    0.00,   36.32,   69.31,    0.00,    0.00,,,,,  218.25,  416.54,    0.00,    0.00,  634.79,    1.10,    1.78,    0.00,    0.00,    1.09,    1.74,    0.00,    0.00,    1.06,    1.70,    0.00,    0.00,,,,,    0.98,    1.49,    0.00,    0.00,    1.02,    1.60,    0.00,    0.00,    1.00,    1.52,    0.00,    0.00,,,,,    6.25,    9.83,    0.00,    0.00,   16.08,    224.50,    426.37,      0.00,      0.00,    224.50,    426.37,    650.88
2026-03-16,00:52:20.314,   37.32,   71.53,    0.00,    0.00,   37.29,   71.48,    0.00,    0.00,   37.32,   71.52,    0.00,    0.00,,,,,   37.22,   71.32,    0.00,    0.00,   37.22,   71.31,    0.00,    0.00,   37.24,   71.32,    0.00,    0.00,,,,,  223.60,  428.50,    0.00,    0.00,  652.10,    1.07,    1.64,    0.00,    0.00,    1.04,    1.59,    0.00,    0.00,    1.04,    1.57,    0.00,    0.00,,,,,    0.97,    1.42,    0.00,    0.00,    1.01,    1.51,    0.00,    0.00,    0.97,    1.44,    0.00,    0.00,,,,,    6.09,    9.16,    0.00,    0.00,   15.26,    229.69,    437.66,      0.00,      0.00,    229.69,    437.66,    667.35
2026-03-16,00:52:21.314,   43.12,   78.65,    0.00,    0.00,   43.11,   78.65,    0.00,    0.00,   43.15,   78.68,    0.00,    0.00,,,,,   43.01,   78.42,    0.00,    0.00,   43.01,   78.42,    0.00,    0.00,   43.03,   78.42,    0.00,    0.00,,,,,  258.44,  471.23,    0.00,    0.00,  729.66,    1.13,    1.80,    0.00,    0.00,    1.13,    1.77,    0.00,    0.00,    1.11,    1.75,    0.00,    0.00,,,,,    1.03,    1.53,    0.00,    0.00,    1.06,    1.62,    0.00,    0.00,    1.06,    1.58,    0.00,    0.00,,,,,    6.52,   10.04,    0.00,    0.00,   16.56,    264.96,    481.27,      0.00,      0.00,    264.96,    481.27,    746.22
2026-03-16,00:52:22.314,   43.08,   76.92,    0.00,    0.00,   43.06,   76.89,    0.00,    0.00,   43.09,   76.95,    0.00,    0.00,,,,,   42.98,   76.71,    0.00,    0.00,   42.99,   76.71,    0.00,    0.00,   42.99,   76.72,    0.00,    0.00,,,,,  258.20,  460.91,    0.00,    0.00,  719.10,    1.10,    1.76,    0.00,    0.00,    1.08,    1.70,    0.00,    0.00,    1.06,    1.66,    0.00,    0.00,,,,,    0.98,    1.49,    0.00,    0.00,    1.03,    1.59,    0.00,    0.00,    1.01,    1.51,    0.00,    0.00,,,,,    6.26,    9.72,    0.00,    0.00,   15.98,    264.46,    470.62,      0.00,      0.00,    264.46,    470.62,    735.08
2026-03-16,00:52:23.315,   43.46,   76.70,    0.00,    0.00,   43.44,   76.65,    0.00,    0.00,   43.52,   76.72,    0.00,    0.00,,,,,   43.31,   76.40,    0.00,    0.00,   43.30,   76.42,    0.00,    0.00,   43.36,   76.44,    0.00,    0.00,,,,,  260.38,  459.33,    0.00,    0.00,  719.70,    1.32,    2.08,    0.00,    0.00,    1.30,    2.03,    0.00,    0.00,    1.28,    1.99,    0.00,    0.00,,,,,    1.17,    1.72,    0.00,    0.00,    1.21,    1.81,    0.00,    0.00,    1.19,    1.75,    0.00,    0.00,,,,,    7.47,   11.39,    0.00,    0.00,   18.86,    267.85,    470.71,      0.00,      0.00,    267.85,    470.71,    738.56
2026-03-16,00:52:24.315,   43.44,   76.10,    0.00,    0.00,   43.43,   76.06,    0.00,    0.00,   43.46,   76.13,    0.00,    0.00,,,,,   43.34,   75.89,    0.00,    0.00,   43.35,   75.88,    0.00,    0.00,   43.36,   75.89,    0.00,    0.00,,,,,  260.38,  455.94,    0.00,    0.00,  716.33,    1.07,    1.69,    0.00,    0.00,    1.05,    1.64,    0.00,    0.00,    1.03,    1.60,    0.00,    0.00,,,,,    0.97,    1.47,    0.00,    0.00,    1.00,    1.54,    0.00,    0.00,    0.98,    1.48,    0.00,    0.00,,,,,    6.10,    9.41,    0.00,    0.00,   15.51,    266.49,    465.35,      0.00,      0.00,    266.49,    465.35,    731.84
2026-03-16,00:52:25.316,   43.22,   82.86,    0.00,    0.00,   43.21,   82.84,    0.00,    0.00,   43.24,   82.86,    0.00,    0.00,,,,,   43.12,   82.63,    0.00,    0.00,   43.11,   82.62,    0.00,    0.00,   43.13,   82.63,    0.00,    0.00,,,,,  259.03,  496.43,    0.00,    0.00,  755.47,    1.09,    1.76,    0.00,    0.00,    1.07,    1.70,    0.00,    0.00,    1.06,    1.69,    0.00,    0.00,,,,,    0.98,    1.47,    0.00,    0.00,    1.01,    1.55,    0.00,    0.00,    0.99,    1.50,    0.00,    0.00,,,,,    6.21,    9.67,    0.00,    0.00,   15.88,    265.24,    506.11,      0.00,      0.00,    265.24,    506.11,    771.35
2026-03-16,00:52:26.316,   43.17,   82.32,    0.00,    0.00,   43.18,   82.32,    0.00,    0.00,   43.18,   82.33,    0.00,    0.00,,,,,   43.07,   82.12,    0.00,    0.00,   43.06,   82.10,    0.00,    0.00,   43.08,   82.13,    0.00,    0.00,,,,,  258.74,  493.33,    0.00,    0.00,  752.07,    6.73,    6.58,    0.00,    0.00,    6.68,    6.47,    0.00,    0.00,    6.70,    6.47,    0.00,    0.00,,,,,    6.56,    6.33,    0.00,    0.00,    6.59,    6.43,    0.00,    0.00,    6.58,    6.43,    0.00,    0.00,,,,,   39.83,   38.70,    0.00,    0.00,   78.53,    298.57,    532.03,      0.00,      0.00,    298.57,    532.03,    830.61
2026-03-16,00:52:27.317,   43.31,   82.55,    0.00,    0.00,   43.30,   82.54,    0.00,    0.00,   43.35,   82.57,    0.00,    0.00,,,,,   43.19,   82.31,    0.00,    0.00,   43.19,   82.31,    0.00,    0.00,   43.21,   82.31,    0.00,    0.00,,,,,  259.55,  494.59,    0.00,    0.00,  754.14,    1.26,    1.88,    0.00,    0.00,    1.23,    1.85,    0.00,    0.00,    1.22,    1.83,    0.00,    0.00,,,,,    1.12,    1.59,    0.00,    0.00,    1.16,    1.68,    0.00,    0.00,    1.16,    1.64,    0.00,    0.00,,,,,    7.15,   10.48,    0.00,    0.00,   17.63,    266.70,    505.07,      0.00,      0.00,    266.70,    505.07,    771.77
2026-03-16,00:52:28.316,   43.29,   82.93,    0.00,    0.00,   43.27,   82.89,    0.00,    0.00,   43.30,   82.93,    0.00,    0.00,,,,,   43.17,   82.72,    0.00,    0.00,   43.20,   82.73,    0.00,    0.00,   43.19,   82.72,    0.00,    0.00,,,,,  259.41,  496.93,    0.00,    0.00,  756.34,    1.12,    1.67,    0.00,    0.00,    1.10,    1.63,    0.00,    0.00,    1.08,    1.59,    0.00,    0.00,,,,,    1.01,    1.45,    0.00,    0.00,    1.03,    1.52,    0.00,    0.00,    1.04,    1.47,    0.00,    0.00,,,,,    6.37,    9.32,    0.00,    0.00,   15.70,    265.79,    506.25,      0.00,      0.00,    265.79,    506.25,    772.04
2026-03-16,00:52:29.317,   43.12,   82.28,    0.00,    0.00,   43.11,   82.18,    0.00,    0.00,   43.19,   82.33,    0.00,    0.00,,,,,   42.99,   81.98,    0.00,    0.00,   43.00,   82.00,    0.00,    0.00,   43.00,   82.00,    0.00,    0.00,,,,,  258.41,  492.77,    0.00,    0.00,  751.18,    1.41,    2.09,    0.00,    0.00,    1.37,    2.03,    0.00,    0.00,    1.36,    1.99,    0.00,    0.00,,,,,    1.24,    1.73,    0.00,    0.00,    1.27,    1.83,    0.00,    0.00,    1.26,    1.76,    0.00,    0.00,,,,,    7.91,   11.42,    0.00,    0.00,   19.33,    266.32,    504.19,      0.00,      0.00,    266.32,    504.19,    770.51
2026-03-16,00:52:30.317,   43.63,   83.76,    0.00,    0.00,   43.62,   83.74,    0.00,    0.00,   43.65,   83.76,    0.00,    0.00,,,,,   43.53,   83.52,    0.00,    0.00,   43.53,   83.53,    0.00,    0.00,   43.54,   83.53,    0.00,    0.00,,,,,  261.50,  501.83,    0.00,    0.00,  763.33,    1.12,    1.79,    0.00,    0.00,    1.11,    1.73,    0.00,    0.00,    1.09,    1.67,    0.00,    0.00,,,,,    1.01,    1.51,    0.00,    0.00,    1.04,    1.60,    0.00,    0.00,    1.03,    1.54,    0.00,    0.00,,,,,    6.40,    9.83,    0.00,    0.00,   16.24,    267.90,    511.67,      0.00,      0.00,    267.90,    511.67,    779.57
