round,elapsed_ms,tag
0,0.004373,pgtable_sync_repl
1,0.004673,pgtable_sync_repl
2,0.004608,pgtable_sync_repl
3,0.004520,pgtable_sync_repl
4,0.004841,pgtable_sync_repl
5,0.004678,pgtable_sync_repl
6,0.004427,pgtable_sync_repl
7,0.004229,pgtable_sync_repl
8,0.004808,pgtable_sync_repl
9,0.004404,pgtable_sync_repl
10,0.004490,pgtable_sync_repl
11,0.004784,pgtable_sync_repl
12,0.004630,pgtable_sync_repl
13,0.004309,pgtable_sync_repl
14,0.004694,pgtable_sync_repl
15,0.004544,pgtable_sync_repl
16,0.004636,pgtable_sync_repl
17,0.004101,pgtable_sync_repl
18,0.004018,pgtable_sync_repl
19,0.004169,pgtable_sync_repl
0,0.002782,pgtable_sync_norepl
1,0.002775,pgtable_sync_norepl
2,0.002788,pgtable_sync_norepl
3,0.002766,pgtable_sync_norepl
4,0.002754,pgtable_sync_norepl
5,0.002751,pgtable_sync_norepl
6,0.002754,pgtable_sync_norepl
7,0.002756,pgtable_sync_norepl
8,0.002755,pgtable_sync_norepl
9,0.002732,pgtable_sync_norepl
10,0.002734,pgtable_sync_norepl
11,0.002743,pgtable_sync_norepl
12,0.002718,pgtable_sync_norepl
13,0.002745,pgtable_sync_norepl
14,0.002757,pgtable_sync_norepl
15,0.002735,pgtable_sync_norepl
16,0.002752,pgtable_sync_norepl
17,0.002857,pgtable_sync_norepl
18,0.002740,pgtable_sync_norepl
19,0.002725,pgtable_sync_norepl
