round,elapsed_ms,tag
0,0.010318,pgtable_sync_repl_1n
1,0.011850,pgtable_sync_repl_1n
2,0.011841,pgtable_sync_repl_1n
3,0.011762,pgtable_sync_repl_1n
4,0.011832,pgtable_sync_repl_1n
5,0.011820,pgtable_sync_repl_1n
6,0.011849,pgtable_sync_repl_1n
7,0.011891,pgtable_sync_repl_1n
8,0.010428,pgtable_sync_repl_1n
9,0.011817,pgtable_sync_repl_1n
10,0.011696,pgtable_sync_repl_1n
11,0.011794,pgtable_sync_repl_1n
12,0.011806,pgtable_sync_repl_1n
13,0.011982,pgtable_sync_repl_1n
14,0.011790,pgtable_sync_repl_1n
15,0.011579,pgtable_sync_repl_1n
16,0.011824,pgtable_sync_repl_1n
17,0.010506,pgtable_sync_repl_1n
18,0.012200,pgtable_sync_repl_1n
19,0.011894,pgtable_sync_repl_1n
0,0.005227,pgtable_sync_norepl_1n
1,0.005207,pgtable_sync_norepl_1n
2,0.005171,pgtable_sync_norepl_1n
3,0.005176,pgtable_sync_norepl_1n
4,0.005241,pgtable_sync_norepl_1n
5,0.005193,pgtable_sync_norepl_1n
6,0.005188,pgtable_sync_norepl_1n
7,0.005184,pgtable_sync_norepl_1n
8,0.005186,pgtable_sync_norepl_1n
9,0.005234,pgtable_sync_norepl_1n
10,0.005164,pgtable_sync_norepl_1n
11,0.005167,pgtable_sync_norepl_1n
12,0.005204,pgtable_sync_norepl_1n
13,0.005200,pgtable_sync_norepl_1n
14,0.005322,pgtable_sync_norepl_1n
15,0.005207,pgtable_sync_norepl_1n
16,0.005204,pgtable_sync_norepl_1n
17,0.005200,pgtable_sync_norepl_1n
18,0.005183,pgtable_sync_norepl_1n
19,0.005252,pgtable_sync_norepl_1n
