round,elapsed_ms,tag
0,0.019306,pgtable_sync_repl
1,0.016611,pgtable_sync_repl
2,0.018488,pgtable_sync_repl
3,0.017853,pgtable_sync_repl
4,0.017579,pgtable_sync_repl
5,0.018112,pgtable_sync_repl
6,0.017716,pgtable_sync_repl
7,0.017677,pgtable_sync_repl
8,0.017699,pgtable_sync_repl
9,0.017858,pgtable_sync_repl
10,0.016386,pgtable_sync_repl
11,0.018073,pgtable_sync_repl
12,0.019418,pgtable_sync_repl
13,0.019327,pgtable_sync_repl
14,0.019592,pgtable_sync_repl
15,0.019233,pgtable_sync_repl
16,0.017397,pgtable_sync_repl
17,0.018675,pgtable_sync_repl
18,0.018337,pgtable_sync_repl
19,0.018149,pgtable_sync_repl
0,0.005417,pgtable_sync_norepl
1,0.005447,pgtable_sync_norepl
2,0.005446,pgtable_sync_norepl
3,0.005428,pgtable_sync_norepl
4,0.005358,pgtable_sync_norepl
5,0.005362,pgtable_sync_norepl
6,0.005345,pgtable_sync_norepl
7,0.005346,pgtable_sync_norepl
8,0.005339,pgtable_sync_norepl
9,0.005439,pgtable_sync_norepl
10,0.005415,pgtable_sync_norepl
11,0.005480,pgtable_sync_norepl
12,0.005404,pgtable_sync_norepl
13,0.005441,pgtable_sync_norepl
14,0.005478,pgtable_sync_norepl
15,0.005430,pgtable_sync_norepl
16,0.005405,pgtable_sync_norepl
17,0.005376,pgtable_sync_norepl
18,0.005368,pgtable_sync_norepl
19,0.005560,pgtable_sync_norepl
