round,elapsed_ms,tag
0,0.015353,pgtable_sync_repl_3n
1,0.015482,pgtable_sync_repl_3n
2,0.015477,pgtable_sync_repl_3n
3,0.015856,pgtable_sync_repl_3n
4,0.015839,pgtable_sync_repl_3n
5,0.015244,pgtable_sync_repl_3n
6,0.015339,pgtable_sync_repl_3n
7,0.013396,pgtable_sync_repl_3n
8,0.016272,pgtable_sync_repl_3n
9,0.013462,pgtable_sync_repl_3n
10,0.015456,pgtable_sync_repl_3n
11,0.015895,pgtable_sync_repl_3n
12,0.013872,pgtable_sync_repl_3n
13,0.013276,pgtable_sync_repl_3n
14,0.015027,pgtable_sync_repl_3n
15,0.015362,pgtable_sync_repl_3n
16,0.016013,pgtable_sync_repl_3n
17,0.013844,pgtable_sync_repl_3n
18,0.015670,pgtable_sync_repl_3n
19,0.015719,pgtable_sync_repl_3n
0,0.005307,pgtable_sync_norepl_3n
1,0.005268,pgtable_sync_norepl_3n
2,0.005260,pgtable_sync_norepl_3n
3,0.005238,pgtable_sync_norepl_3n
4,0.005444,pgtable_sync_norepl_3n
5,0.005252,pgtable_sync_norepl_3n
6,0.005245,pgtable_sync_norepl_3n
7,0.005263,pgtable_sync_norepl_3n
8,0.005277,pgtable_sync_norepl_3n
9,0.005250,pgtable_sync_norepl_3n
10,0.005278,pgtable_sync_norepl_3n
11,0.005290,pgtable_sync_norepl_3n
12,0.005233,pgtable_sync_norepl_3n
13,0.005248,pgtable_sync_norepl_3n
14,0.005302,pgtable_sync_norepl_3n
15,0.005314,pgtable_sync_norepl_3n
16,0.005235,pgtable_sync_norepl_3n
17,0.005280,pgtable_sync_norepl_3n
18,0.005251,pgtable_sync_norepl_3n
19,0.005295,pgtable_sync_norepl_3n
