runner_name,tag,run_id,recall,total_time,qps,start_time,end_time,warmup
usearch,firsttouch,1,0.97791,5.054031371999997,197.8618505496686,2026-09-04T19:20:56.374280,2026-09-04T19:21:01.428333,True
usearch,firsttouch,2,0.97791,0.9263498270000241,1079.5057880439092,2026-09-04T19:21:01.476110,2026-09-04T19:21:02.402483,True
usearch,firsttouch,3,0.97791,0.9161486529999934,1091.5259185563712,2026-09-04T19:21:02.449853,2026-09-04T19:21:03.366028,True
usearch,firsttouch,4,0.97791,0.9087573630000065,1100.403738902078,2026-09-04T19:21:03.413525,2026-09-04T19:21:04.322303,True
usearch,firsttouch,5,0.97791,0.9056031210000128,1104.2364771178675,2026-09-04T19:21:04.369534,2026-09-04T19:21:05.275162,True
usearch,firsttouch,6,0.97791,0.9103038689999607,1098.5342741633926,2026-09-04T19:21:05.322535,2026-09-04T19:21:06.232858,True
usearch,firsttouch,7,0.97791,0.9090390740000203,1100.0627240364122,2026-09-04T19:21:06.280305,2026-09-04T19:21:07.189371,True
usearch,firsttouch,8,0.97791,0.9054156099999773,1104.4651637937025,2026-09-04T19:21:07.236903,2026-09-04T19:21:08.142340,True
usearch,firsttouch,9,0.97791,0.8988531800000032,1112.5287446833045,2026-09-04T19:21:08.189516,2026-09-04T19:21:09.088389,True
usearch,firsttouch,10,0.97791,0.9054717559999972,1104.3966787187155,2026-09-04T19:21:09.135665,2026-09-04T19:21:10.041158,True
usearch,firsttouch,11,0.97791,0.893319818000009,1119.419920895553,2026-09-04T19:21:10.088453,2026-09-04T19:21:10.981793,True
usearch,firsttouch,12,0.97791,0.9030017289999819,1107.4175916666711,2026-09-04T19:21:11.029067,2026-09-04T19:21:11.932089,True
usearch,firsttouch,13,0.97791,0.8972466839999811,1114.5206974094774,2026-09-04T19:21:11.979345,2026-09-04T19:21:12.876614,True
usearch,firsttouch,14,0.97791,0.8988360029999853,1112.5500054096256,2026-09-04T19:21:12.923886,2026-09-04T19:21:13.822742,True
usearch,firsttouch,15,0.97791,0.88849555500002,1125.4980335832715,2026-09-04T19:21:13.870030,2026-09-04T19:21:14.758552,True
usearch,firsttouch,16,0.97791,0.894964721000008,1117.3624798110798,2026-09-04T19:21:14.806128,2026-09-04T19:21:15.701113,True
usearch,firsttouch,17,0.97791,0.9047577029999729,1105.2682908188845,2026-09-04T19:21:15.748462,2026-09-04T19:21:16.653246,True
usearch,firsttouch,18,0.97791,0.8926073879999876,1120.3133801532167,2026-09-04T19:21:16.700715,2026-09-04T19:21:17.593359,True
