runner_name,nb_runs,tag,mean_recall,mean_time,std_time,mean_qps,std_qps,start_time,end_time
annoy,10,patched-imbalanced-memory,0.967831,12.881956346899988,1.3954564649924115,783.457899170063,66.32024228323839,2025-11-25T09:50:36.249065,2025-11-25T09:52:47.575941
annoy,10,patched-repl-unrepl,0.967831,9.545854815400048,2.8945281824014946,1103.7747341302643,185.46280247738915,2025-11-25T10:08:27.714353,2025-11-25T10:10:05.671087
annoy,30,default,0.9768429999999998,14.309757737857158,0.8712180642904007,700.9041575755396,34.196147339299614,2026-04-02T08:55:11.206165,2026-04-02T09:00:18.287742
annoy,30,imbalanced-memory,0.976843,17.03032261711112,1.1151626951291453,589.2433777141624,31.44530145918831,2026-04-02T09:22:40.432730,2026-04-02T09:27:52.506046
annoy,30,interleaved-memory,0.9768429999999998,13.863294334090968,0.9420840253940472,723.9127338164279,38.02610660367484,2026-04-02T09:53:15.351377,2026-04-02T09:58:27.207378
annoy,30,numa-balancing,0.9768429999999998,13.935551193318133,0.9574611721323115,720.2114734151714,38.17898511612171,2026-04-02T10:20:33.941415,2026-04-02T10:25:47.427159
annoy,30,patched-repl,0.9768429999999997,12.879998852869429,2.5219813664923447,792.6219748424903,82.92226980548652,2026-04-01T18:37:53.063924,2026-04-01T18:42:56.408639
faiss,10,patched-imbalanced-memory,0.9299889999999997,15.045690230799996,0.2146409440671595,664.7777596978593,9.506097853806303,2025-11-25T09:48:02.846461,2025-11-25T09:50:36.207337
faiss,10,patched-repl-unrepl,0.9299889999999997,7.3580342299999755,0.3171101695814458,1361.3435041574696,53.03598697593533,2025-11-25T10:07:11.181056,2025-11-25T10:08:27.623733
faiss,30,default,0.977149,19.521404093375,0.23206437338044228,512.3302632504635,6.060281052384542,2026-04-02T08:49:53.197204,2026-04-02T08:55:11.157461
faiss,30,imbalanced-memory,0.9771490000000003,27.30030082800001,0.3500179506934457,366.3559692216479,4.652278775852595,2026-04-02T09:17:36.249162,2026-04-02T09:22:40.386995
faiss,30,interleaved-memory,0.977149,18.42323114981255,0.2585302403952511,542.895044137613,7.275764087748774,2026-04-02T09:48:14.900258,2026-04-02T09:53:15.299920
faiss,30,numa-balancing,0.9771490000000004,20.349338848799984,0.2486239492785099,491.48865142567666,5.910240097603186,2026-04-02T10:15:23.423121,2026-04-02T10:20:33.888899
faiss,30,patched-repl,0.9771490000000003,13.48313645527196,0.23398728586255052,741.8787778802491,12.197097473366423,2026-04-01T18:32:48.662185,2026-04-01T18:37:52.943645
usearch,10,patched-imbalanced-memory,0.969652,6.1116346196000055,0.18898972114196713,1637.6751208526634,46.949037948613785,2025-11-25T09:52:48.104736,2025-11-25T09:53:52.794342
usearch,10,patched-repl-unrepl,0.969652,4.886988798200013,0.18454062061038976,2048.909653055226,70.4432967357056,2025-11-25T10:10:06.609455,2025-11-25T10:10:59.048315
usearch,30,default,0.9761829999999999,7.265668841666657,0.13863599411870556,1376.8070795952697,24.70244398002172,2026-04-02T09:00:18.848453,2026-04-02T09:04:11.004445
usearch,30,imbalanced-memory,0.9761829999999999,8.166885301566724,0.3785301688563142,1226.790341422153,50.37834333563776,2026-04-02T09:27:53.053125,2026-04-02T09:32:12.180246
usearch,30,interleaved-memory,0.9761829999999999,6.991913970099934,0.14908813313770058,1430.8147903394415,27.735269616181334,2026-04-02T09:58:27.791064,2026-04-02T10:02:10.987723
usearch,30,numa-balancing,0.9761829999999999,8.243501641566672,0.34505758484443544,1215.0984031686542,48.41150071641026,2026-04-02T10:25:47.975028,2026-04-02T10:30:09.494663
usearch,30,patched-repl,0.9761829999999999,6.513214423599735,0.1288242979477141,1535.8883039744896,27.71690132172567,2026-04-01T18:42:57.491263,2026-04-01T18:46:26.808427
