metric,firsttouch,balancing,interleaved,repl-no-unreplication,repl-main-bound,repl-main-firsttouch,repl-main-interleaved
readratio,95.0,95.0,95.0,95.0,95.0,95.0,95.0
writeratio,5.0,5.0,5.0,5.0,5.0,5.0,5.0
read_bw_gb,114.49057005520001,113.5483696576,135.2943441228,271.8963753544,271.41732577019997,242.59555954380002,234.0896456424
write_bw_gb,5.7992264771999995,6.2264917136,6.6650994916,0.10303095799999999,0.1069501602,0.1019869136,0.1015263934
read_bw_wall_gb,114.10375612031206,113.11792746793283,134.80667958842614,271.2112740616897,270.71773340190316,241.80086202533872,233.5585883316648
write_bw_wall_gb,5.77936855913749,6.202799161336298,6.640640923982974,0.10276239150769877,0.10667529171451737,0.10164747662540148,0.10128917242382163
wall_s,30.105200000000004,30.1176,30.112599999999997,30.080000000000002,30.081200000000003,30.1024,30.071800000000003
read_bw_std,0.037322994161399996,0.059409638225000005,0.04300262795159996,0.07501374822899998,0.07334608318939997,0.07339901474259998,0.07374020597499999
write_bw_std,0.0451379060254,0.060220371705599976,0.0471950275718,0.0010675432186,0.0010382849549999801,0.00064888920299996,0.0008041847589999599
read_bw_std_pct,0.03350739769869232,0.05396111360964302,0.03252467831776152,0.02822486046104448,0.027650235863714262,0.03110494766579634,0.03222516554849234
write_bw_std_pct,0.7955628249872071,0.9799353836046114,0.7242239348674985,1.06147385315161,0.9994255168302288,0.6466250337210864,0.807862252312734
samples,50.6,50.8,50.6,51.4,51.6,51.0,51.6
local_pct,27.464313725490193,27.51678431372549,25.06478431372549,90.04328808446455,89.67028657616893,79.96470588235294,78.02473604826545
local_pct_skt0,32.65623529411765,32.40368627450981,27.203529411764702,83.48868778280544,83.28122171945702,63.76862745098039,59.643815987933635
local_pct_skt1,23.313803921568628,23.14713725490196,23.8438431372549,92.00482654600302,91.52254901960785,81.15686274509804,77.82179487179488
local_pct_skt2,23.965411764705884,24.914509803921568,24.175450980392156,92.60399698340875,92.75859728506786,80.38431372549019,79.97300150829562
local_pct_skt3,23.27905882352941,23.323843137254904,24.661411764705882,92.72315233785822,92.30904977375566,82.90588235294118,79.45060331825037
ipc,0.2538211764705882,0.25599372549019606,0.2986972549019608,0.5407963800904977,0.5427911010558069,0.48247058823529415,0.47002564102564104
inst,10104.753787450982,10086.263829019608,11957.053224313724,24514.04094494721,24296.48739215686,21987.37956862745,20951.351273755652
inst_skt0,3137.4063670588234,2973.7073607843136,2863.788898823529,5779.138436651584,5795.500952488687,4189.688392156863,3659.619809954751
inst_skt1,2225.9811568627456,2251.716282352941,2922.2722454901964,6101.433384615384,6032.789780542987,5812.503490196078,5600.649223227752
inst_skt2,2388.286119215686,2499.5154494117646,3058.790197647059,6330.753837858219,6272.2878717948715,5929.033529411766,5858.420116138763
inst_skt3,2353.0803388235295,2361.3249701960785,3112.2018792156864,6302.714934389141,6195.908285822022,6056.15494117647,5832.6624306184
afreq,0.9787411764705883,0.9796039215686274,0.9781945098039216,0.9869803921568628,0.9847443438914028,0.9883921568627452,0.9868303167420814
freq,0.1546345098039216,0.15445725490196077,0.1546713725490196,0.16227224736048262,0.1605595776772247,0.16399999999999998,0.16171870286576168
cpu_balance,0.7053991524344585,0.7149839479125359,0.9183290089507773,0.9102563628405,0.9181068326369074,0.683705692231083,0.6246974368848014
l3hit,0.07825960784313726,0.07592392156862744,0.07786588235294117,0.09911613876319761,0.1038137254901961,0.10058823529411764,0.10744419306184012
l2miss,170.3567623529412,168.91468235294116,198.38976078431372,395.83546681749624,391.86582277526395,351.2382352941176,330.96233408748117
l3miss,163.13945098039216,161.81225490196078,190.20925333333335,372.58639366515837,368.44454298642535,329.41674509803926,310.13451282051284
l3mpi,0.015043254901960781,0.014977772549019604,0.014792188235294119,0.014033318250377073,0.013925882352941173,0.013898431372549017,0.013650429864253391
upi_in_gb,90.69800352098653,90.27835786458333,109.71767567938113,17.5995106110954,17.60650821461397,39.14639966299019,41.884841455888235
upi_out_gb,170.38793877604166,169.74934116881127,193.5926874188113,55.482001391196505,54.83324256236449,85.95732000612745,90.02186032431302
upi_out_pct,62.02977777777777,61.77122222222222,70.53171241830066,19.879971091000503,19.617527652086476,31.01699346405229,32.548598541980894
upi_in_pct,32.7695294117647,32.652954248366015,39.77823529411765,5.950936400201106,5.9864379084967325,13.872549019607842,14.86299648064354
mem_bw_gb,149.9546148560049,150.93818183823527,179.56418995557596,265.0636497668328,262.17042535851476,245.7971521905637,239.00034420955885
mem_read_gb,112.94310181372548,112.68109635416666,136.6205021484375,253.43918620307196,250.7946431201687,231.29496296721814,224.0230409007353
mem_write_gb,37.011513312653186,38.25708602251838,42.94368768841912,11.624463261070654,11.375783181767298,14.502189108455884,14.97730277267157
mem_read_gb_skt0,45.38075803768383,43.33456947916667,34.240559310661766,62.594862762036904,62.99940847782924,26.636278607536763,19.03157111672794
mem_read_gb_skt1,19.67389779488358,20.515684792432598,34.19002698452819,62.02806582738263,61.12506292715403,66.84325949754903,66.52543336397059
mem_read_gb_skt2,25.280527240349265,26.638667537530637,34.075627874540444,64.58322784617152,63.85126015448246,69.55640146292892,69.38303913909314
mem_read_gb_skt3,22.607919043351718,22.19217439108456,34.114286831341914,64.23303024766096,62.81890993899062,68.25902278645833,69.08299674479167
mem_write_gb_skt0,17.594006780024507,16.59065671721814,10.756970438878678,6.4202067440257355,6.147402668534362,6.433535079656863,6.492860332414215
mem_write_gb_skt1,5.664894249387255,6.27267780177696,10.69832741038603,1.746539307745334,1.733613986054157,2.733481272977941,2.867056449142157
mem_write_gb_skt2,7.335006456035539,8.760018611366423,10.723063020833333,1.7731483226102942,1.7995234433917797,2.8715975796568634,2.836852136948529
mem_write_gb_skt3,6.417605673253677,6.6337326271446075,10.76532697533701,1.6845689264588046,1.6952425181761406,2.4635754059436272,2.780533356311275
data_mem_gb,1.2999407599954043,1.30415236379586,1.2922612496170343,4.047422225227184,4.003100375064717,3.4794643925685507,3.3541764723948946
data_mem_gb_node0,0.5215339406331381,0.5007980583041322,0.3580762682148054,1.0711856410514176,1.0623440772699555,0.48189730176738665,0.3582995787285392
