metric,firsttouch,balancing,interleaved,repl-no-unreplication,repl-main-bound,repl-main-firsttouch,repl-main-interleaved
readratio,100.0,100.0,100.0,100.0,100.0,100.0,100.0
writeratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
read_bw_gb,122.62043638380001,145.4848487166,146.6344040082,301.4974707036,300.0222379118,272.0845025758,261.38422438460003
write_bw_gb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
read_bw_wall_gb,122.1558111438369,145.02304548994863,146.15712273786144,300.7317011662423,298.969505142056,271.0318174061382,260.6010713332563
write_bw_wall_gb,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wall_s,30.1156,30.099,30.101999999999997,30.0802,30.1094,30.1222,30.0942
read_bw_std,0.00908663166279996,0.023572335156,0.00267416389019998,0.0046395830616,0.0044761240992,0.006577087410999979,0.0075618353521999995
write_bw_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0
read_bw_std_pct,0.00732147782405024,0.016639515430724,0.00186584817131524,0.00157413909324048,0.0015263300064319199,0.0024393824540765397,0.0029601413144596397
write_bw_std_pct,0.0,0.0,0.0,0.0,0.0,0.0,0.0
samples,50.2,50.2,50.0,52.2,51.4,51.6,51.2
local_pct,27.398901960784315,26.476235294117647,24.932,89.68017668605904,90.11674208144797,81.31659125188537,78.84328808446455
local_pct_skt0,29.891372549019604,28.534980392156864,26.119999999999997,76.96712454212454,77.8476621417798,61.82187028657618,50.66116138763198
local_pct_skt1,24.016,25.114666666666665,24.308,92.90379228614522,93.77496229260935,85.14811463046757,81.0687028657617
local_pct_skt2,25.609568627450983,25.41043137254902,24.976,93.15173453996984,94.17797888386124,81.96696832579185,82.39426847662142
local_pct_skt3,24.01694117647059,24.56243137254902,24.144,93.31785175608705,94.24675716440422,83.80701357466063,82.03371040723982
ipc,0.25638509803921566,0.29505254901960787,0.29804,0.5737689075630252,0.5779984917043741,0.5220256410256411,0.501579185520362
inst,10273.23558509804,12001.116620392157,12323.59808,25820.42673216979,26020.742082956258,23332.45035218703,22618.94864781297
inst_skt0,2830.3719341176466,3025.921416470588,2950.67568,5292.847968918337,5398.634253393665,4161.437250377074,3590.7121402714934
inst_skt1,2304.9397552941177,2930.7308588235296,3027.6994400000003,6748.78990605473,6780.959858974359,6461.945963046757,6255.59999321267
inst_skt2,2634.430544313726,3008.1715050980392,3146.45484,6899.007771547081,6952.75030015083,6262.288147812971,6402.630860482655
inst_skt3,2503.4937952941173,3036.293679215686,3198.76836,6879.780783936652,6888.39778959276,6446.778642533936,6370.005931372549
afreq,0.9800800000000001,0.9789396078431374,0.97936,0.9814134346046111,0.9862699849170438,0.9846191553544494,0.9863815987933636
freq,0.15590039215686274,0.1560243137254902,0.15584,0.15968207282913163,0.16091025641025639,0.16105806938159878,0.16285972850678732
cpu_balance,0.7008811891008712,0.9378390915070064,0.9224857176468302,0.7668598502319305,0.7753563208961783,0.6298396773759387,0.5605969653882117
l3hit,0.07257882352941178,0.07461960784313726,0.07056,0.09074779142426201,0.07955957767722473,0.0834313725490196,0.08864856711915534
l2miss,180.6910745098039,212.4063325490196,219.47943999999998,433.99083618832145,437.8162375565611,388.2644547511312,367.1937081447964
l3miss,173.02233568627452,203.33807843137254,210.43996,418.33150603318256,422.16578054298645,373.5838536953243,352.87087405731523
l3mpi,0.01578452549019608,0.015853066666666665,0.016005199999999997,0.014744258780435249,0.014976221719457011,0.014753235294117647,0.014403944193061841
upi_in_gb,87.7671201294424,104.17636784160538,107.91573800781251,19.83669944384755,19.575561781202868,38.37781764426022,44.03614456439126
upi_out_gb,148.20104323606003,169.40831660615808,174.0652538671875,58.39667778450773,57.59319250285752,80.58305381404364,87.77213246267557
upi_out_pct,53.85272549019608,61.64339215686274,63.335666666666654,20.96224457731811,20.626131221719454,29.067420814479636,31.69786324786325
upi_in_pct,31.65437254901961,37.70717647058824,39.081,6.782057117718883,6.676954499748618,13.611173956762192,15.66929989944696
mem_bw_gb,127.03812350643383,148.1456786151961,153.47130307904413,284.8233946813431,286.99215509300177,265.76284485249926,259.67151255759217
mem_read_gb,119.50111251531862,139.27412814031862,144.51552787990198,275.66690659461557,277.8178047574649,254.46357929746418,247.97948291383864
mem_write_gb,7.537010952818628,8.87155104932598,8.955775314031863,9.15648779296875,9.174350560160963,11.299265215521306,11.692029644490008
mem_read_gb_skt0,36.21647690716912,39.620803040747546,36.2482911305147,61.35333404286431,62.46831930058683,32.87104580269608,23.164331145273614
mem_read_gb_skt1,23.273150658700978,34.54562722120098,36.24888017003677,70.44271368602867,70.71435528684131,72.97871133298572,73.8069535742482
mem_read_gb_skt2,33.85141907935049,32.95578370098039,36.03938112745098,72.06424035878528,72.67615375704068,74.2717771191259,75.7339831362533
mem_read_gb_skt3,26.160066023284315,32.15191348805147,35.9789751072304,71.80661952721948,71.95897625539098,74.34204322430594,75.27421418608009
mem_write_gb_skt0,4.880800206801471,4.936674708946079,2.2802095205269604,8.458877043644161,8.496771379059435,8.776428109975962,8.861793042397247
mem_write_gb_skt1,0.9045350413602942,1.8684773667279413,2.257248965992647,0.22938410704453327,0.20428866627780923,0.7357849264705882,0.9031684695512819
mem_write_gb_skt2,0.9503907781862745,1.0516715686274511,2.2385552619485294,0.25544803701965924,0.26506752568815983,0.975708480627828,0.9984082259556466
mem_write_gb_skt3,0.8012850413602941,1.0147272135416667,2.17976145067402,0.2127784613268931,0.20822299060850305,0.8113432838129242,0.9286589211856618
data_mem_gb,1.3139398731904872,1.3007299631156173,1.297653107287837,3.9735471416202968,4.020990038853066,3.541458049043451,3.3640251056101524
data_mem_gb_node0,0.43136313135483684,0.39306909628475417,0.3625704872280944,1.048853423671973,1.0629139746296281,0.5584754080793977,0.35996835573406416
data_mem_gb_node1,0.2893952008415671,0.3375267369887408,0.34667573577282473,0.991918137597,1.0011557054016207,1.0092922777431943,1.0164285150588368
data_mem_gb_node2,0.2815976810829312,0.23963992100135956,0.24868860940372245,1.0164159194068438,1.0317975566397966,1.0399917683090738,1.045853555256425
data_mem_gb_node3,0.3115940456016391,0.3304755021637561,0.33973521931966144,0.9163755480366209,0.9251101020594348,0.9336872854563625,0.9417955585554534
pagetable_mb,12.877667892156865,12.320039828431373,12.32334681372549,17.475005470938378,17.605335595776772,17.738858349830316,17.787754819475868
pagetable_mb_node0,7.873046875,7.794434742647058,6.2385664828431375,6.845813743165536,6.897755231900453,6.7674158064668175,7.2216019160067875
pagetable_mb_node1,2.4385116421568624,1.8846047794117649,2.038873468137255,3.4424015399429004,3.259554993872549,3.488306290064102,3.0761662778092007
pagetable_mb_node2,0.3596875,0.4812576593137255,1.0994439338235293,2.8934679941688217,3.121069593702866,3.147066188254148,3.1471781320701355
pagetable_mb_node3,2.2068906249999998,2.1597426470588235,2.9465548406862743,4.293322193661118,4.326955776300904,4.336070065045249,4.342808493589744
tma_l3_bound,16.40356884057971,14.456569148936172,14.040833333333333,5.018207407407408,5.032522448979592,6.05861224489796,6.286489795918367
tma_dram_bound,52.71875,51.67872340425532,51.99916666666667,39.35304905660377,39.79632653061224,42.48872653061224,43.87167346938776
tma_l1_bound,5.56643115942029,6.043129432624114,6.1375,9.922740740740739,9.511502040816326,8.996791836734692,8.204685714285713
tma_store_bound,4.685,4.542375886524823,4.599166666666667,5.579437037037036,5.563591836734694,5.406742857142857,5.246155102040816
warmup_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0
read_bw_gb_std,12.560495801111161,1.856402113477746,0.23709023459980033,0.9177941925587958,1.7823134373693283,15.929871804520758,0.3855602683442625
write_bw_gb_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0
runs,5.0,5.0,5.0,5.0,5.0,5.0,5.0
