round,elapsed_ms,tag
0,0.011919,pgtable_sync_repl_1n
1,0.012815,pgtable_sync_repl_1n
2,0.012807,pgtable_sync_repl_1n
3,0.013024,pgtable_sync_repl_1n
4,0.012940,pgtable_sync_repl_1n
5,0.012840,pgtable_sync_repl_1n
6,0.012909,pgtable_sync_repl_1n
7,0.012974,pgtable_sync_repl_1n
8,0.013121,pgtable_sync_repl_1n
9,0.012167,pgtable_sync_repl_1n
10,0.012977,pgtable_sync_repl_1n
11,0.013161,pgtable_sync_repl_1n
12,0.013010,pgtable_sync_repl_1n
13,0.013047,pgtable_sync_repl_1n
14,0.013007,pgtable_sync_repl_1n
15,0.013072,pgtable_sync_repl_1n
16,0.013058,pgtable_sync_repl_1n
17,0.013023,pgtable_sync_repl_1n
18,0.012963,pgtable_sync_repl_1n
19,0.012887,pgtable_sync_repl_1n
0,0.006438,pgtable_sync_norepl_1n
1,0.006272,pgtable_sync_norepl_1n
2,0.006306,pgtable_sync_norepl_1n
3,0.006310,pgtable_sync_norepl_1n
4,0.006342,pgtable_sync_norepl_1n
5,0.006294,pgtable_sync_norepl_1n
6,0.006297,pgtable_sync_norepl_1n
7,0.006393,pgtable_sync_norepl_1n
8,0.006336,pgtable_sync_norepl_1n
9,0.006261,pgtable_sync_norepl_1n
10,0.006280,pgtable_sync_norepl_1n
11,0.006290,pgtable_sync_norepl_1n
12,0.006390,pgtable_sync_norepl_1n
13,0.006259,pgtable_sync_norepl_1n
14,0.006298,pgtable_sync_norepl_1n
15,0.006291,pgtable_sync_norepl_1n
16,0.006287,pgtable_sync_norepl_1n
17,0.006344,pgtable_sync_norepl_1n
18,0.006272,pgtable_sync_norepl_1n
19,0.006269,pgtable_sync_norepl_1n
