round,elapsed_ms,tag
0,0.125929,pgtable_norepl
1,0.124065,pgtable_norepl
2,0.124825,pgtable_norepl
3,0.123691,pgtable_norepl
4,0.125605,pgtable_norepl
5,0.122513,pgtable_norepl
6,0.129499,pgtable_norepl
7,0.127294,pgtable_norepl
8,0.126672,pgtable_norepl
9,0.123982,pgtable_norepl
10,0.125797,pgtable_norepl
11,0.121813,pgtable_norepl
12,0.126892,pgtable_norepl
13,0.122978,pgtable_norepl
14,0.124150,pgtable_norepl
15,0.131817,pgtable_norepl
16,0.126336,pgtable_norepl
17,0.124276,pgtable_norepl
18,0.125941,pgtable_norepl
19,0.126903,pgtable_norepl
