round,elapsed_ms,tag
0,0.126329,pgtable_norepl
1,0.120797,pgtable_norepl
2,0.130790,pgtable_norepl
3,0.124499,pgtable_norepl
4,0.122401,pgtable_norepl
5,0.123963,pgtable_norepl
6,0.120823,pgtable_norepl
7,0.125352,pgtable_norepl
8,0.120879,pgtable_norepl
9,0.125293,pgtable_norepl
10,0.120040,pgtable_norepl
11,0.124232,pgtable_norepl
12,0.121098,pgtable_norepl
13,0.120160,pgtable_norepl
14,0.122651,pgtable_norepl
15,0.123035,pgtable_norepl
16,0.121390,pgtable_norepl
17,0.124620,pgtable_norepl
18,0.121321,pgtable_norepl
19,0.120461,pgtable_norepl
