round,mem_used,tag
0,131160.000000,mem
1,130976.000000,mem
2,131204.000000,mem
3,131072.000000,mem
4,131072.000000,mem
5,131072.000000,mem
6,131072.000000,mem
7,131072.000000,mem
8,131072.000000,mem
9,131072.000000,mem
10,131072.000000,mem
11,131072.000000,mem
12,131072.000000,mem
13,131072.000000,mem
14,131072.000000,mem
15,131072.000000,mem
16,131072.000000,mem
17,131072.000000,mem
18,131072.000000,mem
19,131072.000000,mem
