round,elapsed_ms,tag
0,0.163629,pgtable_repl
1,0.162462,pgtable_repl
2,0.161545,pgtable_repl
3,0.161800,pgtable_repl
4,0.162169,pgtable_repl
5,0.162773,pgtable_repl
6,0.163142,pgtable_repl
7,0.163531,pgtable_repl
8,0.163450,pgtable_repl
9,0.164771,pgtable_repl
10,0.166481,pgtable_repl
11,0.165046,pgtable_repl
12,0.164601,pgtable_repl
13,0.165651,pgtable_repl
14,0.164323,pgtable_repl
15,0.166487,pgtable_repl
16,0.164468,pgtable_repl
17,0.169081,pgtable_repl
18,0.164516,pgtable_repl
19,0.164372,pgtable_repl
0,0.126418,pgtable_norepl
1,0.123999,pgtable_norepl
2,0.121480,pgtable_norepl
3,0.122276,pgtable_norepl
4,0.124178,pgtable_norepl
5,0.120482,pgtable_norepl
6,0.125030,pgtable_norepl
7,0.120278,pgtable_norepl
8,0.119401,pgtable_norepl
9,0.122123,pgtable_norepl
10,0.123946,pgtable_norepl
11,0.120097,pgtable_norepl
12,0.119482,pgtable_norepl
13,0.120479,pgtable_norepl
14,0.122464,pgtable_norepl
15,0.123491,pgtable_norepl
16,0.121029,pgtable_norepl
17,0.119039,pgtable_norepl
18,0.122184,pgtable_norepl
19,0.125333,pgtable_norepl
