round,elapsed_ms,tag
0,0.200425,pgtable_repl
1,0.194891,pgtable_repl
2,0.195570,pgtable_repl
3,0.196241,pgtable_repl
4,0.201716,pgtable_repl
5,0.199343,pgtable_repl
6,0.195204,pgtable_repl
7,0.195393,pgtable_repl
8,0.196286,pgtable_repl
9,0.196642,pgtable_repl
10,0.196182,pgtable_repl
11,0.196729,pgtable_repl
12,0.194635,pgtable_repl
13,0.197222,pgtable_repl
14,0.196270,pgtable_repl
15,0.202670,pgtable_repl
16,0.200514,pgtable_repl
17,0.196137,pgtable_repl
18,0.198312,pgtable_repl
19,0.196255,pgtable_repl
0,0.127151,pgtable_norepl
1,0.123952,pgtable_norepl
2,0.121191,pgtable_norepl
3,0.122578,pgtable_norepl
4,0.119528,pgtable_norepl
5,0.122557,pgtable_norepl
6,0.123540,pgtable_norepl
7,0.121689,pgtable_norepl
8,0.120580,pgtable_norepl
9,0.119842,pgtable_norepl
10,0.124438,pgtable_norepl
11,0.120095,pgtable_norepl
12,0.120598,pgtable_norepl
13,0.122658,pgtable_norepl
14,0.121495,pgtable_norepl
15,0.120575,pgtable_norepl
16,0.125861,pgtable_norepl
17,0.121054,pgtable_norepl
18,0.122913,pgtable_norepl
19,0.121664,pgtable_norepl
