round,mem_used,tag
0,131064.000000,mem
1,131164.000000,mem
2,131816.000000,mem
3,130892.000000,mem
4,131036.000000,mem
5,131228.000000,mem
6,130456.000000,mem
7,130512.000000,mem
8,131160.000000,mem
9,131028.000000,mem
10,131124.000000,mem
11,131024.000000,mem
12,130972.000000,mem
13,130552.000000,mem
14,131008.000000,mem
15,131016.000000,mem
16,131524.000000,mem
17,131016.000000,mem
18,131132.000000,mem
19,131028.000000,mem
