round,elapsed_ms,tag
0,0.124485,pgtable_norepl
1,0.120790,pgtable_norepl
2,0.124843,pgtable_norepl
3,0.121008,pgtable_norepl
4,0.125208,pgtable_norepl
5,0.121570,pgtable_norepl
6,0.127284,pgtable_norepl
7,0.125005,pgtable_norepl
8,0.125682,pgtable_norepl
9,0.122034,pgtable_norepl
10,0.120713,pgtable_norepl
11,0.122187,pgtable_norepl
12,0.123411,pgtable_norepl
13,0.121271,pgtable_norepl
14,0.120684,pgtable_norepl
15,0.120163,pgtable_norepl
16,0.120360,pgtable_norepl
17,0.119696,pgtable_norepl
18,0.125123,pgtable_norepl
19,0.120730,pgtable_norepl
