round,elapsed_ms,tag
0,0.193202,pgtable_repl
1,0.185259,pgtable_repl
2,0.183568,pgtable_repl
3,0.178763,pgtable_repl
4,0.185814,pgtable_repl
5,0.184392,pgtable_repl
6,0.184137,pgtable_repl
7,0.177880,pgtable_repl
8,0.178308,pgtable_repl
9,0.178856,pgtable_repl
10,0.182719,pgtable_repl
11,0.200301,pgtable_repl
12,0.183433,pgtable_repl
13,0.178532,pgtable_repl
14,0.180221,pgtable_repl
15,0.184539,pgtable_repl
16,0.184076,pgtable_repl
17,0.178696,pgtable_repl
18,0.178872,pgtable_repl
19,0.183632,pgtable_repl
0,0.122106,pgtable_norepl
1,0.122580,pgtable_norepl
2,0.120395,pgtable_norepl
3,0.124687,pgtable_norepl
4,0.121957,pgtable_norepl
5,0.120179,pgtable_norepl
6,0.120863,pgtable_norepl
7,0.121235,pgtable_norepl
8,0.125579,pgtable_norepl
9,0.121738,pgtable_norepl
10,0.123034,pgtable_norepl
11,0.124660,pgtable_norepl
12,0.121582,pgtable_norepl
13,0.124565,pgtable_norepl
14,0.122296,pgtable_norepl
15,0.120464,pgtable_norepl
16,0.121739,pgtable_norepl
17,0.122082,pgtable_norepl
18,0.125425,pgtable_norepl
19,0.120536,pgtable_norepl
