round,elapsed_ms,tag
0,0.178303,pgtable_repl
1,0.188084,pgtable_repl
2,0.186283,pgtable_repl
3,0.183893,pgtable_repl
4,0.184004,pgtable_repl
5,0.186176,pgtable_repl
6,0.192650,pgtable_repl
7,0.185929,pgtable_repl
8,0.189214,pgtable_repl
9,0.185838,pgtable_repl
10,0.190345,pgtable_repl
11,0.193109,pgtable_repl
12,0.191312,pgtable_repl
13,0.188459,pgtable_repl
14,0.187336,pgtable_repl
15,0.194197,pgtable_repl
16,0.191620,pgtable_repl
17,0.191399,pgtable_repl
18,0.189330,pgtable_repl
19,0.191727,pgtable_repl
0,0.127308,pgtable_norepl
1,0.126780,pgtable_norepl
2,0.126929,pgtable_norepl
3,0.126262,pgtable_norepl
4,0.123662,pgtable_norepl
5,0.123257,pgtable_norepl
6,0.123255,pgtable_norepl
7,0.126615,pgtable_norepl
8,0.122271,pgtable_norepl
9,0.122390,pgtable_norepl
10,0.126738,pgtable_norepl
11,0.121903,pgtable_norepl
12,0.122992,pgtable_norepl
13,0.126769,pgtable_norepl
14,0.124337,pgtable_norepl
15,0.124810,pgtable_norepl
16,0.127129,pgtable_norepl
17,0.122751,pgtable_norepl
18,0.121296,pgtable_norepl
19,0.121602,pgtable_norepl
