sf,streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
10,16,5,repl,1,True,6,2.5955,1,2026-08-27T14:56:38.551258,2026-08-27T14:56:41.146778
10,16,0,repl,1,True,1,2.9534,4,2026-08-27T14:56:38.537336,2026-08-27T14:56:41.490732
10,16,0,repl,1,True,2,1.0141,100,2026-08-27T14:56:41.490824,2026-08-27T14:56:42.504949
10,16,1,repl,1,True,2,4.0077,100,2026-08-27T14:56:38.540474,2026-08-27T14:56:42.548227
10,16,10,repl,1,True,11,4.0764,0,2026-08-27T14:56:38.584877,2026-08-27T14:56:42.661342
10,16,14,repl,1,True,15,4.1237,1,2026-08-27T14:56:38.653695,2026-08-27T14:56:42.777475
10,16,13,repl,1,True,14,4.357,1,2026-08-27T14:56:38.650353,2026-08-27T14:56:43.007362
10,16,11,repl,1,True,12,4.3879,2,2026-08-27T14:56:38.642826,2026-08-27T14:56:43.030739
10,16,10,repl,1,True,12,0.6559,2,2026-08-27T14:56:42.661430,2026-08-27T14:56:43.317411
10,16,13,repl,1,True,15,0.357,1,2026-08-27T14:56:43.007456,2026-08-27T14:56:43.364485
10,16,15,repl,1,True,16,5.0132,27840,2026-08-27T14:56:38.657063,2026-08-27T14:56:43.673740
10,16,0,repl,1,True,3,1.3151,10,2026-08-27T14:56:42.505036,2026-08-27T14:56:43.820153
10,16,14,repl,1,True,16,1.2667,27840,2026-08-27T14:56:42.777608,2026-08-27T14:56:44.044633
10,16,4,repl,1,True,5,5.5979,5,2026-08-27T14:56:38.548664,2026-08-27T14:56:44.146572
10,16,15,repl,1,True,17,0.526,1,2026-08-27T14:56:43.673856,2026-08-27T14:56:44.201650
10,16,3,repl,1,True,4,5.6553,5,2026-08-27T14:56:38.546584,2026-08-27T14:56:44.201924
10,16,12,repl,1,True,13,5.6068,45,2026-08-27T14:56:38.647838,2026-08-27T14:56:44.254687
10,16,10,repl,1,True,13,0.945,45,2026-08-27T14:56:43.317555,2026-08-27T14:56:44.262552
