streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
1,0,imbalanced,1,True,1,0.0583,1,2026-08-27T15:58:56.786851,2026-08-27T15:58:56.845241
1,0,imbalanced,1,True,2,0.4069,1,2026-08-27T15:58:56.845349,2026-08-27T15:58:57.252267
1,0,imbalanced,1,True,3,0.6307,1,2026-08-27T15:58:57.252371,2026-08-27T15:58:57.883160
1,0,imbalanced,1,True,4,1.3872,1,2026-08-27T15:58:57.883269,2026-08-27T15:58:59.270498
1,0,imbalanced,1,True,5,0.3978,1,2026-08-27T15:58:59.270583,2026-08-27T15:58:59.668380
1,0,imbalanced,1,True,6,2.2957,1,2026-08-27T15:58:59.668455,2026-08-27T15:59:01.964153
1,0,imbalanced,1,True,7,0.0174,1,2026-08-27T15:59:01.964213,2026-08-27T15:59:01.981593
1,0,imbalanced,1,True,8,0.0229,18,2026-08-27T15:59:01.981640,2026-08-27T15:59:02.004538
1,0,imbalanced,1,True,9,0.8694,10,2026-08-27T15:59:02.004581,2026-08-27T15:59:02.873973
1,0,imbalanced,1,True,10,0.3179,10,2026-08-27T15:59:02.874033,2026-08-27T15:59:03.192002
1,0,imbalanced,1,True,11,0.4892,10,2026-08-27T15:59:03.192081,2026-08-27T15:59:03.681276
1,0,imbalanced,1,True,12,0.3017,10,2026-08-27T15:59:03.681367,2026-08-27T15:59:03.983095
1,0,imbalanced,1,True,13,0.2812,10,2026-08-27T15:59:03.983186,2026-08-27T15:59:04.264394
1,0,imbalanced,1,True,14,0.4831,10,2026-08-27T15:59:04.264485,2026-08-27T15:59:04.747566
1,0,imbalanced,1,True,15,0.5411,10,2026-08-27T15:59:04.747660,2026-08-27T15:59:05.288796
1,0,imbalanced,1,True,16,0.2036,10,2026-08-27T15:59:05.288887,2026-08-27T15:59:05.492513
1,0,imbalanced,1,True,17,0.4704,10,2026-08-27T15:59:05.492620,2026-08-27T15:59:05.963051
1,0,imbalanced,1,True,18,0.4773,10,2026-08-27T15:59:05.963143,2026-08-27T15:59:06.440488
1,0,imbalanced,1,True,19,3.007,10,2026-08-27T15:59:06.440579,2026-08-27T15:59:09.447655
1,0,imbalanced,1,True,20,0.0103,4,2026-08-27T15:59:09.447759,2026-08-27T15:59:09.458089
