sf,streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
30,1,0,firsttouch,1,True,1,6.1418,4,2026-08-27T15:29:15.847431,2026-08-27T15:29:21.989299
30,1,0,firsttouch,1,True,2,0.8699,100,2026-08-27T15:29:21.989376,2026-08-27T15:29:22.859250
30,1,0,firsttouch,1,True,3,3.4107,10,2026-08-27T15:29:22.859318,2026-08-27T15:29:26.270069
30,1,0,firsttouch,1,True,4,1.9761,5,2026-08-27T15:29:26.270148,2026-08-27T15:29:28.246253
30,1,0,firsttouch,1,True,5,1.1044,5,2026-08-27T15:29:28.246324,2026-08-27T15:29:29.350765
30,1,0,firsttouch,1,True,6,0.0396,1,2026-08-27T15:29:29.350834,2026-08-27T15:29:29.390463
30,1,0,firsttouch,1,True,7,0.2282,4,2026-08-27T15:29:29.390536,2026-08-27T15:29:29.618764
30,1,0,firsttouch,1,True,8,0.4931,2,2026-08-27T15:29:29.618841,2026-08-27T15:29:30.111972
30,1,0,firsttouch,1,True,9,0.8063,175,2026-08-27T15:29:30.112064,2026-08-27T15:29:30.918348
30,1,0,firsttouch,1,True,10,1.0592,20,2026-08-27T15:29:30.918431,2026-08-27T15:29:31.977636
30,1,0,firsttouch,1,True,11,0.0664,0,2026-08-27T15:29:31.977722,2026-08-27T15:29:32.044150
30,1,0,firsttouch,1,True,12,0.1962,2,2026-08-27T15:29:32.044238,2026-08-27T15:29:32.240418
30,1,0,firsttouch,1,True,13,2.1504,45,2026-08-27T15:29:32.240503,2026-08-27T15:29:34.390929
30,1,0,firsttouch,1,True,14,0.1347,1,2026-08-27T15:29:34.391028,2026-08-27T15:29:34.525732
30,1,0,firsttouch,1,True,15,0.0874,1,2026-08-27T15:29:34.525819,2026-08-27T15:29:34.613243
30,1,0,firsttouch,1,True,16,0.3075,27840,2026-08-27T15:29:34.613332,2026-08-27T15:29:34.920878
30,1,0,firsttouch,1,True,17,0.1475,1,2026-08-27T15:29:34.920967,2026-08-27T15:29:35.068500
30,1,0,firsttouch,1,True,18,0.6125,100,2026-08-27T15:29:35.068589,2026-08-27T15:29:35.681146
30,1,0,firsttouch,1,True,19,0.1234,1,2026-08-27T15:29:35.681230,2026-08-27T15:29:35.804630
30,1,0,firsttouch,1,True,20,0.1915,5404,2026-08-27T15:29:35.804720,2026-08-27T15:29:35.996204
30,1,0,firsttouch,1,True,21,0.3942,100,2026-08-27T15:29:35.996303,2026-08-27T15:29:36.390497
30,1,0,firsttouch,1,True,22,0.1957,7,2026-08-27T15:29:36.390584,2026-08-27T15:29:36.586357
30,1,0,firsttouch,2,False,1,0.1112,4,2026-08-27T15:29:36.587965,2026-08-27T15:29:36.699182
30,1,0,firsttouch,2,False,2,0.1072,100,2026-08-27T15:29:36.699252,2026-08-27T15:29:36.806432
30,1,0,firsttouch,2,False,3,0.2639,10,2026-08-27T15:29:36.806501,2026-08-27T15:29:37.070398
30,1,0,firsttouch,2,False,4,0.1735,5,2026-08-27T15:29:37.070462,2026-08-27T15:29:37.243946
30,1,0,firsttouch,2,False,5,0.2535,5,2026-08-27T15:29:37.244022,2026-08-27T15:29:37.497571
30,1,0,firsttouch,2,False,6,0.0363,1,2026-08-27T15:29:37.497640,2026-08-27T15:29:37.533939
30,1,0,firsttouch,2,False,7,0.2011,4,2026-08-27T15:29:37.534014,2026-08-27T15:29:37.735098
30,1,0,firsttouch,2,False,8,0.2722,2,2026-08-27T15:29:37.735164,2026-08-27T15:29:38.007346
30,1,0,firsttouch,2,False,9,0.6457,175,2026-08-27T15:29:38.007413,2026-08-27T15:29:38.653135
30,1,0,firsttouch,2,False,10,0.3958,20,2026-08-27T15:29:38.653216,2026-08-27T15:29:39.049046
30,1,0,firsttouch,2,False,11,0.0479,0,2026-08-27T15:29:39.049131,2026-08-27T15:29:39.097098
30,1,0,firsttouch,2,False,12,0.1907,2,2026-08-27T15:29:39.097182,2026-08-27T15:29:39.287877
30,1,0,firsttouch,2,False,13,0.3547,45,2026-08-27T15:29:39.287961,2026-08-27T15:29:39.642681
30,1,0,firsttouch,2,False,14,0.1245,1,2026-08-27T15:29:39.642768,2026-08-27T15:29:39.767308
30,1,0,firsttouch,2,False,15,0.0929,1,2026-08-27T15:29:39.767394,2026-08-27T15:29:39.860332
30,1,0,firsttouch,2,False,16,0.2593,27840,2026-08-27T15:29:39.860419,2026-08-27T15:29:40.119745
30,1,0,firsttouch,2,False,17,0.1493,1,2026-08-27T15:29:40.119825,2026-08-27T15:29:40.269172
30,1,0,firsttouch,2,False,18,0.5285,100,2026-08-27T15:29:40.269258,2026-08-27T15:29:40.797775
30,1,0,firsttouch,2,False,19,0.1218,1,2026-08-27T15:29:40.797857,2026-08-27T15:29:40.919719
30,1,0,firsttouch,2,False,20,0.1845,5404,2026-08-27T15:29:40.919798,2026-08-27T15:29:41.104283
30,1,0,firsttouch,2,False,21,0.3666,100,2026-08-27T15:29:41.104370,2026-08-27T15:29:41.470954
30,1,0,firsttouch,2,False,22,0.2006,7,2026-08-27T15:29:41.471033,2026-08-27T15:29:41.671670
30,1,0,firsttouch,3,False,1,0.1218,4,2026-08-27T15:29:41.674589,2026-08-27T15:29:41.796376
30,1,0,firsttouch,3,False,2,0.1006,100,2026-08-27T15:29:41.796447,2026-08-27T15:29:41.897078
30,1,0,firsttouch,3,False,3,0.2647,10,2026-08-27T15:29:41.897151,2026-08-27T15:29:42.161822
30,1,0,firsttouch,3,False,4,0.1819,5,2026-08-27T15:29:42.161892,2026-08-27T15:29:42.343813
30,1,0,firsttouch,3,False,5,0.2522,5,2026-08-27T15:29:42.343923,2026-08-27T15:29:42.596124
30,1,0,firsttouch,3,False,6,0.0352,1,2026-08-27T15:29:42.596207,2026-08-27T15:29:42.631431
30,1,0,firsttouch,3,False,7,0.1971,4,2026-08-27T15:29:42.631505,2026-08-27T15:29:42.828637
30,1,0,firsttouch,3,False,8,0.2688,2,2026-08-27T15:29:42.828729,2026-08-27T15:29:43.097591
30,1,0,firsttouch,3,False,9,0.648,175,2026-08-27T15:29:43.097680,2026-08-27T15:29:43.745729
30,1,0,firsttouch,3,False,10,0.3958,20,2026-08-27T15:29:43.745808,2026-08-27T15:29:44.141606
30,1,0,firsttouch,3,False,11,0.0459,0,2026-08-27T15:29:44.141700,2026-08-27T15:29:44.187672
30,1,0,firsttouch,3,False,12,0.1982,2,2026-08-27T15:29:44.187763,2026-08-27T15:29:44.385985
30,1,0,firsttouch,3,False,13,0.3624,45,2026-08-27T15:29:44.386079,2026-08-27T15:29:44.748506
30,1,0,firsttouch,3,False,14,0.1338,1,2026-08-27T15:29:44.748593,2026-08-27T15:29:44.882414
30,1,0,firsttouch,3,False,15,0.0851,1,2026-08-27T15:29:44.882495,2026-08-27T15:29:44.967636
30,1,0,firsttouch,3,False,16,0.2519,27840,2026-08-27T15:29:44.967716,2026-08-27T15:29:45.219618
30,1,0,firsttouch,3,False,17,0.1473,1,2026-08-27T15:29:45.219699,2026-08-27T15:29:45.367054
30,1,0,firsttouch,3,False,18,0.548,100,2026-08-27T15:29:45.367128,2026-08-27T15:29:45.915115
30,1,0,firsttouch,3,False,19,0.1319,1,2026-08-27T15:29:45.915195,2026-08-27T15:29:46.047103
30,1,0,firsttouch,3,False,20,0.1914,5404,2026-08-27T15:29:46.047183,2026-08-27T15:29:46.238611
30,1,0,firsttouch,3,False,21,0.3948,100,2026-08-27T15:29:46.238685,2026-08-27T15:29:46.633529
30,1,0,firsttouch,3,False,22,0.1946,7,2026-08-27T15:29:46.633599,2026-08-27T15:29:46.828216
30,1,0,firsttouch,4,False,1,0.112,4,2026-08-27T15:29:46.839254,2026-08-27T15:29:46.951242
30,1,0,firsttouch,4,False,2,0.091,100,2026-08-27T15:29:46.951311,2026-08-27T15:29:47.042307
30,1,0,firsttouch,4,False,3,0.2738,10,2026-08-27T15:29:47.042375,2026-08-27T15:29:47.316167
30,1,0,firsttouch,4,False,4,0.1815,5,2026-08-27T15:29:47.316229,2026-08-27T15:29:47.497748
30,1,0,firsttouch,4,False,5,0.2644,5,2026-08-27T15:29:47.497828,2026-08-27T15:29:47.762270
30,1,0,firsttouch,4,False,6,0.0346,1,2026-08-27T15:29:47.762354,2026-08-27T15:29:47.796934
