streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
1,0,numa-balancing,1,True,1,0.0544,1,2026-08-27T17:12:41.361979,2026-08-27T17:12:41.416434
1,0,numa-balancing,1,True,2,0.3987,1,2026-08-27T17:12:41.416520,2026-08-27T17:12:41.815206
1,0,numa-balancing,1,True,3,0.6306,1,2026-08-27T17:12:41.815298,2026-08-27T17:12:42.445929
1,0,numa-balancing,1,True,4,1.3443,1,2026-08-27T17:12:42.446023,2026-08-27T17:12:43.790293
1,0,numa-balancing,1,True,5,0.2685,1,2026-08-27T17:12:43.790364,2026-08-27T17:12:44.058848
1,0,numa-balancing,1,True,6,2.2537,1,2026-08-27T17:12:44.058923,2026-08-27T17:12:46.312620
1,0,numa-balancing,1,True,7,0.0181,1,2026-08-27T17:12:46.312692,2026-08-27T17:12:46.330849
1,0,numa-balancing,1,True,8,0.0199,18,2026-08-27T17:12:46.330897,2026-08-27T17:12:46.350809
1,0,numa-balancing,1,True,9,0.8156,10,2026-08-27T17:12:46.350850,2026-08-27T17:12:47.166499
1,0,numa-balancing,1,True,10,0.2604,10,2026-08-27T17:12:47.166578,2026-08-27T17:12:47.427040
1,0,numa-balancing,1,True,11,0.4934,10,2026-08-27T17:12:47.427132,2026-08-27T17:12:47.920603
1,0,numa-balancing,1,True,12,0.3092,10,2026-08-27T17:12:47.920689,2026-08-27T17:12:48.229880
1,0,numa-balancing,1,True,13,0.1666,10,2026-08-27T17:12:48.229968,2026-08-27T17:12:48.396553
1,0,numa-balancing,1,True,14,0.3121,10,2026-08-27T17:12:48.396648,2026-08-27T17:12:48.708779
1,0,numa-balancing,1,True,15,0.5599,10,2026-08-27T17:12:48.708872,2026-08-27T17:12:49.268783
1,0,numa-balancing,1,True,16,0.1512,10,2026-08-27T17:12:49.268887,2026-08-27T17:12:49.420177
1,0,numa-balancing,1,True,17,0.3382,10,2026-08-27T17:12:49.420475,2026-08-27T17:12:49.758703
1,0,numa-balancing,1,True,18,0.3058,10,2026-08-27T17:12:49.758808,2026-08-27T17:12:50.064681
1,0,numa-balancing,1,True,19,2.714,10,2026-08-27T17:12:50.064764,2026-08-27T17:12:52.778812
1,0,numa-balancing,1,True,20,0.0112,4,2026-08-27T17:12:52.778892,2026-08-27T17:12:52.790092
1,0,numa-balancing,1,True,21,12.6745,1,2026-08-27T17:12:52.790161,2026-08-27T17:13:05.464679
1,0,numa-balancing,1,True,22,0.1951,10,2026-08-27T17:13:05.464793,2026-08-27T17:13:05.659963
1,0,numa-balancing,1,True,23,6.4019,10,2026-08-27T17:13:05.660043,2026-08-27T17:13:12.061986
1,0,numa-balancing,1,True,24,0.4616,10,2026-08-27T17:13:12.062074,2026-08-27T17:13:12.523725
1,0,numa-balancing,1,True,25,0.02,10,2026-08-27T17:13:12.523801,2026-08-27T17:13:12.543818
1,0,numa-balancing,1,True,26,0.0922,10,2026-08-27T17:13:12.543892,2026-08-27T17:13:12.636129
1,0,numa-balancing,1,True,27,0.0241,10,2026-08-27T17:13:12.636208,2026-08-27T17:13:12.660309
1,0,numa-balancing,1,True,28,0.1513,25,2026-08-27T17:13:12.660382,2026-08-27T17:13:12.811748
1,0,numa-balancing,1,True,29,7.5868,25,2026-08-27T17:13:12.811831,2026-08-27T17:13:20.398659
1,0,numa-balancing,1,True,30,0.0507,1,2026-08-27T17:13:20.398746,2026-08-27T17:13:20.449513
1,0,numa-balancing,1,True,31,0.5438,10,2026-08-27T17:13:20.449595,2026-08-27T17:13:20.993406
1,0,numa-balancing,1,True,32,2.2317,10,2026-08-27T17:13:20.993509,2026-08-27T17:13:23.225200
1,0,numa-balancing,1,True,33,0.813,10,2026-08-27T17:13:23.225288,2026-08-27T17:13:24.038283
1,0,numa-balancing,1,True,34,0.534,10,2026-08-27T17:13:24.038363,2026-08-27T17:13:24.572369
1,0,numa-balancing,1,True,35,0.5597,10,2026-08-27T17:13:24.572457,2026-08-27T17:13:25.132133
1,0,numa-balancing,1,True,36,0.1472,10,2026-08-27T17:13:25.132217,2026-08-27T17:13:25.279469
1,0,numa-balancing,1,True,37,0.0547,10,2026-08-27T17:13:25.279565,2026-08-27T17:13:25.334266
1,0,numa-balancing,1,True,38,0.0127,10,2026-08-27T17:13:25.334348,2026-08-27T17:13:25.347100
1,0,numa-balancing,1,True,39,0.0267,10,2026-08-27T17:13:25.347166,2026-08-27T17:13:25.373873
1,0,numa-balancing,1,True,40,0.0727,10,2026-08-27T17:13:25.373945,2026-08-27T17:13:25.446700
1,0,numa-balancing,1,True,41,0.0534,10,2026-08-27T17:13:25.446782,2026-08-27T17:13:25.500199
1,0,numa-balancing,1,True,42,0.0218,10,2026-08-27T17:13:25.500276,2026-08-27T17:13:25.522069
1,0,numa-balancing,1,True,43,0.0213,10,2026-08-27T17:13:25.522140,2026-08-27T17:13:25.543427
1,0,numa-balancing,2,False,1,0.0023,1,2026-08-27T17:13:25.547906,2026-08-27T17:13:25.550278
1,0,numa-balancing,2,False,2,0.0283,1,2026-08-27T17:13:25.550341,2026-08-27T17:13:25.578621
1,0,numa-balancing,2,False,3,0.017,1,2026-08-27T17:13:25.578703,2026-08-27T17:13:25.595685
1,0,numa-balancing,2,False,4,0.0111,1,2026-08-27T17:13:25.595747,2026-08-27T17:13:25.606856
1,0,numa-balancing,2,False,5,0.1494,1,2026-08-27T17:13:25.606901,2026-08-27T17:13:25.756288
1,0,numa-balancing,2,False,6,0.164,1,2026-08-27T17:13:25.756359,2026-08-27T17:13:25.920339
1,0,numa-balancing,2,False,7,0.0464,1,2026-08-27T17:13:25.920403,2026-08-27T17:13:25.966803
1,0,numa-balancing,2,False,8,0.0124,18,2026-08-27T17:13:25.966864,2026-08-27T17:13:25.979276
1,0,numa-balancing,2,False,9,0.1677,10,2026-08-27T17:13:25.979316,2026-08-27T17:13:26.147042
1,0,numa-balancing,2,False,10,0.2489,10,2026-08-27T17:13:26.147115,2026-08-27T17:13:26.396036
1,0,numa-balancing,2,False,11,0.0616,10,2026-08-27T17:13:26.396109,2026-08-27T17:13:26.457689
1,0,numa-balancing,2,False,12,0.0678,10,2026-08-27T17:13:26.457758,2026-08-27T17:13:26.525578
1,0,numa-balancing,2,False,13,0.1607,10,2026-08-27T17:13:26.525655,2026-08-27T17:13:26.686363
1,0,numa-balancing,2,False,14,0.2588,10,2026-08-27T17:13:26.686433,2026-08-27T17:13:26.945213
1,0,numa-balancing,2,False,15,0.1378,10,2026-08-27T17:13:26.945297,2026-08-27T17:13:27.083085
1,0,numa-balancing,2,False,16,0.152,10,2026-08-27T17:13:27.083166,2026-08-27T17:13:27.235201
1,0,numa-balancing,2,False,17,0.2964,10,2026-08-27T17:13:27.235282,2026-08-27T17:13:27.531700
1,0,numa-balancing,2,False,18,0.3277,10,2026-08-27T17:13:27.531783,2026-08-27T17:13:27.859528
1,0,numa-balancing,2,False,19,0.5075,10,2026-08-27T17:13:27.859606,2026-08-27T17:13:28.367165
1,0,numa-balancing,2,False,20,0.0088,4,2026-08-27T17:13:28.367237,2026-08-27T17:13:28.376084
1,0,numa-balancing,2,False,21,0.2006,1,2026-08-27T17:13:28.376172,2026-08-27T17:13:28.576783
1,0,numa-balancing,2,False,22,0.1949,10,2026-08-27T17:13:28.576884,2026-08-27T17:13:28.771768
1,0,numa-balancing,2,False,23,0.1988,10,2026-08-27T17:13:28.771840,2026-08-27T17:13:28.970668
1,0,numa-balancing,2,False,24,0.0759,10,2026-08-27T17:13:28.970738,2026-08-27T17:13:29.046616
1,0,numa-balancing,2,False,25,0.0175,10,2026-08-27T17:13:29.046682,2026-08-27T17:13:29.064160
1,0,numa-balancing,2,False,26,0.0911,10,2026-08-27T17:13:29.064231,2026-08-27T17:13:29.155369
1,0,numa-balancing,2,False,27,0.0167,10,2026-08-27T17:13:29.155444,2026-08-27T17:13:29.172169
1,0,numa-balancing,2,False,28,0.1478,25,2026-08-27T17:13:29.172244,2026-08-27T17:13:29.320023
