sf,streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
30,1,0,repl,1,True,1,5.8493,4,2026-08-27T14:52:58.112904,2026-08-27T14:53:03.962277
30,1,0,repl,1,True,2,0.9279,100,2026-08-27T14:53:03.962403,2026-08-27T14:53:04.890314
30,1,0,repl,1,True,3,3.4757,10,2026-08-27T14:53:04.890384,2026-08-27T14:53:08.366062
30,1,0,repl,1,True,4,2.04,5,2026-08-27T14:53:08.366139,2026-08-27T14:53:10.406189
30,1,0,repl,1,True,5,1.1805,5,2026-08-27T14:53:10.406286,2026-08-27T14:53:11.586796
30,1,0,repl,1,True,6,0.1345,1,2026-08-27T14:53:11.586891,2026-08-27T14:53:11.721376
30,1,0,repl,1,True,7,0.3869,4,2026-08-27T14:53:11.721483,2026-08-27T14:53:12.108419
30,1,0,repl,1,True,8,0.5299,2,2026-08-27T14:53:12.108510,2026-08-27T14:53:12.638473
30,1,0,repl,1,True,9,1.0274,175,2026-08-27T14:53:12.638565,2026-08-27T14:53:13.665954
30,1,0,repl,1,True,10,1.1039,20,2026-08-27T14:53:13.666046,2026-08-27T14:53:14.769977
30,1,0,repl,1,True,11,0.0809,0,2026-08-27T14:53:14.770069,2026-08-27T14:53:14.851022
30,1,0,repl,1,True,12,0.3178,2,2026-08-27T14:53:14.851119,2026-08-27T14:53:15.168911
30,1,0,repl,1,True,13,2.0732,45,2026-08-27T14:53:15.169004,2026-08-27T14:53:17.242256
30,1,0,repl,1,True,14,0.2238,1,2026-08-27T14:53:17.242349,2026-08-27T14:53:17.466179
30,1,0,repl,1,True,15,0.1731,1,2026-08-27T14:53:17.466273,2026-08-27T14:53:17.639399
30,1,0,repl,1,True,16,0.3247,27840,2026-08-27T14:53:17.639491,2026-08-27T14:53:17.964231
30,1,0,repl,1,True,17,0.3388,1,2026-08-27T14:53:17.964323,2026-08-27T14:53:18.303189
30,1,0,repl,1,True,18,0.6556,100,2026-08-27T14:53:18.303286,2026-08-27T14:53:18.958895
30,1,0,repl,1,True,19,0.23,1,2026-08-27T14:53:18.958986,2026-08-27T14:53:19.189006
30,1,0,repl,1,True,20,0.3491,5404,2026-08-27T14:53:19.189100,2026-08-27T14:53:19.538246
30,1,0,repl,1,True,21,0.619,100,2026-08-27T14:53:19.538341,2026-08-27T14:53:20.157317
30,1,0,repl,1,True,22,0.2524,7,2026-08-27T14:53:20.157405,2026-08-27T14:53:20.409825
30,1,0,repl,2,False,1,0.2074,4,2026-08-27T14:53:20.414145,2026-08-27T14:53:20.621604
30,1,0,repl,2,False,2,0.1283,100,2026-08-27T14:53:20.621669,2026-08-27T14:53:20.750019
30,1,0,repl,2,False,3,0.3302,10,2026-08-27T14:53:20.750079,2026-08-27T14:53:21.080302
30,1,0,repl,2,False,4,0.2723,5,2026-08-27T14:53:21.080382,2026-08-27T14:53:21.352729
30,1,0,repl,2,False,5,0.3206,5,2026-08-27T14:53:21.352825,2026-08-27T14:53:21.673432
30,1,0,repl,2,False,6,0.0771,1,2026-08-27T14:53:21.673535,2026-08-27T14:53:21.750620
30,1,0,repl,2,False,7,0.2524,4,2026-08-27T14:53:21.750709,2026-08-27T14:53:22.003136
30,1,0,repl,2,False,8,0.3442,2,2026-08-27T14:53:22.003227,2026-08-27T14:53:22.347442
30,1,0,repl,2,False,9,0.7601,175,2026-08-27T14:53:22.347513,2026-08-27T14:53:23.107588
30,1,0,repl,2,False,10,0.5157,20,2026-08-27T14:53:23.107648,2026-08-27T14:53:23.623398
30,1,0,repl,2,False,11,0.0668,0,2026-08-27T14:53:23.623458,2026-08-27T14:53:23.690275
30,1,0,repl,2,False,12,0.2654,2,2026-08-27T14:53:23.690341,2026-08-27T14:53:23.955785
30,1,0,repl,2,False,13,0.5277,45,2026-08-27T14:53:23.955848,2026-08-27T14:53:24.483602
30,1,0,repl,2,False,14,0.1676,1,2026-08-27T14:53:24.483663,2026-08-27T14:53:24.651315
30,1,0,repl,2,False,15,0.1084,1,2026-08-27T14:53:24.651399,2026-08-27T14:53:24.759854
30,1,0,repl,2,False,16,0.3128,27840,2026-08-27T14:53:24.759945,2026-08-27T14:53:25.072782
30,1,0,repl,2,False,17,0.2219,1,2026-08-27T14:53:25.072865,2026-08-27T14:53:25.294736
30,1,0,repl,2,False,18,0.5907,100,2026-08-27T14:53:25.294811,2026-08-27T14:53:25.885501
30,1,0,repl,2,False,19,0.1787,1,2026-08-27T14:53:25.885577,2026-08-27T14:53:26.064300
30,1,0,repl,2,False,20,0.244,5404,2026-08-27T14:53:26.064389,2026-08-27T14:53:26.308400
30,1,0,repl,2,False,21,0.4904,100,2026-08-27T14:53:26.308491,2026-08-27T14:53:26.798878
30,1,0,repl,2,False,22,0.22,7,2026-08-27T14:53:26.798949,2026-08-27T14:53:27.019019
30,1,0,repl,3,False,1,0.1617,4,2026-08-27T14:53:27.026590,2026-08-27T14:53:27.188369
30,1,0,repl,3,False,2,0.103,100,2026-08-27T14:53:27.188457,2026-08-27T14:53:27.291475
30,1,0,repl,3,False,3,0.2858,10,2026-08-27T14:53:27.291560,2026-08-27T14:53:27.577426
30,1,0,repl,3,False,4,0.2257,5,2026-08-27T14:53:27.577529,2026-08-27T14:53:27.803246
30,1,0,repl,3,False,5,0.2682,5,2026-08-27T14:53:27.803332,2026-08-27T14:53:28.071526
30,1,0,repl,3,False,6,0.0418,1,2026-08-27T14:53:28.071618,2026-08-27T14:53:28.113443
30,1,0,repl,3,False,7,0.2062,4,2026-08-27T14:53:28.113541,2026-08-27T14:53:28.319775
30,1,0,repl,3,False,8,0.2871,2,2026-08-27T14:53:28.319863,2026-08-27T14:53:28.607034
30,1,0,repl,3,False,9,0.6859,175,2026-08-27T14:53:28.607133,2026-08-27T14:53:29.293060
30,1,0,repl,3,False,10,0.4826,20,2026-08-27T14:53:29.293151,2026-08-27T14:53:29.775723
30,1,0,repl,3,False,11,0.0609,0,2026-08-27T14:53:29.775795,2026-08-27T14:53:29.836710
30,1,0,repl,3,False,12,0.2277,2,2026-08-27T14:53:29.836775,2026-08-27T14:53:30.064457
30,1,0,repl,3,False,13,0.4961,45,2026-08-27T14:53:30.064537,2026-08-27T14:53:30.560681
