sf,streams,stream,tag,pass,warmup,query,elapsed_s,rows,start_time,end_time
30,16,10,numa-balancing,1,True,11,3.2361,0,2026-08-27T17:17:09.250631,2026-08-27T17:17:12.486768
30,16,1,numa-balancing,1,True,2,5.9071,100,2026-08-27T17:17:09.201555,2026-08-27T17:17:15.108683
30,16,15,numa-balancing,1,True,16,7.4326,27840,2026-08-27T17:17:09.335229,2026-08-27T17:17:16.767889
30,16,3,numa-balancing,1,True,4,9.9419,5,2026-08-27T17:17:09.207339,2026-08-27T17:17:19.149267
30,16,10,numa-balancing,1,True,12,7.0897,2,2026-08-27T17:17:12.486858,2026-08-27T17:17:19.576629
30,16,11,numa-balancing,1,True,12,10.288,2,2026-08-27T17:17:09.312764,2026-08-27T17:17:19.600817
30,16,5,numa-balancing,1,True,6,13.5814,1,2026-08-27T17:17:09.212224,2026-08-27T17:17:22.793781
30,16,13,numa-balancing,1,True,14,13.5992,1,2026-08-27T17:17:09.318264,2026-08-27T17:17:22.917479
30,16,1,numa-balancing,1,True,3,7.8508,10,2026-08-27T17:17:15.108935,2026-08-27T17:17:22.959726
30,16,0,numa-balancing,1,True,1,13.7774,4,2026-08-27T17:17:09.197992,2026-08-27T17:17:22.975454
30,16,14,numa-balancing,1,True,15,13.8001,1,2026-08-27T17:17:09.332296,2026-08-27T17:17:23.132401
30,16,0,numa-balancing,1,True,2,0.6663,100,2026-08-27T17:17:22.975531,2026-08-27T17:17:23.641883
30,16,15,numa-balancing,1,True,17,7.7143,1,2026-08-27T17:17:16.767956,2026-08-27T17:17:24.482461
30,16,1,numa-balancing,1,True,4,1.895,5,2026-08-27T17:17:22.959853,2026-08-27T17:17:24.854847
30,16,13,numa-balancing,1,True,15,2.28,1,2026-08-27T17:17:22.917591,2026-08-27T17:17:25.197592
30,16,11,numa-balancing,1,True,13,5.7208,45,2026-08-27T17:17:19.600884,2026-08-27T17:17:25.321733
30,16,10,numa-balancing,1,True,13,5.7485,45,2026-08-27T17:17:19.576717,2026-08-27T17:17:25.325251
30,16,14,numa-balancing,1,True,16,2.1967,27840,2026-08-27T17:17:23.132480,2026-08-27T17:17:25.329228
30,16,6,numa-balancing,1,True,7,16.1777,4,2026-08-27T17:17:09.215559,2026-08-27T17:17:25.393252
30,16,4,numa-balancing,1,True,5,16.2281,5,2026-08-27T17:17:09.209132,2026-08-27T17:17:25.437273
30,16,7,numa-balancing,1,True,8,16.2431,2,2026-08-27T17:17:09.219995,2026-08-27T17:17:25.463111
30,16,1,numa-balancing,1,True,5,0.6897,5,2026-08-27T17:17:24.855237,2026-08-27T17:17:25.544955
30,16,11,numa-balancing,1,True,14,0.4235,1,2026-08-27T17:17:25.321886,2026-08-27T17:17:25.745389
30,16,15,numa-balancing,1,True,18,1.3001,100,2026-08-27T17:17:24.482761,2026-08-27T17:17:25.782892
30,16,1,numa-balancing,1,True,6,0.3373,1,2026-08-27T17:17:25.545110,2026-08-27T17:17:25.882454
30,16,10,numa-balancing,1,True,14,0.6996,1,2026-08-27T17:17:25.354159,2026-08-27T17:17:26.053795
30,16,4,numa-balancing,1,True,6,0.6365,1,2026-08-27T17:17:25.437389,2026-08-27T17:17:26.073900
30,16,11,numa-balancing,1,True,15,0.417,1,2026-08-27T17:17:25.745479,2026-08-27T17:17:26.162466
30,16,13,numa-balancing,1,True,16,1.0552,27840,2026-08-27T17:17:25.197761,2026-08-27T17:17:26.252994
30,16,15,numa-balancing,1,True,19,0.4874,1,2026-08-27T17:17:25.782981,2026-08-27T17:17:26.270387
30,16,14,numa-balancing,1,True,17,0.9461,1,2026-08-27T17:17:25.356917,2026-08-27T17:17:26.303047
30,16,10,numa-balancing,1,True,15,0.3031,1,2026-08-27T17:17:26.062174,2026-08-27T17:17:26.365336
30,16,13,numa-balancing,1,True,17,0.5423,1,2026-08-27T17:17:26.253125,2026-08-27T17:17:26.795468
30,16,1,numa-balancing,1,True,7,1.4082,4,2026-08-27T17:17:25.882569,2026-08-27T17:17:27.290805
30,16,15,numa-balancing,1,True,20,1.0318,5404,2026-08-27T17:17:26.270700,2026-08-27T17:17:27.302576
30,16,12,numa-balancing,1,True,13,18.0001,45,2026-08-27T17:17:09.316352,2026-08-27T17:17:27.316514
30,16,6,numa-balancing,1,True,8,2.035,2,2026-08-27T17:17:25.393449,2026-08-27T17:17:27.428456
30,16,4,numa-balancing,1,True,7,1.5053,4,2026-08-27T17:17:26.074027,2026-08-27T17:17:27.579309
30,16,11,numa-balancing,1,True,16,1.586,27840,2026-08-27T17:17:26.165553,2026-08-27T17:17:27.751591
30,16,12,numa-balancing,1,True,14,0.5504,1,2026-08-27T17:17:27.316642,2026-08-27T17:17:27.871647
30,16,10,numa-balancing,1,True,16,1.6866,27840,2026-08-27T17:17:26.365449,2026-08-27T17:17:28.053564
30,16,3,numa-balancing,1,True,5,8.946,5,2026-08-27T17:17:19.149350,2026-08-27T17:17:28.095404
30,16,12,numa-balancing,1,True,15,0.2408,1,2026-08-27T17:17:27.877663,2026-08-27T17:17:28.118764
30,16,13,numa-balancing,1,True,18,1.3752,100,2026-08-27T17:17:26.795597,2026-08-27T17:17:28.170863
30,16,14,numa-balancing,1,True,18,1.932,100,2026-08-27T17:17:26.303138,2026-08-27T17:17:28.235200
30,16,11,numa-balancing,1,True,17,0.5427,1,2026-08-27T17:17:27.751721,2026-08-27T17:17:28.294484
30,16,1,numa-balancing,1,True,8,1.0715,2,2026-08-27T17:17:27.291121,2026-08-27T17:17:28.362686
30,16,2,numa-balancing,1,True,3,19.2165,10,2026-08-27T17:17:09.205166,2026-08-27T17:17:28.421667
30,16,15,numa-balancing,1,True,21,1.1292,100,2026-08-27T17:17:27.302715,2026-08-27T17:17:28.431974
30,16,13,numa-balancing,1,True,19,0.2954,1,2026-08-27T17:17:28.170972,2026-08-27T17:17:28.466350
30,16,10,numa-balancing,1,True,17,0.8795,1,2026-08-27T17:17:28.053691,2026-08-27T17:17:28.933202
