bench,streams,tag,phase,query,mean_s,std_s,n
tpch-sf10,16,interleaved,warm,5,0.5799,0.0487,9
tpch-sf10,16,interleaved,cold,6,0.4603,0.0,1
tpch-sf10,16,interleaved,warm,6,0.1108,0.0277,9
tpch-sf10,16,interleaved,cold,7,1.0414,0.0,1
tpch-sf10,16,interleaved,warm,7,0.5881,0.0699,9
tpch-sf10,16,interleaved,cold,8,1.0517,0.0,1
tpch-sf10,16,interleaved,warm,8,0.752,0.0266,9
tpch-sf10,16,interleaved,cold,9,1.3339,0.0,1
tpch-sf10,16,interleaved,warm,9,0.825,0.0783,9
tpch-sf10,16,interleaved,cold,10,1.4374,0.0,1
tpch-sf10,16,interleaved,warm,10,0.9287,0.0646,9
tpch-sf10,16,interleaved,cold,11,0.3529,0.0,1
tpch-sf10,16,interleaved,warm,11,0.1968,0.0266,9
tpch-sf10,16,interleaved,cold,12,0.7126,0.0,1
tpch-sf10,16,interleaved,warm,12,0.4865,0.0544,9
tpch-sf10,16,interleaved,cold,13,1.1891,0.0,1
tpch-sf10,16,interleaved,warm,13,0.8725,0.0896,9
tpch-sf10,16,interleaved,cold,14,0.6415,0.0,1
tpch-sf10,16,interleaved,warm,14,0.4166,0.0615,9
tpch-sf10,16,interleaved,cold,15,0.4871,0.0,1
tpch-sf10,16,interleaved,warm,15,0.2713,0.0324,9
tpch-sf10,16,interleaved,cold,16,0.9029,0.0,1
tpch-sf10,16,interleaved,warm,16,0.8219,0.0492,9
tpch-sf10,16,interleaved,cold,17,0.4376,0.0,1
tpch-sf10,16,interleaved,warm,17,0.4416,0.0673,9
tpch-sf10,16,interleaved,cold,18,1.0558,0.0,1
tpch-sf10,16,interleaved,warm,18,1.0389,0.247,9
tpch-sf10,16,interleaved,cold,19,0.3029,0.0,1
tpch-sf10,16,interleaved,warm,19,0.3051,0.0348,9
tpch-sf10,16,interleaved,cold,20,0.5132,0.0,1
tpch-sf10,16,interleaved,warm,20,0.4737,0.0695,9
tpch-sf10,16,interleaved,cold,21,0.7537,0.0,1
tpch-sf10,16,interleaved,warm,21,0.8056,0.0806,9
tpch-sf10,16,interleaved,cold,22,0.523,0.0,1
tpch-sf10,16,interleaved,warm,22,0.5707,0.1056,9
tpch-sf10,16,numa-balancing,cold,1,0.6156,0.0,1
tpch-sf10,16,numa-balancing,warm,1,0.1797,0.0291,9
tpch-sf10,16,numa-balancing,cold,2,0.4625,0.0,1
tpch-sf10,16,numa-balancing,warm,2,0.2814,0.0242,9
tpch-sf10,16,numa-balancing,cold,3,0.9963,0.0,1
tpch-sf10,16,numa-balancing,warm,3,0.5319,0.0481,9
tpch-sf10,16,numa-balancing,cold,4,0.722,0.0,1
tpch-sf10,16,numa-balancing,warm,4,0.4825,0.0425,9
tpch-sf10,16,numa-balancing,cold,5,1.0769,0.0,1
tpch-sf10,16,numa-balancing,warm,5,0.5665,0.055,9
tpch-sf10,16,numa-balancing,cold,6,0.4229,0.0,1
tpch-sf10,16,numa-balancing,warm,6,0.1063,0.0283,9
tpch-sf10,16,numa-balancing,cold,7,0.8548,0.0,1
tpch-sf10,16,numa-balancing,warm,7,0.5629,0.1361,9
tpch-sf10,16,numa-balancing,cold,8,1.1289,0.0,1
tpch-sf10,16,numa-balancing,warm,8,0.7086,0.0564,9
tpch-sf10,16,numa-balancing,cold,9,1.2006,0.0,1
tpch-sf10,16,numa-balancing,warm,9,0.8208,0.1197,9
tpch-sf10,16,numa-balancing,cold,10,1.3018,0.0,1
tpch-sf10,16,numa-balancing,warm,10,0.8312,0.0444,9
tpch-sf10,16,numa-balancing,cold,11,0.3223,0.0,1
tpch-sf10,16,numa-balancing,warm,11,0.189,0.0413,9
tpch-sf10,16,numa-balancing,cold,12,0.6415,0.0,1
tpch-sf10,16,numa-balancing,warm,12,0.425,0.0512,9
tpch-sf10,16,numa-balancing,cold,13,1.1923,0.0,1
tpch-sf10,16,numa-balancing,warm,13,0.7976,0.0709,9
tpch-sf10,16,numa-balancing,cold,14,0.585,0.0,1
tpch-sf10,16,numa-balancing,warm,14,0.3954,0.092,9
tpch-sf10,16,numa-balancing,cold,15,0.5711,0.0,1
tpch-sf10,16,numa-balancing,warm,15,0.2494,0.0292,9
tpch-sf10,16,numa-balancing,cold,16,1.0304,0.0,1
tpch-sf10,16,numa-balancing,warm,16,0.8009,0.1163,9
tpch-sf10,16,numa-balancing,cold,17,0.4918,0.0,1
tpch-sf10,16,numa-balancing,warm,17,0.395,0.0595,9
tpch-sf10,16,numa-balancing,cold,18,0.6729,0.0,1
tpch-sf10,16,numa-balancing,warm,18,1.0475,0.0945,9
tpch-sf10,16,numa-balancing,cold,19,0.3416,0.0,1
tpch-sf10,16,numa-balancing,warm,19,0.2705,0.0314,9
tpch-sf10,16,numa-balancing,cold,20,0.4417,0.0,1
tpch-sf10,16,numa-balancing,warm,20,0.4244,0.0661,9
tpch-sf10,16,numa-balancing,cold,21,0.9663,0.0,1
tpch-sf10,16,numa-balancing,warm,21,0.7627,0.0711,9
tpch-sf10,16,numa-balancing,cold,22,0.5882,0.0,1
tpch-sf10,16,numa-balancing,warm,22,0.5514,0.0776,9
tpch-sf10,16,repl,cold,1,0.344,0.0,1
tpch-sf10,16,repl,warm,1,0.1705,0.0304,9
tpch-sf10,16,repl,cold,2,0.5733,0.0,1
tpch-sf10,16,repl,warm,2,0.2868,0.0346,9
tpch-sf10,16,repl,cold,3,0.9663,0.0,1
tpch-sf10,16,repl,warm,3,0.5503,0.054,9
tpch-sf10,16,repl,cold,4,0.9046,0.0,1
tpch-sf10,16,repl,warm,4,0.4797,0.0382,9
tpch-sf10,16,repl,cold,5,1.0063,0.0,1
tpch-sf10,16,repl,warm,5,0.5947,0.0613,9
tpch-sf10,16,repl,cold,6,0.2575,0.0,1
tpch-sf10,16,repl,warm,6,0.1069,0.0246,9
tpch-sf10,16,repl,cold,7,1.2172,0.0,1
tpch-sf10,16,repl,warm,7,0.5401,0.0694,9
tpch-sf10,16,repl,cold,8,1.0577,0.0,1
tpch-sf10,16,repl,warm,8,0.6934,0.0533,9
tpch-sf10,16,repl,cold,9,1.2335,0.0,1
tpch-sf10,16,repl,warm,9,0.7882,0.1018,9
tpch-sf10,16,repl,cold,10,1.2921,0.0,1
tpch-sf10,16,repl,warm,10,0.8836,0.0976,9
tpch-sf10,16,repl,cold,11,0.5087,0.0,1
tpch-sf10,16,repl,warm,11,0.1785,0.0235,9
tpch-sf10,16,repl,cold,12,0.7408,0.0,1
tpch-sf10,16,repl,warm,12,0.4587,0.0867,9
tpch-sf10,16,repl,cold,13,1.2531,0.0,1
tpch-sf10,16,repl,warm,13,0.8245,0.1135,9
tpch-sf10,16,repl,cold,14,0.77,0.0,1
tpch-sf10,16,repl,warm,14,0.358,0.046,9
tpch-sf10,16,repl,cold,15,0.5154,0.0,1
tpch-sf10,16,repl,warm,15,0.2342,0.0407,9
tpch-sf10,16,repl,cold,16,1.0565,0.0,1
tpch-sf10,16,repl,warm,16,0.7959,0.0862,9
tpch-sf10,16,repl,cold,17,0.4566,0.0,1
tpch-sf10,16,repl,warm,17,0.3852,0.0445,9
tpch-sf10,16,repl,cold,18,1.4322,0.0,1
tpch-sf10,16,repl,warm,18,1.0121,0.3225,9
tpch-sf10,16,repl,cold,19,0.2473,0.0,1
tpch-sf10,16,repl,warm,19,0.2792,0.0427,9
tpch-sf10,16,repl,cold,20,0.3609,0.0,1
tpch-sf10,16,repl,warm,20,0.4505,0.0802,9
tpch-sf10,16,repl,cold,21,0.6806,0.0,1
tpch-sf10,16,repl,warm,21,0.7396,0.1036,9
tpch-sf10,16,repl,cold,22,0.5522,0.0,1
tpch-sf10,16,repl,warm,22,0.5137,0.0622,9
tpch-sf10,1,firsttouch,cold,1,2.0161,0.0,1
tpch-sf10,1,firsttouch,warm,1,0.0468,0.0014,9
tpch-sf10,1,firsttouch,cold,2,0.3349,0.0,1
tpch-sf10,1,firsttouch,warm,2,0.0562,0.0029,9
tpch-sf10,1,firsttouch,cold,3,1.1182,0.0,1
tpch-sf10,1,firsttouch,warm,3,0.1386,0.0077,9
tpch-sf10,1,firsttouch,cold,4,0.9218,0.0,1
tpch-sf10,1,firsttouch,warm,4,0.1393,0.0035,9
tpch-sf10,1,firsttouch,cold,5,0.3202,0.0,1
tpch-sf10,1,firsttouch,warm,5,0.1389,0.0053,9
tpch-sf10,1,firsttouch,cold,6,0.0214,0.0,1
tpch-sf10,1,firsttouch,warm,6,0.0171,0.0011,9
tpch-sf10,1,firsttouch,cold,7,0.1322,0.0,1
tpch-sf10,1,firsttouch,warm,7,0.1248,0.0057,9
tpch-sf10,1,firsttouch,cold,8,0.3098,0.0,1
tpch-sf10,1,firsttouch,warm,8,0.1833,0.005,9
tpch-sf10,1,firsttouch,cold,9,0.3021,0.0,1
tpch-sf10,1,firsttouch,warm,9,0.259,0.006,9
tpch-sf10,1,firsttouch,cold,10,0.4542,0.0,1
tpch-sf10,1,firsttouch,warm,10,0.2685,0.0121,9
tpch-sf10,1,firsttouch,cold,11,0.0389,0.0,1
tpch-sf10,1,firsttouch,warm,11,0.0292,0.0015,9
tpch-sf10,1,firsttouch,cold,12,0.1081,0.0,1
tpch-sf10,1,firsttouch,warm,12,0.1061,0.008,9
tpch-sf10,1,firsttouch,cold,13,0.8002,0.0,1
tpch-sf10,1,firsttouch,warm,13,0.236,0.0078,9
tpch-sf10,1,firsttouch,cold,14,0.0768,0.0,1
tpch-sf10,1,firsttouch,warm,14,0.0726,0.0021,9
tpch-sf10,1,firsttouch,cold,15,0.0479,0.0,1
tpch-sf10,1,firsttouch,warm,15,0.0424,0.003,9
tpch-sf10,1,firsttouch,cold,16,0.158,0.0,1
tpch-sf10,1,firsttouch,warm,16,0.1505,0.0023,9
tpch-sf10,1,firsttouch,cold,17,0.0783,0.0,1
tpch-sf10,1,firsttouch,warm,17,0.0709,0.0024,9
tpch-sf10,1,firsttouch,cold,18,0.2539,0.0,1
tpch-sf10,1,firsttouch,warm,18,0.2155,0.0065,9
tpch-sf10,1,firsttouch,cold,19,0.0681,0.0,1
tpch-sf10,1,firsttouch,warm,19,0.0671,0.0043,9
tpch-sf10,1,firsttouch,cold,20,0.0971,0.0,1
tpch-sf10,1,firsttouch,warm,20,0.0937,0.0039,9
tpch-sf10,1,firsttouch,cold,21,0.1908,0.0,1
tpch-sf10,1,firsttouch,warm,21,0.2001,0.0043,9
tpch-sf10,1,firsttouch,cold,22,0.1323,0.0,1
tpch-sf10,1,firsttouch,warm,22,0.1312,0.0078,9
tpch-sf10,1,imbalanced,cold,1,1.9913,0.0,1
tpch-sf10,1,imbalanced,warm,1,0.0476,0.0011,9
tpch-sf10,1,imbalanced,cold,2,0.3739,0.0,1
tpch-sf10,1,imbalanced,warm,2,0.0575,0.0026,9
tpch-sf10,1,imbalanced,cold,3,1.1235,0.0,1
tpch-sf10,1,imbalanced,warm,3,0.1488,0.0069,9
tpch-sf10,1,imbalanced,cold,4,0.9757,0.0,1
tpch-sf10,1,imbalanced,warm,4,0.1501,0.0125,9
tpch-sf10,1,imbalanced,cold,5,0.3597,0.0,1
tpch-sf10,1,imbalanced,warm,5,0.1507,0.0167,9
tpch-sf10,1,imbalanced,cold,6,0.0179,0.0,1
tpch-sf10,1,imbalanced,warm,6,0.0185,0.0016,9
tpch-sf10,1,imbalanced,cold,7,0.1493,0.0,1
tpch-sf10,1,imbalanced,warm,7,0.1358,0.0067,9
tpch-sf10,1,imbalanced,cold,8,0.3085,0.0,1
tpch-sf10,1,imbalanced,warm,8,0.2018,0.0198,9
tpch-sf10,1,imbalanced,cold,9,0.3498,0.0,1
tpch-sf10,1,imbalanced,warm,9,0.3041,0.0103,9
tpch-sf10,1,imbalanced,cold,10,0.5124,0.0,1
tpch-sf10,1,imbalanced,warm,10,0.3015,0.022,9
tpch-sf10,1,imbalanced,cold,11,0.0409,0.0,1
tpch-sf10,1,imbalanced,warm,11,0.0311,0.0015,9
tpch-sf10,1,imbalanced,cold,12,0.1168,0.0,1
tpch-sf10,1,imbalanced,warm,12,0.1102,0.0116,9
tpch-sf10,1,imbalanced,cold,13,0.8732,0.0,1
tpch-sf10,1,imbalanced,warm,13,0.2579,0.011,9
tpch-sf10,1,imbalanced,cold,14,0.1019,0.0,1
tpch-sf10,1,imbalanced,warm,14,0.0772,0.0041,9
tpch-sf10,1,imbalanced,cold,15,0.0547,0.0,1
tpch-sf10,1,imbalanced,warm,15,0.0447,0.002,9
tpch-sf10,1,imbalanced,cold,16,0.1686,0.0,1
tpch-sf10,1,imbalanced,warm,16,0.1586,0.006,9
tpch-sf10,1,imbalanced,cold,17,0.0803,0.0,1
tpch-sf10,1,imbalanced,warm,17,0.0767,0.0029,9
tpch-sf10,1,imbalanced,cold,18,0.3039,0.0,1
tpch-sf10,1,imbalanced,warm,18,0.2681,0.0059,9
tpch-sf10,1,imbalanced,cold,19,0.0657,0.0,1
tpch-sf10,1,imbalanced,warm,19,0.067,0.0027,9
tpch-sf10,1,imbalanced,cold,20,0.1011,0.0,1
tpch-sf10,1,imbalanced,warm,20,0.0972,0.0017,9
tpch-sf10,1,imbalanced,cold,21,0.2167,0.0,1
tpch-sf10,1,imbalanced,warm,21,0.2205,0.0078,9
tpch-sf10,1,imbalanced,cold,22,0.1317,0.0,1
tpch-sf10,1,imbalanced,warm,22,0.1384,0.0048,9
tpch-sf10,1,interleaved,cold,1,1.9953,0.0,1
tpch-sf10,1,interleaved,warm,1,0.0492,0.0026,9
tpch-sf10,1,interleaved,cold,2,0.3729,0.0,1
tpch-sf10,1,interleaved,warm,2,0.0604,0.0033,9
tpch-sf10,1,interleaved,cold,3,1.1264,0.0,1
tpch-sf10,1,interleaved,warm,3,0.1467,0.0054,9
tpch-sf10,1,interleaved,cold,4,1.0057,0.0,1
tpch-sf10,1,interleaved,warm,4,0.1525,0.0089,9
tpch-sf10,1,interleaved,cold,5,0.3263,0.0,1
tpch-sf10,1,interleaved,warm,5,0.156,0.0069,9
tpch-sf10,1,interleaved,cold,6,0.0175,0.0,1
tpch-sf10,1,interleaved,warm,6,0.0184,0.003,9
tpch-sf10,1,interleaved,cold,7,0.1397,0.0,1
tpch-sf10,1,interleaved,warm,7,0.1346,0.0046,9
tpch-sf10,1,interleaved,cold,8,0.2994,0.0,1
tpch-sf10,1,interleaved,warm,8,0.2022,0.0093,9
tpch-sf10,1,interleaved,cold,9,0.3373,0.0,1
tpch-sf10,1,interleaved,warm,9,0.2651,0.0112,9
tpch-sf10,1,interleaved,cold,10,0.4778,0.0,1
tpch-sf10,1,interleaved,warm,10,0.2967,0.008,9
tpch-sf10,1,interleaved,cold,11,0.0393,0.0,1
tpch-sf10,1,interleaved,warm,11,0.0321,0.0021,9
tpch-sf10,1,interleaved,cold,12,0.1196,0.0,1
tpch-sf10,1,interleaved,warm,12,0.1119,0.0033,9
tpch-sf10,1,interleaved,cold,13,0.8514,0.0,1
tpch-sf10,1,interleaved,warm,13,0.2748,0.0089,9
tpch-sf10,1,interleaved,cold,14,0.0804,0.0,1
tpch-sf10,1,interleaved,warm,14,0.0767,0.0036,9
tpch-sf10,1,interleaved,cold,15,0.0539,0.0,1
tpch-sf10,1,interleaved,warm,15,0.0459,0.0027,9
tpch-sf10,1,interleaved,cold,16,0.1749,0.0,1
tpch-sf10,1,interleaved,warm,16,0.1602,0.0054,9
tpch-sf10,1,interleaved,cold,17,0.0784,0.0,1
tpch-sf10,1,interleaved,warm,17,0.0763,0.0032,9
tpch-sf10,1,interleaved,cold,18,0.2674,0.0,1
tpch-sf10,1,interleaved,warm,18,0.2444,0.0091,9
tpch-sf10,1,interleaved,cold,19,0.0683,0.0,1
tpch-sf10,1,interleaved,warm,19,0.0683,0.0035,9
tpch-sf10,1,interleaved,cold,20,0.0952,0.0,1
tpch-sf10,1,interleaved,warm,20,0.1006,0.0061,9
tpch-sf10,1,interleaved,cold,21,0.2086,0.0,1
tpch-sf10,1,interleaved,warm,21,0.211,0.0074,9
tpch-sf10,1,interleaved,cold,22,0.1377,0.0,1
tpch-sf10,1,interleaved,warm,22,0.1391,0.0041,9
tpch-sf10,1,numa-balancing,cold,1,2.005,0.0,1
tpch-sf10,1,numa-balancing,warm,1,0.0485,0.0018,9
tpch-sf10,1,numa-balancing,cold,2,0.3421,0.0,1
tpch-sf10,1,numa-balancing,warm,2,0.0543,0.0025,9
tpch-sf10,1,numa-balancing,cold,3,1.1752,0.0,1
tpch-sf10,1,numa-balancing,warm,3,0.1371,0.0061,9
tpch-sf10,1,numa-balancing,cold,4,0.9261,0.0,1
tpch-sf10,1,numa-balancing,warm,4,0.1453,0.0106,9
tpch-sf10,1,numa-balancing,cold,5,0.3144,0.0,1
tpch-sf10,1,numa-balancing,warm,5,0.1418,0.0047,9
tpch-sf10,1,numa-balancing,cold,6,0.0197,0.0,1
tpch-sf10,1,numa-balancing,warm,6,0.0191,0.0022,9
tpch-sf10,1,numa-balancing,cold,7,0.1368,0.0,1
tpch-sf10,1,numa-balancing,warm,7,0.1277,0.0055,9
tpch-sf10,1,numa-balancing,cold,8,0.3231,0.0,1
tpch-sf10,1,numa-balancing,warm,8,0.1856,0.0061,9
tpch-sf10,1,numa-balancing,cold,9,0.3039,0.0,1
tpch-sf10,1,numa-balancing,warm,9,0.2592,0.0083,9
tpch-sf10,1,numa-balancing,cold,10,0.4642,0.0,1
tpch-sf10,1,numa-balancing,warm,10,0.2705,0.0102,9
tpch-sf10,1,numa-balancing,cold,11,0.0403,0.0,1
tpch-sf10,1,numa-balancing,warm,11,0.0312,0.0022,9
tpch-sf10,1,numa-balancing,cold,12,0.1093,0.0,1
tpch-sf10,1,numa-balancing,warm,12,0.1069,0.0042,9
tpch-sf10,1,numa-balancing,cold,13,0.8128,0.0,1
tpch-sf10,1,numa-balancing,warm,13,0.2452,0.0115,9
tpch-sf10,1,numa-balancing,cold,14,0.079,0.0,1
tpch-sf10,1,numa-balancing,warm,14,0.0762,0.0043,9
tpch-sf10,1,numa-balancing,cold,15,0.0508,0.0,1
tpch-sf10,1,numa-balancing,warm,15,0.0441,0.0017,9
tpch-sf10,1,numa-balancing,cold,16,0.1692,0.0,1
tpch-sf10,1,numa-balancing,warm,16,0.1526,0.0072,9
tpch-sf10,1,numa-balancing,cold,17,0.0848,0.0,1
tpch-sf10,1,numa-balancing,warm,17,0.0749,0.0044,9
tpch-sf10,1,numa-balancing,cold,18,0.2752,0.0,1
tpch-sf10,1,numa-balancing,warm,18,0.2136,0.0053,9
tpch-sf10,1,numa-balancing,cold,19,0.0736,0.0,1
tpch-sf10,1,numa-balancing,warm,19,0.0673,0.0026,9
tpch-sf10,1,numa-balancing,cold,20,0.0956,0.0,1
tpch-sf10,1,numa-balancing,warm,20,0.0924,0.0021,9
tpch-sf10,1,numa-balancing,cold,21,0.1969,0.0,1
tpch-sf10,1,numa-balancing,warm,21,0.197,0.005,9
tpch-sf10,1,numa-balancing,cold,22,0.1317,0.0,1
tpch-sf10,1,numa-balancing,warm,22,0.1279,0.007,9
tpch-sf10,1,repl,cold,1,1.9432,0.0,1
tpch-sf10,1,repl,warm,1,0.0571,0.0116,9
tpch-sf10,1,repl,cold,2,0.3604,0.0,1
tpch-sf10,1,repl,warm,2,0.059,0.0076,9
tpch-sf10,1,repl,cold,3,1.1,0.0,1
tpch-sf10,1,repl,warm,3,0.1381,0.007,9
tpch-sf10,1,repl,cold,4,0.9808,0.0,1
tpch-sf10,1,repl,warm,4,0.149,0.0172,9
tpch-sf10,1,repl,cold,5,0.3083,0.0,1
tpch-sf10,1,repl,warm,5,0.1411,0.0064,9
tpch-sf10,1,repl,cold,6,0.0556,0.0,1
tpch-sf10,1,repl,warm,6,0.0191,0.005,9
tpch-sf10,1,repl,cold,7,0.1931,0.0,1
tpch-sf10,1,repl,warm,7,0.125,0.0048,9
tpch-sf10,1,repl,cold,8,0.2861,0.0,1
tpch-sf10,1,repl,warm,8,0.1858,0.0088,9
tpch-sf10,1,repl,cold,9,0.4069,0.0,1
tpch-sf10,1,repl,warm,9,0.2643,0.0222,9
tpch-sf10,1,repl,cold,10,0.5144,0.0,1
tpch-sf10,1,repl,warm,10,0.2905,0.0324,9
tpch-sf10,1,repl,cold,11,0.0486,0.0,1
tpch-sf10,1,repl,warm,11,0.0323,0.0039,9
tpch-sf10,1,repl,cold,12,0.1541,0.0,1
tpch-sf10,1,repl,warm,12,0.1092,0.0144,9
tpch-sf10,1,repl,cold,13,0.7847,0.0,1
tpch-sf10,1,repl,warm,13,0.2789,0.0189,9
tpch-sf10,1,repl,cold,14,0.1196,0.0,1
tpch-sf10,1,repl,warm,14,0.0743,0.0074,9
tpch-sf10,1,repl,cold,15,0.0779,0.0,1
tpch-sf10,1,repl,warm,15,0.0424,0.003,9
tpch-sf10,1,repl,cold,16,0.1743,0.0,1
tpch-sf10,1,repl,warm,16,0.15,0.007,9
tpch-sf10,1,repl,cold,17,0.1423,0.0,1
tpch-sf10,1,repl,warm,17,0.0745,0.0083,9
tpch-sf10,1,repl,cold,18,0.2604,0.0,1
tpch-sf10,1,repl,warm,18,0.2169,0.0086,9
tpch-sf10,1,repl,cold,19,0.1099,0.0,1
tpch-sf10,1,repl,warm,19,0.0716,0.0047,9
tpch-sf10,1,repl,cold,20,0.1452,0.0,1
tpch-sf10,1,repl,warm,20,0.0945,0.0083,9
tpch-sf10,1,repl,cold,21,0.2847,0.0,1
tpch-sf10,1,repl,warm,21,0.2031,0.012,9
tpch-sf10,1,repl,cold,22,0.1568,0.0,1
tpch-sf10,1,repl,warm,22,0.1269,0.0052,9
tpch-sf30,16,firsttouch,cold,1,1.4871,0.0,1
tpch-sf30,16,firsttouch,warm,1,0.2897,0.0316,9
tpch-sf30,16,firsttouch,cold,2,0.9146,0.0,1
tpch-sf30,16,firsttouch,warm,2,0.61,0.1034,9
tpch-sf30,16,firsttouch,cold,3,2.475,0.0,1
tpch-sf30,16,firsttouch,warm,3,1.7108,0.7874,9
tpch-sf30,16,firsttouch,cold,4,1.8874,0.0,1
tpch-sf30,16,firsttouch,warm,4,0.7334,0.1095,9
tpch-sf30,16,firsttouch,cold,5,2.1527,0.0,1
tpch-sf30,16,firsttouch,warm,5,0.9935,0.1036,9
tpch-sf30,16,firsttouch,cold,6,1.1538,0.0,1
tpch-sf30,16,firsttouch,warm,6,0.1761,0.0551,9
tpch-sf30,16,firsttouch,cold,7,2.1943,0.0,1
tpch-sf30,16,firsttouch,warm,7,1.5415,0.6897,9
tpch-sf30,16,firsttouch,cold,8,2.3039,0.0,1
tpch-sf30,16,firsttouch,warm,8,1.3914,0.2369,9
tpch-sf30,16,firsttouch,cold,9,5.7163,0.0,1
tpch-sf30,16,firsttouch,warm,9,3.5032,0.3361,9
tpch-sf30,16,firsttouch,cold,10,4.3101,0.0,1
tpch-sf30,16,firsttouch,warm,10,1.7245,0.2517,9
tpch-sf30,16,firsttouch,cold,11,0.6896,0.0,1
tpch-sf30,16,firsttouch,warm,11,0.3873,0.0344,9
tpch-sf30,16,firsttouch,cold,12,2.2201,0.0,1
tpch-sf30,16,firsttouch,warm,12,1.114,0.206,9
tpch-sf30,16,firsttouch,cold,13,3.7461,0.0,1
tpch-sf30,16,firsttouch,warm,13,3.1972,0.7433,9
tpch-sf30,16,firsttouch,cold,14,1.5787,0.0,1
tpch-sf30,16,firsttouch,warm,14,1.3528,0.3476,9
tpch-sf30,16,firsttouch,cold,15,1.5784,0.0,1
tpch-sf30,16,firsttouch,warm,15,1.1548,0.4405,9
tpch-sf30,16,firsttouch,cold,16,1.8445,0.0,1
tpch-sf30,16,firsttouch,warm,16,2.4967,0.7438,9
tpch-sf30,16,firsttouch,cold,17,1.2428,0.0,1
tpch-sf30,16,firsttouch,warm,17,1.4737,0.6039,9
tpch-sf30,16,firsttouch,cold,18,3.7551,0.0,1
tpch-sf30,16,firsttouch,warm,18,3.1174,0.9277,9
tpch-sf30,16,firsttouch,cold,19,0.5554,0.0,1
tpch-sf30,16,firsttouch,warm,19,0.6947,0.1403,9
tpch-sf30,16,firsttouch,cold,20,1.7579,0.0,1
tpch-sf30,16,firsttouch,warm,20,1.0211,0.1429,9
tpch-sf30,16,firsttouch,cold,21,2.0351,0.0,1
tpch-sf30,16,firsttouch,warm,21,1.7965,0.3129,9
tpch-sf30,16,firsttouch,cold,22,1.8702,0.0,1
tpch-sf30,16,firsttouch,warm,22,1.0286,0.1762,9
tpch-sf30,16,imbalanced,cold,1,1.9686,0.0,1
tpch-sf30,16,imbalanced,warm,1,0.3918,0.1085,9
tpch-sf30,16,imbalanced,cold,2,1.739,0.0,1
tpch-sf30,16,imbalanced,warm,2,0.7941,0.1143,9
tpch-sf30,16,imbalanced,cold,3,4.2826,0.0,1
tpch-sf30,16,imbalanced,warm,3,1.9334,0.6654,9
tpch-sf30,16,imbalanced,cold,4,2.9069,0.0,1
tpch-sf30,16,imbalanced,warm,4,1.1641,0.3772,9
tpch-sf30,16,imbalanced,cold,5,2.6908,0.0,1
tpch-sf30,16,imbalanced,warm,5,1.4069,0.1965,9
tpch-sf30,16,imbalanced,cold,6,1.9355,0.0,1
tpch-sf30,16,imbalanced,warm,6,0.1849,0.0837,9
tpch-sf30,16,imbalanced,cold,7,3.7548,0.0,1
tpch-sf30,16,imbalanced,warm,7,1.957,0.848,9
tpch-sf30,16,imbalanced,cold,8,2.7836,0.0,1
tpch-sf30,16,imbalanced,warm,8,1.8846,0.41,9
tpch-sf30,16,imbalanced,cold,9,5.961,0.0,1
tpch-sf30,16,imbalanced,warm,9,4.6675,0.8077,9
tpch-sf30,16,imbalanced,cold,10,3.1999,0.0,1
tpch-sf30,16,imbalanced,warm,10,2.1172,0.2502,9
tpch-sf30,16,imbalanced,cold,11,1.4501,0.0,1
tpch-sf30,16,imbalanced,warm,11,0.4704,0.0739,9
tpch-sf30,16,imbalanced,cold,12,2.1363,0.0,1
tpch-sf30,16,imbalanced,warm,12,1.4102,0.2447,9
tpch-sf30,16,imbalanced,cold,13,3.5431,0.0,1
tpch-sf30,16,imbalanced,warm,13,3.7961,1.4691,9
tpch-sf30,16,imbalanced,cold,14,1.9007,0.0,1
tpch-sf30,16,imbalanced,warm,14,1.6996,0.3435,9
tpch-sf30,16,imbalanced,cold,15,1.4269,0.0,1
tpch-sf30,16,imbalanced,warm,15,1.5334,0.5726,9
tpch-sf30,16,imbalanced,cold,16,2.9286,0.0,1
tpch-sf30,16,imbalanced,warm,16,3.6279,0.9248,9
tpch-sf30,16,imbalanced,cold,17,1.0601,0.0,1
tpch-sf30,16,imbalanced,warm,17,1.7204,0.6828,9
tpch-sf30,16,imbalanced,cold,18,1.977,0.0,1
tpch-sf30,16,imbalanced,warm,18,4.2202,1.6872,9
tpch-sf30,16,imbalanced,cold,19,0.7046,0.0,1
tpch-sf30,16,imbalanced,warm,19,0.9049,0.2909,9
tpch-sf30,16,imbalanced,cold,20,1.0661,0.0,1
tpch-sf30,16,imbalanced,warm,20,1.3657,0.2341,9
tpch-sf30,16,imbalanced,cold,21,1.9714,0.0,1
tpch-sf30,16,imbalanced,warm,21,2.3192,0.2922,9
tpch-sf30,16,imbalanced,cold,22,1.1767,0.0,1
tpch-sf30,16,imbalanced,warm,22,1.3611,0.109,9
tpch-sf30,16,interleaved,cold,1,2.0053,0.0,1
tpch-sf30,16,interleaved,warm,1,0.3809,0.115,9
tpch-sf30,16,interleaved,cold,2,1.0173,0.0,1
tpch-sf30,16,interleaved,warm,2,0.6832,0.1501,9
tpch-sf30,16,interleaved,cold,3,3.2719,0.0,1
tpch-sf30,16,interleaved,warm,3,1.578,0.6047,9
tpch-sf30,16,interleaved,cold,4,1.4621,0.0,1
tpch-sf30,16,interleaved,warm,4,0.7813,0.1154,9
